Timestamp,Лучший сайт для поиска работы?,Лучшее профильное мероприятие года в Украине?,Самое значимое событие года?,Лучший проект в сфере ИТ-образования?,Как вы оцениваете этот год лично для себя?,Какие у вас ожидания от 2016?,Кто вы?
11/24/2015 14:48:19,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:48:35,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:48:52,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:49:26,DOU.ua,Software Engineering 2015 (seconf org ua),Прекращение активных боевых действий на Донбассе,Prometheus,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 14:50:25,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:50:39,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:50:50,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:51:02,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:51:13,,Black Sea SummIT (Одесса),Прекращение активных боевых действий на Донбассе,Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 14:51:14,DOU.ua,DevDay Kyiv от Microsoft,Запуск 3G в Украине,Prometheus,"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 14:54:46,Rabota.ua,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Lviv IT school (LITS),"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 14:55:06,DOU.ua,Не слежу за мероприятиями,Выход Fallout 4,Google (самообразование),Один из лучших в моей жизни,"Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/24/2015 14:55:48,LinkedIn,Не слежу за мероприятиями,Выход Fallout 4,Не слежу / не интересуюсь,"Нормальный год, все как обычно","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/24/2015 14:56:51,DOU.ua,Lviv IT Arena,Девальвация гривны,Prometheus,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 14:57:44,Work.ua,Не слежу за мероприятиями,Девальвация гривны,Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 14:59:05,Rabota.ua,IT Fest (Киев),Прекращение активных боевых действий на Донбассе,GoIT,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:00:04,LinkedIn,Lviv IT Arena,Запуск 3G в Украине,GoIT,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 15:04:47,,,"Личное (новая работа, повышение, свадьба, ...)",,Один из лучших в моей жизни,Все будет хорошо,
11/24/2015 15:06:41,LinkedIn,UA Web Challenge,Выход Fallout 4,PROG kiev ua,"Трудный год, но в целом все хорошо","Все плохо, пора валить",
11/24/2015 15:06:50,Джинн,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",StackOverflow,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 15:07:13,Rabota.ua,IT Fest (Киев),Прекращение активных боевых действий на Донбассе,Bionic University,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:07:27,Rabota.ua,,"Личное (новая работа, повышение, свадьба, ...)",,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 15:11:34,LinkedIn,Black Sea SummIT (Одесса),Покупка Looksery за $150M,,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 15:12:34,Джинн,,Запуск 3G в Украине,JavaRush,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 15:12:46,LinkedIn,JavaDay Kyiv,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 15:14:44,LinkedIn,JEEConf (Киев),Шестая волна мобилизации в ВСУ,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 15:15:33,LinkedIn,Lviv IT Arena,Девальвация гривны,Prometheus,"Нормальный год, все как обычно","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/24/2015 15:15:58,DOU.ua,IT Fest (Киев),Прекращение активных боевых действий на Донбассе,Prometheus,"Неудачный год, все плохо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:16:43,GitHub,,Девальвация гривны,StackOverflow,"Нормальный год, все как обычно",Все будет хорошо,
11/24/2015 15:19:12,DOU.ua,Lviv IT Arena,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),Один из лучших в моей жизни,Все будет хорошо,
11/24/2015 15:21:13,GitHub,,Обыски в офисах ИТ-компаний,,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:21:43,,,Запуск 3G в Украине,Java курсы Ивана Головача,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:21:45,,,Прекращение активных боевых действий на Донбассе,,"Неудачный год, все плохо","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/24/2015 15:22:21,Rabota.ua,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 15:22:49,LinkedIn,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 15:22:55,,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Lviv IT school (LITS),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:24:00,Джинн,IT Jam 2015 (Киев),Прекращение активных боевых действий на Донбассе,GoIT,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:26:46,Rabota.ua,Конференция JavaScript от JS Lab (Одесса),Шестая волна мобилизации в ВСУ,Компьютерная Академия ШАГ,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:29:46,Джинн,JavaDay Kyiv,Девальвация гривны,Java курсы Ивана Головача,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 15:30:44,LinkedIn,iForum,Прекращение активных боевых действий на Донбассе,Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/24/2015 15:33:06,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",StackOverflow,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:34:52,DOU.ua,Lviv IT Arena,Покупка Looksery за $150M,StackOverflow,"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:35:29,DOU.ua,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,Не слежу / не интересуюсь,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 15:36:44,DOU.ua,,Запуск 3G в Украине,,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 15:37:00,DOU.ua,IT Jam 2015 (Киев),Прекращение активных боевых действий на Донбассе,StartIT,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/24/2015 15:37:43,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 15:38:24,Джинн,Не слежу за мероприятиями,Девальвация гривны,Google (самообразование),Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",
11/24/2015 15:41:43,,,Девальвация гривны,Brain Academy,"Неудачный год, все плохо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 15:42:05,DOU.ua,Lviv IT Arena,Обыски в офисах ИТ-компаний,Компьютерная Академия ШАГ,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 15:44:02,Work.ua,Black Sea SummIT (Одесса),"Личное (новая работа, повышение, свадьба, ...)",Компьютерная школа Hillel,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 15:44:42,LinkedIn,Black Sea SummIT (Одесса),"Волонтерский десант в органах власти (МО, Одесса и пр)",Компьютерная школа Hillel,Один из лучших в моей жизни,Все будет хорошо,
11/24/2015 15:48:28,GitHub,OdessaJS/LvivJS/KharkivJS/KyivJS,Запуск 3G в Украине,Kottans.org,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:48:28,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,"Личное (новая работа, повышение, свадьба, ...)",Kottans.org,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 15:48:35,LinkedIn,Не слежу за мероприятиями,Запуск 3G в Украине,Kottans.org,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 15:48:57,LinkedIn,Не слежу за мероприятиями,Покупка Looksery за $150M,Не слежу / не интересуюсь,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 15:50:14,Джинн,UA Web Challenge,Запуск 3G в Украине,StackOverflow,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 15:51:20,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 15:51:46,DOU.ua,Не слежу за мероприятиями,Выход Fallout 4,Компьютерная Академия ШАГ,"Неудачный год, все плохо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 15:53:16,DOU.ua,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 15:54:56,Rabota.ua,IT Jam 2015 (Киев),Запуск 3G в Украине,QA Light,"Нормальный год, все как обычно",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/24/2015 15:55:29,GitHub,AI Ukraine (Харьков),Обыски в офисах ИТ-компаний,StackOverflow,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 15:57:13,Rabota.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:03:45,Джинн,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:04:01,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:06:20,Джинн,,Девальвация гривны,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 16:07:06,Джинн,IT Jam 2015 (Киев),Запуск 3G в Украине,IT Labs,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:07:07,DOU.ua,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",IT Labs,Один из лучших в моей жизни,"Все плохо, пора валить",
11/24/2015 16:07:28,LinkedIn,Software Engineering 2015 (seconf org ua),"Личное (новая работа, повышение, свадьба, ...)",IT Labs,Один из лучших в моей жизни,"Все плохо, пора валить",Миддл (2-5 лет опыта)
11/24/2015 16:10:33,DOU.ua,,Выход Fallout 4,IT Labs,"Нормальный год, все как обычно",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:10:34,DOU.ua,Frameworks Days,Обыски в офисах ИТ-компаний,IT Labs,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:11:42,Джинн,Не слежу за мероприятиями,Покупка Looksery за $150M,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:11:53,DOU.ua,IT Jam 2015 (Киев),Запуск 3G в Украине,Kottans.org,"Нормальный год, все как обычно","Все плохо, пора валить",Джуниор (меньше двух лет опыта)
11/24/2015 16:12:00,Rabota.ua,Не слежу за мероприятиями,Запуск 3G в Украине,StackOverflow,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:12:09,,JavaDay Kyiv,Девальвация гривны,PROG kiev ua,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:12:21,Джинн,Не слежу за мероприятиями,Покупка Looksery за $150M,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:12:28,Джинн,OdessaJS/LvivJS/KharkivJS/KyivJS,Прекращение активных боевых действий на Донбассе,Kottans.org,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:12:29,GitHub,Конференция JavaScript от JS Lab (Одесса),Выход Fallout 4,Kottans.org,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/24/2015 16:12:40,Джинн,IT Weekend от SoftServe,Девальвация гривны,Kottans.org,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:12:41,Rabota.ua,Black Sea SummIT (Одесса),"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Компьютерная школа Hillel,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:13:24,Джинн,Не слежу за мероприятиями,Девальвация гривны,ItBursa,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:13:26,LinkedIn,OdessaJS/LvivJS/KharkivJS/KyivJS,Прекращение активных боевых действий на Донбассе,Kottans.org,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:13:32,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Kottans.org,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 16:14:29,Джинн,,Шестая волна мобилизации в ВСУ,Kottans.org,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:15:09,Джинн,UA Web Challenge,Девальвация гривны,Kottans.org,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:15:55,Джинн,Не слежу за мероприятиями,Выход Fallout 4,Kottans.org,"Трудный год, но в целом все хорошо","Все плохо, пора валить",
11/24/2015 16:16:03,Джинн,UA Web Challenge,Девальвация гривны,Kottans.org,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:16:30,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,Запуск 3G в Украине,Bionic University,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 16:16:49,LinkedIn,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,Не слежу / не интересуюсь,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:16:53,DOU.ua,,Девальвация гривны,,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:17:18,Work.ua,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Не слежу / не интересуюсь,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:17:21,Work.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",,Один из лучших в моей жизни,Все будет хорошо,
11/24/2015 16:17:23,Work.ua,IT Weekend от SoftServe,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,Один из лучших в моей жизни,"Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:18:57,DOU.ua,UA Web Challenge,Прекращение активных боевых действий на Донбассе,Kottans.org,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:20:35,,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:21:06,GitHub,DevDay Kyiv от Microsoft,Прекращение активных боевых действий на Донбассе,Kottans.org,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:21:45,DOU.ua,Lviv IT Arena,"Личное (новая работа, повышение, свадьба, ...)",Не слежу / не интересуюсь,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:21:48,Джинн,ITEM-2015 (Днепропетровск),Прекращение активных боевых действий на Донбассе,PROG kiev ua,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:21:53,,,Шестая волна мобилизации в ВСУ,IT Labs,Один из лучших в моей жизни,Все будет хорошо,
11/24/2015 16:22:08,LinkedIn,Lviv IT Arena,Выход Fallout 4,Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:22:38,DOU.ua,Не слежу за мероприятиями,"Волонтерский десант в органах власти (МО, Одесса и пр)",Prometheus,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:23:03,LinkedIn,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,Google (самообразование),"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:23:10,Джинн,OdessaJS/LvivJS/KharkivJS/KyivJS,Прекращение активных боевых действий на Донбассе,Kottans.org,Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:24:30,LinkedIn,JavaDay Kyiv,Запуск 3G в Украине,PROG kiev ua,"Трудный год, но в целом все хорошо",Все будет хорошо,
11/24/2015 16:24:32,LinkedIn,IT Weekend от SoftServe,Обыски в офисах ИТ-компаний,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:24:36,Work.ua,IT Weekend от SoftServe,Девальвация гривны,Google (самообразование),"Нормальный год, все как обычно",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:24:37,LinkedIn,JavaDay Kyiv,Запуск 3G в Украине,Google (самообразование),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:25:05,DOU.ua,IT Jam 2015 (Киев),Прекращение активных боевых действий на Донбассе,IT Labs,Один из лучших в моей жизни,Все будет хорошо,Мега-синьор (10+ лет опыта)
11/24/2015 16:26:01,Джинн,UA Web Challenge,Покупка Looksery за $150M,Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:26:33,LinkedIn,Не слежу за мероприятиями,Девальвация гривны,Не слежу / не интересуюсь,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:26:36,DOU.ua,Не слежу за мероприятиями,Девальвация гривны,Не слежу / не интересуюсь,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 16:27:20,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Kottans.org,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:28:05,LinkedIn,Не слежу за мероприятиями,Обыски в офисах ИТ-компаний,Не слежу / не интересуюсь,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/24/2015 16:28:11,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:28:17,Джинн,OdessaJS/LvivJS/KharkivJS/KyivJS,Обыски в офисах ИТ-компаний,ItBursa,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:30:57,LinkedIn,Не слежу за мероприятиями,Шестая волна мобилизации в ВСУ,JavaRush,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 16:32:47,LinkedIn,JavaDay Kyiv,Прекращение активных боевых действий на Донбассе,PROG kiev ua,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:33:39,,,Запуск 3G в Украине,PROG kiev ua,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:34:36,DOU.ua,IT Weekend от SoftServe,Выход Fallout 4,CyberBionic Systematics,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:35:29,LinkedIn,IT Jam 2015 (Киев),Шестая волна мобилизации в ВСУ,CyberBionic Systematics,"Неудачный год, все плохо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/24/2015 16:36:11,Habrahabr,IT Fest (Киев),Запуск 3G в Украине,Bionic University,Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:37:17,LinkedIn,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Google (самообразование),Один из лучших в моей жизни,Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:38:12,Джинн,iForum,Запуск 3G в Украине,Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:38:42,Habrahabr,Black Sea SummIT (Одесса),Обыски в офисах ИТ-компаний,Компьютерная школа Hillel,"Нормальный год, все как обычно",Все будет хорошо,Мега-синьор (10+ лет опыта)
11/24/2015 16:40:28,Rabota.ua,,Девальвация гривны,,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 16:42:06,DOU.ua,OdessaJS/LvivJS/KharkivJS/KyivJS,"Создание городских ИТ-кластеров (Харьков, Одесса, Днепр, ...)",Lviv IT school (LITS),"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:42:17,,Не слежу за мероприятиями,Выход Fallout 4,IT Labs,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:43:27,Work.ua,XP Days,Запуск 3G в Украине,GoIT,Один из лучших в моей жизни,Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:45:36,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",IT Labs,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Синьор (5-10 лет опыта)
11/24/2015 16:46:45,DOU.ua,iForum,Запуск 3G в Украине,,"Нормальный год, все как обычно","Надеюсь на лучшее, но есть сомнения",Джуниор (меньше двух лет опыта)
11/24/2015 16:47:08,DOU.ua,,Прекращение активных боевых действий на Донбассе,Prometheus,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:47:26,Джинн,,Запуск 3G в Украине,IT Labs,"Нормальный год, все как обычно",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:48:15,,Не слежу за мероприятиями,Девальвация гривны,IT Labs,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 16:48:32,LinkedIn,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:48:39,,,Выход Fallout 4,IT Labs,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",
11/24/2015 16:48:59,DOU.ua,Lviv IT Arena,Обыски в офисах ИТ-компаний,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:49:48,DOU.ua,IT Fest (Киев),Девальвация гривны,IT Labs,"Трудный год, но в целом все хорошо","Надеюсь на лучшее, но есть сомнения",Миддл (2-5 лет опыта)
11/24/2015 16:51:13,DOU.ua,Frameworks Days,Выход Fallout 4,Kottans.org,"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:51:30,DOU.ua,,Запуск 3G в Украине,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
11/24/2015 16:51:48,,,Девальвация гривны,IT Labs,"Трудный год, но в целом все хорошо",Все будет хорошо,Синьор (5-10 лет опыта)
11/24/2015 16:53:36,LinkedIn,DevDay Kyiv от Microsoft,Прекращение активных боевых действий на Донбассе,IT Labs,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Миддл (2-5 лет опыта)
11/24/2015 16:56:27,LinkedIn,Не слежу за мероприятиями,Девальвация гривны,Не слежу / не интересуюсь,"Трудный год, но в целом все хорошо","Все плохо, пора валить",Синьор (5-10 лет опыта)
11/24/2015 16:58:35,DOU.ua,Не слежу за мероприятиями,"Личное (новая работа, повышение, свадьба, ...)",Google (самообразование),"Трудный год, но в целом все хорошо",Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:58:46,LinkedIn,Не слежу за мероприятиями,Прекращение активных боевых действий на Донбассе,Lviv IT school (LITS),Один из лучших в моей жизни,Все будет хорошо,Миддл (2-5 лет опыта)
11/24/2015 16:58:59,Work.ua,IT Fest (Киев),"Личное (новая работа, повышение, свадьба, ...)",JavaRush,"Трудный год, но в целом все хорошо",Все будет хорошо,Джуниор (меньше двух лет опыта)
