Timestamp,FirstLanguage,NowLanguage,AdditionalLanguages,NextLanguage,PetProjectsLanguages,Choosing,e1,e2,e3,e4,e5,InUA,InPrev,Age,ExperienceInProgramming,ExperienceInLanguage
14.07.2011 12:50:19,PHP,PHP,JavaScript,PHP,"PHP, JavaScript",Не знаю,,,,,,да,нет,< 20,1,1
14.07.2011 12:52:02,Java,Java,JavaScript,Java,,Совместным решением,,,,,,да,да,"[20, 30)",2,2
14.07.2011 12:56:36,Pascal/Delphi,DBase,"C#, DBase, Basic",C#,"C#, DBase",Исполнителем,,,,,,да,да,"[30, 40)",9,8
14.07.2011 13:14:27,C++,C++,Python,Python,,Совместным решением,,,,,,да,нет,"[30, 40)",5,5
14.07.2011 13:41:50,Java,Java,Java,Java,"C#, Java, C++",Заказчиком,,,,,,нет,нет,"[20, 30)",1,1
14.07.2011 13:43:12,Pascal/Delphi,Pascal/Delphi,"C#, PHP, JavaScript",PHP,"PHP, Pascal/Delphi",Совместным решением,,,,,,да,нет,"[30, 40)",10+,10+
14.07.2011 13:45:40,Pascal/Delphi,C++,"PHP, Objective-C, Perl",C++,"Java, C++, Pascal/Delphi",Совместным решением,,,,,,да,нет,"[20, 30)",3,2
14.07.2011 13:53:00,Pascal/Delphi,PHP,JavaScript,PHP,"PHP, Python",Совместным решением,,,,,,да,да,"[30, 40)",6,6
14.07.2011 13:57:27,Pascal/Delphi,ActionScript,"Java, JavaScript",ActionScript,"C#, ActionScript",Совместным решением,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 14:06:04,C++,С#,"C#, JavaScript",C#,"C#, Java, Python, Ruby",Заказчиком,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 14:16:26,C++,Java,Python,C#,,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 14:18:30,Basic,Perl,"C, JavaScript",Python,"JavaScript, Perl",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,10+
14.07.2011 14:21:36,C++,С#,C#,C#,"C#, Java, C++",Совместным решением,,,,,,да,нет,"[20, 30)",3,3
14.07.2011 14:25:45,C,С#,"C#, Java, C",C#,C#,Исполнителем,,,,,,да,да,"[20, 30)",6,1
14.07.2011 14:26:15,C#,С#,PHP,PHP,PHP,Исполнителем,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 14:28:20,Pascal/Delphi,С#,JavaScript,Python,"C#, JavaScript",Совместным решением,,,,,,да,нет,"[20, 30)",7,5
14.07.2011 14:37:23,Pascal/Delphi,Java,Java,Java,,Совместным решением,,,,,,да,нет,"[20, 30)",3,1
14.07.2011 14:53:04,C#,С#,"C#, ActionScript",C#,C#,Исполнителем,,,,,,да,нет,"[20, 30)",5,3
14.07.2011 15:09:38,PHP,Perl,PHP,Java,,Исполнителем,,,,,,да,нет,"[20, 30)",5,5
14.07.2011 15:10:38,Pascal/Delphi,Pascal/Delphi,"C#, C++",C#,C#,Совместным решением,,,,,,да,нет,"[20, 30)",5,4
14.07.2011 15:19:38,Pascal/Delphi,Java,"PHP, ActionScript, JavaScript",Java,"PHP, JavaScript",Исполнителем,,,,,,да,нет,"[20, 30)",2,1
14.07.2011 15:20:14,C++,C++,"Java, Python, Scala",Python,"C++, Python",Исполнителем,,,,,,да,нет,"[20, 30)",10+,10+
14.07.2011 15:26:04,C++,С#,C#,C#,"C#, C++",Совместным решением,,,,,,да,нет,"[20, 30)",4,3
14.07.2011 15:38:49,Pascal/Delphi,С#,C#,C#,"C#, Lua",Исполнителем,,,,,,да,нет,"[20, 30)",4,3
14.07.2011 15:43:26,C,PHP,C#,Java,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",7,6
14.07.2011 15:43:33,C++,C++,"C#, ActionScript, Unreal Script",C#,C++,Заказчиком,,,,,,да,нет,"[20, 30)",4,3
14.07.2011 16:23:22,C++,C++,C#,C++,,Заказчиком,,,,,,да,нет,"[20, 30)",4,4
14.07.2011 16:26:30,мнемокоды МК-52,C++,"C, JavaScript, Lua",C++,"Java, JavaScript",Совместным решением,,,,,,да,нет,"[30, 40)",10+,10+
14.07.2011 16:36:37,PHP,С#,JavaScript,C#,"C#, JavaScript",Совместным решением,,,,,,нет,да,"[20, 30)",7,5
14.07.2011 16:41:25,Pascal/Delphi,C++,C++,Python,"C#, C++, Python",Совместным решением,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 16:45:55,C++,С#,"C#, C++",Ruby,C#,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",5,5
14.07.2011 16:53:45,C++,С#,C#,C#,C#,Не знаю,,,,,,да,нет,< 20,1,1
14.07.2011 16:56:35,C,С#,"Pascal/Delphi, 1C",C#,C#,Исполнителем,,,,,,да,нет,"[20, 30)",3,1
14.07.2011 16:56:42,Python,Python,Python,Python,Python,Заказчиком,,,,,,да,да,"[20, 30)",3,3
14.07.2011 16:56:49,Basic,PHP,JavaScript,PHP,"Java, PHP",Исполнителем,,,,,,нет,нет,"[20, 30)",1,1
14.07.2011 17:02:19,PHP,PHP,"Python, Ruby",Python,Ruby,Исполнителем,,,,,,да,нет,"[20, 30)",2,2
14.07.2011 17:05:41,C#,С#,JavaScript,C#,JavaScript,Исполнителем,,,,,,да,нет,< 20,1,1
14.07.2011 17:14:33,C++,Pascal/Delphi,"Java, C++, Python",Pascal/Delphi,C++,Исполнителем,,,,,,нет,нет,"[20, 30)",1,1
14.07.2011 17:17:32,C++,C++,C++,C++,C++,Не знаю,,,,,,да,нет,"[20, 30)",2,3
14.07.2011 17:21:26,C,C,Python,C++,"PHP, Python, JavaScript, Haskell",Исполнителем,,,,,,нет,да,"[20, 30)",3,3
14.07.2011 17:27:52,C++,С#,"C#, JavaScript",C#,C#,Не знаю,,,,,,да,нет,"[20, 30)",1,2
14.07.2011 17:29:08,Basic,PHP,"ActionScript, JavaScript",PHP,"Pascal/Delphi, Perl, DBase, Basic, Asm, Pascal/Delphi",Совместным решением,,,,,,да,нет,"[20, 30)",10+,8
14.07.2011 17:31:58,Pascal/Delphi,С#,"C++, Pascal/Delphi",C#,"C#, Pascal/Delphi",Совместным решением,,,,,,да,нет,"[20, 30)",10+,5
14.07.2011 17:44:12,Pascal/Delphi,Java,Java,Java,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,5
14.07.2011 17:48:09,C#,С#,"Java, Python, Objective-C, JavaScript",Python,"C#, Python, Objective-C",Исполнителем,,,,,,да,нет,"[30, 40)",2,2
14.07.2011 17:49:21,C++,Python,"C, Perl, Scala",Lisp,"C, Perl, Lisp, Scala",Совместным решением,,,,,,да,нет,"[30, 40)",10+,6
14.07.2011 17:51:16,Pascal/Delphi,Java,"Java, JavaScript",C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",4,3
14.07.2011 17:52:49,Python,Python,Python,Python,,Совместным решением,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 17:55:10,Pascal/Delphi,Java,"C#, PHP, JavaScript",Java,"Java, PHP",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",10+,10+
14.07.2011 18:00:05,C++,PHP,JavaScript,PHP,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,< 20,2,2
14.07.2011 18:19:49,C++,C++,"C++, Python, Objective-C",Python,"Python, Haskell",Заказчиком,,,,,,да,нет,"[20, 30)",5,5
14.07.2011 18:56:27,Pascal/Delphi,Objective-C,"PHP, Pascal/Delphi",Objective-C,Objective-C,Не знаю,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 19:03:07,C++,С#,C++,C#,,Совместным решением,,,,,,да,нет,"[30, 40)",10+,6
14.07.2011 19:12:21,Pascal/Delphi,Objective-C,"C#, PHP, Ruby",Objective-C,Objective-C,Исполнителем,,,,,,да,нет,"[20, 30)",4,2
14.07.2011 19:17:07,Pascal/Delphi,Java,Pascal/Delphi,Java,,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",5,5
14.07.2011 19:20:17,Basic,Java,"Java, PHP, JavaScript",Java,"Java, PHP",Совместным решением,,,,,,да,да,"[20, 30)",5,1
14.07.2011 19:32:33,Java,Python,JavaScript,Scala,Python,Заказчиком,,,,,,да,да,"[30, 40)",1,10+
14.07.2011 19:44:31,Basic,C++,"PHP, C",C++,,Совместным решением,,,,,,да,нет,"[20, 30)",3,3
14.07.2011 20:33:20,C++,С#,"Java, C++, JavaScript, Perl, Lua",C#,"C#, C++, ActionScript",Исполнителем,,,,,,да,да,"[20, 30)",6,4
14.07.2011 20:43:49,Asm,С#,Ruby,C#,"C#, Ruby",Исполнителем,,,,,,да,нет,"[20, 30)",10+,2
14.07.2011 21:04:05,Pascal/Delphi,Objective-C,"C, C++, Ruby, Objective-C",Ruby,"Ruby, Objective-C",Совместным решением,,,,,,да,нет,"[20, 30)",5,4
14.07.2011 21:13:03,Asm,C,"C++, Python, Pascal/Delphi, Asm",C++,,Совместным решением,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 21:20:56,QBasic,С#,"C#, JavaScript, ASP.NET, F#",C#,C#,Исполнителем,,,,,,да,нет,"[20, 30)",5,3
14.07.2011 21:27:36,Basic,1C,sql,Python,Python,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,3
14.07.2011 21:32:01,Basic,С#,"JavaScript, Basic",C#,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",6,2
14.07.2011 21:44:02,Basic,Python,"Java, Python, Perl",Python,"Java, Python, Perl",Исполнителем,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 21:52:36,FoxPro,C++,"C, Python, JavaScript",C++,C++,Совместным решением,,,,,,да,нет,"[30, 40)",10+,10+
14.07.2011 22:02:33,DBase,Erlang,"C, Perl",Erlang,"C, Python, Erlang",Исполнителем,,,,,,да,нет,"[30, 40)",10+,3
14.07.2011 22:15:26,C++,OCaml,"C, C++",OCaml,OCaml,Совместным решением,,,,,,да,да,"[20, 30)",6,2
14.07.2011 22:16:22,Pascal/Delphi,Pascal/Delphi,"C++, Objective-C, SQL",Objective-C,,Совместным решением,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 22:25:55,C#,JavaScript,C#,C#,C#,Не знаю,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 22:32:31,C++,Java,"C, C++",Java,C++,Не знаю,,,,,,да,нет,< 20,1,1
14.07.2011 22:39:37,Java,Java,"Python, ActionScript, JavaScript, Groovy",Java,,Совместным решением,,,,,,да,нет,"[20, 30)",6,6
14.07.2011 22:47:47,C,ActionScript,Java,Python,"Java, ActionScript",Совместным решением,,,,,,нет,нет,"[20, 30)",4,3
14.07.2011 22:50:31,Fortran,C++,"C#, Java, Perl",C++,"Java, C++",Заказчиком,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 22:50:34,Fortran,C++,"C#, Java, Perl",C++,"Java, C++",Заказчиком,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 22:50:40,Fortran,C++,"C#, Java, Perl",C++,"Java, C++",Заказчиком,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 22:50:54,Fortran,C++,"C#, Java, Perl",C++,"Java, C++",Заказчиком,,,,,,да,да,"[30, 40)",10+,10+
14.07.2011 23:03:24,PHP,Ruby,"Java, JavaScript",Java,"Java, C++, Ruby",Заказчиком,,,,,,да,нет,"[20, 30)",5,3
14.07.2011 23:05:15,C++,Java,"Java, JavaScript",Java,"Java, C, C++, JavaScript, Scala",Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",5,4
14.07.2011 23:08:59,Pascal/Delphi,С#,"PHP, Objective-C, JavaScript",Objective-C,"Python, Objective-C",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,2
14.07.2011 23:22:41,PowerBuilder,Java,C++,Java,,Исполнителем,,,,,,нет,нет,"[30, 40)",10+,9
14.07.2011 23:30:17,Pascal/Delphi,JavaScript,Python,PHP,PHP,Заказчиком,,,,,,да,нет,"[20, 30)",5,3
14.07.2011 23:31:52,Java,Java,"C#, C++, ActionScript, JavaScript",Java,Java,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
14.07.2011 23:33:48,C++,PHP,JavaScript,PHP,"PHP, JavaScript",Исполнителем,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 0:03:45,Pascal/Delphi,Java,"Java, C, C++, Python, Scala",Python,"Java, Python",Не знаю,,,,,,нет,да,"[30, 40)",10+,5
15.07.2011 0:16:37,Basic,Perl,"C#, C++",C#,C++,Исполнителем,,,,,,да,нет,"[20, 30)",3,2
15.07.2011 0:22:29,Pascal/Delphi,C++,C++,Java,C++,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,9
15.07.2011 0:26:20,Asm,С#,JavaScript,Haskell,Haskell,Совместным решением,,,,,,да,нет,"[30, 40)",10+,10+
15.07.2011 0:34:24,Basic,Ruby,"PHP, JavaScript, Perl",Ruby,Ruby,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[30, 40)",10+,1
15.07.2011 0:35:18,C,С#,JavaScript,C#,"C#, JavaScript",Заказчиком,,,,,,да,нет,"[30, 40)",1,7
15.07.2011 0:42:29,Pascal/Delphi,C++,"C#, C, Asm",C++,"C#, C, C++",Исполнителем,,,,,,да,нет,"[20, 30)",5,5
15.07.2011 0:56:20,C,PHP,"Python, Ruby, JavaScript, Perl",Python,"PHP, JavaScript",Не знаю,,,,,,да,нет,"[20, 30)",5,5
15.07.2011 1:15:22,C++,Java,"C#, PHP, C++",Java,,Заказчиком,,,,,,да,нет,< 20,2,1
15.07.2011 1:15:37,C#,Java,C#,C#,,Не знаю,,,,,,да,нет,"[30, 40)",8,7
15.07.2011 1:41:47,PHP,Lua,"Java, PHP, JavaScript",Java,"Java, PHP, JavaScript, Lua",Заказчиком,,,,,,да,нет,"[20, 30)",2,2
15.07.2011 5:00:56,Perl,Perl,JavaScript,Perl,"JavaScript, Perl",Не знаю,,,,,,нет,нет,"[20, 30)",1,1
15.07.2011 5:41:58,JavaScript,PHP,"PHP, JavaScript",ActionScript,"PHP, JavaScript",Не знаю,,,,,,да,нет,"[20, 30)",5,4
15.07.2011 8:22:48,Java,Java,"PHP, C++, JavaScript",Java,PHP,Совместным решением,,,,,,нет,нет,"[20, 30)",3,3
15.07.2011 8:35:47,Basic,C++,"PHP, C, C++, ActionScript, JavaScript, 1C",Java,C++,Исполнителем,,,,,,нет,нет,"[20, 30)",3,3
15.07.2011 9:22:28,Basic,С#,C#,C#,"C#, Python",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",2,2
15.07.2011 9:25:44,Pascal/Delphi,С#,"C#, PHP, C, C++, Pascal/Delphi, JavaScript",C#,"C#, C, C++, Pascal/Delphi",Исполнителем,,,,,,да,нет,"[20, 30)",3,2
15.07.2011 9:54:19,Fortran,C++,"C#, Java, Perl",C++,"Java, C++",Заказчиком,,,,,,да,да,"[30, 40)",10+,10+
15.07.2011 10:00:46,Fortran,Java,"C#, JavaScript",Java,Java,Не знаю,,,,,,да,нет,>= 50,10+,10+
15.07.2011 10:06:04,Basic,PHP,JavaScript,Python,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 10:08:28,Java,Java,JavaScript,Groovy,"Java, JavaScript, Groovy",Не знаю,,,,,,да,нет,"[20, 30)",4,4
15.07.2011 10:10:32,Pascal/Delphi,С#,"C++, JavaScript",C#,"C#, C++",Совместным решением,,,,,,да,нет,"[20, 30)",6,4
15.07.2011 10:11:03,PHP,PHP,"Python, Pascal/Delphi, JavaScript",PHP,"PHP, Pascal/Delphi",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",2,1
15.07.2011 10:13:23,Pascal/Delphi,С#,C#,C#,,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 10:13:27,Pascal/Delphi,С#,"Java, JavaScript, F#",C#,"C#, Java, F#",Совместным решением,,,,,,да,нет,"[30, 40)",7,8
15.07.2011 10:18:16,Java,Java,"Java, Lua",Java,,Заказчиком,,,,,,да,да,< 20,1,1
15.07.2011 10:29:03,C,PHP,"Java, JavaScript",PHP,PHP,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",5,3
15.07.2011 10:34:54,C,Ruby,Ruby,Ruby,Ruby,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",4,2
15.07.2011 10:41:10,Pascal/Delphi,С#,Python,C#,"C#, Python",Исполнителем,,,,,,да,да,"[20, 30)",3,4
15.07.2011 10:45:19,C++,C++,C++,C++,,Исполнителем,,,,,,да,нет,"[20, 30)",5,5
15.07.2011 10:46:25,Pascal/Delphi,PHP,JavaScript,Java,,Совместным решением,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 10:54:31,C++,PHP,JavaScript,Java,"Java, PHP",Совместным решением,,,,,,да,нет,"[20, 30)",7,5
15.07.2011 10:59:12,C++,Java,"C#, Java, Python, Ruby, JavaScript",Lisp,"C#, Java, Python, Ruby, Lisp, Scala, Haskell",Совместным решением,,,,,,нет,нет,"[20, 30)",5,5
15.07.2011 11:02:57,Basic,С#,"C#, JavaScript",C#,,Заказчиком,,,,,,да,нет,"[20, 30)",5,5
15.07.2011 11:03:20,PHP,Ruby,JavaScript,Ruby,Ruby,Заказчиком,,,,,,да,нет,"[20, 30)",4,2
15.07.2011 11:19:51,Basic,C++,"C, Lua",C++,C++,Исполнителем,,,,,,нет,нет,"[40, 50)",10+,10+
15.07.2011 11:29:19,Basic,PHP,Python,Python,,Заказчиком,,,,,,да,нет,"[30, 40)",1,1
15.07.2011 11:36:09,PHP,JavaScript,"PHP, JavaScript",Java,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,1
15.07.2011 11:47:11,Basic,Java,"Groovy, PLSQL",Java,,Исполнителем,,,,,,да,нет,"[30, 40)",10+,10+
15.07.2011 11:47:59,Pascal/Delphi,Pascal/Delphi,"PHP, Pascal/Delphi, Pascal/Delphi",Pascal/Delphi,"PHP, Pascal/Delphi",Исполнителем,,,,,,да,нет,"[30, 40)",10+,10+
15.07.2011 11:51:13,ActionScript,ActionScript,Java,Java,ActionScript,Совместным решением,,,,,,да,нет,"[20, 30)",3,3
15.07.2011 11:51:37,Java,Java,JavaScript,Java,Java,Совместным решением,,,,,,да,нет,"[20, 30)",5,5
15.07.2011 11:54:35,Basic,С#,PHP,PHP,PHP,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 12:07:54,PHP,С#,"PHP, ActionScript, JavaScript",PHP,"C#, PHP, ActionScript, JavaScript",Заказчиком,,,,,,да,нет,"[30, 40)",10+,5
15.07.2011 12:18:29,Basic,Perl,"PHP, C, C++, Perl, DBase, Basic",Perl,Perl,Заказчиком,,,,,,да,нет,"[30, 40)",10+,10+
15.07.2011 12:20:15,Pascal/Delphi,Java,Python,Java,"Java, Python",Совместным решением,,,,,,да,нет,"[20, 30)",5,4
15.07.2011 12:22:09,Pascal/Delphi,С#,"C++, SQL, T-SQL",Зависит от проекта,,Не знаю,,,,,,да,да,"[30, 40)",8,4
15.07.2011 12:22:43,C++,C++,"C#, Python",Python,,Исполнителем,,,,,,да,нет,"[20, 30)",8,1
15.07.2011 12:28:36,Basic,C++,"PHP, C, Python",Python,"C, C++, JavaScript",Исполнителем,,,,,,нет,нет,"[20, 30)",3,3
15.07.2011 12:31:37,PHP,PHP,"C++, Python",Python,"PHP, C++, Python",Совместным решением,,,,,,да,нет,"[20, 30)",2,1
15.07.2011 12:35:24,Pascal/Delphi,Pascal/Delphi,C#,Pascal/Delphi,"C#, Pascal/Delphi",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[40, 50)",10+,10+
15.07.2011 12:37:11,Java,Java,"ActionScript, JavaScript",Java,"Java, ActionScript, JavaScript",Заказчиком,,,,,,да,нет,"[20, 30)",8,8
15.07.2011 12:47:00,Java,Java,JavaScript,Java,Java,Не знаю,,,,,,да,нет,"[20, 30)",2,2
15.07.2011 13:04:29,C,Pascal/Delphi,"C#, C, JavaScript, Perl",C#,"C#, C, Pascal/Delphi",Не знаю,,,,,,нет,да,"[30, 40)",10+,1
15.07.2011 13:06:40,ActionScript,ActionScript,JavaScript,ActionScript,ActionScript,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",4,3
15.07.2011 13:08:16,C++,C++,Python,C++,,Исполнителем,,,,,,нет,нет,"[30, 40)",3,3
15.07.2011 13:15:16,C,C++,"C, C++",C++,C++,Совместным решением,,,,,,да,нет,"[30, 40)",10+,9
15.07.2011 13:29:30,Basic,С#,"C#, JavaScript",JavaScript,"C#, JavaScript, Basic",Заказчиком,,,,,,да,нет,"[20, 30)",5,5
15.07.2011 13:35:42,C++,C++,"C#, Basic",C++,C++,Исполнителем,,,,,,да,нет,"[20, 30)",3,3
15.07.2011 13:41:34,C++,PHP,"JavaScript, Perl",Ruby,"C#, Java, PHP, C++, Ruby, Objective-C, JavaScript",Совместным решением,,,,,,да,нет,"[20, 30)",5,3
15.07.2011 13:42:26,Basic,Java,"Python, JavaScript",Scala,,Совместным решением,,,,,,да,да,"[20, 30)",5,5
15.07.2011 13:54:29,C#,С#,"Java, JavaScript",C#,"C#, Python, JavaScript",Заказчиком,,,,,,да,нет,"[20, 30)",3,5
15.07.2011 14:20:42,Pascal/Delphi,С#,"JavaScript, Boo",C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",7,5
15.07.2011 14:48:04,Basic,С#,JavaScript,C#,C#,Исполнителем,,,,,,да,нет,"[20, 30)",7,5
15.07.2011 14:55:13,C#,С#,"C++, Basic",C#,,Исполнителем,,,,,,да,нет,"[20, 30)",2,3
15.07.2011 15:15:52,Pascal/Delphi,Java,"PHP, C++, Python",Python,"PHP, Python",Исполнителем,,,,,,да,да,"[30, 40)",10+,10+
15.07.2011 15:45:23,C#,С#,C#,JavaScript,,Заказчиком,,,,,,да,да,"[20, 30)",4,4
15.07.2011 15:50:53,Ассембер БЭСМ-6,JavaScript,PHP,PHP,PHP,Не знаю,,,,,,нет,нет,"[40, 50)",10+,3
15.07.2011 15:52:23,C,Java,none,Scala,"Groovy, Scala",Заказчиком,,,,,,да,да,"[20, 30)",4,3
15.07.2011 16:05:28,Basic,С#,"C#, C++, JavaScript",C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",7,6
15.07.2011 16:16:21,Pascal/Delphi,PHP,"PHP, Pascal/Delphi, ActionScript, JavaScript, Lua, Asm",PHP,"PHP, JavaScript, Asm, Pascal/Delphi",Не знаю,,,,,,да,нет,"[20, 30)",10+,5
15.07.2011 16:18:57,Basic,Java,"JavaScript, Scala",Scala,,Не знаю,,,,,,да,нет,"[20, 30)",5,3
15.07.2011 16:19:23,Java,Java,JavaScript,Java,Java,Заказчиком,,,,,,да,нет,"[20, 30)",7,7
15.07.2011 16:30:16,ISBL,С#,"JavaScript, SQL",C#,C#,Заказчиком,,,,,,нет,нет,"[20, 30)",5,3
15.07.2011 16:31:32,Pascal/Delphi,C++,"C#, C",C++,C++,Исполнителем,,,,,,да,нет,"[30, 40)",9,4
15.07.2011 16:36:50,PHP,PHP,"C#, Ruby",Ruby,"C#, Ruby",Совместным решением,,,,,,нет,нет,"[20, 30)",6,5
15.07.2011 16:46:03,Pascal/Delphi,Java,"JavaScript, Groovy",Scala,Scala,Заказчиком,,,,,,да,нет,"[20, 30)",10+,4
15.07.2011 17:15:27,Java,Java,"JavaScript, Perl",Scala,Scala,Заказчиком,,,,,,да,нет,"[20, 30)",3,3
15.07.2011 17:17:42,C#,С#,JavaScript,C#,,Не знаю,,,,,,да,нет,"[30, 40)",1,1
15.07.2011 17:21:24,C#,С#,"C++, Objective-C",C#,"C#, C++",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,2
15.07.2011 17:27:39,Asm,С#,C#,C#,,Заказчиком,,,,,,да,да,"[20, 30)",5,1
15.07.2011 17:45:48,Pascal/Delphi,C++,Python,C++,"C++, Python",Исполнителем,,,,,,нет,нет,"[20, 30)",4,3
15.07.2011 18:01:32,Java,ActionScript,JavaScript,Java,Java,Заказчиком,,,,,,да,нет,"[30, 40)",5,5
15.07.2011 18:13:12,C++,Python,JavaScript,C,"Python, JavaScript",Исполнителем,,,,,,да,нет,"[20, 30)",8,2
15.07.2011 18:16:46,C++,PHP,JavaScript,C#,,Заказчиком,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 18:18:27,1C,Python,"Java, JavaScript",Python,"Python, JavaScript",Исполнителем,,,,,,нет,нет,"[20, 30)",4,2
15.07.2011 18:26:56,Basic,Java,"C, JavaScript",Java,"C, Lisp",Не знаю,,,,,,нет,нет,"[20, 30)",6,1
15.07.2011 18:29:57,C++,DBase,"Python, JavaScript",Python,Python,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",2,1
15.07.2011 18:31:11,Pascal/Delphi,Objective-C,"Python, Ruby",Python,Python,Совместным решением,,,,,,нет,нет,"[20, 30)",8,3
15.07.2011 18:36:50,PHP,Python,JavaScript,Python,Python,Совместным решением,,,,,,нет,нет,"[20, 30)",4,1
15.07.2011 18:37:09,C++,Java,"C++, Python, Ruby, Clojure",C++,"C++, Clojure",Совместным решением,,,,,,да,да,"[20, 30)",8,8
15.07.2011 18:39:55,Pascal/Delphi,PHP,JavaScript,PHP,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",2,5
15.07.2011 18:41:46,PHP,PHP,JavaScript,Python,PHP,Исполнителем,,,,,,да,нет,"[20, 30)",4,4
15.07.2011 18:49:06,Basic,Python,"PHP, Python, JavaScript, Perl",Python,Python,Исполнителем,,,,,,да,нет,"[20, 30)",7,3
15.07.2011 18:51:22,C++,Python,JavaScript,Python,Python,Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[30, 40)",10+,3
15.07.2011 18:53:31,PHP,Python,"PHP, Ruby, JavaScript, Lisp",Python,"Python, JavaScript",Моя организация разрабатывает только на этом языке,,,,,,нет,нет,"[20, 30)",2,1
15.07.2011 19:01:51,Basic,PHP,JavaScript,PHP,PHP,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",4,4
15.07.2011 19:10:55,Basic,Java,Python,Python,"Java, C, Python, JavaScript",Исполнителем,,,,,,нет,нет,"[20, 30)",8,7
15.07.2011 19:15:35,Pascal/Delphi,С#,JavaScript,Python,,Совместным решением,,,,,,нет,нет,"[20, 30)",7,2
15.07.2011 19:29:07,Java,Ruby,JavaScript,JavaScript,"Ruby, JavaScript",Совместным решением,,,,,,да,нет,"[30, 40)",5,3
15.07.2011 19:32:10,Ruby,Python,"PHP, Ruby",Ruby,"Python, Ruby",Исполнителем,,,,,,да,нет,"[20, 30)",2,1
15.07.2011 19:51:23,Basic,Objective-C,"C, C++, Perl",Objective-C,Objective-C,Моя организация разрабатывает только на этом языке,,,,,,да,да,"[20, 30)",2,2
15.07.2011 20:36:06,Asm,С#,C#,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[30, 40)",10+,10+
15.07.2011 20:40:34,Objective-C,Objective-C,C++,Objective-C,C++,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",3,2
15.07.2011 20:51:55,Pascal/Delphi,С#,C#,C#,,Не знаю,,,,,,да,нет,"[20, 30)",1,1
15.07.2011 21:20:04,C#,С#,C#,C#,C#,Моя организация разрабатывает только на этом языке,,,,,,да,нет,"[20, 30)",1,2
