Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditonalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Birthday,InUA,InPrev
1/13/2015 22:07:31,PHP,Да,PHP,JavaScript,,,PHP,PHP,1,1,12/23/1986,Да,Нет
1/13/2015 22:08:46,Java,Да,Java,JavaScript,,,Java,"Java, Scala",2,2,1/31/1993,Да,Нет
1/13/2015 22:10:03,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,<1,3,8/24/1993,Да,Нет
1/13/2015 22:10:46,C,Нет,,,PHP,"JavaScript, Python, 1C",Python,"JavaScript, Python",2,<1,6/26/1993,Да,Нет
1/13/2015 22:11:06,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,JavaScript,"C#, JavaScript",7,5,2/7/1988,Да,Не помню
1/13/2015 22:11:47,Objective-C,Да,Objective-C,"Objective-C, Swift",,,Swift,,3,3,6/4/1990,Да,Да
1/13/2015 22:12:16,Basic,Да,C#,JavaScript,,,C#,"Java, C#, C++, Basic",6,4,10/15/1986,Нет,Нет
1/13/2015 22:14:37,Fortran,Да,Pascal/Delphi,"Java, C#, JavaScript, T-SQL",,,Java,Pascal/Delphi,10+,10+,8/18/1957,Да,Да
1/13/2015 22:14:41,Basic,Да,C#,"JavaScript, 1C",,,C#,"C#, JavaScript, 1C",10+,2,5/11/1981,Да,Да
1/13/2015 22:14:47,C#,Да,C#,JavaScript,,,C#,"C#, JavaScript",2,2,12/24/1991,Да,Нет
1/13/2015 22:15:11,Pascal/Delphi,Да,Python,"PHP, JavaScript, Ruby",,,Python,"PHP, JavaScript, Python",3,1,9/15/1988,Да,Нет
1/13/2015 22:15:58,Java,Да,1C,"Java, T-SQL",,,Java,1C,3,3,10/29/1990,Да,Нет
1/13/2015 22:16:19,Java,Да,Java,"JavaScript, PL/SQL",,,Scala,,3,3,3/4/2015,Да,Нет
1/13/2015 22:17:02,Pascal/Delphi,Да,C++,"Java, Python",,,C++,C++,<1,1,12/5/1993,Да,Нет
1/13/2015 22:17:10,Focal,Да,Java,,,,Scala,Java,10+,10+,1/1/1972,Нет,Нет
1/13/2015 22:17:26,Basic,Да,Java,"PL/SQL, Groovy",,,Java,"Java, PHP",3,2,1/12/1989,Да,Да
1/13/2015 22:19:38,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,1,1,1/6/2015,Да,Нет
1/13/2015 22:20:24,Python,Да,Python,JavaScript,,,Python,"JavaScript, Python",4,<1,11/5/1982,Да,Нет
1/13/2015 22:22:31,Pascal/Delphi,Да,C#,"C++, C",,,C++,,9,5,5/12/1987,Да,Да
1/13/2015 22:23:06,Basic,Да,C#,T-SQL,,,Python,,9,7,1/2/1983,Нет,Да
1/13/2015 22:24:37,Java,Да,1C,Java,,,Java,Java,<1,<1,,Да,Нет
1/13/2015 22:25:08,Basic,Да,C++,,,,C++,C++,10+,10+,4/2/1980,Да,Нет
1/13/2015 22:27:33,Pascal/Delphi,Да,PHP,"JavaScript, Ruby",,,PHP,"PHP, JavaScript",1,1,3/12/1991,Да,Да
1/13/2015 22:27:54,Pascal/Delphi,Да,C#,PL/SQL,,,C#,"C#, Pascal/Delphi",3,2,11/23/1993,Да,Нет
1/13/2015 22:32:58,Java,Да,Java,,,,Java,,3,3,,Да,Да
1/13/2015 22:35:01,C,Да,C++,C,,,Python,C++,<1,<1,8/27/1987,Да,Нет
1/13/2015 22:35:40,JavaScript,Да,JavaScript,,,,JavaScript,,6,4,3/2/1981,Да,Нет
1/13/2015 22:36:38,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"JavaScript, Ruby, CoffeeScript",8,4,8/18/1985,Да,Да
1/13/2015 22:37:03,JavaScript,Да,JavaScript,JavaScript,,,,,1,<1,7/16/1988,Да,Нет
1/13/2015 22:38:22,Python,Да,Python,"PHP, JavaScript, Python",,,Python,"PHP, JavaScript, Python",10+,10+,7/5/1981,Да,Нет
1/13/2015 22:39:19,Java,Да,Java,"JavaScript, Groovy",,,Java,Groovy,2,2,3/10/1991,Да,Нет
1/13/2015 22:44:22,Pascal/Delphi,Да,Python,C#,,,C#,,3,1,12/31/1989,Да,Нет
1/13/2015 22:44:40,Basic,Да,C++,"JavaScript, Python, C",,,C++,"Java, PHP, JavaScript",7,5,2/26/1959,Нет,Нет
1/13/2015 22:48:38,Basic,Да,Java,"Java, PL/SQL",,,Java,Java,<1,<1,9/15/1984,Да,Нет
1/13/2015 22:50:14,C++,Да,C++,"C#, C++, C",,,C++,,2,2,,Да,Нет
1/13/2015 22:50:51,Basic,Да,C#,"JavaScript, PL/SQL, Pascal/Delphi, T-SQL",,,C#,"Java, C#, PL/SQL, Scala, T-SQL",10+,3,12/7/1976,Да,Нет
1/13/2015 22:51:17,Pascal/Delphi,Да,C#,C++,,,C#,"Java, PHP, C++",<1,<1,10/7/1991,Да,Нет
1/13/2015 22:54:29,C++,Да,C#,,,,C#,C#,7,4,1/1/1975,Да,Нет
1/13/2015 22:55:27,JavaScript,Да,JavaScript,PHP,,,,Java,<1,<1,8/4/1989,Да,Нет
1/13/2015 22:56:25,C,Да,Java,"JavaScript, Python, Ruby",,,C#,Java,1,1,4/19/1992,Да,Нет
1/13/2015 22:56:47,Java,Да,Java,"JavaScript, Python, Groovy",,,Java,Java,3,2,,Да,
1/13/2015 22:57:50,Pascal/Delphi,Да,C#,JavaScript,,,C#,"C#, C",7,3,3/11/1983,Да,Нет
1/13/2015 22:58:32,Basic,Да,Java,"Python, Ruby",,,Java,Java,9,1,2/26/1984,Нет,Нет
1/13/2015 22:58:40,Scala,Да,Scala,"Java, JavaScript, Scala",,,Scala,"JavaScript, Scala",7,4,12/19/1985,Нет,Нет
1/13/2015 23:00:00,Basic,Да,C#,"Java, JavaScript, T-SQL, CoffeeScript",,,Haskell,C#,2,<1,8/22/1989,Да,Нет
1/13/2015 23:02:01,Pascal/Delphi,Нет,,,C,C++,C++,C++,<1,<1,1/14/1984,Да,Нет
1/13/2015 23:02:14,C#,Да,C#,JavaScript,,,C#,"C#, JavaScript",2,2,12/24/1991,Да,Нет
1/13/2015 23:02:37,Java,Нет,,,"Java, Objective-C",Objective-C,,1C,5,5,5/5/1988,Да,Нет
1/13/2015 23:03:36,Pascal/Delphi,Да,Java,JavaScript,,,Scala,"Java, JavaScript, Scala",1,2,,Да,Нет
1/13/2015 23:04:03,Basic,Да,Ruby,"JavaScript, Python, Scala, Clojure",,,Scala,"JavaScript, Ruby, Scala, Clojure",10+,10+,11/9/1982,Да,Да
1/13/2015 23:04:13,Pascal/Delphi,Да,Objective-C,"C++, JavaScript, C, Swift",,,Swift,"C++, Objective-C, C, Swift",4,3,4/18/1991,Да,Да
1/13/2015 23:04:17,Basic,Да,Ruby,"PHP, C++, C",,,Ruby,,10+,4,9/20/1976,Да,Да
1/13/2015 23:05:58,Pascal/Delphi,Да,Java,,,,Java,Java,<1,<1,6/27/1990,Да,Нет
1/13/2015 23:06:26,Pascal/Delphi,Да,ActionScript,"C#, Python",,,C#,"C#, Python, ActionScript",6,6,4/7/1991,Да,Нет
1/13/2015 23:06:57,Pascal/Delphi,Да,JavaScript,"PHP, JavaScript, CoffeeScript",,,JavaScript,,8,3,1/1/1985,Да,Да
1/13/2015 23:07:04,JavaScript,Да,JavaScript,,,,JavaScript,JavaScript,<1,<1,4/4/1986,Да,Нет
1/13/2015 23:08:38,Pascal/Delphi,Нет,,,"Java, PL/SQL","C#, JavaScript",Java,"Java, Python, Swift",9,<1,7/2/1987,Нет,Нет
1/13/2015 23:10:29,Basic,Да,PHP,"JavaScript, PL/SQL",,,PHP,"PHP, JavaScript, PL/SQL",7,6,8/1/1983,Да,Да
1/13/2015 23:11:01,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,<1,<1,12/7/1993,Да,Да
1/13/2015 23:12:12,Basic,Да,Java,Java,,,Java,Java,<1,2,7/11/1987,Да,Нет
1/13/2015 23:13:05,Pascal/Delphi,Да,C,"Java, C++",,,Swift,"C++, Haskell",4,3,,Нет,Нет
1/13/2015 23:15:03,C,Да,Objective-C,"C++, C",,,Swift,"C++, Objective-C",3,3,7/30/1991,Да,Нет
1/13/2015 23:15:12,Pascal/Delphi,Да,Java,C++,,,Java,Java,<1,<1,,Да,Нет
1/13/2015 23:19:29,Basic,Да,C#,"C#, PHP, C++, JavaScript, Python, C, T-SQL",,,C#,"C#, PHP, Python",10+,2,2/1/1987,Да,Нет
1/13/2015 23:21:47,Pascal/Delphi,Нет,,,"PL/SQL, T-SQL",Java,Python,Java,1,1,,Да,Нет
1/13/2015 23:23:33,Basic,Да,C#,"Java, C++, Objective-C",,,,,6,4,1/1/1986,Да,Нет
1/13/2015 23:24:26,Java,Да,Java,JavaScript,,,Java,Java,1,1,10/28/1994,Да,Нет
1/13/2015 23:24:58,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL, T-SQL",,,Java,"Java, C#, PHP",2,2,9/26/1992,Да,Нет
1/13/2015 23:26:22,Pascal/Delphi,Да,T-SQL,"C#, PL/SQL",,,Java,T-SQL,2,2,10/5/1980,Да,Нет
1/13/2015 23:27:00,Basic,Да,Perl,"C, ASM",,,Perl,"C, Perl",10+,6,1/30/1982,Да,Нет
1/13/2015 23:27:01,ActionScript3,Да,C++,ActionScript,,,C#,ActionScript,5,5,12/25/1986,Да,Не помню
1/13/2015 23:31:29,Basic,Да,Java,"JavaScript, Python, Groovy",,,Python,"Java, JavaScript, Python",6,3,9/10/1986,Да,Не помню
1/13/2015 23:32:52,Asm,Нет,,,"C++, Pascal/Delphy",Perl,C++,C++,10+,10+,1/1/1983,Да,Да
1/13/2015 23:36:19,Python,Да,Python,"JavaScript, Ruby",,,Ruby,,<1,<1,4/16/1993,Да,Нет
1/13/2015 23:36:20,Python,Да,C#,"Java, C#, C++, JavaScript, Python, Haskell",,,JavaScript,,<1,<1,7/22/1996,Да,Нет
1/13/2015 23:36:50,,Нет,,,Haskell,,,ActionScript,<1,<1,,Нет,Не помню
1/13/2015 23:40:12,Pascal/Delphi,Да,Java,ActionScript,,,Java,Java,6,2,11/28/1986,Да,Нет
1/13/2015 23:40:56,Pascal/Delphi,Да,Java,"C#, C++, Groovy, Powershell",,,C#,C#,3,2,3/16/1989,Да,Не помню
1/13/2015 23:41:31,Pascal/Delphi,Да,C#,"Python, PL/SQL, T-SQL",,,C#,,4,1,10/7/2015,Да,Нет
1/13/2015 23:44:15,Pascal/Delphi,Да,C#,,,,,,10+,7,1/13/1978,Нет,Нет
1/13/2015 23:44:36,Pascal/Delphi,Да,Java,"JavaScript, Python, Scala",,,Scala,,3,1,5/3/1990,Да,Да
1/13/2015 23:44:48,Pascal/Delphi,Да,Java,JavaScript,,,,,<1,<1,1/12/1989,Да,Нет
1/13/2015 23:46:44,Pascal/Delphi,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, PHP, C++",2,1,6/25/1994,Да,Нет
1/13/2015 23:47:08,PHP,Да,PHP,JavaScript,,,PHP,PHP,<1,<1,1/24/1992,Да,Нет
1/13/2015 23:47:53,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",3,3,10/26/1991,Да,Нет
1/13/2015 23:48:53,Basic,Да,C++,"Java, C#, Python",,,Python,"C++, Python, Perl",10+,5,10/19/1982,Да,Нет
1/13/2015 23:49:53,Pascal/Delphi,Да,PHP,JavaScript,,,Ruby,,4,4,12/12/1988,Да,Не помню
1/13/2015 23:52:06,C,Да,Java,,,,Java,"Java, JavaScript",<1,1,8/17/1986,Да,Да
1/13/2015 23:59:36,Fortran,Да,Java,"C#, JavaScript, T-SQL",,,Java,"Java, PHP, JavaScript, R",10+,10+,7/27/1959,Да,Нет
1/14/2015 0:00:22,Pascal/Delphi,Да,Groovy,"Java, JavaScript",,,Groovy,"JavaScript, Groovy",3,2,11/17/1990,Да,Не помню
1/14/2015 0:01:20,Basic,Да,C#,"Java, C#, C++, JavaScript, Python, C, T-SQL, CoffeeScript",,,C#,"C#, C++, JavaScript, Python, C, Scala, CoffeeScript",10+,10+,3/13/1983,Нет,Нет
1/14/2015 0:03:49,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"JavaScript, Ruby, CoffeeScript",1,1,5/2/1990,Да,Нет
1/14/2015 0:04:04,,Да,C#,,,,Perl,,5,3,,,Не помню
1/14/2015 0:05:33,Basic,Да,C++,"Python, C",,,Java,"Java, C++",3,3,3/22/1990,Да,Нет
1/14/2015 0:06:17,C,Да,PHP,Pascal/Delphi,,,Java,"Java, PL/SQL, T-SQL",<1,<1,6/28/1993,Да,Нет
1/14/2015 0:06:28,Pascal/Delphi,Да,Java,,,,Java,,1,1,2/3/1995,Да,Нет
1/14/2015 0:07:57,C#,Да,C#,JavaScript,,,C#,C#,1,1,1/23/1991,Да,Нет
1/14/2015 0:10:29,Java,Да,Java,Java,,,,Java,2,2,,Да,Не помню
1/14/2015 0:10:37,Pascal/Delphi,Да,Objective-C,"C#, JavaScript, C, Swift",,,Objective-C,"C#, Objective-C",1,1,1/17/1992,Да,Нет
1/14/2015 0:12:02,Basic,Да,C#,"JavaScript, T-SQL",,,C#,C#,7,7,9/12/1987,Да,Да
1/14/2015 0:14:25,C,Да,C,Python,,,,C,3,3,,Да,Не помню
1/14/2015 0:14:27,C++,Да,Java,"JavaScript, Groovy",,,JavaScript,"Java, JavaScript",3,2,2/6/1990,Да,Не помню
1/14/2015 0:18:02,Pascal/Delphi,Да,JavaScript,C#,,,JavaScript,"PHP, JavaScript",8,4,5/5/1987,Да,Нет
1/14/2015 0:18:09,PHP,Нет,,,"PHP, JavaScript, Python","Ruby, CoffeeScript",Python,"PHP, JavaScript",6,5,3/15/1987,Да,Нет
1/14/2015 0:19:08,Pascal/Delphi,Да,Java,"Java, JavaScript, Groovy",,,Groovy,"Java, PHP, JavaScript, Groovy",3,2,9/28/1994,Да,Нет
1/14/2015 0:19:39,Basic,Да,C#,"C++, JavaScript, C, T-SQL",,,C#,"C#, C++, JavaScript, C",<1,1,12/14/1984,Да,Нет
1/14/2015 0:20:24,Java,Да,Java,JavaScript,,,Scala,"Java, JavaScript, Scala",2,2,1/1/1985,Да,Нет
1/14/2015 0:22:51,Pascal/Delphi,Да,C#,Java,,,,,<1,1,3/21/1992,Да,Нет
1/14/2015 0:25:33,Basic,Да,Java,"PL/SQL, Shell",,,Java,"Java, C#, JavaScript, Python",5,5,3/8/1986,Нет,Нет
1/14/2015 0:26:20,Basic,Да,ActionScript,"Java, C++, JavaScript, Objective-C",,,Java,"Java, C++, C, ActionScript",6,6,9/30/1989,Да,Нет
1/14/2015 0:28:31,C,Да,Java,JavaScript,,,Java,,9,3,1/8/1977,Да,Нет
1/14/2015 0:28:42,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,4,2,4/27/1990,Да,Нет
1/14/2015 0:30:07,Python,Да,Python,Python,,,Python,Python,<1,<1,6/14/1988,Да,Нет
1/14/2015 0:30:14,Asm,Да,Python,"JavaScript, PL/SQL",,,Python,"JavaScript, Python, PL/SQL",1,1,10/17/1993,Да,Да
1/14/2015 0:35:31,Basic,Да,C++,,,,C++,C++,8,7,11/7/1984,Да,Да
1/14/2015 0:38:53,Basic,Да,Java,"JavaScript, Groovy",,,Java,"Java, JavaScript",10+,10+,2/28/1975,Нет,Не помню
1/14/2015 0:39:32,Pascal/Delphi,Да,C++,"Objective-C, C",,,C++,"C++, Objective-C, C",5,5,5/2/1987,Да,Не помню
1/14/2015 0:39:41,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript, Python",2,2,8/16/1990,Да,Да
1/14/2015 0:39:44,Basic,Да,C++,Python,,,C++,C++,4,5,11/9/1985,Да,Нет
1/14/2015 0:40:20,Pascal/Delphi,Да,PHP,"PHP, JavaScript, Python",,,PHP,PHP,6,6,3/28/1986,Да,Не помню
1/14/2015 0:40:39,Basic,Да,Java,C#,,,Java,Java,<1,<1,8/17/1985,Да,Нет
1/14/2015 0:41:36,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",6,4,8/23/1987,Да,Нет
1/14/2015 0:43:08,Basic,Да,Java,"PL/SQL, Perl, Groovy",,,Java,"Java, JavaScript, Groovy",10+,7,1/14/1986,Нет,Нет
1/14/2015 0:43:27,Pascal/Delphi,Да,1C,,,,C#,"C#, Pascal/Delphi, 1C",10+,10+,1/1/1982,Да,Не помню
1/14/2015 0:45:21,C++,Да,Objective-C,C++,,,Swift,C++,1,<1,5/12/1995,Да,Не помню
1/14/2015 0:46:39,Pascal/Delphi,Да,C++,C,,,C++,,3,1,6/19/1992,Да,Нет
1/14/2015 0:47:00,C++,Да,PHP,JavaScript,,,JavaScript,"PHP, JavaScript",3,3,2/4/1984,Да,Не помню
1/14/2015 0:50:35,Basic,Да,Java,JavaScript,,,Java,"Java, PHP, JavaScript",10+,8,7/27/1983,Да,Нет
1/14/2015 0:50:36,Pascal/Delphi,Да,Java,C++,,,C++,C++,<1,<1,,Да,Нет
1/14/2015 0:51:57,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",1,1,,Да,Нет
1/14/2015 0:54:20,Basic,Да,PHP,JavaScript,,,Ruby,PHP,4,4,7/4/1986,Да,Нет
1/14/2015 0:54:22,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, Go",4,4,1/1/1982,Да,Нет
1/14/2015 0:55:02,C,Нет,,,"Java, C#","PHP, JavaScript, Python, PL/SQL",Python,"Java, PHP, JavaScript, PL/SQL",7,5,1/1/1988,Нет,Не помню
1/14/2015 0:55:11,Basic,Да,C++,"C#, C++, Python",,,C++,"C#, C++, Pascal/Delphi",10+,10+,7/1/1983,Нет,Нет
1/14/2015 1:00:05,PHP,Да,Python,Ruby,,,Ruby,,4,4,7/11/1984,Да,Да
1/14/2015 1:01:15,Pascal/Delphi,Да,JavaScript,,,,Python,JavaScript,1,1,12/27/1988,Да,Да
1/14/2015 1:02:09,Pascal/Delphi,Да,Abap ,"JavaScript, Objective-C, Swift",,,Objective-C,Objective-C,10+,1,5/2/1984,Да,Не помню
1/14/2015 1:05:44,Pascal/Delphi,Да,C#,,,,,C#,1,1,,Да,Не помню
1/14/2015 1:08:36,PHP,Да,Node.js,"PHP, JavaScript, PL/SQL",,,Node.js,Node.js,8,2,10/20/1988,Да,Не помню
1/14/2015 1:10:25,Pascal/Delphi,Да,JavaScript,Python,,,JavaScript,,5,2,5/22/1989,Да,Не помню
1/14/2015 1:14:46,Pascal/Delphi,Нет,,,"JavaScript, Objective-C",,JavaScript,"JavaScript, Ruby, Pascal/Delphi, Go",8,2,3/4/1989,Нет,Да
1/14/2015 1:18:08,JavaScript,Да,JavaScript,JavaScript,,,JavaScript,JavaScript,<1,<1,8/14/1990,Да,Нет
1/14/2015 1:22:15,Pascal/Delphi,Да,C++,"C++, Ruby, C, ActionScript",,,,"C++, Ruby, C, ActionScript",7,7,4/24/1986,Да,Нет
1/14/2015 1:32:44,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,1,1,8/2/1992,Да,Нет
1/14/2015 1:38:16,C++,Нет,,,C#,Python,Scala,,3,1,7/27/1992,Да,Нет
1/14/2015 1:46:00,C,Да,Groovy,"JavaScript, Groovy",,,Java,Groovy,2,2,7/2/1986,Да,Нет
1/14/2015 1:52:07,Pascal/Delphi,Да,Objective-C,"Ruby, Swift",,,Objective-C,"Java, C++, Objective-C, Ruby",5,2,11/2/1992,Да,Не помню
1/14/2015 2:03:36,C#,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",9,9,10/1/1986,Да,Да
1/14/2015 2:05:37,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,PHP,3,3,1/14/2015,Да,Нет
1/14/2015 2:06:38,C++,Да,C#,JavaScript,,,C#,"C#, C++",1,<1,6/17/1994,Да,Нет
1/14/2015 2:08:35,Basic,Да,C#,"C#, JavaScript, PL/SQL, T-SQL",,,Python,"C#, T-SQL",10+,10+,1/14/1979,Да,Не помню
1/14/2015 2:10:11,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",8,5,5/15/1982,Да,Не помню
1/14/2015 2:19:46,PHP,Да,JavaScript,PHP,,,Python,"PHP, JavaScript",9,7,2/26/1990,Нет,Да
1/14/2015 2:25:53,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,1,7/14/1993,Да,Не помню
1/14/2015 2:26:50,Pascal/Delphi,Нет,,,"C++, C","Java, JavaScript, Objective-C",C++,"C++, C, vala",10+,6,9/11/1990,Да,Не помню
1/14/2015 2:31:07,Pascal/Delphi,Да,JavaScript,Ruby,,,JavaScript,JavaScript,8,2,3/18/1986,Нет,Нет
1/14/2015 2:36:02,Basic,Да,C#,T-SQL,,,C#,,10+,5,5/30/1976,Да,Нет
1/14/2015 2:36:20,C,Да,Java,"PHP, C++, C",,,Java,"Java, C",3,<1,1/1/1981,Да,Нет
1/14/2015 2:39:24,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",8,6,3/19/1982,Да,Нет
1/14/2015 2:42:29,Pascal/Delphi,Да,JavaScript,Ruby,,,JavaScript,JavaScript,3,1,,Да,Не помню
1/14/2015 2:47:11,Pascal/Delphi,Да,1C,"PHP, JavaScript",,,JavaScript,Python,2,2,,Да,Нет
1/14/2015 3:08:00,Basic,Да,Java,JavaScript,,,Java,"Java, Python",10+,8,1/1/1974,Нет,Нет
1/14/2015 3:12:18,Pascal/Delphi,Нет,,,"C#, C++, C","Java, PL/SQL, T-SQL, Basic, ASM",Java,,10+,10+,10/30/1982,Да,Да
1/14/2015 3:13:00,Pascal/Delphi,Да,C#,Java,,,Java,Java,6,6,7/11/1981,Да,Нет
1/14/2015 3:17:08,Pascal/Delphi,Да,C#,"C#, T-SQL",,,C#,"Java, C#, JavaScript, Python, PL/SQL, T-SQL",6,2,1/9/1985,Да,Не помню
1/14/2015 3:49:32,PHP,Да,Java,,,,Java,,3,3,9/16/1985,Да,Не помню
1/14/2015 4:12:51,C#,Да,PHP,JavaScript,,,PHP,PHP,<1,1,9/1/1991,Да,Нет
1/14/2015 4:40:56,Pascal/Delphi,Да,C#,"T-SQL, X++",,,,"C#, X++",4,1,10/3/1989,Нет,Нет
1/14/2015 5:24:41,Basic,Да,Java,,,,Java,Java,6,4,10/26/1981,Да,Не помню
1/14/2015 6:03:46,C++,Да,PHP,"JavaScript, Python",,,PHP,"PHP, Python",10+,10+,4/18/1981,Да,Нет
1/14/2015 6:43:23,Basic,Да,C++,"Python, C",,,Python,"C++, Python",10+,10+,5/13/1981,Да,Не помню
1/14/2015 6:57:02,Pascal/Delphi,Да,JavaScript,"Python, R",,,JavaScript,JavaScript,<1,<1,1/14/1984,Да,Нет
1/14/2015 7:01:31,Python,Нет,,,Python,,Python,,<1,<1,4/21/1989,Да,Нет
1/14/2015 7:24:51,,Нет,,,C#,,C#,C#,10+,10+,,Нет,Не помню
1/14/2015 7:26:00,Basic,Да,Java,"JavaScript, Python, Clojure",,,Java,"Java, JavaScript",7,7,5/15/1987,Нет,Нет
1/14/2015 7:30:57,Pascal/Delphi,Да,PHP,"JavaScript, Pascal/Delphi",,,Java,,4,2,,Да,Нет
1/14/2015 7:31:28,Basic,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript, C, Pascal/Delphi, FoxPro, Clipper",10+,1,12/25/1971,Да,Нет
1/14/2015 7:34:47,Basic,Да,C#,C++,,,C#,"C#, C++, JavaScript, T-SQL",6,5,12/3/1988,Да,Да
1/14/2015 7:43:07,Pascal/Delphi,Да,Java,JavaScript,,,Java,,3,1,5/17/1988,Да,Нет
1/14/2015 7:48:31,Basic,Да,JavaScript,,,,JavaScript,"C#, PHP, JavaScript",3,2,,Да,Не помню
1/14/2015 7:56:08,C++,Да,C#,"C++, T-SQL",,,C#,C#,1,<1,7/25/1987,Да,Нет
1/14/2015 8:02:10,Focal,Да,C#,"Java, C++, JavaScript",,,Java,"Java, C#",10+,10+,4/30/1974,Да,Нет
1/14/2015 8:03:49,C,Да,C++,,,,,,1,1,1/18/1990,Нет,Нет
1/14/2015 8:08:21,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, JavaScript, PL/SQL",10+,10+,2/28/1975,Да,Нет
1/14/2015 8:14:59,Basic,Да,C#,JavaScript,,,C#,"C#, JavaScript",7,7,9/14/1985,Да,Не помню
1/14/2015 8:16:40,C#,Нет,,,"C#, JavaScript, T-SQL",,Python,"Java, C#, C++, JavaScript, C, T-SQL, Go",2,2,10/20/1990,Да,Нет
1/14/2015 8:19:13,Basic,Да,Java,"C++, C, PL/SQL, T-SQL",,,Java,"Java, C++, C, PL/SQL",10+,10+,6/25/1960,Да,Не помню
1/14/2015 8:21:39,Basic,Да,C#,"JavaScript, T-SQL",,,C#,"C#, T-SQL",1,1,2/5/1992,Да,Не помню
1/14/2015 8:28:15,Java,Да,JavaScript,CoffeeScript,,,CoffeeScript,"JavaScript, CoffeeScript",<1,<1,10/12/1992,Да,Нет
1/14/2015 8:30:10,C#,Да,Objective-C,"C++, Objective-C, C, Swift",,,Objective-C,"Java, C#",3,3,8/6/1992,Да,Да
1/14/2015 8:32:58,Pascal/Delphi,Да,C#,C++,,,C#,"C++, Python, C",2,1,6/18/1992,Да,Нет
1/14/2015 8:33:28,Pascal/Delphi,Да,PHP,"JavaScript, Pascal/Delphi",,,PHP,"PHP, JavaScript, Pascal/Delphi",5,4,5/28/1983,Да,Нет
1/14/2015 8:33:45,JavaScript,Да,JavaScript,PHP,,,Go,JavaScript,1,1,1/2/1987,Да,Нет
1/14/2015 8:34:56,Java,Да,Java,Java,,,C++,C++,4,4,1/14/1984,Да,Не помню
1/14/2015 8:37:47,Basic,Да,C++,"Java, C#",,,C++,,10+,10+,11/28/1985,Да,Да
1/14/2015 8:43:32,C++,Да,Java,"Java, JavaScript, Python",,,Python,"Java, Python",3,1,6/29/1988,Да,Нет
1/14/2015 8:45:14,Basic,Да,Java,JavaScript,,,Java,"Java, JavaScript",10+,10+,12/22/1983,Да,Нет
1/14/2015 8:49:41,Pascal/Delphi,Да,C++,"C++, Ruby, C, ActionScript",,,,"C++, Ruby, C, ActionScript",7,7,4/24/1986,Да,Нет
1/14/2015 8:51:41,C,Нет,,,"Java, C++, C","JavaScript, ASM",Java,C++,1,<1,11/26/1988,Да,Да
1/14/2015 8:56:02,Pascal/Delphi,Да,Python,"shell, Shell",,,Python,"PHP, Python",5,2,,Да,Нет
1/14/2015 8:56:15,C,Да,Java,JavaScript,,,Java,,2,2,1/14/1982,Да,Нет
1/14/2015 9:00:44,C#,Да,C#,"JavaScript, T-SQL",,,C#,C#,3,3,9/2/1985,Да,Да
1/14/2015 9:09:27,Basic,Да,Ruby,"JavaScript, Clojure",,,Ruby,Ruby,4,4,,Да,Нет
1/14/2015 9:13:59,Basic,Да,PHP,"JavaScript, Pascal/Delphi",,,PHP,"PHP, Pascal/Delphi",7,5,1/20/1962,Да,Не помню
1/14/2015 9:16:40,Basic,Да,Perl,"PHP, JavaScript",,,Perl,"PHP, JavaScript, Perl",10+,10+,4/1/1974,Да,Нет
1/14/2015 9:17:27,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,2,2,6/5/1986,Да,Нет
1/14/2015 9:19:14,Pascal/Delphi,Да,Java,"Java, PL/SQL, Groovy",,,Java,"Java, Groovy",5,5,7/30/1989,Да,Нет
1/14/2015 9:21:41,Basic,Да,Java,,,,Java,Java,7,4,2/25/1988,Да,Не помню
1/14/2015 9:23:05,Pascal/Delphi,Да,Java,,,,Java,"Java, Android",3,3,8/16/1987,Да,Нет
