Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Age,InUA,InPrev
1/13/2014 21:11:26,JavaScript,Да,JavaScript,"JavaScript, Ruby",,,JavaScript,"JavaScript, Ruby",2,2,"[20,30)",Да,Нет
1/13/2014 22:00:04,Basic,Да,Python,Shell,,,Python,Python,2,2,"[20,30)",Да,Нет
1/13/2014 22:05:30,C++,Да,JavaScript,"JavaScript, NSIS",,,JavaScript,JavaScript,1,1,"[20,30)",Да,Нет
1/13/2014 22:23:19,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,,2,2,"[20,30)",Да,Да
1/13/2014 23:00:13,Logo,Да,C#,C++,,,C#,C#,2,2,"[20,30)",Да,Да
1/13/2014 23:02:16,Pascal/Delphi,Да,Ruby,CoffeeScript,,,Ruby,"PHP, Ruby",2,3,"[20,30)",Да,Да
1/13/2014 23:16:11,C,Да,PHP,JavaScript,,,Java,Java,1,1,"[20,30)",Да,Да
1/13/2014 23:21:51,Lua,Нет,,,Python,,C++,C++,2,1,"[20,30)",Да,Нет
1/13/2014 23:22:13,Pascal/Delphi,Да,Python, go,,,Python,"C++, Python, JavaScript, C, Perl, go",10+,5,"[30,40)",Да,Нет
1/13/2014 23:36:21,Pascal/Delphi,Да,C#,C++,,,C#,,<1,1,<20,Да,Нет
1/13/2014 23:38:16,Basic,Да,Ruby,"PHP, JavaScript",,,Ruby,,2,3,"[20,30)",Нет,Нет
1/13/2014 23:44:17,Java,Да,Java,Java,,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/14/2014 0:08:10,Java,Да,Java,"C#, PHP, JavaScript",,,Java,"Java, JavaScript",<1,1,"[20,30)",Да,Нет
1/14/2014 0:18:16,Basic,Да,Python,"C++, JavaScript, Go",,,Python,Python,7,5,"[20,30)",Нет,Нет
1/14/2014 0:18:22,Pascal/Delphi,Да,PHP,JavaScript,,,Java,,2,2,"[20,30)",Да,Нет
1/14/2014 0:33:03,ActionScript,Да,C#,,,,C#,"C#, ActionScript",4,1,"[30,40)",Да,Нет
1/14/2014 0:47:48,Pascal/Delphi,Да,Java,,,,Java,Java,2,2,"[20,30)",Да,Нет
1/14/2014 1:00:16,Pascal/Delphi,Да,JavaScript,JavaScript,,,Java,JavaScript,<1,<1,"[20,30)",Да,Да
1/14/2014 1:26:49,Basic,Да,Java,"JavaScript, PL/SQL, Shell",,,Java,Java,7,5,"[20,30)",Да,Да
1/14/2014 1:42:00,Python,Нет,,,"Java, Python","Python, JavaScript, Objective-C, Ruby",Python,"Python, JavaScript, Objective-C",3,2,"[20,30)",Да,Да
1/14/2014 2:16:02,Basic,Да,C#,JavaScript,,,C#,,10+,10+,"[30,40)",Да,Нет
1/14/2014 2:29:04,Pascal/Delphi,Да,JavaScript,"JavaScript, CoffeeScript",,,Python,,<1,<1,"[20,30)",Да,Нет
1/14/2014 3:12:30,Pascal/Delphi,Да,Java,,,,Java,"Java, Scala",2,2,"[20,30)",Да,Нет
1/14/2014 3:46:56,Pascal/Delphi,Нет,,,"PHP, JavaScript",JavaScript,Java,"PHP, JavaScript",6,6,"[30,40)",Да,Нет
1/14/2014 5:55:14,Go,Да,Go,JavaScript,,,Go,Go,1,1,"[20,30)",Да,Нет
1/14/2014 6:29:23,Pascal/Delphi,Да,PHP,JavaScript,,,Ruby,"PHP, JavaScript",1,3,"[20,30)",Нет,Да
1/14/2014 6:36:15,Pascal/Delphi,Да,Python,C++,,,Python,,<1,<1,<20,Да,Нет
1/14/2014 7:38:32,C++,Да,C#,JavaScript,,,C#,"C#, C++, Python, Lisp",3,3,"[20,30)",Нет,Да
1/14/2014 9:19:32,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",6,6,"[20,30)",Да,Нет
1/14/2014 9:22:33,Pascal/Delphi,Да,Java,"C#, C++",,,Java,,<1,<1,"[20,30)",Да,Нет
1/14/2014 9:22:37,Pascal/Delphi,Да,C#,Java,,,Objective-C,,<1,<1,"[20,30)",Да,Нет
1/14/2014 9:31:09,Basic,Да,C++,"Java, Python, PL/SQL",,,PL/SQL,C++,1,10+,"[20,30)",Нет,Нет
1/14/2014 9:40:13,PHP,Да,JavaScript,PHP,,,Java,"PHP, JavaScript",<1,<1,"[20,30)",Да,Нет
1/14/2014 9:42:09,Basic,Да,Java,"JavaScript, Shell",,,Java,"Java, JavaScript",10+,10+,"[30,40)",Нет,Да
1/14/2014 9:59:50,PL/SQL,Да,PL/SQL,Shell,,,PL/SQL,"PL/SQL, Shell",2,1,"[20,30)",Да,Нет
1/14/2014 9:59:58,PHP,Да,PHP,,,,Java,,4,4,"[20,30)",Да,Нет
1/14/2014 10:04:55,C,Да,C,"Java, PHP, C++, JavaScript, Objective-C, C",,,PHP,"Java, PHP, C++",10+,10+,"[30,40)",Да,Да
1/14/2014 10:06:18,Pascal/Delphi,Да,Java,"Scala, Erlang",,,Scala,"Java, Scala, Erlang",10+,9,"[30,40)",Нет,Нет
1/14/2014 10:11:48,Pascal/Delphi,Да,Pascal/Delphi,Java,,,Java,,1,1,"[20,30)",Да,Нет
1/14/2014 10:21:03,Basic,Да,Java,"C++, C, PL/SQL, Perl, Scala, Groovy, Erlang",,,Java,"Java, C#, C++, C, Erlang",10+,3,"[30,40)",Да,Нет
1/14/2014 10:23:41,Pascal/Delphi,Да,PHP,"Python, JavaScript",,,Python,"PHP, Python",4,3,"[20,30)",Да,Да
1/14/2014 10:26:04,Basic,Да,Java,PL/SQL,,,Scala,,<1,<1,"[20,30)",Да,Нет
1/14/2014 10:30:40,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,1,1,"[20,30)",Да,Нет
1/14/2014 10:34:10,Java,Да,Java,JavaScript,,,Java,,1,1,"[20,30)",Да,Нет
1/14/2014 10:40:00,Java,Да,Java,JavaScript,,,Java,Java,2,2,"[20,30)",Да,Нет
1/14/2014 10:58:25,C,Нет,,,"C#, C++, Lua","Python, JavaScript",C++,"C++, Lisp, Lua",10+,10+,"[30,40)",Да,Да
1/14/2014 11:11:04,Pascal/Delphi,Да,JavaScript,,,,Java,JavaScript,<1,<1,"[20,30)",Да,Нет
1/14/2014 11:04:16,Basic,Да,PHP,JavaScript,,,PHP,,7,7,"[20,30)",Да,Да
1/14/2014 11:05:22,Java,Да,Java,,,,Java,,<1,<1,"[20,30)",Да,Нет
1/14/2014 11:18:45,Java,Нет,,,Java,C#,C#,Objective-C,1,<1,"[20,30)",Да,Да
1/14/2014 11:19:06,PHP,Да,PHP,,,,PHP,PHP,<1,<1,"[20,30)",Да,Нет
1/14/2014 11:19:07,Pascal/Delphi,Да,Basic,C++,,,C#,C++,<1,<1,"[20,30)",Да,Нет
1/14/2014 11:19:39,Pascal/Delphi,Да,T-SQL,C#,,,C#,"C#, T-SQL",4,4,"[20,30)",Да,Нет
1/14/2014 11:28:35,Basic,Да,Java,PL/SQL,,,Scala,,10+,2,"[30,40)",Да,Нет
1/14/2014 11:33:38,C,Да,Java,C++,,,Java,Java,10+,8,"[40,50)",Да,Нет
1/14/2014 11:38:14,Basic,Нет,,,C++,"Java, C#, JavaScript, T-SQL",C#,"C#, PHP, JavaScript",4,2,"[20,30)",Да,Нет
1/14/2014 11:38:28,Basic,Да,PHP,"Java, JavaScript, PL/SQL",,,PHP,PHP,7,5,"[20,30)",Да,Нет
1/14/2014 11:40:29,C,Да,Python,Shell,,,Python,,<1,<1,"[20,30)",Да,Да
1/14/2014 11:44:20,C,Да,C#,"JavaScript, T-SQL",,,C#,,7,5,"[30,40)",Да,Да
1/14/2014 11:57:23,Pascal/Delphi,Да,Objective-C,"C#, C++",,,C#,,1,<1,"[20,30)",Да,Нет
1/14/2014 11:59:23,PDP-11 ASM,Да,Pascal/Delphi,"C++, C, Pascal/Delphi, Asm",,,C++,"C++, C, Pascal/Delphi, FORTH",10+,10+,"[40,50)",Да,Нет
1/14/2014 12:05:10,Basic,Да,JavaScript,C#,,,C#,C#,10+,2,"[30,40)",Да,Нет
1/14/2014 12:06:26,Pascal/Delphi,Да,Java,,,,Java,Java,1,1,"[20,30)",Да,Нет
1/14/2014 12:08:14,C,Да,PHP,,,,PHP,,1,1,"[20,30)",Да,Нет
1/14/2014 12:20:32,PHP,Да,PHP,PHP,,,PHP,PHP,5,5,"[30,40)",Нет,Нет
1/14/2014 12:29:02,Basic,Да,Java,"JavaScript, Pascal/Delphi",,,Java,"PHP, Pascal/Delphi",4,2,"[30,40)",Да,Да
1/14/2014 12:33:53,Python,Да,Python,"Java, C#, JavaScript, PL/SQL",,,Python,Python,<1,<1,"[20,30)",Да,Да
1/14/2014 12:41:57,C,Нет,,,Java,Java,Ruby,C#,<1,<1,"[20,30)",Да,Нет
1/14/2014 12:46:18,Pascal/Delphi,Да,C#,"PHP, Python, JavaScript, Objective-C, MAXScript",,,C#,"C#, Python",1,1,"[20,30)",Да,Нет
1/14/2014 13:16:21,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,,6,4,"[20,30)",Да,Нет
1/14/2014 13:37:11,Pascal/Delphi,Да,Erlang,"Java, JavaScript",,,Erlang,"Java, Erlang",3,1,"[20,30)",Да,Нет
1/14/2014 13:49:13,JavaScript,Да,CoffeeScript,JavaScript,,,CoffeeScript,"JavaScript, CoffeeScript",2,1,"[30,40)",Да,Да
1/14/2014 13:50:45,Basic,Да,PHP,"JavaScript, T-SQL",,,JavaScript,"PHP, JavaScript, T-SQL",7,5,"[20,30)",Да,Нет
1/14/2014 14:00:45,Basic,Да,PHP,"C#, Python, JavaScript, Pascal/Delphi",,,C#,C#,7,7,"[30,40)",Да,Да
1/14/2014 14:02:15,Basic,Нет,,,"PHP, JavaScript",T-SQL,JavaScript,"PHP, JavaScript",<1,1,"[20,30)",Да,Нет
1/14/2014 14:04:02,Pascal/Delphi,Да,Java,,,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:11:17,Pascal/Delphi,Да,JavaScript,"Ruby, Shell",,,Ruby,"JavaScript, Ruby",<1,1,"[20,30)",Да,Нет
1/14/2014 14:12:29,C#,Нет,,,C#,JavaScript,C#,,3,3,"[20,30)",Да,Нет
1/14/2014 14:13:13,Basic,Да,Java,"C#, C++, PL/SQL",,,Java,Java,3,8,"[20,30)",Да,Нет
1/14/2014 14:14:03,PHP,Да,PHP,"JavaScript, PL/SQL",,,PHP,,2,2,"[20,30)",Да,Нет
1/14/2014 14:18:03,C++,Нет,,,"C#, JavaScript",,PHP,C#,1,1,"[20,30)",Да,Да
1/14/2014 14:18:24,Pascal/Delphi,Да,Java,"C++, Python, JavaScript, C",,,Java,"Java, C++, Python, C",1,1,"[20,30)",Да,Нет
1/14/2014 14:19:42,PHP,Да,PHP,JavaScript,,,PHP,,1,1,"[20,30)",Да,Да
1/14/2014 14:19:44,Java,Да,Java,,,,Java,,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:19:49,Pascal/Delphi,Да,C#,JavaScript,,,C#,,1,1,"[20,30)",Да,Нет
1/14/2014 14:19:51,Basic,Да,C#,"JavaScript, T-SQL",,,C#,C#,5,5,"[20,30)",Да,Нет
1/14/2014 14:19:52,Basic,Нет,,,"C#, PHP, JavaScript, T-SQL",,JavaScript,"C#, JavaScript",3,3,"[20,30)",Да,Нет
1/14/2014 14:20:03,Pascal/Delphi,Да,C#,,,,C#,C#,3,3,"[20,30)",Да,Да
1/14/2014 14:20:08,Python,Да,Python,"JavaScript, CoffeeScript",,,Python,"JavaScript, CoffeeScript",2,2,"[20,30)",Да,Нет
1/14/2014 14:20:08,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,,2,2,"[20,30)",Да,Нет
1/14/2014 14:20:44,C#,Да,C#,JavaScript,,,C#,"C#, JavaScript",5,5,"[20,30)",Да,Да
1/14/2014 14:21:10,C#,Да,PHP,JavaScript,,,Java,нет,2,2,"[20,30)",Да,Нет
1/14/2014 14:21:11,C,Да,Objective-C,"C#, C, Shell",,,Objective-C,,4,3,"[30,40)",Да,Нет
1/14/2014 14:21:27,Pascal/Delphi,Да,Java,JavaScript,,,Java,,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:21:32,Pascal/Delphi,Да,PHP,Java,,,PHP,Java,5,5,"[20,30)",Да,Нет
1/14/2014 14:21:40,C,Да,Objective-C,"C++, JavaScript",,,Objective-C,Objective-C,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:21:53,Java,Да,Java,"C++, JavaScript",,,Java,,2,2,"[20,30)",Да,Нет
1/14/2014 14:22:03,Pascal/Delphi,Нет,,,"C#, Pascal/Delphi",JavaScript,Java,Java,6,2,"[20,30)",Да,Нет
1/14/2014 14:22:09,Pascal/Delphi,Да,Ruby,JavaScript,,,Java,Ruby,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:22:19,Java,Нет,,,"Java, JavaScript, Scala",Scala,Scala,"Ruby, Scala, CoffeeScript",2,1,<20,Да,Нет
1/14/2014 14:22:30,C++,Нет,,,"PHP, C++, JavaScript",ActionScript,Java,"PHP, C++, JavaScript, ActionScript",6,4,"[30,40)",Да,Нет
1/14/2014 14:22:36,Basic,Да,C++,,,,C++,,<1,<1,"[30,40)",Да,Нет
1/14/2014 14:22:42,Basic,Да,Java,"Java, PHP, JavaScript, Scala, Groovy",,,Scala,"Java, PHP, JavaScript, Scala, Groovy, CoffeeScript",10+,3,"[30,40)",Да,Да
1/14/2014 14:22:44,Pascal/Delphi,Да,Java,"PL/SQL, T-SQL",,,Java,,<1,3,"[20,30)",Нет,Нет
1/14/2014 14:22:55,Ruby,Да,Ruby,"PHP, Python, JavaScript, PL/SQL, Perl, Shell",,,Ruby,"PHP, Ruby",10+,3,"[20,30)",Да,Нет
1/14/2014 14:22:55,Pascal/Delphi,Да,C#,"PL/SQL, CoffeeScript",,,C#,C#,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:23:01,Pascal/Delphi,Да,PHP,JavaScript,,,JavaScript,,1,1,"[20,30)",Да,Нет
1/14/2014 14:23:10,Basic,Да,C++,"C#, JavaScript",,,C++,"C++, JavaScript",10+,10+,"[30,40)",Да,Нет
1/14/2014 14:23:15,C++,Да,Python,"Java, C++, Python",,,Python,Python,<1,<1,"[30,40)",Да,Нет
1/14/2014 14:23:16,Pascal/Delphi,Нет,,,Objective-C,"C++, JavaScript, C, Shell",C++,"C++, Shell",8,6,"[20,30)",Да,Нет
1/14/2014 14:23:18,Basic,Да,C,"Java, C++, Shell, Asm",,,C,"C++, C, Perl, Shell",10+,10+,"[30,40)",Да,Нет
1/14/2014 14:23:28,C,Да,PHP,Python,,,Python,,2,2,"[20,30)",Да,Нет
1/14/2014 14:23:42,Pascal/Delphi,Да,C#,"JavaScript, ActionScript",,,Java,,4,4,"[20,30)",Да,Нет
1/14/2014 14:23:46,Pascal/Delphi,Нет,,,"Python, Ruby",,Ruby,Ruby,7,3,"[30,40)",Да,Нет
1/14/2014 14:23:48,Pascal/Delphi,Да,Java,"Pascal/Delphi, Shell",,,Pascal/Delphi,"Java, Pascal/Delphi",10+,10+,"[30,40)",Да,Нет
1/14/2014 14:23:50,Basic,Да,Ruby,"JavaScript, Ruby, CoffeeScript, Shell, R, Clojure",,,Ruby,"Java, PHP, Python, JavaScript, Ruby, C, Erlang, CoffeeScript, R, Shell, Clojure",5,3,"[20,30)",Да,Нет
1/14/2014 14:23:51,Python,Да,Python,Python,,,Python,Shell,2,2,"[20,30)",Да,Нет
1/14/2014 14:24:00,Pascal/Delphi,Да,ActionScript,"Java, PL/SQL",,,ActionScript,ActionScript,10+,5,"[30,40)",Да,Да
1/14/2014 14:24:03,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,Java,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:24:03,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"Java, C#, JavaScript, Scala",10+,10+,"[40,50)",Да,Нет
1/14/2014 14:24:04,Basic,Да,Java,"JavaScript, PL/SQL",,,Java,"Java, JavaScript",6,2,"[20,30)",Да,Да
1/14/2014 14:24:08,Pascal/Delphi,Да,Java,Pascal/Delphi,,,Java,Java,<1,<1,<20,Да,Нет
1/14/2014 14:24:13,Pascal/Delphi,Да,Java,"Python, Shell",,,Java,Java,2,2,"[20,30)",Да,Нет
1/14/2014 14:24:14,Basic,Нет,,,"C#, JavaScript",Python,C#,"C#, JavaScript",3,3,"[20,30)",Да,Нет
1/14/2014 14:24:25,C,Нет,,,"Scala, Haskell",Java,Scala,"Scala, Haskell",10+,4,"[30,40)",Да,Да
1/14/2014 14:24:29,C++,Да,C#,"JavaScript, PL/SQL, T-SQL",,,C#,"C#, JavaScript, PL/SQL, T-SQL",2,2,"[20,30)",Да,Да
1/14/2014 14:24:30,Pascal/Delphi,Да,PHP,JavaScript,,,Python,"Python, JavaScript",2,2,"[20,30)",Да,Нет
1/14/2014 14:24:33,Pascal/Delphi,Да,JavaScript,"Python, ActionScript",,,JavaScript,"C#, JavaScript",5,4,"[20,30)",Да,Да
1/14/2014 14:24:58,Pascal/Delphi,Да,Objective-C,,,,Objective-C,,5,1,"[20,30)",Да,Нет
1/14/2014 14:24:59,Pascal/Delphi,Да,PHP,"JavaScript, ActionScript, PL/SQL, Shell",,,C++,"PHP, JavaScript, PL/SQL",5,5,"[20,30)",Да,Да
1/14/2014 14:25:02,Pascal/Delphi,Да,Objective-C,,,,Objective-C,,1,1,"[20,30)",Да,Да
1/14/2014 14:25:05,Basic,Да,Basic,"Java, Python, JavaScript",,,Python,"Java, PHP, JavaScript",7,3,"[20,30)",Да,Да
1/14/2014 14:25:19,Pascal/Delphi,Да,JavaScript,,,,JavaScript,JavaScript,2,2,"[20,30)",Да,Нет
1/14/2014 14:25:24,Б3-34,Да,Python,"JavaScript, PL/SQL, Scala",,,Scala,Python,4,4,"[30,40)",Да,Да
1/14/2014 14:25:25,Basic,Да,Perl,"PHP, C++, PL/SQL",,,C,"PHP, C, 1C, Perl",10+,<1,"[30,40)",Да,Да
1/14/2014 14:25:31,Basic,Нет,,,"Java, C++",C#,Java,Java,2,2,"[20,30)",Да,Нет
1/14/2014 14:25:33,Pascal/Delphi,Нет,,,"Java, JavaScript, Groovy","Java, JavaScript, Groovy",Java,"Java, Pascal/Delphi",5,3,"[20,30)",Да,Нет
1/14/2014 14:25:35,Pascal/Delphi,Да,Java,Objective-C,,,Java,Go,10+,7,"[40,50)",Да,Нет
1/14/2014 14:25:43,PHP,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript, PL/SQL",4,2,<20,Да,Да
1/14/2014 14:25:46,Basic,Да,JavaScript,"Python, ActionScript, Scala, Erlang, CoffeeScript",,,JavaScript,"JavaScript, CoffeeScript",5,4,"[20,30)",Да,Нет
1/14/2014 14:25:44,C#,Да,C#,"C#, JavaScript, Objective-C",,,C#,"C#, JavaScript",9,8,"[30,40)",Да,Нет
1/14/2014 14:25:50,Pascal/Delphi,Да,Java,"Java, Python, JavaScript, Ruby, Puppet",,,Java,Java,10+,7,"[40,50)",Да,Нет
1/14/2014 14:26:05,C++,Да,JavaScript,"C#, PHP, C++, Objective-C",,,C#,,1,<1,<20,Да,Нет
1/14/2014 14:26:06,Basic,Да,PHP,JavaScript,,,PHP,PHP,4,4,"[20,30)",Да,Да
1/14/2014 14:26:09,JavaScript,Да,Java,JavaScript,,,Java,"Java, Python, JavaScript",2,1,"[20,30)",Да,Нет
1/14/2014 14:26:13,Pascal/Delphi,Нет,,,C#,1C,C++,C++,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:26:14,Basic,Да,Python,"JavaScript, Scala",,,Python,Python,5,5,"[20,30)",Да,Нет
1/14/2014 14:26:16,Pascal/Delphi,Да,Java,Objective-C,,,Java,"Java, Objective-C",<1,<1,"[20,30)",Да,Нет
1/14/2014 14:26:17,Basic,Да,Java,JavaScript,,,Java,Java,<1,<1,"[20,30)",Нет,Нет
1/14/2014 14:26:20,Pascal/Delphi,Да,C#,"C#, PL/SQL, T-SQL",,,Java,C#,7,7,"[20,30)",Да,Нет
1/14/2014 14:26:20,Java,Да,Java,,,,Java,,<1,<1,"[20,30)",Да,Нет
1/14/2014 14:26:22,Java,Да,Java,"Python, JavaScript, Ruby, CoffeeScript",,,Java,"Python, JavaScript, Ruby, CoffeeScript",5,4,"[20,30)",Да,Нет
1/14/2014 14:26:25,Pascal/Delphi,Да,PHP,"Python, JavaScript, Shell",,,Java,,2,2,"[20,30)",Да,Нет
1/14/2014 14:26:33,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",8,8,"[20,30)",Да,Нет
1/14/2014 14:26:38,Pascal/Delphi,Да,Objective-C,Haskell,,,Objective-C,"Objective-C, Ruby, Haskell",<1,<1,"[20,30)",Да,Нет
1/14/2014 14:26:47,Pascal/Delphi,Да,JavaScript,"Java, JavaScript, T-SQL",,,Java,,1,<1,"[20,30)",Да,Нет
1/14/2014 14:26:51,Groovy,Да,Groovy,"Java, Python, Ruby",,,Groovy,Groovy,5,3,"[20,30)",Да,Да
1/14/2014 14:26:51,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,JavaScript,"C#, JavaScript",4,4,"[20,30)",Да,Да
1/14/2014 14:27:03,Pascal/Delphi,Нет,,,"PHP, JavaScript",Python,PHP,"PHP, JavaScript",3,3,"[20,30)",Да,Да
1/14/2014 14:27:06,C#,Да,C#,"JavaScript, T-SQL",,,C#,,3,2,"[40,50)",Да,Да
1/14/2014 14:27:14,Pascal/Delphi,Нет,,,"PHP, JavaScript",,Java,"PHP, JavaScript",1,1,"[20,30)",Да,Нет
1/14/2014 14:27:28,Basic,Да,C++,"Java, C, Lua",,,Java,,1,1,"[20,30)",Да,Нет
1/14/2014 14:27:36,1C,Нет,,,"Python, JavaScript, Objective-C","PL/SQL, T-SQL",Python,"Python, JavaScript, PL/SQL",8,5,"[30,40)",Да,Да
1/14/2014 14:27:42,Basic,Нет,,,1C,,Java,,<1,<1,"[20,30)",Нет,Нет
1/14/2014 14:27:45,Pascal/Delphi,Да,C++,"C#, Python, Basic",,,C++,"C++, Python",10+,10+,"[40,50)",Да,Да
1/14/2014 14:27:45,Basic,Да,SQL,PL/SQL,,,PL/SQL,,10+,10+,"[30,40)",Да,Да
1/14/2014 14:27:48,Basic,Да,Java,"Java, JavaScript, PL/SQL",,,Java,"Java, JavaScript",10+,9,"[30,40)",Да,Нет
1/14/2014 14:27:52,Pascal/Delphi,Нет,,,"C++, Python",,Objective-C,Python,4,3,"[20,30)",Да,Нет
1/14/2014 14:27:53,МК-52,Да,C#,"Java, C#, PHP, C++, JavaScript, Objective-C, 1C, T-SQL",,,C#,"Java, C#, PHP, C++, C, 1C, Pascal/Delphi, T-SQL",10+,3,"[30,40)",Да,Нет
1/14/2014 14:27:54,Basic,Да,PHP,JavaScript,,,PHP,"C#, PHP, JavaScript, LSL",6,5,"[20,30)",Да,Нет
1/14/2014 14:27:55,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,"[20,30)",Да,Нет
1/14/2014 14:28:05,Java,Да,Java,PL/SQL,,,Java,,1,1,"[20,30)",Да,Нет
1/14/2014 14:28:13,C++,Да,PHP,C++,,,Java,"Java, PHP, Ruby",2,2,"[20,30)",Да,Да
1/14/2014 14:28:14,Pascal/Delphi,Нет,,,"PHP, JavaScript",,PHP,"PHP, C++, JavaScript",4,4,"[20,30)",Да,Нет
1/14/2014 14:28:20,Basic,Да,Java,"JavaScript, Scala",,,Scala,"Java, JavaScript",5,2,"[20,30)",Да,Нет
1/14/2014 14:28:31,Pascal/Delphi,Да,Java,"JavaScript, Groovy, Shell",,,Java,"Java, JavaScript",8,6,"[20,30)",Да,Нет
1/14/2014 14:28:32,C,Да,C#,"JavaScript, T-SQL",,,C#,,6,6,"[20,30)",Да,Нет
1/14/2014 14:28:33,Pascal/Delphi,Да,Python,"JavaScript, Shell",,,Python,Python,3,3,"[20,30)",Да,Нет
1/14/2014 14:28:34,JavaScript,Нет,,,"JavaScript, Ruby, CoffeeScript",,Ruby,"JavaScript, Ruby",1,4,"[20,30)",Нет,Да
1/14/2014 14:28:35,Pascal/Delphi,Да,Objective-C,Java,,,Ruby,,4,3,"[20,30)",Да,Да
1/14/2014 14:28:41,Basic,Да,Java,Fortran,,,Java,Java,8,1,"[20,30)",Да,Нет
1/14/2014 14:28:43,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",<1,1,"[20,30)",Да,Нет
1/14/2014 14:28:45,PHP,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",2,2,"[20,30)",Да,Нет
1/14/2014 14:28:51,Pascal/Delphi,Да,PHP,JavaScript,,,Java,"PHP, JavaScript",3,3,"[20,30)",Да,Нет
1/14/2014 14:29:01,Pascal/Delphi,Да,Python,JavaScript,,,Python,"Python, JavaScript",4,4,"[20,30)",Да,Нет
1/14/2014 14:29:05,PL/1,Да,Objective-C,JavaScript,,,Objective-C,"C++, Objective-C, C, ActionScript, PL/1",10+,4,>50,Да,Нет
1/14/2014 14:29:10,C++,Да,Java,,,,Java,,2,2,"[20,30)",Да,Да
1/14/2014 14:29:17,C++,Да,C++,,,,C++,C++,<1,3,"[20,30)",Да,Нет
1/14/2014 14:29:18,Pascal/Delphi,Да,PHP,"Python, JavaScript",,,PHP,"PHP, JavaScript, Pascal/Delphi",5,4,"[30,40)",Да,Нет
1/14/2014 14:29:23,Basic,Да,JavaScript,,,,PHP,"PHP, JavaScript",5,4,"[20,30)",Да,Нет
1/14/2014 14:29:27,Basic,Да,ActionScript,,,,Java,ActionScript,10+,10+,"[30,40)",Да,Да
1/14/2014 14:29:38,Pascal/Delphi,Да,C++,1C,,,Python,"C++, 1C",5,5,"[20,30)",Да,Нет
1/14/2014 14:29:42,Pascal/Delphi,Да,C#,,,,C#,C#,1,1,"[20,30)",Да,Нет
1/14/2014 14:29:42,PHP,Да,PHP,"Java, Python, JavaScript, Shell, nodejs",,,Python,"PHP, Python, nodejs",8,8,"[20,30)",Да,Да
1/14/2014 14:29:44,Basic,Нет,,,"Java, C++, C",,Java,,4,3,"[30,40)",Нет,Нет
1/14/2014 14:29:46,Basic,Нет,,,"Java, PHP, JavaScript","PHP, Python",Scala,"Java, PHP, C++, Python, JavaScript, Scala, Erlang, CoffeeScript, Lisp, Shell",10+,5,"[20,30)",Да,Да
1/14/2014 14:29:47,Pascal/Delphi,Да,PHP,"Python, JavaScript",,,Python,"Python, JavaScript",10+,10+,"[30,40)",Да,Да
1/14/2014 14:29:48,PHP,Нет,,,"Java, JavaScript",PL/SQL,Java,"C#, JavaScript",1,<1,"[20,30)",Да,Нет
1/14/2014 14:29:51,Pascal/Delphi,Да,PHP,"JavaScript, PL/SQL, Shell",,,PHP,,9,3,"[30,40)",Да,Нет
1/14/2014 14:29:56,Pascal/Delphi,Нет,,,"Python, JavaScript, Objective-C",,Python,Python,2,2,"[20,30)",Да,Да
1/14/2014 14:30:06,Pascal/Delphi,Да,Objective-C,"Java, Python, JavaScript, Ruby, Groovy",,,Objective-C,"Java, JavaScript, Objective-C, Ruby, Erlang",3,3,"[20,30)",Да,Нет
1/14/2014 14:30:24,Pascal/Delphi,Да,C#,PHP,,,C#,PHP,3,2,"[20,30)",Да,Нет
1/14/2014 14:30:24,C,Да,Objective-C,"JavaScript, Shell",,,Java,,3,3,"[20,30)",Да,Да
1/14/2014 14:30:40,Pascal/Delphi,Да,ActionScript,JavaScript,,,ActionScript,"JavaScript, ActionScript, Haxe",3,3,"[20,30)",Да,Нет
1/14/2014 14:30:56,Pascal/Delphi,Да,Java,C++,,,Java,Java,4,1,"[20,30)",Да,Да
