Timestamp,Q1,MainLanguage,FirstLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,Age,InUA,InPrev
11.01.2013 12:43:21,,Да,Pascal/Delphi,C#,"JavaScript, Basic",,,C#,PHP,5,5,"[20,30)",Да,Да
11.01.2013 12:47:11,,Да,Pascal/Delphi,C#,"JavaScript, PL/SQL",,,C#,"C#, JavaScript",2,2,"[20,30)",Да,Да
11.01.2013 12:48:35,,Да,Basic,Java,Python,,,Python,"Python, JavaScript",1,<1,"[20,30)",Да,Да
11.01.2013 12:48:47,,Да,Pascal/Delphi,PHP,C#,,,Ruby,C#,2,2,"[20,30)",Нет,Нет
11.01.2013 12:49:00,,Нет,Ассеблер калькулятора Б3-34,,,"Java, SQL",PL/SQL,C++,,10+,3,"[40,50)",Да,Нет
11.01.2013 12:50:28,,Да,Basic,PHP,"Python, JavaScript, C, Perl, sh",,,PHP,"PHP, Python, JavaScript, sh",10+,10+,"[30,40)",Да,Нет
11.01.2013 12:52:25,,Да,Pascal/Delphi,Ruby,C#,,,C#,,5,<1,"[20,30)",Да,Да
11.01.2013 12:52:40,,Да,Basic,Java,"C++, C",,,Java,Python,8,2,"[20,30)",Нет,Нет
11.01.2013 12:52:42,,Да,Basic,PL/SQL,"C#, Python",,,Python,Python,8,5,"[20,30)",Нет,Да
11.01.2013 12:54:17,,Да,Pascal/Delphi,Python,JavaScript,,,JavaScript,"Python, JavaScript",3,3,"[20,30)",Да,Да
11.01.2013 12:54:18,,Да,Pascal/Delphi,C#,C#,,,C#,C#,2,2,"[20,30)",Да,Да
11.01.2013 12:54:24,,Да,C,JavaScript,CoffeeScript,,,JavaScript,JavaScript,10+,7,"[20,30)",Да,Да
11.01.2013 12:55:06,,Да,Pascal/Delphi,Java,"C++, C",,,Java,"Java, C++",3,3,"[20,30)",Да,Да
11.01.2013 12:57:09,,Да,Pascal/Delphi,C#,"C++, C",,,C#,"C#, F#",6,3,"[20,30)",Да,Да
11.01.2013 12:57:15,,Да,Asm,C++,"Java, C#, C++, Python, Objective-C, C, Basic, Lua",,,C++,"Java, C#, C++, Objective-C, C",8,8,"[20,30)",Да,Да
11.01.2013 12:58:30,,Да,C++,C++,C#,,,C#,,5,4,"[20,30)",Да,Да
11.01.2013 13:00:41,,Да,Pascal/Delphi,C#,"C#, JavaScript",,,Ruby,"C#, Ruby",2,2,"[20,30)",Нет,Нет
11.01.2013 13:02:39,,Да,C,C,Shell,,,Objective-C,,3,3,"[20,30)",Да,Нет
11.01.2013 13:03:59,,Да,Basic,PHP,"JavaScript, C, ActionScript, Pascal/Delphi, Asm",,,PHP,"PHP, JavaScript",10+,6,"[30,40)",Да,Нет
11.01.2013 13:07:15,,Да,C++,JavaScript,JavaScript,,,JavaScript,,<1,<1,"[20,30)",Да,Нет
11.01.2013 13:10:10,,Да,Basic,PHP,"Java, PHP, JavaScript",,,Java,PHP,3,3,"[20,30)",Да,Нет
11.01.2013 13:12:57,,Да,Basic,Objective-C,"C++, Python",,,Objective-C,Objective-C,10+,10+,"[30,40)",Да,Да
11.01.2013 13:13:13,,Да,Pascal/Delphi,C#,JavaScript,,,C#,C#,6,6,"[30,40)",Да,Нет
11.01.2013 13:14:24,,Да,Basic,C#,"PHP, JavaScript, PL/SQL",,,C#,,7,5,"[20,30)",Да,Нет
11.01.2013 13:15:21,,Нет,C++,,,"Java, Groovy",JavaScript,Groovy,,2,2,"[20,30)",Да,Да
11.01.2013 13:17:42,,Да,Fortran,Scala,Java,,,Scala,Scala,10+,<1,"[40,50)",Да,Нет
11.01.2013 13:19:13,,Да,C++,C#,"C#, JavaScript",,,C#,"C#, JavaScript",7,7,"[20,30)",Да,Нет
11.01.2013 13:22:16,,Нет,PHP,,,PHP,"PHP, Python, JavaScript, PL/SQL",Python,PHP,1,1,"[20,30)",Да,Нет
11.01.2013 13:22:44,,Да,Basic,1C,"C#, Ruby, JavaScript",,,1C,"C#, Ruby",9,8,"[30,40)",Да,Нет
11.01.2013 13:23:53,,Да,C++,C#,JavaScript,,,C#,,<1,<1,"[20,30)",Да,Нет
11.01.2013 13:24:22,,Нет,Pascal/Delphi,,,Java,"Ruby, JavaScript, Groovy",Java,Java,2,2,"[20,30)",Да,Да
11.01.2013 13:24:55,,Да,Basic,Basic,"C#, JavaScript",,,C#,"C#, JavaScript",10+,6,"[30,40)",Да,Да
11.01.2013 13:25:08,,Да,Logo,PHP,"Java, JavaScript, Objective-C",,,PHP,Java,6,6,"[20,30)",Да,Да
11.01.2013 13:26:07,,Да,C,Java,"JavaScript, Groovy",,,Java,"Java, JavaScript",5,5,"[20,30)",Да,Да
11.01.2013 13:26:53,,Да,Pascal/Delphi,Objective-C,"Java, C++, Objective-C, C",,,Objective-C,Objective-C,1,1,"[20,30)",Да,Да
11.01.2013 13:28:06,,Да,C#,C#,PL/SQL,,,C#,"C#, PL/SQL",<1,<1,"[20,30)",Да,Нет
11.01.2013 13:30:59,,Нет,C++,,,Java,C#,C#,,<1,<1,"[20,30)",Да,Нет
11.01.2013 13:32:18,,Да,C++,Objective-C,C,,,Objective-C,,2,2,"[20,30)",Да,Нет
11.01.2013 13:35:22,,Да,Pascal/Delphi,Java,Java,,,Java,Java,<1,<1,<20,Да,Нет
11.01.2013 13:36:31,,Да,C,Objective-C,"Java, PHP",,,Objective-C,,4,3,"[20,30)",Да,Нет
11.01.2013 13:37:28,,Да,Pascal/Delphi,Java,JavaScript,,,Java,JavaScript,4,5,"[20,30)",Да,Да
11.01.2013 13:39:31,,Да,C++,C++,"C, PL/SQL, Perl",,,C++,C++,8,8,"[30,40)",Да,Нет
11.01.2013 13:41:28,,Да,C,Erlang,"Python, C, Scala",,,Scala,"Python, Scala",7,6,"[30,40)",Да,Да
11.01.2013 13:43:42,,Да,Pascal/Delphi,Python,JavaScript,,,Python,Python,1,<1,"[20,30)",Да,Нет
11.01.2013 13:44:17,,Да,Pascal/Delphi,Ruby,"JavaScript, Clojure",,,C#,"C#, Ruby",7,3,"[20,30)",Да,Да
11.01.2013 13:44:26,,Да,Pascal/Delphi,Objective-C,"Ruby, JavaScript, C",,,Ruby,"Objective-C, 1C",9,4,"[20,30)",Да,Да
11.01.2013 13:47:53,,Да,Basic,C#,JavaScript,,,C#,C#,10+,10+,"[30,40)",Да,Да
11.01.2013 13:48:22,,Да,Basic,C#,"C#, PL/SQL",,,C#,"C#, C++, C, Pascal/Delphi",3,1,"[30,40)",Да,Да
11.01.2013 13:49:16,,Да,C++,Java,"JavaScript, Scala, Groovy",,,Java,"Java, Scala",4,4,"[30,40)",Да,Да
11.01.2013 13:51:31,,Да,Pascal/Delphi,1C,"JavaScript, 1C",,,1C,1C,6,6,"[20,30)",Нет,Нет
11.01.2013 13:55:56,,Да,Pascal/Delphi,C#,C#,,,C#,,5,5,"[20,30)",Да,Да
11.01.2013 13:58:05,,Да, Modula-2,C#,C++,,,C#,C#,<1,<1,"[30,40)",Нет,Нет
11.01.2013 14:00:19,,Да,C,C#,"Java, PHP, C++",,,C#,"Java, C#",10+,7,"[40,50)",Да,Нет
11.01.2013 14:05:46,,Да,C++,C#,"Java, PHP, C++, PL/SQL",,,C#,"Java, C#, C++",5,5,"[20,30)",Нет,Нет
11.01.2013 14:08:02,,Да,Pascal/Delphi,C#,JavaScript,,,C#,C#,10+,6,"[30,40)",Да,Да
11.01.2013 14:12:03,,Да,Pascal/Delphi,Python,C,,,Python,"Python, C",3,1,"[20,30)",Да,Нет
11.01.2013 14:14:16,,Нет,C,,,"Java, C#","C++, C, Asm",C#,"C++, C",2,2,"[20,30)",Да,Да
11.01.2013 14:21:13,,Да,Pascal/Delphi,Java,Groovy,,,Java,,2,2,"[20,30)",Да,Да
11.01.2013 14:21:55,,Да,Basic,JavaScript,JavaScript,,,JavaScript,"PHP, JavaScript",9,2,"[30,40)",Да,Да
11.01.2013 14:22:17,,Да,Basic,C++,"JavaScript, ActionScript, Pascal/Delphi, Basic",,,C++,,10+,10+,"[30,40)",Да,Нет
11.01.2013 14:23:31,,Да,PHP,PHP,JavaScript,,,PHP,PHP,1,2,"[20,30)",Да,Да
11.01.2013 14:24:06,,Да,PHP,PHP,"Java, PHP, JavaScript",,,PHP,PHP,7,7,"[20,30)",Да,Да
11.01.2013 14:24:51,,Да,Basic,Ruby,JavaScript,,,Ruby,"PHP, Ruby, Haskell",6,4,"[20,30)",Да,Да
11.01.2013 14:26:50,,Да,Basic,PHP,PHP,,,C,,4,4,"[30,40)",Да,Нет
11.01.2013 14:28:36,,Нет,C,,,"Python, JavaScript, PL/SQL","Python, JavaScript, PL/SQL, Erlang",Python,"Python, JavaScript, PL/SQL, Erlang",3,3,"[20,30)",Да,Да
11.01.2013 14:30:43,,Да,C,Java,Java,,,Java,,10+,10+,"[30,40)",Да,Да
11.01.2013 14:31:07,,Да,Objective-C,Objective-C,"C#, Objective-C",,,Objective-C,"C#, Objective-C",1,1,"[20,30)",Да,Да
11.01.2013 14:33:39,,Да,Pascal/Delphi,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",1,1,"[20,30)",Да,Нет
11.01.2013 14:38:08,,Да,Java,Java,JavaScript,,,Java,Java,1,1,"[20,30)",Да,Да
11.01.2013 14:40:52,,Да,Basic,C++,C,,,C++,C++,10+,10+,"[30,40)",Нет,Да
11.01.2013 14:43:21,,Да,Pascal/Delphi,PHP,JavaScript,,,Java,,1,1,"[20,30)",Да,Нет
11.01.2013 14:43:45,,Да,Basic,C#,JavaScript,,,C#,C#,3,3,"[20,30)",Да,Нет
11.01.2013 14:45:38,,Да,PHP,PHP,JavaScript,,,Python,PHP,10+,8,"[40,50)",Да,Да
11.01.2013 14:54:56,,Нет,Basic,,,1C,Basic,1C,,3,2,"[20,30)",Да,Нет
11.01.2013 14:55:33,,Да,Perl,Java,"Python, Go",,,Java,"Python, Go",2,1,"[20,30)",Да,Да
11.01.2013 14:57:16,,Да,Basic,PHP,JavaScript,,,PHP,"C#, PHP",10+,3,"[30,40)",Да,Да
11.01.2013 15:01:32,,Да,JavaScript,JavaScript,"PHP, JavaScript",,,PHP,"PHP, JavaScript",4,3,"[30,40)",Да,Нет
11.01.2013 15:09:35,,Да,Pascal/Delphi,PHP,PHP,,,PHP,,7,7,"[20,30)",Да,Нет
11.01.2013 15:12:16,,Да,Basic,C#,"C#, JavaScript",,,C#,,1,1,"[20,30)",Да,Нет
11.01.2013 15:13:35,,Да,Basic,C++,C++,,,Java,,7,7,"[20,30)",Да,Нет
11.01.2013 15:17:34,,Да,Basic,Java,Python,,,Java,Python,8,6,"[20,30)",Да,Да
11.01.2013 15:19:31,,Да,Pascal/Delphi,PL/SQL,Java,,,Java,Java,<1,<1,"[20,30)",Да,Нет
11.01.2013 15:20:02,,Да,Pascal/Delphi,Pascal/Delphi,"C#, C++, JavaScript, Pascal/Delphi",,,Salesforce,C#,4,2,"[20,30)",Да,Да
11.01.2013 15:20:19,,Да,Pascal/Delphi,C#,"C#, JavaScript, PL/SQL",,,C#,,6,3,"[20,30)",Да,Нет
11.01.2013 15:22:32,,Да,Basic,C++,Basic,,,C++,"Java, PHP",7,7,"[30,40)",Да,Нет
11.01.2013 15:24:00,,Да,Basic,C#,"PHP, C++, JavaScript",,,JavaScript,"C#, PHP",<1,1,"[20,30)",Да,Нет
11.01.2013 15:25:55,,Да,C++,Python,JavaScript,,,Python,"Python, JavaScript",1,1,"[20,30)",Нет,Нет
11.01.2013 15:27:11,,Да,Basic,C++,"C, Asm",,,C++,,10+,3,"[30,40)",Да,Нет
11.01.2013 15:28:26,,Да,Basic,PHP,"C#, Pascal/Delphi, PL/SQL, Asm",,,C#,"C#, PHP, Pascal/Delphi",<1,<1,<20,Да,Нет
11.01.2013 15:29:59,,Да,Pascal/Delphi,ActionScript,"Java, JavaScript, ActionScript",,,Java,"Java, ActionScript",7,6,"[30,40)",Да,Да
11.01.2013 15:31:53,,Да,Pascal/Delphi,C#,"JavaScript, SQL",,,C#,"C#, JavaScript",5,5,"[20,30)",Да,Нет
11.01.2013 15:32:15,,Нет,Basic,,,"C++, Python","Java, JavaScript",Python,"Java, Python, JavaScript, Lua",5,10+,"[20,30)",Нет,Да
11.01.2013 15:34:55,,Да,Basic,1C,ActionScript,,,1C,ActionScript,10+,10+,"[30,40)",Нет,Нет
11.01.2013 15:35:02,,Нет,Basic,,,JavaScript,PHP,JavaScript,PHP,4,2,"[20,30)",Да,Нет
11.01.2013 15:38:10,,Да,Java,Java,Java,,,Java,,2,2,"[20,30)",Да,Нет
11.01.2013 15:39:35,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,JavaScript,4,3,"[20,30)",Да,Нет
11.01.2013 15:40:34,,Да,Pascal/Delphi,JavaScript,JavaScript,,,Python,Python,3,1,"[20,30)",Да,Нет
11.01.2013 15:42:17,,Да,Basic,Java,"JavaScript, PL/SQL",,,Java,"Java, Python, Groovy",1,1,"[20,30)",Да,Нет
11.01.2013 15:45:47,,Нет,JavaScript,,,JavaScript,JavaScript,JavaScript,JavaScript,<1,<1,"[20,30)",Да,Нет
11.01.2013 15:46:53,,Да,Pascal/Delphi,PHP,"PHP, C++, JavaScript",,,PHP,"PHP, PL/SQL",9,8,"[20,30)",Да,Нет
11.01.2013 15:48:11,,Да,Java,Ruby,JavaScript,,,Ruby,"Ruby, JavaScript, Erlang",6,4,"[30,40)",Да,Да
11.01.2013 15:50:47,,Нет,Basic,,,"Pascal/Delphi, PL/SQL","JavaScript, 1C",C#,Pascal/Delphi,6,6,"[30,40)",Да,Да
11.01.2013 15:52:53,,Да,Pascal/Delphi,Objective-C,"Java, C++, JavaScript, C",,,JavaScript,,8,4,"[20,30)",Да,Да
11.01.2013 15:53:33,,Нет,Basic,,,Perl,"PHP, C++",PHP,,<1,<1,"[30,40)",Да,Нет
11.01.2013 15:56:56,,Да,PHP,PHP,"JavaScript, PL/SQL",,,PHP,,<1,<1,"[20,30)",Да,Нет
11.01.2013 15:57:55,,Да,Pascal/Delphi,C#,JavaScript,,,C#,C#,3,3,"[20,30)",Да,Нет
11.01.2013 15:57:58,,Да,Pascal/Delphi,PL/SQL,"Java, PL/SQL",,,PL/SQL,,10+,9,"[30,40)",Да,Нет
11.01.2013 15:58:09,,Да,C,PL/SQL,"Java, C#",,,Python,Python,4,2,"[20,30)",Да,Нет
11.01.2013 16:02:00,,Да,Pascal/Delphi,C#,"Java, PL/SQL",,,C#,,1,1,"[20,30)",Да,Нет
11.01.2013 16:06:43,,Да,C,PHP,C++,,,C++,,9,6,"[20,30)",Да,Нет
11.01.2013 16:09:28,,Да,Basic,C#,JavaScript,,,C#,"C#, JavaScript",10+,5,"[30,40)",Да,Нет
11.01.2013 16:09:34,,Да,Pascal/Delphi,Python,Shell,,,Erlang,"Python, Erlang",10+,6,"[30,40)",Да,Да
11.01.2013 16:10:33,,Да,Pascal/Delphi,Java,JavaScript,,,Java,Java,5,5,"[30,40)",Да,Нет
11.01.2013 16:13:19,,Да,Basic,JavaScript,PL/SQL,,,JavaScript,PHP,6,<1,"[20,30)",Да,Нет
11.01.2013 16:23:01,,Да,Basic,C#,JavaScript,,,JavaScript,"C#, JavaScript",3,3,"[20,30)",Да,Да
11.01.2013 16:29:20,,Да,Basic,C#,"PHP, JavaScript",,,C#,C#,10+,8,"[20,30)",Да,Нет
11.01.2013 16:30:56,,Да,Pascal/Delphi,PHP,JavaScript,,,PHP,"PHP, JavaScript",4,2,"[20,30)",Да,Нет
11.01.2013 16:32:29,,Да,C++,Java,Python,,,Python,Java,<1,<1,"[20,30)",Да,Нет
11.01.2013 16:37:21,,Да,Basic,Java,PL/SQL,,,Java,,2,2,"[20,30)",Да,Нет
11.01.2013 16:39:01,,Да,C#,Java,"Java, C#",,,Java,"Java, C#",5,2,"[40,50)",Да,Нет
11.01.2013 16:41:09,,Да,JavaScript,JavaScript,Java,,,JavaScript,"Java, C++, JavaScript",2,2,"[20,30)",Да,Да
11.01.2013 16:42:22,,Да,Pascal/Delphi,C++,C-Shell,,,C++,,10+,10+,"[30,40)",Да,Нет
11.01.2013 16:47:09,,Да,JavaScript,C#,JavaScript,,,C#,"C#, JavaScript",<1,<1,"[20,30)",Да,Нет
11.01.2013 16:47:17,,Да,Pascal/Delphi,PHP,JavaScript,,,C#,PHP,5,5,"[20,30)",Да,Да
11.01.2013 16:51:11,,Да,Pascal/Delphi,C#,JavaScript,,,C#,,1,1,"[20,30)",Да,Да
11.01.2013 16:54:29,,Нет,Basic,,,"Java, C#, JavaScript",,JavaScript,"Python, JavaScript",10+,10+,"[30,40)",Да,Да
11.01.2013 16:56:51,,Да,BASIC,Python,"Java, C#, JavaScript",,,Python,C++,10+,5,"[30,40)",Да,Нет
11.01.2013 16:57:59,,Да,PHP,JavaScript,"PHP, JavaScript",,,JavaScript,,<1,<1,"[20,30)",Да,Нет
11.01.2013 17:03:10,,Да,Basic,JavaScript,"PHP, Objective-C",,,JavaScript,,7,4,"[20,30)",Да,Нет
11.01.2013 17:03:51,,Да,C,Java,JavaScript,,,Java,,1,1,"[20,30)",Да,Нет
11.01.2013 17:07:38,,Да,Pascal/Delphi,C,"C++, C",,,C++,"Java, C++",5,5,"[20,30)",Нет,Нет
11.01.2013 17:08:26,,Да,Basic,Java,PHP,,,Java,"Java, C#, JavaScript",5,5,"[20,30)",Да,Да
11.01.2013 17:09:09,,Да,Basic,PHP,"PHP, JavaScript",,,PHP,нет,2,2,"[40,50)",Да,Нет
11.01.2013 17:10:18,,Да,Pascal/Delphi,JavaScript,JavaScript,,,JavaScript,JavaScript,<1,<1,"[20,30)",Да,Нет
11.01.2013 17:11:23,,Да,Pascal/Delphi,C#,C#,,,C#,,3,3,"[20,30)",Да,Да
11.01.2013 17:14:07,,Да,Basic,JavaScript,"Ruby, Scala, Lua, Erlang",,,Scala,"Ruby, Scala, Lua, Erlang",6,4,"[20,30)",Да,Да
11.01.2013 17:16:15,,Да,C++,C#,"C#, PL/SQL",,,C#,"C#, JavaScript",3,3,"[20,30)",Да,Нет
11.01.2013 17:20:39,,Да,Pascal/Delphi,Ruby,"C#, C++",,,PHP,,<1,<1,<20,Да,Нет
11.01.2013 17:24:12,,Да,Basic,Java,"JavaScript, PL/SQL",,,Java,"Java, Haskell",5,5,"[20,30)",Да,Да
11.01.2013 17:25:19,,Да,Basic,C#,JavaScript,,,C#,C#,1,1,"[20,30)",Да,Нет
11.01.2013 17:26:03,,Да,ActionScript,JavaScript,PL/SQL,,,JavaScript,"PHP, JavaScript, ActionScript",4,<1,"[20,30)",Да,Нет
11.01.2013 17:26:32,,Да,Pascal/Delphi,Objective-C,"C++, C",,,Objective-C,Objective-C,10+,7,"[30,40)",Да,Нет
11.01.2013 17:26:59,,Да,Pascal/Delphi,PHP,"JavaScript, Perl",,,PHP,PHP,10+,10+,"[40,50)",Да,Да
11.01.2013 17:27:23,,Да,Pascal/Delphi,Java,JavaScript,,,Java,Java,9,9,"[20,30)",Да,Да
11.01.2013 17:27:32,,Да,Basic,C#,JavaScript,,,C#,"Java, C#",6,6,"[20,30)",Да,Да
11.01.2013 17:29:31,,Да,Asm,PHP,"C#, JavaScript",,,Ruby,,5,4,"[20,30)",Да,Нет
11.01.2013 17:36:21,,Да,C++,Java,"Java, C++, Python",,,Java,"Java, Python",7,5,"[20,30)",Да,Да
11.01.2013 17:38:17,,Да,Basic,PHP,"C#, JavaScript",,,C#,"C#, PHP, JavaScript",6,5,"[20,30)",Да,Да
11.01.2013 17:46:28,,Нет,Pascal/Delphi,,,"Java, JavaScript",Java,Ruby,"Python, Ruby",1,1,"[20,30)",Да,Нет
11.01.2013 17:47:38,,Да,Pascal/Delphi,Java,Java,,,Scala,Java,2,2,"[20,30)",Да,Нет
11.01.2013 17:48:44,,Да,Pascal/Delphi,Python,"JavaScript, Shell",,,Python,"Python, Shell",3,1,"[20,30)",Да,Да
11.01.2013 17:57:07,,Да,Basic,C#,"C#, PL/SQL",,,C#,C#,4,4,"[20,30)",Да,Нет
11.01.2013 17:58:28,,Да,Pascal/Delphi,Java,JavaScript,,,Java,,1,1,"[20,30)",Да,Нет
11.01.2013 18:01:13,,Нет,Pascal/Delphi,,,"Java, C++, C, Lua",,C++,,<1,1,"[20,30)",Да,Да
11.01.2013 18:03:46,,Да,Pascal/Delphi,PHP,"Python, JavaScript, Objective-C, PL/SQL",,,PHP,"PHP, JavaScript",6,5,"[20,30)",Да,Нет
11.01.2013 18:05:51,,Нет,Pascal/Delphi,,,Java,"PHP, JavaScript",Java,Java,2,4,"[20,30)",Да,Нет
11.01.2013 18:09:20,,Да,Pascal/Delphi,Python,JavaScript,,,Python,"Python, JavaScript",<1,<1,"[20,30)",Да,Нет
11.01.2013 18:09:50,,Да,Algol,Java,"Java, PHP, C++, JavaScript, Pascal/Delphi, Scala",,,Java,"Java, C#, PHP, C++, JavaScript, Pascal/Delphi, Scala",10+,10+,>50,Да,Нет
11.01.2013 18:11:03,,Нет,C++,,,"Java, Python","JavaScript, PL/SQL",Python,,4,2,"[30,40)",Да,Нет
11.01.2013 18:15:18,,Да,Basic,C++,"C#, Objective-C",,,C#,"Java, C#, C++",10+,10+,"[30,40)",Да,Да
11.01.2013 18:17:31,,Да,Pascal/Delphi,Java,"Java, C#, JavaScript, Groovy",,,Java,"Java, JavaScript",10+,10+,"[30,40)",Да,Нет
11.01.2013 18:20:20,,Да,Pascal/Delphi,Objective-C,Ruby,,,C#,Objective-C,2,2,"[20,30)",Да,Нет
11.01.2013 18:23:42,,Да,Java,Java,"Ruby, JavaScript",,,Java,Java,3,3,"[20,30)",Да,Нет
11.01.2013 18:34:44,,Да,C#,JavaScript,C#,,,C#,"PHP, JavaScript",<1,<1,"[20,30)",Да,Нет
11.01.2013 18:35:59,,Да,Pascal/Delphi,C#,"PHP, JavaScript, Pascal/Delphi",,,C#,"C#, PHP",8,6,"[30,40)",Да,Да
11.01.2013 18:36:27,,Нет,PHP,,,PHP,PL/SQL,PHP,PHP,3,3,"[30,40)",Да,Нет
11.01.2013 18:38:02,,Да,Pascal/Delphi,JavaScript,PHP,,,JavaScript,,2,2,"[20,30)",Да,Нет
11.01.2013 18:42:09,,Да,Pascal/Delphi,Python,JavaScript,,,Python,"Python, JavaScript",1,1,"[20,30)",Да,Нет
11.01.2013 18:48:53,,Да,Pascal/Delphi,C#,JavaScript,,,C#,"C#, JavaScript",2,2,"[20,30)",Да,Да
11.01.2013 18:58:28,,Да,C,C,C,,,C,C,4,4,"[20,30)",Да,Да
11.01.2013 19:01:16,,Да,JavaScript,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",7,6,"[20,30)",Да,Да
11.01.2013 19:01:34,,Да,C#,C#,JavaScript,,,C#,,2,2,"[20,30)",Да,Нет
11.01.2013 19:05:30,,Да,Basic,Python,"JavaScript, Perl",,,Python,"Python, JavaScript, Haskell",4,4,"[30,40)",Да,Да
11.01.2013 19:06:07,,Да,Pascal/Delphi,C++,"C#, Python, C, Lua",,,C++,"C++, Python, C, Pascal/Delphi, Asm",6,6,"[20,30)",Да,Нет
11.01.2013 19:14:22,,Да,Pascal/Delphi,Objective-C,"C++, Python, C",,,Objective-C,"C++, Python, Ruby, Objective-C",<1,<1,"[20,30)",Да,Да
11.01.2013 19:18:01,,Да,Pascal/Delphi,Java,"C++, Python, JavaScript",,,JavaScript,"Java, Python, JavaScript, Haskell",1,1,"[20,30)",Да,Нет
11.01.2013 19:19:30,,Да,Pascal/Delphi,Java,"Python, JavaScript, Perl",,,Scala,,4,4,"[20,30)",Нет,Да
11.01.2013 19:20:09,,Да,PHP,Ruby,Ruby,,,Ruby,,5,1,"[20,30)",Да,Да
11.01.2013 19:20:12,,Да,C++,Java,"Java, JavaScript",,,Java,"Java, C++, Objective-C, C",2,1,"[20,30)",Да,Нет
11.01.2013 19:22:38,,Нет,PHP,,,PHP,"Java, C#",PHP,PHP,7,5,"[30,40)",Да,Да
11.01.2013 19:41:07,,Да,Pascal/Delphi,Java,Groovy,,,Java,Java,2,2,"[20,30)",Да,Да
11.01.2013 19:49:11,,Нет,Basic,,,JavaScript,Python,Java,,<1,<1,"[20,30)",Да,Нет
11.01.2013 19:53:23,,Нет,Basic,,,"PHP, JavaScript",,PHP,"PHP, JavaScript",5,4,"[30,40)",Да,Нет
11.01.2013 19:54:31,,Да,Basic,C++,Java,,,Java,"Java, C++",3,2,"[20,30)",Да,Нет
11.01.2013 20:02:29,,Да,C++,C#,Objective-C,,,C#,C#,4,3,"[30,40)",Да,Да
11.01.2013 20:07:42,,Да,Pascal/Delphi,C#,"C++, Python, JavaScript",,,C#,"C#, JavaScript",<1,<1,<20,Да,Нет
11.01.2013 20:07:53,,Да,PHP,Java,"PHP, JavaScript, Perl",,,JavaScript,Java,<1,<1,"[20,30)",Нет,Нет
11.01.2013 20:20:16,,Да,Pascal/Delphi,C#,"PHP, C++",,,Python,C++,1,<1,<20,Да,Нет
11.01.2013 20:56:31,,Да,Haskell,Scala,"Java, C++, Python, C, Scala, Lua, Erlang",,,Scala,"Erlang, Lisp",10+,10+,"[30,40)",Нет,Да
11.01.2013 20:59:58,,Да,МК-54,C++,"C++, Python, sh",,,Erlang,"C++, Python",10+,10+,"[40,50)",Да,Да
11.01.2013 21:03:46,,Нет,Basic,,,"C#, JavaScript",1C,C#,"C#, JavaScript",8,2,"[30,40)",Да,Нет
11.01.2013 21:12:23,,Да,Pascal/Delphi,Scala,Java,,,Scala,Scala,1,1,"[20,30)",Да,Да
11.01.2013 21:18:11,,Да,Pascal/Delphi,PHP,JavaScript,,,Java,"PHP, JavaScript",1,2,"[20,30)",Да,Нет
11.01.2013 21:23:53,,Да,Basic,C#,F#,,,F#,"C#, F#",7,6,"[30,40)",Да,Нет
11.01.2013 21:28:28,,Нет,C++,,,"PHP, JavaScript",Java,Java,PHP,2,2,"[20,30)",Да,Нет
11.01.2013 21:58:12,,Нет,Pascal/Delphi,,,"Java, JavaScript, PL/SQL",C#,Objective-C,Haskell,9,10+,>50,Да,Да
11.01.2013 21:59:53,,Да,Basic,Java,"C++, JavaScript",,,Java,"Java, JavaScript",2,2,"[20,30)",Да,Нет
11.01.2013 22:02:12,,Да,Pascal/Delphi,C#,JavaScript,,,C#,,4,4,"[20,30)",Да,Да
11.01.2013 22:02:15,,Да,Python,Java,Ruby,,,Ruby,Ruby,<1,<1,"[20,30)",Да,Нет
11.01.2013 22:08:18,,Да,Basic,Java,"C++, Python, JavaScript, C",,,Java,"Java, JavaScript",<1,<1,"[20,30)",Да,Да
11.01.2013 22:09:37,,Да,Basic,Java,"Java, JavaScript, PL/SQL",,,Scala,"Python, Ruby, Scala, Groovy",7,1,"[30,40)",Да,Да
11.01.2013 22:10:53,,Нет,Pascal/Delphi,,,"C, MATLAB","Java, C++",MATLAB,"Java, C++",<1,2,"[20,30)",Да,Да
11.01.2013 22:15:01,,Да,Pascal/Delphi,Java,Ruby,,,Java,"Java, Ruby",6,5,"[20,30)",Да,Да
11.01.2013 22:17:44,,Да,Basic,C++,Lua,,,C#,"Java, C#",<1,2,"[20,30)",Да,Нет
11.01.2013 22:22:26,,Нет,Basic,,,"C#, JavaScript",,C#,,2,2,"[20,30)",Да,Да
11.01.2013 22:22:42,,Да,Pascal/Delphi,PHP,JavaScript,,,Python,PHP,3,3,"[20,30)",Да,Да
11.01.2013 22:25:00,,Да,Basic,C#,Java,,,C#,"Python, Erlang",8,5,"[20,30)",Да,Нет
11.01.2013 22:31:37,,Да,PHP,PHP,JavaScript,,,PHP,PHP,3,2,"[20,30)",Да,Да
