Timestamp,FirstLanguage,MainLanguage,NowLanguage,AdditionalLanguages1,NowLanguages2,AdditionalLanguages3,NextLanguage,PetProjectsLanguages,ExperienceInProgramming,ExperienceInLanguage,AgeYears,InUA,InPrev,,,
1/6/2016 15:07:27,Basic,Да,Salesforce,"Java, JavaScript, Pascal/Delphi, T-SQL",,,C#,"Java, C#, JavaScript, Pascal/Delphi, T-SQL",7,1,28,Да,Не помню,,,
1/6/2016 15:07:40,Pascal/Delphi,Да,PHP,"Java, JavaScript, CoffeeScript",,,PHP,"Java, PHP",7,7,28,Да,Да,,,
1/6/2016 15:18:11,VBA,Да,C#,T-SQL,,,C#,C#,3,1,26,Да,Нет,,,
1/6/2016 15:19:01,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,<1,<1,24,Нет,Нет,,,
1/6/2016 15:19:02,Python,Да,Python,Python,,,JavaScript,Python,<1,<1,,Да,Нет,,,
1/6/2016 15:23:01,Java,Нет,,,"PHP, JavaScript","Python, Ruby",JavaScript,"JavaScript, Ruby",1,1,36,Да,Не помню,,,
1/6/2016 15:32:59,PHP,Да,Java,"JavaScript, Ruby, Erlang, Rust",,,Erlang,"Java, Ruby, Erlang, Groovy, Elixir",10+,8,31,Да,Да,,,
1/6/2016 15:33:26,Basic,Да,Java,Java,,,Java,Java,,,,,Нет,,,
1/6/2016 15:36:22,Basic,Да,Java,JavaScript,,,Java,Java,7,5,37,Да,Нет,,,
1/6/2016 15:36:58,Basic,Да,C#,T-SQL,,,C#,"C#, C++",6,3,26,Да,Да,,,
1/6/2016 15:37:58,Pascal/Delphi,Да,Java,,,,Java,,<1,<1,33,Да,Нет,,,
1/6/2016 15:42:43,C#,Да,C#,,,,C#,,1,1,28,Да,Нет,,,
1/6/2016 15:44:50,Basic,Нет,,,"Java, C#","JavaScript, Scala, CoffeeScript",Scala,"Scala, CoffeeScript",8,2,32,Да,Не помню,,,
1/6/2016 15:46:46,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,1,1,24,Да,Нет,,,
1/6/2016 15:49:54,Pascal/Delphi,Да,C++,"JavaScript, T-SQL",,,C++,C++,10+,5,27,Да,Да,,,
1/6/2016 15:50:29,Basic,Да,Java,"C#, JavaScript, Groovy",,,Java,"Java, C",10+,6,35,Да,Нет,,,
1/6/2016 15:51:26,Basic,Да,Java,"C++, C",,,Java,Java,10+,7,33,Да,Нет,,,
1/6/2016 15:53:26,C++,Да,C#,"JavaScript, T-SQL",,,JavaScript,,10+,7,30,Да,Нет,,,
1/6/2016 15:53:55,Python,Да,Python,,,,Python,Python,1,1,24,Да,Нет,,,
1/6/2016 15:54:30,Pascal/Delphi,Нет,,,"Java, C#","Java, C#, JavaScript",Java,,2,2,31,Нет,Не помню,,,
1/6/2016 15:54:44,Basic,Да,Java,JavaScript,,,Java,,10+,10+,37,Да,Да,,,
1/6/2016 15:55:37,Pascal/Delphi,Да,Pascal/Delphi,"C, 1C, T-SQL",,,Java,Pascal/Delphi,,,,Да,Нет,,,
1/6/2016 16:01:01,Basic,Нет,,,"C#, JavaScript, TypeScript",T-SQL,C#,"C#, JavaScript",7,7,27,Да,Не помню,,,
1/6/2016 16:02:28,Pascal/Delphi,Да,Java,"C#, JavaScript",,,JavaScript,,9,9,32,Да,Не помню,,,
1/6/2016 16:04:02,C++,Да,Python,JavaScript,,,Python,"Java, C#, JavaScript, Python",3,1,24,Да,Да,,,
1/6/2016 16:05:17,JavaScript,Да,JavaScript,,,,JavaScript,,5,3,29,Да,Нет,,,
1/6/2016 16:08:20,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,JavaScript,,1,<1,26,Да,Нет,,,
1/6/2016 16:08:21,Pascal/Delphi,Да,Java,JavaScript,,,Java,Java,,,,Да,Да,,,
1/6/2016 16:10:23,Basic,Да,Java,"Python, Scala, Clojure",,,Ruby,Java,2,2,20,Да,Не помню,,,
1/6/2016 16:11:02,C,Нет,,,"C++, C",Java,C++,,<1,<1,,Да,Нет,,,
1/6/2016 16:12:12,C#,Да,Objective-C,Swift,,,Objective-C,Swift,2,2,24,Да,Да,,,
1/6/2016 16:13:57,C,Да,C#,C#,,,C#,C#,2,1,23,Да,Да,,,
1/6/2016 16:23:18,Basic,Да,Basic,"C#, PHP, JavaScript, C++, C, 1C, Pascal/Delphi, ActionScript, OCaml, Lisp",,,C#,"Pascal/Delphi, ActionScript, Basic, Ocaml",8,5,11,Да,Не помню,,,
1/6/2016 16:24:15,Basic,Да,Objective-C,"C++, C",,,Objective-C,Objective-C,10+,10+,39,Нет,Да,,,
1/6/2016 16:26:24,Java,Нет,,,"Java, JavaScript",,Java,,<1,<1,,Да,Нет,,,
1/6/2016 16:28:28,JavaScript,Да,CoffeeScript,JavaScript,,,JavaScript,,<1,<1,24,Да,Нет,,,
1/6/2016 16:28:29,Basic,Да,Java,JavaScript,,,JavaScript,"C#, JavaScript",2,2,24,Да,Нет,,,
1/6/2016 16:29:28,C,Да,PHP,JavaScript,,,PHP,"PHP, JavaScript",4,3,28,Да,Нет,,,
1/6/2016 16:33:31,Pascal/Delphi,Да,C#,"JavaScript, T-SQL, PowerShell",,,C#,"C#, JavaScript",10+,8,31,Нет,Да,,,
1/6/2016 16:33:47,Pascal/Delphi,Да,ActionScript,"JavaScript, Python",,,JavaScript,"JavaScript, Python, ActionScript",7,4,25,Да,Да,,,
1/6/2016 16:33:49,Pascal/Delphi,Да,Java,"Scala, R",,,Scala,"Java, R",10+,10+,35,Да,Да,,,
1/6/2016 16:34:02,Java,Да,Java,JavaScript,,,Java,Java,<1,1,25,Да,Нет,,,
1/6/2016 16:35:40,Java,Да,PHP,"Java, PHP",,,Java,Java,<1,<1,25,Да,Нет,,,
1/6/2016 16:38:55,Pascal/Delphi,Да,Java,Go,,,Java,,6,3,26,Да,Нет,,,
1/6/2016 16:39:13,Pascal/Delphi,Да,C#,JavaScript,,,C#,C#,10+,5,34,Да,Нет,,,
1/6/2016 16:39:24,Basic,Да,JavaScript,,,,JavaScript,,5,3,28,Да,Нет,,,
1/6/2016 16:39:49,Pascal/Delphi,Нет,,,"C#, C++, C","JavaScript, C",C#,"C#, PHP, JavaScript",6,3,,Нет,Нет,,,
1/6/2016 16:40:22,Pascal/Delphi,Да,Java,Python,,,Java,Java,<1,<1,20,Да,Не помню,,,
1/6/2016 16:40:48,Swift,Да,Swift,"Objective-C, Swift",,,Swift,Swift,2,2,22,Да,Нет,,,
1/6/2016 16:40:50,Basic,Да,Java,C#,,,Java,Java,5,5,30,Да,Нет,,,
1/6/2016 16:41:01,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,<1,<1,22,Да,Нет,,,
1/6/2016 16:42:06,Pascal/Delphi,Да,Python,bash,,,Python,PHP,<1,2,28,Да,Не помню,,,
1/6/2016 16:42:12,PHP,Нет,,,"PHP, JavaScript",,PHP,"PHP, JavaScript",1,1,28,Да,Нет,,,
1/6/2016 16:42:26,Basic,Да,PHP,"Java, PHP, C++, PL-SQL",,,PHP,"Java, PHP, Pascal/Delphi",10+,6,32,Да,Нет,,,
1/6/2016 16:43:00,C++,Да,Java,JavaScript,,,Java,,10+,2,30,Да,Нет,,,
1/6/2016 16:44:33,Basic,Да,Java,"Java, Python, Scala",,,Java,"Java, Python, Scala",,,,Да,Не помню,,,
1/6/2016 16:46:18,Pascal/Delphi,Да,Java,"Java, Go",,,Java,Java,,,,Да,Нет,,,
1/6/2016 16:50:31,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,,<1,<1,26,Да,Нет,,,
1/6/2016 16:52:15,Pascal/Delphi,Да,C#,"JavaScript, Python, PL-SQL, T-SQL",,,C#,C#,,,,Нет,Нет,,,
1/6/2016 16:52:17,C++,Да,C++,PHP,,,PHP,C++,3,3,,Да,Нет,,,
1/6/2016 16:55:23,C,Да,C#,,,,C#,C#,2,2,28,Да,Нет,,,
1/6/2016 16:55:30,Objective-C,Да,Objective-C,"C++, C",,,Swift,Objective-C,<1,<1,27,Да,Нет,,,
1/6/2016 17:01:06,Pascal/Delphi,Да,JavaScript,Haskell,,,Haskell,"JavaScript, Haskell",5,5,26,Да,Да,,,
1/6/2016 17:04:02,Pascal/Delphi,Да,Pascal/Delphi,JavaScript,,,JavaScript,"JavaScript, Pascal/Delphi",10+,10+,38,Да,Нет,,,
1/6/2016 17:05:59,Pascal/Delphi,Да,Java,,,,Java,Java,1,1,19,Да,Нет,,,
1/6/2016 17:06:18,Basic,Да,JavaScript,"C#, T-SQL, TypeScript",,,C#,"C#, JavaScript",10+,10+,35,Нет,Да,,,
1/6/2016 17:13:00,Pascal/Delphi,Нет,,,Java,1C,Java,"C#, Pascal/Delphi",10+,<1,37,Да,Нет,,,
1/6/2016 17:15:49,C#,Нет,,,"C#, JavaScript","C#, JavaScript",JavaScript,"C#, JavaScript",,,,,Да,,,
1/6/2016 17:17:00,PHP,Да,PHP,,,,PHP,,3,3,27,Да,Да,,,
1/6/2016 17:17:41,Basic,Да,PL-SQL,"Java, JavaScript",,,JavaScript,JavaScript,9,6,33,Да,Да,,,
1/6/2016 17:18:01,Java,Да,JavaScript,Python,,,Python,"JavaScript, Python",1,1,23,Да,Нет,,,
1/6/2016 17:18:15,Pascal/Delphi,Да,C,C++,,,JavaScript,,,,,Да,Нет,,,
1/6/2016 17:18:19,C++,Да,Java,JavaScript,,,Java,,2,2,24,Да,Нет,,,
1/6/2016 17:20:43,Basic,Да,PHP,JavaScript,,,Python,"PHP, JavaScript",<1,1,20,Да,Нет,,,
1/6/2016 17:22:32,Basic,Да,PHP,"Java, JavaScript",,,PHP,"Java, PHP, JavaScript, Pascal/Delphi",3,4,26,Да,Не помню,,,
1/6/2016 17:22:47,Pascal/Delphi,Нет,,,"JavaScript, Scala","Java, Python",JavaScript,"Java, JavaScript, Scala",10+,3,30,Да,Не помню,,,
1/6/2016 17:28:04,1C,Да,Java,JavaScript,,,Java,"Java, JavaScript",6,1,28,Да,Не помню,,,
1/6/2016 17:28:08,Java,Да,Java,"PHP, JavaScript, Objective-C",,,Java,"Java, PHP, JavaScript, Objective-C",<1,2,28,Да,Не помню,,,
1/6/2016 17:32:13,JavaScript,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",<1,<1,25,Да,Нет,,,
1/6/2016 17:32:19,C,Да,Java,JavaScript,,,Java,"Java, JavaScript, C++",<1,<1,22,Да,Нет,,,
1/6/2016 17:33:30,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,,4,3,26,Да,Нет,,,
1/6/2016 17:33:51,Basic,Да,JavaScript,,,,JavaScript,JavaScript,<1,<1,22,Да,Да,,,
1/6/2016 17:36:02,C,Да,Java,JavaScript,,,Java,Java,,,,Да,Нет,,,
1/6/2016 17:37:05,Pascal/Delphi,Да,Java,Groovy,,,Java,,10+,10+,33,Да,Да,,,
1/6/2016 17:38:10,Basic,Нет,,,"C#, JavaScript",,JavaScript,,3,3,31,Да,Не помню,,,
1/6/2016 17:38:21,Go,Да,Go,Java,,,Go,"Java, Go",8,1,28,Нет,Нет,,,
1/6/2016 17:40:44,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, JavaScript",5,5,27,Да,Да,,,
1/6/2016 17:45:59,Basic,Да,C#,JavaScript,,,Java,"Java, C#, C++",10+,5,39,,Нет,,,
1/6/2016 17:47:53,Basic,Да,PL-SQL,Java,,,Java,PL-SQL,,,,,,,,
1/6/2016 17:48:10,Basic,Да,C++,"Java, C#, JavaScript, Python, C, Perl",,,C#,C#,10+,10+,38,Да,Не помню,,,
1/6/2016 17:48:14,Pascal/Delphi,Да,1C,"C#, T-SQL",,,C#,C#,10+,10+,37,Да,Нет,,,
1/6/2016 17:50:23,Basic,Да,PHP,JavaScript,,,JavaScript,"C#, PHP, JavaScript",3,2,23,Да,Нет,,,
1/6/2016 17:51:58,JavaScript,Да,Python,"C#, JavaScript",,,Ruby,C++,,,,Да,Нет,,,
1/6/2016 17:53:02,Java,Да,Java,JavaScript,,,Java,Java,,,,Да,Нет,,,
1/6/2016 17:54:47,C++,Да,C#,"JavaScript, T-SQL",,,C#,,10+,8,34,Да,Да,,,
1/6/2016 17:56:27,C++,Да,PHP,,,,PHP,,<1,<1,19,Да,Нет,,,
1/6/2016 17:58:08,Pascal/Delphi,Да,PHP,"Java, JavaScript, C, Swift",,,PHP,"PHP, JavaScript, C, Swift",4,4,,Да,Нет,,,
1/6/2016 18:00:51,Pascal/Delphi,Да,Java,JavaScript,,,Go,"Java, JavaScript",4,2,26,Нет,Нет,,,
1/6/2016 18:02:38,C,Да,Java,,,,Scala,Java,3,3,30,Да,Да,,,
1/6/2016 18:05:23,Pascal/Delphi,Да,C++,"Java, Python",,,Objective-C,,4,3,25,Да,Да,,,
1/6/2016 18:06:42,Pascal/Delphi,Да,Python,JavaScript,,,Python,Python,,<1,20,Да,Нет,,,
1/6/2016 18:06:56,C++,Да,Java,"C#, C++, assembly x86 ",,,Java,"Java, C++",4,2,20,Да,Нет,,,
1/6/2016 18:08:02,C++,Да,Java,,,,Java,,,,,Да,Да,,,
1/6/2016 18:10:16,Java,Нет,,,"Java, C#","JavaScript, Scala",Scala,"Java, Scala",2,2,31,Да,Да,,,
1/6/2016 18:11:43,Pascal/Delphi,Да,Java,"JavaScript, PL-SQL, Scala, T-SQL",,,Зависит от ТЗ,"Java, Scala",5,4,27,Да,Нет,,,
1/6/2016 18:14:18,Basic,Да,Python,Basic,,,Python,,<1,<1,,Да,Нет,,,
1/6/2016 18:15:00,Pascal/Delphi,Да,Ruby,"JavaScript, CoffeeScript",,,Ruby,"Java, JavaScript, Ruby, CoffeeScript",,,,Да,Да,,,
1/6/2016 18:15:31,C++,Да,Java,JavaScript,,,Java,"Java, JavaScript",1,2,20,Да,Нет,,,
1/6/2016 18:17:21,C#,Да,JavaScript,C#,,,C#,JavaScript,3,2,25,Да,Нет,,,
1/6/2016 18:24:54,Basic,Да,T-SQL,R,,,Java,Java,4,3,25,Да,Нет,,,
1/6/2016 18:29:59,Pascal/Delphi,Да,Java,Java,,,Java,,2,2,,Да,Нет,,,
1/6/2016 18:31:28,Basic,Да,1C,,,,Java,1C,10+,10+,45,Да,Нет,,,
1/6/2016 18:44:28,Python,Да,C#,AngelScript,,,C#,"C#, JavaScript",3,2,35,Да,Нет,,,
1/6/2016 18:45:29,Pascal/Delphi,Да,C#,C++,,,C++,C#,<1,,25,Да,Нет,,,
1/6/2016 18:46:50,Basic,Да,Python,,,,Ruby,Python,10+,3,33,Да,Да,,,
1/6/2016 18:46:55,JavaScript,Да,JavaScript,"PHP, CoffeeScript",,,JavaScript,JavaScript,3,2,25,Да,Не помню,,,
1/6/2016 18:48:10,C#,Да,PHP,JavaScript,,,JavaScript,"C#, JavaScript",<1,<1,21,Да,Не помню,,,
1/6/2016 18:49:28,Pascal/Delphi,Нет,,,"PHP, JavaScript",,Python,,3,3,25,Да,Нет,,,
1/6/2016 18:49:41,Pascal/Delphi,Да,Python,JavaScript,,,Python,Python,<1,<1,28,Да,Нет,,,
1/6/2016 18:52:01,Basic,Да,PHP,"JavaScript, Go",,,PHP,Go,6,6,30,Да,Не помню,,,
1/6/2016 18:53:29,Pascal/Delphi,Да,PHP,JavaScript,,,Python,"Java, C#, PHP, JavaScript, Python, C++",3,3,20,Да,Не помню,,,
1/6/2016 18:56:20,C++,Да,C++,,,,C++,,2,2,,Да,Нет,,,
1/6/2016 18:56:30,C++,Да,C++,Python,,,C#,,<1,<1,31,Да,Нет,,,
1/6/2016 19:10:28,Basic,Да,PHP,"JavaScript, Swift,  Lua",,,PHP,Swift,4,4,34,Да,Не помню,,,
1/6/2016 19:11:51,Python,Да,Java,"Java, Python",,,Python,"Java, PHP, Python",1,1,21,Да,Нет,,,
1/6/2016 19:15:26,C++,Да,Java,C++,,,Java,"Java, C++",<1,<1,23,Да,Нет,,,
1/6/2016 19:17:50,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,"PHP, JavaScript",8,4,29,Да,Не помню,,,
1/6/2016 19:18:17,Pascal/Delphi,Да,Java,,,,Java,Java,10+,4,34,Да,Не помню,,,
1/6/2016 19:26:23,C++,Да,Java,"JavaScript, T-SQL",,,Java,Java,,,,Да,Да,,,
1/6/2016 19:26:28,Pascal/Delphi,Да,Java,"C#, C++, C",,,Java,"Java, Нема",,,,,,,,
1/6/2016 19:43:46,C++,Да,C++,,,,Java,,<1,<1,18,Да,Нет,,,
1/6/2016 19:47:30,Pascal/Delphi,Да,JavaScript,,,,JavaScript,,<1,<1,,Да,Нет,,,
1/6/2016 19:48:20,Java,Да,Java,Python,,,Java,Java,3,1,,Да,Нет,,,
1/6/2016 19:50:31,Java,Да,Java,Python,,,Java,Java,<1,1,18,Да,Нет,,,
1/6/2016 19:52:34,C++,Да,Objective-C,,,,Swift,,,,,,,,,
1/6/2016 19:55:17,Pascal/Delphi,Да,C,,,,C,C,,,,Да,Не помню,,,
1/6/2016 19:56:45,Basic,Да,Objective-C,"C++, C",,,Objective-C,Swift,5,5,27,Да,Не помню,,,
1/6/2016 20:02:34,Java,Да,Java,JavaScript,,,Java,Swift,8,5,32,Да,Да,,,
1/6/2016 20:04:20,Pascal/Delphi,Нет,,,"Java, Pascal/Delphi",PHP,Pascal/Delphi,Java,,,,,,,,
1/6/2016 20:09:20,Pascal/Delphi,Да,C#,"PHP, JavaScript, T-SQL",,,C#,"C#, JavaScript, T-SQL",10+,10+,43,Да,Нет,,,
1/6/2016 20:12:02,Basic,Да,C++,C#,,,C++,"Java, C++",7,6,26,Да,Не помню,,,
1/6/2016 20:14:38,Pascal/Delphi,Нет,,,"PHP, JavaScript",,C#,PHP,,,,Да,Нет,,,
1/6/2016 20:18:46,Basic,Да,JavaScript,CoffeeScript,,,JavaScript,JavaScript,<1,3,35,Да,Нет,,,
1/6/2016 20:22:54,Basic,Да,Objective-C,"PHP, Swift",,,Swift,"PHP, Objective-C, Swift",10+,7,32,Да,Не помню,,,
1/6/2016 20:26:11,Pascal/Delphi,Да,Java,"C#, JavaScript",,,Scala,,6,6,26,Да,Да,,,
1/6/2016 20:26:50,Pascal/Delphi,Да,C#,JavaScript,,,C#,,,,30,Да,Нет,,,
1/6/2016 20:29:31,Pascal/Delphi,Нет,,,"C#, C++","PHP, JavaScript, Python",Python,"PHP, JavaScript",2,1,18,Да,Нет,,,
1/6/2016 20:33:59,Basic,Да,Python,JavaScript,,,Python,"JavaScript, Python",7,5,26,Да,Да,,,
1/6/2016 20:49:54,Fortran,Да,PL-SQL,,,,Perl,,,,,Да,Нет,,,
1/6/2016 20:52:43,PHP,Нет,,,"PHP, JavaScript",,PHP,PHP,<1,2,31,Да,Нет,,,
1/6/2016 20:57:07,Visual basic,Да,C#,"C#, JavaScript",,,JavaScript,JavaScript,3,<1,26,Да,Да,,,
1/6/2016 20:58:30,Pascal/Delphi,Да,Ruby,JavaScript,,,Ruby,"JavaScript, C++, Ruby",<1,<1,,Да,Да,,,
1/6/2016 21:02:53,Basic,Да,C#,PL-SQL,,,C#,"C#, Pascal/Delphi, Basic",7,5,29,Да,Нет,,,
1/6/2016 21:06:05,PHP,Да,PHP,Python,,,Python,PHP,6,6,23,Нет,Нет,,,
1/6/2016 21:08:43,Pascal/Delphi,Да,Java,C++,,,Java,,,<1,21,Да,Нет,,,
1/6/2016 21:09:52,Pascal/Delphi,Да,Objective-C,"C++, Swift",,,Objective-C,"Java, C++, Objective-C, Swift",,,,Да,Нет,,,
1/6/2016 21:10:23,Basic,Да,Java,Groovy,,,Java,,10+,7,32,Да,Нет,,,
1/6/2016 21:11:07,Basic,Да,1C,"Java, C#, ActionScript",,,Java,"Java, C#, ActionScript",4,4,28,Да,Не помню,,,
1/6/2016 21:13:18,Pascal/Delphi,Да,C++,C#,,,C++,,,,,,,,,
1/6/2016 21:13:41,Java,Да,Java,JavaScript,,,Perl,Java,<1,<1,25,Да,Нет,,,
1/6/2016 21:14:20,C++,Да,C++,JavaScript,,,Java,Java,8,8,28,Да,Нет,,,
1/6/2016 21:15:59,Basic,Да,PHP,"JavaScript, Ruby, CoffeeScript",,,PHP,"PHP, Python",,3,31,Да,Нет,,,
1/6/2016 21:16:21,JavaScript,Да,JavaScript,"PHP, Python",,,JavaScript,JavaScript,,,,,Нет,,,
1/6/2016 21:17:13,Basic,Да,Python,"JavaScript, Pascal/Delphi",,,Python,,10+,7,39,Да,Да,,,
1/6/2016 21:20:57,Pascal/Delphi,Да,C++,C#,,,C++,"C#, JavaScript",3,<1,23,Да,Нет,,,
1/6/2016 21:21:04,C++,Да,Java,PL-SQL,,,Java,Java,<1,<1,22,Да,Нет,,,
1/6/2016 21:22:17,C++,Да,PHP,JavaScript,,,Зависит от проекта,"PHP, JavaScript",,,30,Да,Не помню,,,
1/6/2016 21:23:29,Pascal/Delphi,Да,C#,"PL-SQL, T-SQL",,,C#,C#,10+,3,33,Да,Нет,,,
1/6/2016 21:23:41,Basic,Да,JavaScript,PHP,,,Python,JavaScript,<1,<1,31,Да,Нет,,,
1/6/2016 21:26:05,Pascal/Delphi,Да,Ruby,"CoffeeScript, Clojure",,,Ruby,Ruby,4,4,32,Да,Нет,,,
1/6/2016 21:27:06,Basic,Да,PHP,"JavaScript, T-SQL",,,Java,"PHP, JavaScript, Pascal/Delphi",10+,3,31,Да,Да,,,
1/6/2016 21:29:28,C++,Нет,,,C++,Java,Java,C++,<1,<1,18,Да,Нет,,,
1/6/2016 21:29:40,Fortran,Да,C++,"C, PL-SQL, Lua",,,C++,,8,8,30,Нет,Да,,,
1/6/2016 21:32:07,Java,Да,JavaScript,JavaScript,,,JavaScript,JavaScript,<1,<1,26,Да,Не помню,,,
1/6/2016 21:33:23,Pascal/Delphi,Да,C#,"JavaScript, Python",,,C#,"C#, JavaScript, Python",2,1,19,Да,Нет,,,
1/6/2016 21:34:40,C++,Да,JavaScript,"Java, PHP, C++, C",,,JavaScript,"Java, C#, C++",5,2,21,Да,Нет,,,
1/6/2016 21:35:56,Java,Нет,,,Java,JavaScript,Java,,<1,<1,19,Да,Нет,,,
1/6/2016 21:39:33,Basic,Да,C++,"C#, Python",,,C++,C++,8,8,29,Да,Да,,,
1/6/2016 21:40:31,C++,Да,Python,,,,Python,,8,4,,Да,Да,,,
1/6/2016 21:42:56,Pascal/Delphi,Нет,,,"Java, Scala","JavaScript, PL-SQL",Scala,"JavaScript, Scala",4,2,26,Нет,Нет,,,
1/6/2016 21:44:01,JavaScript,Да,CoffeeScript,PL-SQL,,,Erlang,Java,,,,,,,,
1/6/2016 21:53:27,Pascal/Delphi,Да,PHP,JavaScript,,,PHP,PHP,5,5,30,Да,Да,,,
1/6/2016 21:59:40,Basic,Нет,,,Common Lisp,"Java, Python",Python,"Java, Python",4,2,26,Да,Да,,,
1/6/2016 22:01:50,Java,Да,1C,"Java, JavaScript",,,Java,"Java, PHP, JavaScript, 1C",9,5,35,Да,Нет,,,
1/6/2016 22:02:30,Basic,Да,PL-SQL,Java,,,Java,Pascal/Delphi,6,6,39,Да,Да,,,
1/6/2016 22:05:12,C,Да,C++,C,,,Python,,<1,<1,26,Да,Нет,,,
1/6/2016 22:07:56,Basic,Да,Java,JavaScript,,,Java,"Java, JavaScript",4,3,30,Нет,Не помню,,,
1/6/2016 22:08:04,C#,Да,C#,"Java, JavaScript, PL-SQL, T-SQL",,,C#,"C#, T-SQL",1,2,22,Нет,Не помню,,,
1/6/2016 22:09:49,PHP,Да,Python,JavaScript,,,Python,,2,1,25,Да,Да,,,
1/6/2016 22:10:07,Pascal/Delphi,Да,C#,,,,JavaScript,,<1,<1,21,Да,Нет,,,
1/6/2016 22:14:13,C++,Да,Java,JavaScript,,,Scala,"Java, JavaScript",2,1,21,Да,Нет,,,
1/6/2016 22:21:23,Scala,Да,Java,"JavaScript, PL-SQL, Scala",,,Scala,Scala,2,2,21,Да,Нет,,,
1/6/2016 22:22:25,Pascal/Delphi,Да,Java,JavaScript,,,Java,"Java, JavaScript",3,2,23,Нет,Нет,,,
1/6/2016 22:27:18,JavaScript,Да,JavaScript,PHP,,,JavaScript,PHP,<1,<1,,Да,Нет,,,
1/6/2016 22:30:27,C++,Да,C++,Java,,,Objective-C,Java,<1,1,18,Да,Нет,,,
1/6/2016 22:33:42,JavaScript,Да,JavaScript,"Python, Ruby",,,JavaScript,"JavaScript, Python, Ruby",3,3,25,Да,Не помню,,,
1/6/2016 22:35:18,Java,Да,Java,JavaScript,,,Java,Java,4,4,24,Да,Нет,,,
1/6/2016 22:43:50,Pascal/Delphi,Да,JavaScript,"Java, JavaScript, C++, C",,,JavaScript,"Java, PHP, JavaScript, C++, C, Pascal/Delphi",2,2,21,Да,Нет,,,
1/6/2016 22:45:12,Pascal/Delphi,Да,Java,C#,,,Java,,<1,<1,19,Да,Не помню,,,
1/6/2016 22:45:57,C++,Да,C++,,,,Java,,<1,<1,20,Да,Нет,,,
1/6/2016 22:47:48,Basic,Да,Ruby,"JavaScript, CoffeeScript, Go",,,Ruby,"Ruby, Go",1,1,24,Да,Да,,,
1/6/2016 22:48:06,Pascal/Delphi,Да,Java,,,,Java,"Java, ActionScript",<1,2,20,Да,Нет,,,
1/6/2016 22:49:50,C#,Да,C#,T-SQL,,,C#,C#,<1,<1,19,Да,Нет,,,
1/6/2016 22:49:52,Fortran,Да,Python,"JavaScript, Scala",,,Scala,"JavaScript, Python, C++, Scala",10+,5,48,Да,Да,,,
1/6/2016 22:49:54,Pascal/Delphi,Да,C#,JavaScript,,,JavaScript,C#,<1,1,,Да,Не помню,,,
1/6/2016 22:50:39,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,Python,"C#, T-SQL",2,1,21,Да,Нет,,,
1/6/2016 22:50:46,Pascal/Delphi,Да,C#,Objective-C,,,C#,,4,1,26,Да,Да,,,
1/6/2016 22:57:02,Pascal/Delphi,Да,C#,"JavaScript, T-SQL",,,C#,"C#, Scala",<1,<1,22,Нет,Не помню,,,
1/6/2016 23:01:57,Basic,Да,C#,,,,C#,,6,6,34,Да,Нет,,,
1/6/2016 23:02:25,Java,Да,Scala,,,,Scala,Scala,3,1,20,Нет,Нет,,,
1/6/2016 23:02:56,Basic,Да,Java,"PHP, JavaScript",,,Java,"Java, PHP, JavaScript",2,2,33,Да,Нет,,,
1/6/2016 23:07:07,Pascal/Delphi,Да,JavaScript,PHP,,,JavaScript,JavaScript,1,1,25,Да,Нет,,,
1/6/2016 23:11:09,Pascal/Delphi,Да,Java,Java,,,Java,Java,<1,<1,21,Да,Нет,,,
1/6/2016 23:11:22,Basic,Да,C,"Python, C++, PL-SQL, Perl",,,Python,"C#, Python, C++, Objective-C, C",10+,10+,38,Да,Нет,,,
1/6/2016 23:11:44,Pascal/Delphi,Да,Java,PL-SQL,,,Java,,9,3,31,Да,Да,,,
1/6/2016 23:16:43,Basic,Да,C#,"C++, Pascal/Delphi",,,Ruby,Python,10+,<1,36,Да,Да,,,
1/6/2016 23:17:15,Basic,Да,PHP,"JavaScript, Ruby, PL-SQL, T-SQL",,,Java,"Ruby, Scala",10+,10+,37,Нет,Нет,,,
1/6/2016 23:17:44,Pascal/Delphi,Да,PHP,JavaScript,,,Go,"PHP, JavaScript",3,3,,Да,Нет,,,
1/6/2016 23:18:01,"DBase family (Clipper, Foxpro)",Да,1C,"Python, T-SQL, shell/batch",,,PHP,"PHP, T-SQL",10+,9,36,Да,Да,,,
1/6/2016 23:18:13,Java,Да,C#,"Java, JavaScript",,,C#,C#,<1,<1,27,Да,Нет,,,
1/6/2016 23:18:47,Java,Да,JavaScript,JavaScript,,,JavaScript,,<1,<1,33,Да,Нет,,,
1/6/2016 23:22:05,C++,Нет,,,"Java, JavaScript",angularjs,PHP,,<1,<1,32,Да,Нет,,,
