Timestamp,FirstLanguage,FirstLanguage1,Q2,MainLanguage,Q2I1,NowLanguage,AdditionalLanguages1,NowLanguages2,NextLanguage,AdditionalLanguages3,PetProjectsLanguages,Choosing,ExperienceInProgramming,ExperienceInLanguage,InUA,Age,InPrev 
10.04.2012 6:41:12,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,"PHP, JavaScript",Заказчиком,6,6,Да,"[30,40)",Да
10.04.2012 6:47:51,Pascal/Delphi,,,Да,,Java,"С#, JavaScript",,С#,,,Совместным решением,<1,<1,Да,"[20,30)",Нет
10.04.2012 6:57:39,C++,,,Да,,PHP,JavaScript,,PHP,,"PHP, Ruby",Моя организация разрабатывает только на этом языке,4,2,Да,"[20,30)",Да
10.04.2012 7:16:15,Basic,,,Да,,PHP,"Java, JavaScript",,Python,,"Java, PHP, JavaScript",Моя организация разрабатывает только на этом языке,10+,4,Да,"[20,30)",Нет
10.04.2012 7:25:05,Asm,,,Да,,C,C++,,C++,,C++,Заказчиком,10+,10+,Нет,"[30,40)",Нет
10.04.2012 7:35:29,Pascal/Delphi,,,Да,,C,"C++, Python, JavaScript",,C++,,C++,Заказчиком,4,3,Да,"[20,30)",Нет
10.04.2012 7:45:30,Pascal/Delphi,,,Нет,,,,С#,Ruby,"PHP, Ruby","PHP, Ruby",Заказчиком,<1,<1,Да,<20,Нет
10.04.2012 7:53:42,Basic,,,Да,,Java,"С#, Java, Ruby, JavaScript",,Python,,,Совместным решением,3,3,Да,"[30,40)",Нет
10.04.2012 7:57:49,Pascal/Delphi,,,Да,,PHP,JavaScript,,Python,,,Моя организация разрабатывает только на этом языке,6,6,Да,"[20,30)",Да
10.04.2012 8:00:16,C++,,,Да,,C++,JavaScript,,C++,,C++,Исполнителем,10+,10+,Да,"[20,30)",Да
10.04.2012 8:04:52,Pascal/Delphi,,,Да,,С#,Basic,,С#,,"С#, Basic",Исполнителем,3,2,Да,"[20,30)",Нет
10.04.2012 8:13:08,Pascal/Delphi,,,Да,,Java,Java,,Java,,Java,Не знаю,<1,1,Да,"[20,30)",Нет
10.04.2012 8:15:21,Pascal/Delphi,,,Да,,JavaScript,PHP,,JavaScript,,"PHP, JavaScript",Моя организация разрабатывает только на этом языке,2,<1,Да,"[20,30)",Да
10.04.2012 8:28:42,Basic,,,Да,,С#,"PHP, JavaScript",,Python,,"PHP, JavaScript",Исполнителем,10+,3,Нет,"[30,40)",Нет
10.04.2012 8:31:12,Fortran,,,Да,,С#,JavaScript,,С#,,,Моя организация разрабатывает только на этом языке,10+,9,Да,"[40,50)",Нет
10.04.2012 8:33:33,C#,,,Да,,С#,JavaScript,,С#,,"С#, JavaScript",Заказчиком,2,2,Да,"[20,30)",Нет
10.04.2012 8:34:12,Pascal/Delphi,,,Да,,C++,"С#, C",,C++,,,Совместным решением,5,4,Да,"[20,30)",Да
10.04.2012 8:35:29,Pascal/Delphi,,,Да,,C++,"С#, JavaScript, Basic, Lisp",,С#,,"C++, Basic, Lisp",Совместным решением,<1,5,Да,"[20,30)",Да
10.04.2012 8:36:00,Basic,,,Да,,C++,"С#, C++, Python, Objective-C",,C++,,"С#, C++",Совместным решением,7,5,Да,"[20,30)",Нет
10.04.2012 8:41:27,Basic,,,Нет,,,,"Python, JavaScript",Python,,"Python, JavaScript",Совместным решением,6,4,Да,"[20,30)",Да
10.04.2012 8:45:44,Dbase,,,Да,,Java,PL/SQL,,Java,,"Java, Groovy",Моя организация разрабатывает только на этом языке,10+,3,Да,"[30,40)",Нет
10.04.2012 8:46:35,Basic,,,Да,,С#,"Java, PL/SQL",,С#,,"С#, Java",Заказчиком,10+,7,Да,"[30,40)",Нет
10.04.2012 8:47:10,Pascal/Delphi,,,Да,,С#,,,С#,,С#,Исполнителем,<1,<1,Да,"[20,30)",Нет
10.04.2012 8:51:21,C++,,,Да,,Java,JavaScript,,Java,,"Java, Python, Objective-C, Scala",Совместным решением,10+,10+,Да,"[30,40)",Да
10.04.2012 8:53:02,Pascal/Delphi,,,Да,,C++,JavaScript,,C++,,C++,Заказчиком,2,2,Да,"[20,30)",Да
10.04.2012 8:53:33,Basic,,,Да,,C,"Java, C++, Objective-C, Lua",,C,,"C, Lua",Исполнителем,10+,10+,Нет,"[30,40)",Да
10.04.2012 8:54:21,Pascal/Delphi,,,Да,,PHP,"PHP, JavaScript",,PHP,,PHP,Моя организация разрабатывает только на этом языке,6,6,Да,"[30,40)",Да
10.04.2012 8:54:37,Basic,,,Да,,С#,"JavaScript, PL/SQL",,Ruby,,С#,Моя организация разрабатывает только на этом языке,9,4,Нет,"[30,40)",Нет
10.04.2012 8:55:00,Basic,,,Да,,Java,"С#, PHP, C++, Objective-C, C",,С#,,Java,Совместным решением,10+,6,Да,"[30,40)",Нет
10.04.2012 8:56:09,Pascal/Delphi,,,Да,,Java,"С#, JavaScript, Action Script",,Java,,"Java, JavaScript",Совместным решением,3,2,Да,"[20,30)",Да
10.04.2012 8:59:02,C#,,,Да,,С#,,,Java,,,Моя организация разрабатывает только на этом языке,2,1,Да,"[20,30)",Да
10.04.2012 9:00:37,Pascal/Delphi,,,Да,,Java,Objective-C,,Java,,"Java, Delphi",Не знаю,5,2,Да,"[20,30)",Нет
10.04.2012 9:01:26,Basic,,,Да,,Java,"C++, JavaScript",,Java,,C++,Заказчиком,7,7,Да,"[20,30)",Нет
10.04.2012 9:01:33,Asm,,,Нет,,,,"С#, C++, ASM",С#,,"C++, ASM",Совместным решением,10+,10+,Да,"[30,40)",Нет
10.04.2012 9:03:26,Basic,,,Да,,С#,"JavaScript, PL/SQL",,Python,,,Заказчиком,6,6,Да,"[20,30)",Да
10.04.2012 9:04:54,Pascal/Delphi,,,Да,,С#,,,С#,,,Не знаю,<1,<1,Да,"[20,30)",Нет
10.04.2012 9:05:42,C++,,,Нет,,,,"Java, Groovy",Java,,,Заказчиком,4,1,Да,"[20,30)",Нет
10.04.2012 9:06:30,Basic,,,Да,,PHP,JavaScript,,PHP,,,Заказчиком,<1,<1,Да,"[30,40)",Нет
10.04.2012 9:07:01,Pascal/Delphi,,,Да,,С#,,,С#,,С#,Заказчиком,5,5,Да,"[20,30)",Нет
10.04.2012 9:10:40,C,,,Нет,,,,"Java, Objective-C",Objective-C,Lisp,,Исполнителем,6,5,Да,"[20,30)",Да
10.04.2012 9:11:37,Basic,,,Да,,Python,Java,,Python,,Python,Заказчиком,5,1,Да,"[20,30)",Нет
10.04.2012 9:12:00,Basic,,,Да,,C++,C,,C++,,,Совместным решением,7,7,Да,"[30,40)",Да
10.04.2012 9:13:20,Pascal/Delphi,,,Нет,,,,"С#, Perl",С#,PHP,Perl,Заказчиком,1,1,Да,"[20,30)",Нет
10.04.2012 9:16:08,Java,,,Да,,Java,Java,,Java,,Java,Заказчиком,2,4,Да,"[20,30)",Да
10.04.2012 9:19:16,Pascal/Delphi,,,Да,,1C,1C,,Python,,,Моя организация разрабатывает только на этом языке,3,3,Да,"[20,30)",Да
10.04.2012 9:19:22,C++,,,Да,,C++,,,C++,,,Исполнителем,10+,5,Да,"[30,40)",Нет
10.04.2012 9:20:15,Basic,,,Да,,C++,"Python, C",,C++,,"C++, C",Исполнителем,7,6,Да,"[30,40)",Нет
10.04.2012 9:23:23,Basic,,,Да,,Java,"PHP, Ruby, JavaScript",,Java,,Ruby,Исполнителем,5,4,Нет,"[20,30)",Да
10.04.2012 9:24:20,Basic,,,Да,,С#,JavaScript,,С#,,"С#, JavaScript",Совместным решением,4,3,Да,"[20,30)",Да
10.04.2012 9:24:24,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,Python,Совместным решением,<1,<1,Да,"[20,30)",Да
10.04.2012 9:24:34,Basic,,,Нет,,,,Perl,Python,"PHP, Python, Ruby, Haskell",PHP,Заказчиком,4,2,Да,"[20,30)",Да
10.04.2012 9:32:31,Basic,,,Да,,Java,Ruby,,Java,,"С#, Java, C++",Не знаю,<1,<1,Да,"[20,30)",Нет
10.04.2012 9:34:27,C++,,,Нет,,,,С#,С#,Java,С#,Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
10.04.2012 9:37:30,Pascal/Delphi,,,Да,,С#,"Python, JavaScript, Erlang",,Python,,"Python, JavaScript, Erlang",Совместным решением,3,3,Да,"[20,30)",Да
10.04.2012 9:39:58,Objective-C,,,Да,,Objective-C,"Objective-C, C",,Objective-C,,Objective-C,Совместным решением,10+,4,Да,"[30,40)",Нет
10.04.2012 9:41:13,JavaScript,,,Да,,Java,JavaScript,,Java,,Java,Заказчиком,2,2,Да,"[20,30)",Нет
10.04.2012 9:42:45,Pascal/Delphi,,,Да,,Java,C,,Java,,Java,Моя организация разрабатывает только на этом языке,10+,10+,Да,"[30,40)",Да
10.04.2012 9:43:20,Pascal/Delphi,,,Да,,Java,,,Asm,,"1C, ASM, Cobol",Заказчиком,2,2,Да,"[20,30)",Нет
10.04.2012 9:43:48,Basic,,,Да,,Ruby,"Java, JavaScript",,Ruby,,"C++, JavaScript",Исполнителем,5,<1,Да,"[20,30)",Нет
10.04.2012 9:44:15,Basic,,,Нет,,,,С#,Java,Java,"Java, Python, Objective-C, Delphi",Исполнителем,<1,3,Нет,"[20,30)",Нет
10.04.2012 9:46:16,Basic,,,Да,,С#,JavaScript,,PHP,,PHP,Исполнителем,2,1,Да,"[20,30)",Нет
10.04.2012 9:47:27,Pascal/Delphi,,,Да,,C,C,,Java,,,Заказчиком,5,2,Да,"[20,30)",Да
10.04.2012 9:47:30,C++,,,Да,,Java,PL/SQL,,Scala,,Java,Исполнителем,2,2,Да,"[20,30)",Нет
10.04.2012 9:48:17,Pascal/Delphi,,,Да,,С#,C++,,С#,,,Не знаю,<1,<1,Да,<20,Нет
10.04.2012 9:49:08,Basic,,,Да,,Ruby,JavaScript,,Java,,"Java, Scala, Lisp",Исполнителем,1,<1,Да,"[20,30)",Да
10.04.2012 9:49:17,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,,Моя организация разрабатывает только на этом языке,4,<1,Да,"[20,30)",Нет
10.04.2012 9:51:38,Basic,,,Да,,Java,,,Java,,Java,Совместным решением,5,5,Да,"[20,30)",Нет
10.04.2012 9:52:23,Basic,,,Да,,PHP,JavaScript,,Java,,,Исполнителем,10+,8,Да,"[30,40)",Нет
10.04.2012 9:53:44,Basic,,,Да,,Java,PL/SQL,,Java,,,Моя организация разрабатывает только на этом языке,4,4,Да,"[20,30)",Нет
10.04.2012 9:55:24,Pascal/Delphi,,,Да,,PHP,"PHP, JavaScript",,PHP,,"PHP, JavaScript",Совместным решением,3,3,Да,"[20,30)",Да
10.04.2012 9:55:34,Asm,,,Да,,Java,PL/SQL,,Ruby,,"Java, Ruby",Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
10.04.2012 9:56:57,Pascal/Delphi,,,Да,,С#,"С#, C++",,С#,,С#,Моя организация разрабатывает только на этом языке,<1,<1,Нет,"[20,30)",Нет
10.04.2012 9:57:00,C,,,Да,,C++,Perl,,C++,,"С#, Python",Заказчиком,5,5,Да,"[30,40)",Да
10.04.2012 9:57:32,Basic,,,Да,,Java,C++,,C++,,C,Моя организация разрабатывает только на этом языке,3,<1,Да,"[20,30)",Нет
10.04.2012 9:58:20,Perl,,,Да,,Objective-C,"PHP, C++, C",,С#,,"С#, PHP, C++, PL/SQL",Совместным решением,3,2,Да,"[20,30)",Нет
10.04.2012 9:58:32,PHP,,,Да,,PHP,,,PHP,,,Моя организация разрабатывает только на этом языке,7,7,Да,"[20,30)",Нет
10.04.2012 9:58:47,Pascal/Delphi,,,Нет,,,,"PHP, JavaScript",Java,,,Совместным решением,2,2,Да,"[20,30)",Да
10.04.2012 9:59:47,Visual Basic,,,Да,,C++,PL/SQL,,С#,,,Исполнителем,6,6,Нет,"[20,30)",Да
10.04.2012 10:00:04,PHP,,,Да,,Java,,,Java,,Python,Моя организация разрабатывает только на этом языке,1,1,Да,"[20,30)",Нет
10.04.2012 10:03:15,C,,,Да,,PHP,"JavaScript, PL/SQL",,PHP,,,Заказчиком,4,4,Да,"[20,30)",Да
10.04.2012 10:04:26,Basic,,,Да,,PHP,"Delphi, ASM",,PHP,,"PHP, Delphi",Заказчиком,<1,1,Да,"[20,30)",Да
10.04.2012 10:06:13,1C,,,Да,,1C,,,1C,,,Моя организация разрабатывает только на этом языке,4,4,Да,"[20,30)",Да
10.04.2012 10:07:50,C++,,,Нет,,,,Java,Java,PHP,,Заказчиком,<1,<1,Да,"[20,30)",Нет
10.04.2012 10:10:12,Basic,,,Да,,Ruby,JavaScript,,Ruby,,Ruby,Моя организация разрабатывает только на этом языке,10+,4,Да,"[30,40)",Нет
10.04.2012 10:10:40,Basic,,,Нет,,,,1C,Java,PL/SQL,,Моя организация разрабатывает только на этом языке,4,3,Да,"[20,30)",Нет
10.04.2012 10:11:59,Java,,,Да,,Java,JavaScript,,Java,,"Java, JavaScript, Groovy",Не знаю,3,3,Да,"[20,30)",Да
10.04.2012 10:13:05,Basic,,,Да,,Perl,"PHP, Python, JavaScript, PL/SQL",,Python,,,Моя организация разрабатывает только на этом языке,10+,10+,Да,"[30,40)",Да
10.04.2012 10:13:32,Perl,,,Да,,С#,"С#, t-sql",,С#,,С#,Совместным решением,7,5,Да,"[30,40)",Нет
10.04.2012 10:14:37,Pascal/Delphi,,,Да,,Java,PHP,,Java,,,Исполнителем,5,2,Да,"[20,30)",Да
10.04.2012 10:16:55,Pascal/Delphi,,,Нет,,,,Java,Java,PHP,Java,Моя организация разрабатывает только на этом языке,1,1,Да,"[20,30)",Нет
10.04.2012 10:22:17,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,С#,Моя организация разрабатывает только на этом языке,8,5,Да,"[30,40)",Нет
10.04.2012 10:23:18,Basic,,,Да,,Java,JavaScript,,Java,,"Java, PHP",Заказчиком,7,4,Да,"[30,40)",Нет
10.04.2012 10:26:00,PHP,,,Да,,PHP,JavaScript,,PHP,,,Исполнителем,<1,<1,Да,"[20,30)",Нет
10.04.2012 10:27:37,Pascal/Delphi,,,Да,,C++,"Objective-C, Lua",,Ruby,,"C++, Python, Objective-C, Lua",Заказчиком,<1,2,Да,"[20,30)",Нет
10.04.2012 10:35:05,Pascal/Delphi,,,Нет,,,,"С#, JavaScript",С#,,"С#, JavaScript",Совместным решением,5,5,Нет,"[20,30)",Да
10.04.2012 10:35:48,C,,,Да,,Objective-C,"С#, C++, C",,PHP,,Objective-C,Заказчиком,7,3,Да,"[20,30)",Да
10.04.2012 10:36:11,Pascal/Delphi,,,Нет,,,,"С#, Java, C++",Python,Delphi,С#,Совместным решением,4,1,Да,<20,Нет
10.04.2012 10:39:18,Basic,,,Да,,PHP,JavaScript,,PHP,,,Моя организация разрабатывает только на этом языке,2,2,Да,"[20,30)",Нет
10.04.2012 10:39:39,Basic,,,Нет,,,,"С#, C++, Objective-C",С#,"Java, Python, Ruby, Lua","С#, C++",Заказчиком,<1,<1,Да,"[30,40)",Нет
10.04.2012 10:40:35,Basic,,,Нет,,,,"C++, Python, JavaScript",Python,"Java, Lua","Java, Python",Моя организация разрабатывает только на этом языке,8,3,Нет,"[20,30)",Да
10.04.2012 10:42:14,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,"PHP, Python",Совместным решением,6,1,Нет,"[20,30)",Нет
10.04.2012 10:43:05,C++,,,Да,,C++,"С#, Lisp",,С#,,"С#, C++, Lisp",Совместным решением,7,7,Да,"[20,30)",Да
10.04.2012 10:44:20,Pascal/Delphi,,,Да,,PHP,JavaScript,,PHP,,PHP,Совместным решением,4,4,Да,"[20,30)",Нет
10.04.2012 10:44:33,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,С#,Заказчиком,<1,<1,Да,"[20,30)",Да
10.04.2012 10:48:11,C++,,,Нет,,,,"С#, Java, Apex",С#,JavaScript,С#,Совместным решением,7,5,Да,"[20,30)",Да
10.04.2012 10:50:29,C++,,,Да,,Objective-C,"С#, C++, Python, C",,Objective-C,,Objective-C,Моя организация разрабатывает только на этом языке,3,2,Да,"[20,30)",Да
10.04.2012 10:51:43,1C,,,Да,,1C,,,1C,,1C,Моя организация разрабатывает только на этом языке,2,1,Да,"[20,30)",Нет
10.04.2012 10:51:50,Basic,,,Да,,PHP,PHP,,PHP,,,Совместным решением,8,6,Да,"[30,40)",Нет
10.04.2012 10:54:04,Basic,,,Да,,Java,"JavaScript, Groovy",,Java,,Java,Исполнителем,10+,10+,Да,"[30,40)",Нет
10.04.2012 10:54:34,Basic,,,Да,,C++,"С#, C++, Ruby, JavaScript",,С#,,"С#, C++, Lua",Совместным решением,8,7,Да,"[20,30)",Да
10.04.2012 10:57:14,Pascal/Delphi,,,Да,,С#,"JavaScript, Delphi",,С#,,"С#, JavaScript",Исполнителем,<1,<1,Да,"[20,30)",Да
10.04.2012 10:58:54,Pascal/Delphi,,,Да,,С#,"С#, JavaScript, F#",,С#,,"С#, JavaScript, F#",Совместным решением,10+,5,Да,"[30,40)",Нет
10.04.2012 10:59:10,Pascal/Delphi,,,Да,,Java,JavaScript,,Scala,,Java,Заказчиком,2,2,Да,"[20,30)",Нет
10.04.2012 11:02:15,Pascal/Delphi,,,Да,,C++,"C++, C",,C++,,"C++, C",Заказчиком,2,2,Нет,"[20,30)",Нет
10.04.2012 11:02:44,Pascal/Delphi,,,Да,,Ruby,"PHP, JavaScript",,Ruby,,"PHP, Ruby, JavaScript",Совместным решением,1,1,Да,"[20,30)",Нет
10.04.2012 11:02:48,Pascal/Delphi,,,Да,,С#,C++,,С#,,С#,Совместным решением,5,3,Да,"[20,30)",Да
10.04.2012 11:03:29,Pascal/Delphi,,,Да,,Java,"JavaScript, PL/SQL, Groovy",,Java,,Groovy,Заказчиком,6,5,Да,"[20,30)",Да
10.04.2012 11:08:15,Pascal/Delphi,,,Да,,Java,"JavaScript, PL/SQL",,Java,,,Заказчиком,4,2,Да,"[20,30)",Да
10.04.2012 11:11:38,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,С#,Не знаю,1,1,Да,"[20,30)",Да
10.04.2012 11:12:45,Basic,,,Да,,Java,"Perl, Groovy",,Java,,"Java, C++",Совместным решением,1,1,Да,"[30,40)",Да
10.04.2012 11:14:20,C#,,,Да,,PHP,"Java, PL/SQL",,PHP,,,Заказчиком,4,2,Да,"[20,30)",Нет
10.04.2012 11:16:49,C,,,Нет,,,,"С#, Java, Objective-C, C",Objective-C,,Java,Заказчиком,8,3,Да,"[30,40)",Нет
10.04.2012 11:16:52,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,"С#, Ruby",Совместным решением,4,4,Да,"[20,30)",Да
10.04.2012 11:16:53,Pascal/Delphi,,,Нет,,,,"С#, JavaScript",JavaScript,"С#, JavaScript",С#,Совместным решением,4,3,Нет,<20,Нет
10.04.2012 11:17:49,C++,,,Да,,C++,Java,,С#,,"С#, C++",Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
10.04.2012 11:17:55,Pascal/Delphi,,,Да,,C++,Python,,C++,,"C++, Python",Заказчиком,5,5,Да,"[20,30)",Да
10.04.2012 11:18:25,C,,,Нет,,,,"С#, Java",С#,,Java,Совместным решением,6,5,Да,"[30,40)",Нет
10.04.2012 11:18:33,C++,,,Да,,С#,"С#, Python",,С#,,С#,Моя организация разрабатывает только на этом языке,4,4,Нет,"[20,30)",Нет
10.04.2012 11:19:25,Pascal/Delphi,,,Да,,С#,"С#, Java, PL/SQL",,С#,,С#,Совместным решением,5,4,Да,"[20,30)",Нет
10.04.2012 11:21:33,Pascal/Delphi,,,Да,,Action Script,"Java, PHP, JavaScript",,Action Script,,"PHP, JavaScript, Action Script",Моя организация разрабатывает только на этом языке,8,7,Да,"[20,30)",Нет
10.04.2012 11:21:54,Pascal/Delphi,,,Да,,Delphi,"С#, Java, Delphi",,Delphi,,"Java, Delphi",Заказчиком,6,6,Да,"[20,30)",Нет
10.04.2012 11:23:31,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,"С#, Python",Совместным решением,9,3,Да,"[20,30)",Да
10.04.2012 11:24:36,Pascal/Delphi,,,Нет,,,,"PHP, JavaScript",JavaScript,,,Заказчиком,10+,8,Да,"[20,30)",Нет
10.04.2012 11:25:08,Pascal/Delphi,,,Да,,Java,,,Java,,JavaScript,Не знаю,1,1,Да,"[20,30)",Нет
10.04.2012 11:25:14,C,,,Да,,Java,"PHP, C++, JavaScript, Scala, Groovy",,Java,,"JavaScript, Scala",Моя организация разрабатывает только на этом языке,5,3,Нет,"[20,30)",Да
10.04.2012 11:25:52,Pascal/Delphi,,,Да,,С#,"Ruby, JavaScript, PL/SQL",,С#,,С#,Заказчиком,1,1,Да,"[20,30)",Нет
10.04.2012 11:26:01,Basic,,,Да,,С#,JavaScript,,С#,,С#,Совместным решением,<1,3,Да,"[30,40)",Да
10.04.2012 11:32:34,Pascal/Delphi,,,Нет,,,,"Java, C++",Java,,,Совместным решением,5,5,Да,"[20,30)",Да
10.04.2012 11:33:16,Pascal/Delphi,,,Да,,Java,"Python, JavaScript",,Java,,,Заказчиком,10+,5,Да,"[30,40)",Нет
10.04.2012 11:33:56,Basic,,,Да,,Java,"Java, PHP, JavaScript, PL/SQL",,Java,,"Java, PHP, JavaScript",Совместным решением,9,4,Да,"[30,40)",Да
10.04.2012 11:39:33,C#,,,Да,,Java,"С#, Python",,С#,,"С#, Java",Заказчиком,6,<1,Да,"[20,30)",Да
10.04.2012 11:43:34,Pascal/Delphi,,,Да,,Action Script,,,C++,,"C++, Action Script",Совместным решением,5,5,Да,"[20,30)",Да
10.04.2012 11:48:15,Basic,,,Нет,,,,"C++, ASM",C++,Python,C++,Заказчиком,5,5,Да,"[20,30)",Да
10.04.2012 11:51:41,Basic,,,Да,,С#,JavaScript,,Ruby,,"PHP, Ruby, JavaScript",Заказчиком,10+,2,Да,"[30,40)",Да
10.04.2012 11:55:52,Pascal/Delphi,,,Да,,С#,"С#, JavaScript",,С#,,С#,Совместным решением,10+,5,Да,"[20,30)",Да
10.04.2012 11:55:59,Basic,,,Да,,С#,"JavaScript, PL/SQL",,С#,,,Исполнителем,5,3,Да,"[20,30)",Нет
10.04.2012 11:56:40,C++,,,Да,,Python,"JavaScript, PL/SQL",,Python,,"Python, JavaScript",Совместным решением,5,3,Да,"[20,30)",Да
10.04.2012 11:56:40,Basic,,,Да,,С#,JavaScript,,Python,,JavaScript,Моя организация разрабатывает только на этом языке,4,4,Нет,"[20,30)",Да
10.04.2012 11:56:48,Pascal/Delphi,,,Нет,,,,"С#, JavaScript",С#,,,Исполнителем,7,4,Да,"[30,40)",Да
10.04.2012 11:57:03,Python,,,Да,,Python,"PHP, JavaScript",,Python,,"Python, JavaScript",Моя организация разрабатывает только на этом языке,<1,<1,Да,<20,Нет
10.04.2012 11:58:54,Java,,,Да,,Java,Python,,Java,,Java,Совместным решением,<1,<1,Да,"[20,30)",Нет
10.04.2012 11:59:07,Pascal/Delphi,,,Да,,Java,JavaScript,,Java,,Java,Заказчиком,3,1,Нет,"[20,30)",Нет
10.04.2012 12:00:17,C,,,Да,,C,"Java, C++, Python",,Java,,Java,Заказчиком,4,4,Да,"[20,30)",Да
10.04.2012 12:00:32,Pascal/Delphi,,,Да,,JavaScript,PHP,,Python,,"Java, JavaScript",Совместным решением,3,3,Да,"[20,30)",Нет
10.04.2012 12:01:23,Python,,,Нет,,,,"C++, Python, Objective-C",Python,JavaScript,"C++, Python, Objective-C",Совместным решением,10+,4,Да,"[20,30)",Нет
10.04.2012 12:02:05,Pascal/Delphi,,,Да,,С#,,,С#,,С#,Заказчиком,2,3,Да,"[20,30)",Нет
10.04.2012 12:04:34,Basic,,,Да,,Java,Scala,,Java,,Java,Исполнителем,5,4,Да,"[20,30)",Да
10.04.2012 12:04:44,Basic,,,Да,,PHP,JavaScript,,PHP,,,Совместным решением,<1,2,Да,"[40,50)",Нет
10.04.2012 12:07:57,Basic,,,Да,,Java,"Delphi, C",,Java,,,Совместным решением,10+,<1,Нет,"[30,40)",Нет
10.04.2012 12:12:00,Basic,,,Да,,JavaScript,"Python, Ruby",,JavaScript,,"C++, JavaScript",Моя организация разрабатывает только на этом языке,5,3,Да,"[20,30)",Да
10.04.2012 12:12:40,Pascal/Delphi,,,Да,,PL/SQL,,,PL/SQL,,,Заказчиком,5,5,Да,"[20,30)",Да
10.04.2012 12:13:13,Basic,,,Да,,Java,C++,,Java,,"Java, C++",Моя организация разрабатывает только на этом языке,7,2,Да,"[30,40)",Нет
10.04.2012 12:14:01,Basic,,,Да,,Objective-C,"С#, Java, C++, Ruby, JavaScript, C",,Ruby,,"С#, Java, C++, Ruby, Objective-C, JavaScript, C",Моя организация разрабатывает только на этом языке,3,<1,Нет,"[20,30)",Нет
10.04.2012 12:18:39,Pascal/Delphi,,,Да,,Java,"PL/SQL, Cobol",,Java,,Java,Заказчиком,<1,<1,Да,"[20,30)",Да
10.04.2012 12:18:42,Basic,,,Нет,,,,С#,С#,,PHP,Не знаю,3,3,Да,"[30,40)",Нет
10.04.2012 12:19:46,Pascal/Delphi,,,Да,,С#,"JavaScript, PL/SQL",,С#,,С#,Совместным решением,2,<1,Да,"[20,30)",Нет
10.04.2012 12:20:23,Java,,,Да,,Java,,,Java,,Java,Совместным решением,1,2,Да,"[20,30)",Нет
10.04.2012 12:20:30,Pascal/Delphi,,,Да,,Java,,,Java,,,Заказчиком,10+,10+,Да,"[30,40)",Нет
10.04.2012 12:20:31,Pascal/Delphi,,,Да,,С#,JavaScript,,Objective-C,,,Моя организация разрабатывает только на этом языке,3,3,Да,"[20,30)",Нет
10.04.2012 12:20:37,Pascal/Delphi,,,Да,,Python,JavaScript,,Python,,"Python, JavaScript",Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
10.04.2012 12:23:20,C++,,,Да,,Java,"Java, JavaScript, Scala, Groovy",,Java,,"Java, JavaScript, Scala",Заказчиком,4,3,Да,"[30,40)",Да
10.04.2012 12:23:33,Python,,,Да,,Python,"С#, Python",,Python,,"С#, Python",Совместным решением,<1,<1,Да,"[20,30)",Нет
10.04.2012 12:24:14,Basic,,,Да,,InstallScript,"С#, Basic",,Python,,,Не знаю,3,3,Да,"[20,30)",Да
10.04.2012 12:24:23,Pascal/Delphi,,,Да,,С#,JavaScript,,С#,,"С#, JavaScript",Моя организация разрабатывает только на этом языке,<1,<1,Да,"[20,30)",Нет
10.04.2012 12:25:57,Basic,,,Да,,С#,JavaScript,,С#,,С#,Заказчиком,10+,6,Да,"[30,40)",Нет
10.04.2012 12:26:46,PHP,,,Нет,,,,"PHP, Python, JavaScript",Python,C++,,Исполнителем,5,4,Нет,"[20,30)",Нет
10.04.2012 12:28:00,Pascal/Delphi,,,Да,,PHP,"JavaScript, Perl",,Java,,PHP,Исполнителем,10+,8,Да,"[40,50)",Нет
10.04.2012 12:29:50,Pascal/Delphi,,,Нет,,,,"PHP, C++",PHP,"Java, Python, JavaScript","PHP, JavaScript",Исполнителем,10+,10+,Да,"[30,40)",Нет
10.04.2012 12:31:29,Pascal/Delphi,,,Да,,Java,"Java, JavaScript, C",,Java,,"Python, Ruby, Objective-C",Совместным решением,<1,1,Да,<20,Нет
10.04.2012 12:31:49,Pascal/Delphi,,,Да,,Java,"Java, Python, JavaScript, Groovy",,Scala,,"Java, Scala",Совместным решением,2,<1,Да,"[20,30)",Да
10.04.2012 12:33:11,Basic,,,Да,,С#,"Ruby, Perl",,С#,,"С#, Ruby",Заказчиком,4,2,Да,"[20,30)",Да
10.04.2012 12:34:28,C,,,Да,,C++,Action Script,,С#,,Action Script,Моя организация разрабатывает только на этом языке,6,5,Да,"[20,30)",Нет
