"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2096",NA,"Senior Software Engineer","C++","","5.5","2.5",2898,808,"Киев","свыше 1000 человек","мужской",25,"Высшее","выше среднего","20/12/2012 21:39:48","Mozilla/5.0 (Windows NT 5.1; rv:7.0) Gecko/20100101 Firefox/7.0",5.5,2.5,"Киев",2898,NA,"DEV"
"2097",NA,"Дизайнер","","","1.25","1.25",400,200,"Харьков","до 50 человек","мужской",24,"Незаконченное высшее","ниже среднего","20/12/2012 21:41:01","Opera/9.80 (Windows NT 6.1; Win64; x64; U; ru) Presto/2.10.289 Version/12.02",1.25,1.25,"Харьков",400,NA,""
"2098",NA,"QA engineer","","Manual QA","3","меньше 3 месяцев",1700,700,"Киев","свыше 1000 человек","женский",26,"Два высших","выше среднего","20/12/2012 21:42:59","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4",3,0,"Киев",1700,NA,"QA"
"2099",NA,"Support","","","2.5","2.5",300,200,"Чернигов","до 50 человек","мужской",26,"Незаконченное высшее","ниже среднего","20/12/2012 21:45:28","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"other",300,NA,""
"2100",NA,"Senior Software Engineer","JavaScript","","4.5","0.25",2700,1000,"Харьков","до 50 человек","мужской",25,"Высшее","средний","20/12/2012 21:51:39","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4.5,0.25,"Харьков",2700,NA,"DEV"
"2101",NA,"Senior Software Engineer","Objective-C","","7","7",2500,-500,"Харьков","до 10 человек","мужской",35,"Кандидат","выше среднего","20/12/2012 21:57:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.47 Safari/536.11",7,7,"Харьков",2500,NA,"DEV"
"2102",NA,"Senior Software Engineer","C#/.NET","","2.5","1",1975,900,"Донецк","до 10 человек","мужской",22,"Высшее","средний","20/12/2012 22:00:16","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,1,"other",1975,NA,"DEV"
"2103",NA,"Software Engineer","PHP","","10 и более лет","2",1250,0,"Винница","до 50 человек","мужской",38,"Высшее","ниже среднего","20/12/2012 22:00:28","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",10,2,"other",1250,NA,"DEV"
"2104",NA,"Senior Software Engineer","C#/.NET","","7","1",2850,100,"Киев","до 50 человек","мужской",29,"Высшее","выше среднего","20/12/2012 22:05:41","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7,1,"Киев",2850,NA,"DEV"
"2105",NA,"Project manager","","","0.75","0.75",800,400,"Черкассы","до 200 человек","мужской",22,"Высшее","выше среднего","20/12/2012 22:05:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.75,0.75,"other",800,NA,"PM"
"2106",NA,"Technical Lead","C#/.NET","","3","1",2660,300,"Харьков","до 50 человек","мужской",24,"Высшее","выше среднего","20/12/2012 22:13:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,1,"Харьков",2660,NA,"SDEV"
"2107",NA,"QA Tech Lead","","General QA","1","1",600,0,"Киев","до 10 человек","мужской",22,"Высшее","ниже среднего","20/12/2012 22:13:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"Киев",600,NA,"QA"
"2108",NA,"Software Engineer","C#/.NET","","1.75","1.75",1900,500,"Днепр.","до 200 человек","мужской",21,"Незаконченное высшее","выше среднего","20/12/2012 22:18:17","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.75,1.75,"Днепр.",1900,NA,"DEV"
"2109",NA,"Senior Software Engineer","C#/.NET","","5.5","2.5",2000,400,"Киев","до 50 человек","мужской",25,"Высшее","ниже среднего","20/12/2012 22:20:33","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5.5,2.5,"Киев",2000,NA,"DEV"
"2110",NA,"Системный администратор","","","3","1",900,125,"Киев","до 10 человек","мужской",25,"Высшее","ниже среднего","20/12/2012 22:24:59","Mozilla/5.0 (Linux; U; Android 2.2.2; ru-ua; HTC Desire Build/FRG83G) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",3,1,"Киев",900,NA,"ADM"
"2111",NA,"Project manager","","","7","3",3000,1000,"Киев","до 200 человек","мужской",30,"Высшее","выше среднего","20/12/2012 22:30:33","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",7,3,"Киев",3000,NA,"PM"
"2112",NA,"Technical Lead","PHP","","7.5","7.5",2550,550,"Харьков","до 200 человек","мужской",33,"Высшее","средний","20/12/2012 22:37:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7.5,7.5,"Харьков",2550,NA,"SDEV"
"2113",NA,"Team lead","","","6","1",3000,500,"Киев","до 50 человек","мужской",27,"Два высших","продвинутый","20/12/2012 22:37:48","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",6,1,"Киев",3000,NA,"PM"
"2114",NA,"Junior Software Engineer","C#/.NET","","3.5","0.25",1000,700,"Харьков","до 1000 человек","мужской",24,"Высшее","средний","20/12/2012 22:41:01","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",3.5,0.25,"Харьков",1000,NA,"DEV"
"2115",NA,"Senior Software Engineer","Flex/Flash/AIR","","10 и более лет","0.25",2300,300,"Львов","до 50 человек","мужской",33,"Высшее","выше среднего","20/12/2012 22:41:33","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,0.25,"Львов",2300,NA,"DEV"
"2116",NA,"Software Engineer","Flex/Flash/AIR","","3.5","3.5",1200,400,"Ровно","до 10 человек","мужской",25,"Высшее","средний","20/12/2012 22:44:16","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",3.5,3.5,"other",1200,NA,"DEV"
"2117",NA,"Software Engineer","Flex/Flash/AIR","","4","4",600,200,"Ровно","до 10 человек","мужской",25,"Высшее","средний","20/12/2012 22:48:05","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,4,"other",600,NA,"DEV"
"2118",NA,"Software Engineer","PHP","","2.5","меньше 3 месяцев",2000,500,"Киев","до 50 человек","мужской",22,"Высшее","продвинутый","20/12/2012 22:50:40","Mozilla/5.0 (X11; Linux i686; rv:16.0) Gecko/20100101 Firefox/16.0",2.5,0,"Киев",2000,NA,"DEV"
"2119",NA,"Senior Software Engineer","C#/.NET","","7","1.75",3200,500,"Киев","свыше 1000 человек","мужской",28,"Высшее","выше среднего","20/12/2012 22:53:05","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7,1.75,"Киев",3200,NA,"DEV"
"2120",NA,"Project manager","","","7","1",3000,0,"Винница","свыше 1000 человек","мужской",30,"Высшее","выше среднего","20/12/2012 22:58:15","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",7,1,"other",3000,NA,"PM"
"2121",NA,"Дизайнер","","","3","2",600,100,"Харьков","до 50 человек","мужской",21,"Незаконченное высшее","ниже среднего","20/12/2012 22:59:05","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",3,2,"Харьков",600,NA,""
"2122",NA,"Senior Software Engineer","C++","","8","7",1200,250,"Киев","до 10 человек","мужской",29,"Высшее","ниже среднего","20/12/2012 23:01:08","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12",8,7,"Киев",1200,NA,"DEV"
"2123",NA,"Project manager","","","2.5","2.5",2250,0,"Киев","до 200 человек","мужской",27,"Высшее","средний","20/12/2012 23:03:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2.5,2.5,"Киев",2250,NA,"PM"
"2124",NA,"Technical Lead","SQL","","8","5",2000,0,"Севастополь","до 10 человек","мужской",30,"Высшее","выше среднего","20/12/2012 23:10:12","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",8,5,"other",2000,NA,"SDEV"
"2125",NA,"Senior Project Manager / Program Manager","","","8","1",4000,0,"Днепр.","до 1000 человек","мужской",33,"Незаконченное высшее","выше среднего","20/12/2012 23:11:59","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",8,1,"Днепр.",4000,NA,"SPM"
"2126",NA,"Senior Project Manager / Program Manager","","","6","10 и более лет",4000,400,"Киев","свыше 1000 человек","мужской",34,"Высшее","выше среднего","20/12/2012 23:11:59","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,10,"Киев",4000,NA,"SPM"
"2127",NA,"Software Engineer","Java","","1.75","0.5",2000,600,"Киев","свыше 1000 человек","мужской",22,"Высшее","выше среднего","20/12/2012 23:12:58","Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X; ru-ru) AppleWebKit/534.46 (KHTML, like Gecko) CriOS/23.0.1271.100 Mobile/9B206 Safari/7534.48.3",1.75,0.5,"Киев",2000,NA,"DEV"
"2128",NA,"Software Engineer","Java","","1.75","1.75",1300,400,"Харьков","до 200 человек","мужской",41,"Высшее","средний","20/12/2012 23:29:40","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0",1.75,1.75,"Харьков",1300,NA,"DEV"
"2129",NA,"Software Engineer","C#/.NET","","4","4",2100,0,"Киев","до 10 человек","мужской",27,"Высшее","ниже среднего","20/12/2012 23:33:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,4,"Киев",2100,NA,"DEV"
"2130",NA,"Software Engineer","Java","","5.5","0.5",2000,0,"Киев","свыше 1000 человек","мужской",28,"Незаконченное высшее","ниже среднего","20/12/2012 23:36:38","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",5.5,0.5,"Киев",2000,NA,"DEV"
"2131",NA,"Project manager","","","1.75","0.5",1300,900,"Харьков","до 50 человек","мужской",25,"Два высших","продвинутый","20/12/2012 23:49:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.75,0.5,"Харьков",1300,NA,"PM"
"2132",NA,"Senior Software Engineer","Java","","6.5","1.25",3700,200,"Киев","до 200 человек","мужской",25,"Высшее","продвинутый","20/12/2012 23:50:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",6.5,1.25,"Киев",3700,NA,"DEV"
"2133",NA,"Системный администратор","","","3.5","3",1400,200,"Киев","до 1000 человек","мужской",27,"Высшее","средний","20/12/2012 23:52:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3.5,3,"Киев",1400,NA,"ADM"
"2134",NA,"Software Engineer","Java","","5","0.5",2100,600,"Львов","до 10 человек","мужской",29,"Высшее","выше среднего","20/12/2012 23:55:25","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",5,0.5,"Львов",2100,NA,"DEV"
"2135",NA,"Software Engineer","Delphi","","10 и более лет","2",1660,400,"Львов","до 200 человек","мужской",40,"Два высших","ниже среднего","20/12/2012 23:58:33","Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16",10,2,"Львов",1660,NA,"DEV"
"2136",NA,"Senior Software Engineer","Java","","6","0.75",3000,600,"Харьков","до 1000 человек","мужской",27,"Высшее","выше среднего","20/12/2012 23:59:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17",6,0.75,"Харьков",3000,NA,"DEV"
"2137",NA,"Software Engineer","SQL","","4.5","1.5",2300,199,"Киев","свыше 1000 человек","женский",26,"Высшее","выше среднего","21/12/2012 00:01:14","Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.0.19) Gecko/2010031422 Firefox/3.0.19 (.NET CLR 3.5.30729)",4.5,1.5,"Киев",2300,NA,"DEV"
"2138",NA,"Senior Software Engineer","Java","","4.5","1",2950,400,"Киев","свыше 1000 человек","мужской",27,"Высшее","средний","21/12/2012 00:04:53","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",4.5,1,"Киев",2950,NA,"DEV"
"2139",NA,"Project manager","","","8","6",2100,200,"Житомир","до 1000 человек","мужской",30,"Высшее","выше среднего","21/12/2012 00:11:39","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",8,6,"other",2100,NA,"PM"
"2140",NA,"Junior QA engineer","","Manual QA","0.75","0.75",700,150,"Киев","свыше 1000 человек","мужской",25,"Высшее","средний","21/12/2012 00:11:55","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.75,0.75,"Киев",700,NA,"QA"
"2141",NA,"Junior Software Engineer","C#/.NET","","0.5","меньше 3 месяцев",1100,700,"Днепр.","до 50 человек","мужской",22,"Незаконченное высшее","средний","21/12/2012 00:12:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,0,"Днепр.",1100,NA,"DEV"
"2142",NA,"Senior Software Engineer","Python","","4","3",2140,140,"Львов","свыше 1000 человек","мужской",34,"Высшее","выше среднего","21/12/2012 00:14:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,3,"Львов",2140,NA,"DEV"
"2143",NA,"Software Engineer","C#/.NET","","2","1.25",1350,700,"Львов","до 1000 человек","мужской",23,"Высшее","выше среднего","21/12/2012 00:20:00","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",2,1.25,"Львов",1350,NA,"DEV"
"2144",NA,"Software Engineer","C#/.NET","","4","2",1550,350,"Харьков","до 50 человек","мужской",27,"Высшее","средний","21/12/2012 00:25:30","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",4,2,"Харьков",1550,NA,"DEV"
"2145",NA,"Junior Software Engineer","Java","","0.5","0.5",1100,400,"Харьков","свыше 1000 человек","мужской",21,"Незаконченное высшее","выше среднего","21/12/2012 00:27:46","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,0.5,"Харьков",1100,NA,"DEV"
"2146",NA,"Software Engineer","Java","","1.25","1.25",1350,800,"Киев","до 50 человек","мужской",23,"Незаконченное высшее","средний","21/12/2012 00:28:03","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.25,1.25,"Киев",1350,NA,"DEV"
"2147",NA,"Senior Project Manager / Program Manager","","","9","3",2800,700,"Харьков","до 1000 человек","мужской",31,"Высшее","продвинутый","21/12/2012 00:34:20","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",9,3,"Харьков",2800,NA,"SPM"
"2148",NA,"Project manager","","","4","1.5",2400,200,"Харьков","до 200 человек","мужской",31,"Высшее","выше среднего","21/12/2012 00:35:56","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",4,1.5,"Харьков",2400,NA,"PM"
"2149",NA,"Software Engineer","C#/.NET","","3","2.5",1800,800,"Киев","свыше 1000 человек","мужской",25,"Высшее","средний","21/12/2012 00:42:01","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",3,2.5,"Киев",1800,NA,"DEV"
"2150",NA,"Junior Software Engineer","JavaScript","","1.75","0.75",1500,750,"Киев","до 200 человек","мужской",24,"Высшее","ниже среднего","21/12/2012 00:57:34","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",1.75,0.75,"Киев",1500,NA,"DEV"
"2151",NA,"Senior Software Engineer","Java","","5","3",3500,600,"Киев","до 10 человек","мужской",23,"Высшее","выше среднего","21/12/2012 01:04:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",5,3,"Киев",3500,NA,"DEV"
"2152",NA,"Software Engineer","PHP","","5","меньше 3 месяцев",1500,500,"Киев","до 10 человек","мужской",25,"Высшее","элементарный","21/12/2012 01:08:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,0,"Киев",1500,NA,"DEV"
"2153",NA,"Software Engineer","C++","","2","0.75",1540,140,"Харьков","до 10 человек","мужской",22,"Высшее","выше среднего","21/12/2012 01:14:28","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",2,0.75,"Харьков",1540,NA,"DEV"
"2154",NA,"Junior Software Engineer","Java","","0.5","0.5",600,0,"Харьков","до 200 человек","мужской",19,"Незаконченное высшее","выше среднего","21/12/2012 01:51:34","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,0.5,"Харьков",600,NA,"DEV"
"2155",NA,"QA engineer","","Manual QA","1.5","0.5",875,100,"Киев","до 1000 человек","мужской",24,"Высшее","средний","21/12/2012 01:52:40","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1.5,0.5,"Киев",875,NA,"QA"
"2156",NA,"Software Engineer","C#/.NET","","2","1",1000,0,"Киев","до 200 человек","мужской",24,"Высшее","выше среднего","21/12/2012 01:59:06","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",2,1,"Киев",1000,NA,"DEV"
"2157",NA,"Software Engineer","PHP","","1.5","1.5",600,200,"Харьков","до 1000 человек","мужской",26,"Высшее","выше среднего","21/12/2012 05:03:48","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1.5,1.5,"Харьков",600,NA,"DEV"
"2158",NA,"Junior QA engineer","","Manual QA","0.5","0.5",1000,0,"Киев","до 200 человек","мужской",23,"Высшее","ниже среднего","21/12/2012 06:48:48","Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0",0.5,0.5,"Киев",1000,NA,"QA"
"2159",NA,"Junior Software Engineer","Python","","0.5","0.5",480,0,"Киев","до 50 человек","мужской",22,"Незаконченное высшее","средний","21/12/2012 08:20:17","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.5,0.5,"Киев",480,NA,"DEV"
"2160",NA,"Senior Software Engineer","Java","","9","2",3000,0,"Винница","до 50 человек","мужской",30,"Высшее","выше среднего","21/12/2012 08:21:06","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; Win64; x64; Trident/4.0; .NET CLR 2.0.50727; SLCC2; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; Tablet PC 2.0)",9,2,"other",3000,NA,"DEV"
"2161",NA,"Senior Software Engineer","Java","","6","меньше 3 месяцев",3600,1100,"Киев","до 200 человек","мужской",26,"Высшее","выше среднего","21/12/2012 08:22:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",6,0,"Киев",3600,NA,"DEV"
"2162",NA,"Senior Software Engineer","C++","","5","4",2000,200,"Днепр.","до 10 человек","мужской",30,"Высшее","средний","21/12/2012 08:56:08","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",5,4,"Днепр.",2000,NA,"DEV"
"2163",NA,"Бизнес-аналитик","","","4","0.25",3000,400,"Киев","до 10 человек","мужской",31,"Кандидат","продвинутый","21/12/2012 09:16:54","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",4,0.25,"Киев",3000,NA,""
"2164",NA,"Project manager","","","10 и более лет","меньше 3 месяцев",4000,0,"Киев","свыше 1000 человек","мужской",29,"Два высших","выше среднего","21/12/2012 09:27:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",10,0,"Киев",4000,NA,"PM"
"2165",NA,"Software Engineer","PHP","","5","4",800,0,"Херсон","до 50 человек","мужской",29,"Высшее","средний","21/12/2012 09:34:10","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",5,4,"other",800,NA,"DEV"
"2166",NA,"Системный администратор","","","10 и более лет","10 и более лет",1300,200,"Харьков","до 200 человек","мужской",38,"Незаконченное высшее","элементарный","21/12/2012 09:36:22","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12",10,10,"Харьков",1300,NA,"ADM"
"2167",NA,"Системный администратор","","","1","1",300,0,"Харьков","до 10 человек","мужской",23,"Высшее","выше среднего","21/12/2012 09:41:12","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",1,1,"Харьков",300,NA,"ADM"
"2168",NA,"Software Engineer","Python","","3","1",800,300,"Чернигов","до 10 человек","мужской",25,"Высшее","элементарный","21/12/2012 09:47:08","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0",3,1,"other",800,NA,"DEV"
"2169",NA,"Junior Software Engineer","C#/.NET","","0.75","0.75",855,855,"Житомир","до 1000 человек","мужской",22,"Незаконченное высшее","ниже среднего","21/12/2012 09:49:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",0.75,0.75,"other",855,NA,"DEV"
"2170",NA,"Project manager","","","10 и более лет","3",3500,300,"Киев","свыше 1000 человек","мужской",34,"Высшее","выше среднего","21/12/2012 09:50:27","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",10,3,"Киев",3500,NA,"PM"
"2171",NA,"Software Engineer","PHP","","1.5","1.5",1300,700,"Харьков","до 50 человек","мужской",23,"Высшее","средний","21/12/2012 10:07:24","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",1.5,1.5,"Харьков",1300,NA,"DEV"
"2172",NA,"Дизайнер","","","10 и более лет","1",1500,-1100,"Киев","до 10 человек","мужской",37,"Высшее","элементарный","21/12/2012 10:07:50","Mozilla/5.0 (Windows NT 6.0; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0",10,1,"Киев",1500,NA,""
"2173",NA,"Дизайнер","","","5","5",700,0,"Днепр.","до 10 человек","мужской",26,"Среднее","элементарный","21/12/2012 10:35:14","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11",5,5,"Днепр.",700,NA,""
"2174",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","3",2200,300,"Харьков","до 10 человек","мужской",34,"Высшее","средний","21/12/2012 10:39:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.40 Safari/537.17",10,3,"Харьков",2200,NA,"DEV"
"2175",NA,"Технический писатель","","","6","2",700,200,"Житомир","до 10 человек","мужской",28,"Высшее","выше среднего","21/12/2012 10:42:56","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.12 (KHTML, like Gecko) Maxthon/3.0 Chrome/18.0.966.0 Safari/535.12",6,2,"other",700,NA,""
"2176",NA,"Senior Software Engineer","SQL","","10 и более лет","0.75",2600,200,"Киев","до 200 человек","мужской",50,"Высшее","элементарный","21/12/2012 10:56:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",10,0.75,"Киев",2600,NA,"DEV"
"2177",NA,"Системный администратор","","","10 и более лет","меньше 3 месяцев",250,-300,"Днепр.","до 10 человек","мужской",36,"Среднее","ниже среднего","21/12/2012 11:01:27","Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0",10,0,"Днепр.",250,NA,"ADM"
"2178",NA,"Senior QA engineer","","General QA","6.5","0.5",2200,1200,"Киев","свыше 1000 человек","мужской",29,"Два высших","выше среднего","21/12/2012 11:01:33","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0",6.5,0.5,"Киев",2200,NA,"QA"
"2179",NA,"Дизайнер","","","7","меньше 3 месяцев",2600,1100,"Киев","до 50 человек","мужской",26,"Высшее","ниже среднего","21/12/2012 11:01:51","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11",7,0,"Киев",2600,NA,""
