"X","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Пол","Возраст","Образование","Уровень.английского","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2001",NA,"Верстальщик","","","3","3",700,300,"Харьков","до 50 человек","мужской",27,"Незаконченное высшее","продвинутый","21/05/2013 17:41:25","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",3,3,"Харьков",700,NA,""
"2002",NA,"Team lead","","","10 и более лет","1.5",4000,1000,"Киев","до 10 человек","мужской",33,"Высшее","средний","21/05/2013 17:41:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,1.5,"Киев",4000,NA,"PM"
"2003",NA,"Software Engineer","Java","","4","4",1000,0,"Харьков","до 50 человек","мужской",23,"Высшее","элементарный","21/05/2013 17:41:54","Mozilla/5.0 (Windows NT 5.1; rv:20.0) Gecko/20100101 Firefox/20.0",4,4,"Харьков",1000,NA,"DEV"
"2004",NA,"Senior Software Engineer","C++","","10 и более лет","0.5",3000,0,"Киев","до 10 человек","мужской",30,"Высшее","продвинутый","21/05/2013 17:42:08","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",10,0.5,"Киев",3000,NA,"DEV"
"2005",NA,"Technical Lead","Java (Android)","","10 и более лет","3",3200,300,"Харьков","до 1000 человек","мужской",33,"Высшее","выше среднего","21/05/2013 17:43:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",10,3,"Харьков",3200,NA,"SDEV"
"2006",NA,"Senior QA engineer","","Automation QA","5","2.5",2200,250,"Одесса","до 200 человек","мужской",30,"Незаконченное высшее","средний","21/05/2013 17:43:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,2.5,"other",2200,NA,"QA"
"2007",NA,"Senior QA engineer","","General QA","2","2",900,0,"Киев","до 1000 человек","мужской",24,"Высшее","ниже среднего","21/05/2013 17:43:49","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.835.186 Safari/535.1",2,2,"Киев",900,NA,"QA"
"2008",NA,"Senior Software Engineer","C#/.NET","","8","1",3250,300,"Львов","до 50 человек","мужской",30,"Среднее","выше среднего","21/05/2013 17:44:15","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",8,1,"Львов",3250,NA,"DEV"
"2009",NA,"Junior Software Engineer","C++","","1.5","1.5",1000,0,"Киев","до 200 человек","мужской",23,"Незаконченное высшее","средний","21/05/2013 17:44:29","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:15.0) Gecko/20100101 Firefox/15.0.1",1.5,1.5,"Киев",1000,NA,"DEV"
"2010",NA,"Software Engineer","Java (Android)","","1","1",900,400,"Николаев","до 1000 человек","мужской",23,"Незаконченное высшее","выше среднего","21/05/2013 17:45:16","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,1,"other",900,NA,"DEV"
"2011",NA,"Software Engineer","C++","","2.5","0.25",1000,500,"Харьков","до 200 человек","мужской",24,"Высшее","средний","21/05/2013 17:45:34","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:20.0) Gecko/20100101 Firefox/20.0",2.5,0.25,"Харьков",1000,NA,"DEV"
"2012",NA,"Software Engineer","Java","","2.5","2.5",1000,250,"Львов","до 200 человек","мужской",24,"Высшее","выше среднего","21/05/2013 17:46:33","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",2.5,2.5,"Львов",1000,NA,"DEV"
"2013",NA,"QA engineer","","General QA","1.75","1",1500,300,"Киев","свыше 1000 человек","мужской",24,"Высшее","продвинутый","21/05/2013 17:46:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.75,1,"Киев",1500,NA,"QA"
"2014",NA,"Software Engineer","JavaScript","","1.25","меньше 3 месяцев",900,700,"Львов","свыше 1000 человек","мужской",22,"Высшее","ниже среднего","21/05/2013 17:46:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.25,0,"Львов",900,NA,"DEV"
"2015",NA,"Junior QA engineer","","Manual QA","меньше 3 месяцев","меньше 3 месяцев",600,0,"Киев","до 50 человек","мужской",23,"Незаконченное высшее","ниже среднего","21/05/2013 17:46:40","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",0,0,"Киев",600,NA,"QA"
"2016",NA,"Team lead","","","5","меньше 3 месяцев",4000,2000,"Киев","до 10 человек","мужской",34,"Высшее","средний","21/05/2013 17:47:09","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,0,"Киев",4000,NA,"PM"
"2017",NA,"Director of Engineering / Program Director","","","5","2",1500,500,"Харьков","до 50 человек","мужской",26,"Высшее","выше среднего","21/05/2013 17:47:49","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.28.10 (KHTML, like Gecko)",5,2,"Харьков",1500,NA,"SPM"
"2018",NA,"Senior QA engineer","","Automation QA","3","1",1400,200,"Львов","до 200 человек","мужской",26,"Высшее","средний","21/05/2013 17:48:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,1,"Львов",1400,NA,"QA"
"2019",NA,"Software Engineer","Delphi","","10 и более лет","10 и более лет",800,0,"Харьков","до 10 человек","мужской",30,"Высшее","ниже среднего","21/05/2013 17:49:51","Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.15",10,10,"Харьков",800,NA,"DEV"
"2020",NA,"Software Engineer","C#/.NET","","5","2",1000,200,"Симферополь","до 10 человек","мужской",30,"Среднее","ниже среднего","21/05/2013 17:51:24","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",5,2,"other",1000,NA,"DEV"
"2021",NA,"Software Engineer","Python","","2.5","0.5",1000,0,"Киев","до 50 человек","мужской",25,"Высшее","средний","21/05/2013 17:52:03","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",2.5,0.5,"Киев",1000,NA,"DEV"
"2022",NA,"Software Engineer","Flex/Flash/AIR","","5","2",2300,300,"Киев","до 50 человек","мужской",25,"Незаконченное высшее","средний","21/05/2013 17:52:49","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",5,2,"Киев",2300,NA,"DEV"
"2023",NA,"Junior Software Engineer","C++","","3","3",800,0,"Днепр.","до 50 человек","мужской",25,"Высшее","элементарный","21/05/2013 17:54:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",3,3,"Днепр.",800,NA,"DEV"
"2024",NA,"Senior Software Engineer","Objective-C","","2","1.75",3000,1500,"Киев","до 10 человек","мужской",20,"Незаконченное высшее","средний","21/05/2013 17:57:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",2,1.75,"Киев",3000,NA,"DEV"
"2025",NA,"Верстальщик","","","4","3",2400,0,"Киев","до 10 человек","мужской",33,"Высшее","средний","21/05/2013 17:59:16","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,3,"Киев",2400,NA,""
"2026",NA,"Software Engineer","Java","","4","1.75",2600,800,"Киев","до 50 человек","мужской",29,"Высшее","выше среднего","21/05/2013 17:59:44","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",4,1.75,"Киев",2600,NA,"DEV"
"2027",NA,"Software Engineer","C#/.NET","","2","2",1000,200,"Одесса","до 10 человек","мужской",30,"Высшее","средний","21/05/2013 18:00:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,2,"other",1000,NA,"DEV"
"2028",NA,"Junior Software Engineer","SQL","","1.5","1.5",700,250,"Львов","свыше 1000 человек","мужской",23,"Незаконченное высшее","ниже среднего","21/05/2013 18:00:47","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1.5,"Львов",700,NA,"DEV"
"2029",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","3",3500,0,"Киев","до 10 человек","мужской",31,"Незаконченное высшее","продвинутый","21/05/2013 18:00:52","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0)",10,3,"Киев",3500,NA,"DEV"
"2030",NA,"Junior Software Engineer","PHP","","0.5","0.5",500,350,"Киев","до 10 человек","мужской",22,"Незаконченное высшее","ниже среднего","21/05/2013 18:01:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.5,0.5,"Киев",500,NA,"DEV"
"2031",NA,"System Architect / Системный архитектор","PHP","","10 и более лет","7",2000,0,"Киев","до 50 человек","мужской",40,"Незаконченное высшее","ниже среднего","21/05/2013 18:02:31","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.1 (KHTML, like Gecko) Maxthon/4.0.5.4000 Chrome/26.0.1410.43 Safari/537.1",10,7,"Киев",2000,NA,""
"2032",NA,"Software Engineer","Objective-C","","5.5","5.5",2200,100,"Харьков","до 50 человек","мужской",25,"Незаконченное высшее","ниже среднего","21/05/2013 18:02:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.81 Safari/537.36",5.5,5.5,"Харьков",2200,NA,"DEV"
"2033",NA,"Project manager","","","1","1",400,100,"Киев","до 10 человек","женский",21,"Высшее","выше среднего","21/05/2013 18:02:59","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,1,"Киев",400,NA,"PM"
"2034",NA,"Верстальщик","","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Харьков","до 10 человек","мужской",21,"Незаконченное высшее","ниже среднего","21/05/2013 18:04:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0,0,"Харьков",300,NA,""
"2035",NA,"Software Engineer","PHP","","4","меньше 3 месяцев",2100,1000,"Киев","до 10 человек","мужской",25,"Высшее","средний","21/05/2013 18:05:10","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0",4,0,"Киев",2100,NA,"DEV"
"2036",NA,"Бизнес-аналитик","","","7","4",1500,0,"Киев","до 50 человек","мужской",45,"Среднее","ниже среднего","21/05/2013 18:06:11","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",7,4,"Киев",1500,NA,""
"2037",NA,"Project manager","","","6","1.5",1800,300,"Одесса","до 200 человек","мужской",35,"Высшее","средний","21/05/2013 18:06:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,1.5,"other",1800,NA,"PM"
"2038",NA,"QA engineer","","Automation QA","1","меньше 3 месяцев",1700,1000,"Киев","до 200 человек","мужской",24,"Высшее","ниже среднего","21/05/2013 18:06:20","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1,0,"Киев",1700,NA,"QA"
"2039",NA,"System Architect / Системный архитектор","C++","","10 и более лет","8",5000,0,"Киев","до 10 человек","мужской",33,"Высшее","продвинутый","21/05/2013 18:06:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,8,"Киев",5000,NA,""
"2040",NA,"Junior Software Engineer","Java","","0.5","0.25",1200,0,"Киев","свыше 1000 человек","мужской",24,"Высшее","выше среднего","21/05/2013 18:06:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.5,0.25,"Киев",1200,NA,"DEV"
"2041",NA,"Software Engineer","C++","","10 и более лет","1",5000,300,"Львов","до 50 человек","мужской",35,"Высшее","выше среднего","21/05/2013 18:09:26","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",10,1,"Львов",5000,NA,"DEV"
"2042",NA,"Senior Software Engineer","Java","","6","2",3950,0,"Киев","до 10 человек","мужской",32,"Высшее","выше среднего","21/05/2013 18:09:28","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",6,2,"Киев",3950,NA,"DEV"
"2043",NA,"Senior Software Engineer","Java","","10 и более лет","2",4000,500,"Киев","свыше 1000 человек","мужской",37,"Высшее","выше среднего","21/05/2013 18:10:17","Mozilla/5.0 (iPad; CPU OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Mobile/10B329",10,2,"Киев",4000,NA,"DEV"
"2044",NA,"Software Engineer","C#/.NET","","8.5","1.25",2600,100,"Киев","свыше 1000 человек","мужской",34,"Высшее","выше среднего","21/05/2013 18:10:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",8.5,1.25,"Киев",2600,NA,"DEV"
"2045",NA,"Верстальщик","","","1.25","1.25",735,250,"Днепр.","до 200 человек","мужской",20,"Среднее","ниже среднего","21/05/2013 18:12:23","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",1.25,1.25,"Днепр.",735,NA,""
"2046",NA,"Дизайнер","","","0.5","0.5",375,125,"Харьков","до 10 человек","женский",23,"Высшее","выше среднего","21/05/2013 18:12:27","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0.5,0.5,"Харьков",375,NA,""
"2047",NA,"Software Engineer","PHP","","6","2",1500,200,"Харьков","до 10 человек","мужской",39,"Незаконченное высшее","средний","21/05/2013 18:13:04","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15",6,2,"Харьков",1500,NA,"DEV"
"2048",NA,"Системный администратор","","","8","1.5",800,0,"Винница","до 50 человек","мужской",32,"Высшее","ниже среднего","21/05/2013 18:16:17","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",8,1.5,"other",800,NA,"ADM"
"2049",NA,"Senior Software Engineer","C#/.NET","","5","2",3050,500,"Киев","свыше 1000 человек","мужской",31,"Кандидат","выше среднего","21/05/2013 18:18:09","Mozilla/5.0 (Windows NT 5.1; chromeframe/15.0.874.121) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2",5,2,"Киев",3050,NA,"DEV"
"2051",NA,"Software Engineer","PHP","","5","2",1240,500,"Львов","свыше 1000 человек","женский",23,"Высшее","выше среднего","21/05/2013 18:18:21","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",5,2,"Львов",1240,NA,"DEV"
"2052",NA,"Junior QA engineer","","Manual QA","1.5","1",665,90,"Киев","свыше 1000 человек","мужской",23,"Высшее","ниже среднего","21/05/2013 18:18:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,1,"Киев",665,NA,"QA"
"2053",NA,"Technical Lead","Java","","8","1",3000,300,"Днепр.","свыше 1000 человек","мужской",26,"Высшее","средний","21/05/2013 18:20:55","Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0",8,1,"Днепр.",3000,NA,"SDEV"
"2054",NA,"Software Engineer","C#/.NET","","10 и более лет","3",2700,0,"Киев","до 50 человек","мужской",35,"Высшее","средний","21/05/2013 18:21:13","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",10,3,"Киев",2700,NA,"DEV"
"2055",NA,"Director of Engineering / Program Director","","","4","4",4000,0,"Киев","до 50 человек","мужской",32,"Два высших","выше среднего","21/05/2013 18:23:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_0) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.65 Safari/537.31",4,4,"Киев",4000,NA,"SPM"
"2056",NA,"Технический писатель","","","0.5","0.5",1300,700,"Харьков","до 200 человек","мужской",32,"Высшее","продвинутый","21/05/2013 18:24:15","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:19.0) Gecko/20100101 Firefox/19.0",0.5,0.5,"Харьков",1300,NA,""
"2057",NA,"Software Engineer","Objective-C","","4","4",1600,400,"Харьков","до 1000 человек","мужской",25,"Высшее","средний","21/05/2013 18:25:26","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0",4,4,"Харьков",1600,NA,"DEV"
"2058",NA,"Дизайнер","","","4","1",880,200,"Киев","до 10 человек","мужской",25,"Высшее","продвинутый","21/05/2013 18:25:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",4,1,"Киев",880,NA,""
"2059",NA,"Software Engineer","C#/.NET","","1.5","меньше 3 месяцев",1200,900,"Черновцы","до 10 человек","мужской",26,"Незаконченное высшее","ниже среднего","21/05/2013 18:27:34","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.5,0,"other",1200,NA,"DEV"
"2060",NA,"Senior Software Engineer","C++","","7.5","2",2200,0,"Харьков","до 50 человек","мужской",31,"Высшее","средний","21/05/2013 18:28:39","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:20.0) Gecko/20100101 Firefox/20.0",7.5,2,"Харьков",2200,NA,"DEV"
"2061",NA,"Support","","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Киев","до 200 человек","женский",23,"Высшее","продвинутый","21/05/2013 18:28:43","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",0,0,"Киев",500,NA,""
"2062",NA,"Системный администратор","","","3.5","2",1200,200,"Днепр.","до 50 человек","мужской",25,"Высшее","ниже среднего","21/05/2013 18:28:56","Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20100101 Firefox/21.0",3.5,2,"Днепр.",1200,NA,"ADM"
"2063",NA,"Software Engineer","C#/.NET","","4","1",2300,0,"Киев","свыше 1000 человек","мужской",25,"Высшее","продвинутый","21/05/2013 18:29:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",4,1,"Киев",2300,NA,"DEV"
"2064",NA,"Junior Software Engineer","SQL","","1.75","1.5",700,200,"Львов","свыше 1000 человек","мужской",23,"Незаконченное высшее","ниже среднего","21/05/2013 18:29:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",1.75,1.5,"Львов",700,NA,"DEV"
"2065",NA,"Системный администратор","","","6","3",1200,0,"Киев","до 50 человек","мужской",30,"Высшее","средний","21/05/2013 18:30:29","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",6,3,"Киев",1200,NA,"ADM"
"2066",NA,"Junior Software Engineer","PHP","","0.5","0.5",500,100,"Одесса","до 10 человек","мужской",22,"Высшее","средний","21/05/2013 18:30:53","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",0.5,0.5,"other",500,NA,"DEV"
"2067",NA,"Верстальщик","","","2","0.75",800,0,"Харьков","до 50 человек","мужской",25,"Высшее","ниже среднего","21/05/2013 18:31:14","Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,0.75,"Харьков",800,NA,""
"2068",NA,"Дизайнер","","","2","2",1700,1700,"Киев","до 10 человек","мужской",24,"Среднее","элементарный","21/05/2013 18:31:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,2,"Киев",1700,NA,""
"2069",NA,"Software Engineer","SQL","","6","1",2400,0,"Киев","свыше 1000 человек","мужской",26,"Высшее","средний","21/05/2013 18:32:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,1,"Киев",2400,NA,"DEV"
"2070",NA,"Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",430,0,"Киев","до 10 человек","мужской",22,"Высшее","средний","21/05/2013 18:32:54","Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20100101 Firefox/14.0.1",0,0,"Киев",430,NA,"DEV"
"2071",NA,"Software Engineer","JavaScript","","1.5","1",950,200,"Киев","до 1000 человек","мужской",31,"Высшее","средний","21/05/2013 18:33:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:11.0) Gecko/20100101 Firefox/11.0",1.5,1,"Киев",950,NA,"DEV"
"2072",NA,"Software Engineer","Java","","0.75","3.5",1900,300,"Харьков","до 1000 человек","мужской",27,"Незаконченное высшее","средний","21/05/2013 18:34:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",0.75,3.5,"Харьков",1900,NA,"DEV"
"2073",NA,"Technical Lead","Objective-C","","8","1.75",4500,750,"Киев","свыше 1000 человек","мужской",26,"Высшее","средний","21/05/2013 18:35:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",8,1.75,"Киев",4500,NA,"SDEV"
"2074",NA,"Software Engineer","PHP","","2","2",700,300,"Севастополь","до 10 человек","мужской",24,"Высшее","элементарный","21/05/2013 18:36:02","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:21.0) Gecko/20100101 Firefox/21.0",2,2,"other",700,NA,"DEV"
"2075",NA,"Team lead","","","10 и более лет","2",4000,150,"Киев","свыше 1000 человек","мужской",31,"Высшее","выше среднего","21/05/2013 18:36:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.81 Safari/537.36",10,2,"Киев",4000,NA,"PM"
"2076",NA,"Junior Software Engineer","C#/.NET","","2","0.25",500,500,"Киев","до 10 человек","мужской",21,"Незаконченное высшее","средний","21/05/2013 18:36:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",2,0.25,"Киев",500,NA,"DEV"
"2077",NA,"Project manager","","","5","1",1000,0,"Запорожье","до 200 человек","мужской",25,"Незаконченное высшее","продвинутый","21/05/2013 18:36:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_3) AppleWebKit/536.29.13 (KHTML, like Gecko) Version/6.0.4 Safari/536.29.13",5,1,"other",1000,NA,"PM"
"2078",NA,"Software Engineer","Ruby/Rails","","3","1",2000,0,"Киев","до 200 человек","мужской",34,"Высшее","выше среднего","21/05/2013 18:36:56","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.63 Safari/537.31",3,1,"Киев",2000,NA,"DEV"
"2079",NA,"Technical Lead","PHP","","10 и более лет","2",3000,0,"Днепр.","до 1000 человек","мужской",32,"Высшее","ниже среднего","21/05/2013 18:38:42","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0",10,2,"Днепр.",3000,NA,"SDEV"
"2080",NA,"Software Engineer","C++","","2.5","2.5",675,100,"Харьков","до 200 человек","мужской",24,"Незаконченное высшее","средний","21/05/2013 18:41:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:21.0) Gecko/20100101 Firefox/21.0",2.5,2.5,"Харьков",675,NA,"DEV"
"2081",NA,"Senior Software Engineer","SQL","","7","2.5",2800,0,"Киев","свыше 1000 человек","мужской",30,"Высшее","выше среднего","21/05/2013 18:44:02","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:6.0.2) Gecko/20100101 Firefox/6.0.2",7,2.5,"Киев",2800,NA,"DEV"
"2082",NA,"Software Engineer","PHP","","4","3",800,500,"Луганск","до 10 человек","мужской",26,"Высшее","элементарный","21/05/2013 18:46:57","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.7; rv:21.0) Gecko/20100101 Firefox/21.0",4,3,"other",800,NA,"DEV"
"2083",NA,"Software Engineer","C#/.NET","","10 и более лет","3",3000,0,"Киев","до 10 человек","мужской",40,"Высшее","выше среднего","21/05/2013 18:50:24","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",10,3,"Киев",3000,NA,"DEV"
"2084",NA,"Software Engineer","Python","","4","4",700,100,"Донецк","до 10 человек","мужской",26,"Высшее","ниже среднего","21/05/2013 18:51:23","Mozilla/5.0 (Windows NT 5.1; rv:20.0) Gecko/20100101 Firefox/20.0",4,4,"other",700,NA,"DEV"
"2085",NA,"Senior Software Engineer","Java","","6","3",3000,200,"Одесса","до 50 человек","мужской",31,"Высшее","средний","21/05/2013 18:51:24","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/11.10 Chromium/18.0.1025.168 Chrome/18.0.1025.168 Safari/535.19",6,3,"other",3000,NA,"DEV"
"2086",NA,"Системный администратор","","","6","6",400,400,"Донецк","до 10 человек","мужской",29,"Высшее","средний","21/05/2013 18:51:27","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.31 (KHTML, like Gecko) Chrome/26.0.1410.64 Safari/537.31",6,6,"other",400,NA,"ADM"
