,Возраст,Пол,Должность,Образование,Язык программирования,Индустрия,Предметная область,Доп. специализация,Общий опыт работы,Опыт работы на текущем месте,Средняя зарплата в месяц,Валюта,Годовые премии и бонусы,Валюта,Размер компании,Город,Уровень английского,Дата заполнения,User-Agent
,32,m,Senior Software Engineer,Высшее,Java,Нету,,,9,2,3000,d,0,d,до 10 человек,Львов,выше среднего,18/12/2011 14:53:15,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Верстальщик,Незаконченное высшее,,Нету,,,2,1.5,1200,d,0,d,до 100 человек,Житомир,средний,18/12/2011 15:05:25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Software Engineer,Высшее,PHP,Нету,,,1.5,1.5,1200,d,0,d,до 10 человек,Полтава,средний,18/12/2011 15:10:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Senior Software Engineer,Высшее,Objective-C,Нету,,,3.5,1.75,2700,d,0,d,до 200 человек,Киев,средний,18/12/2011 15:13:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
,39,m,Technical Lead,Незаконченное высшее,SQL,Нету,,,7,4,1800,d,1200,d,до 10 человек,Киев,средний,18/12/2011 15:21:01,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,24,m,Software Engineer,Высшее,Objective-C,Нету,,,3,меньше 3 месяцев,2800,d,2000,d,до 10 человек,Киев,выше среднего,18/12/2011 16:23:28,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.51.22 (KHTML, like Gecko) Version/5.1.1 Safari/534.51.22"
,30,m,Дизайнер,Высшее,,Нету,,,4,1,1800,d,100,d,до 200 человек,Киев,выше среднего,18/12/2011 16:32:09,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,25,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,3.5,1.5,3000,d,0,d,до 10 человек,Днепропетровск,выше среднего,18/12/2011 16:41:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,f,Software Engineer,Высшее,Java,Нету,,,5,1,1900,d,1100,d,до 200 человек,Львов,средний,18/12/2011 16:43:02,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,29,m,Technical Lead,Высшее,PHP,Нету,,,7,3,3000,d,0,d,до 200 человек,Днепропетровск,средний,18/12/2011 16:59:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
,22,m,Junior Software Engineer,Высшее,Ruby/Rails,Нету,,,0.5,0.5,850,d,0,d,до 50 человек,Донецк,ниже среднего,18/12/2011 17:16:44,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,28,m,QA engineer,Высшее,,Нету,,Manual QA,5.5,0.5,1800,d,0,d,до 200 человек,Харьков,выше среднего,18/12/2011 17:20:53,Opera/9.80 (Windows NT 6.1; U; Edition Yx; ru) Presto/2.10.229 Version/11.60
,28,f,Бизнес-аналитик,Высшее,,Нету,,,5,5,1200,d,0,d,до 100 человек,Днепропетровск,выше среднего,18/12/2011 17:27:19,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,21,m,Software Engineer,Высшее,Java,Нету,,,1.25,1.25,800,d,400,d,до 1000 человек,Киев,выше среднего,18/12/2011 17:30:52,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,24,m,Бизнес-аналитик,Высшее,,Нету,,,7,4,3000,d,0,d,до 100 человек,Киев,продвинутый,18/12/2011 17:33:30,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10.6; en-US; rv:1.9.2) Gecko/20100115 Firefox/3.6
,23,m,Software Engineer,Высшее,Perl,Нету,,,3.5,3.5,1100,d,1000,d,до 200 человек,Львов,продвинутый,18/12/2011 17:45:08,Opera/9.80 (Windows NT 6.1; U; Edition Ukraine Local; en) Presto/2.10.229 Version/11.60
,28,m,Project manager,Высшее,,Нету,,,3,3,2350,d,400,d,до 100 человек,Ивано-Франковск,выше среднего,18/12/2011 17:59:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
,20,m,Software Engineer,Незаконченное высшее,C#/.NET,Нету,,,1.25,1.25,1200,d,0,d,до 200 человек,Львов,выше среднего,18/12/2011 18:08:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Team lead,Высшее,,Нету,,,2,2,1000,d,0,d,до 50 человек,Луганск,элементарный,18/12/2011 18:12:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,21,m,Junior Software Engineer,Незаконченное высшее,C#/.NET,Нету,,,меньше 3 месяцев,меньше 3 месяцев,300,d,0,d,до 200 человек,Харьков,выше среднего,18/12/2011 18:36:43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,22,m,Senior Software Engineer,Высшее,PHP,Нету,,,4.5,1.5,2300,d,200,d,до 1000 человек,Львов,продвинутый,18/12/2011 18:39:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.6 Safari/535.11"
,28,m,Project manager,Высшее,,Нету,,,6,1.5,3500,d,0,d,до 1000 человек,Киев,выше среднего,18/12/2011 18:39:53,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,26,m,Junior Software Engineer,Высшее,Java,Нету,,,2,0.25,1000,d,0,d,до 50 человек,Киев,ниже среднего,18/12/2011 18:44:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,21,m,Системный администратор,Незаконченное высшее,,Нету,,,1.25,1,700,d,0,d,до 10 человек,Харьков,средний,18/12/2011 19:08:21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,30,m,System Architect,Среднее,C++,Нету,,,6.5,1.5,3000,d,500,d,до 10 человек,Харьков,ниже среднего,18/12/2011 19:08:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Software Engineer,Высшее,C#/.NET,Нету,,,3.5,1,1300,d,0,d,до 50 человек,Донецк,средний,18/12/2011 19:10:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,22,m,Software Engineer,Незаконченное высшее,Python,Нету,,,5,1.5,1500,d,500,d,до 10 человек,Киев,средний,18/12/2011 19:13:18,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Senior Software Engineer,Высшее,Java,Нету,,,4,3,1700,d,100,d,до 200 человек,Львов,выше среднего,18/12/2011 19:27:05,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,39,m,Senior Software Engineer,Высшее,C++,Нету,,,10 и более лет,4,1800,d,2800,d,до 50 человек,Киев,ниже среднего,18/12/2011 19:31:37,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,41,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,4,1.5,2750,d,500,d,до 10 человек,Харьков,средний,18/12/2011 19:35:40,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Junior Software Engineer,Высшее,Objective-C,Нету,,,0.25,0.25,400,d,0,d,до 50 человек,Севастополь,средний,18/12/2011 19:38:30,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,27,m,Senior Software Engineer,Высшее,Java,Нету,,,5,меньше 3 месяцев,2500,d,0,d,до 50 человек,Чернигов,продвинутый,18/12/2011 19:42:13,Mozilla/5.0 (X11; Linux i686; rv:2.0) Gecko/20110310 Firefox/4.0
,27,m,Senior Software Engineer,Высшее,Java,Нету,,,5.5,1,2200,d,0,d,до 10 человек,Днепропетровск,выше среднего,18/12/2011 19:42:51,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Technical Lead,Незаконченное высшее,C#/.NET,Нету,,,5,3,3000,d,0,d,до 1000 человек,Днепропетровск,выше среднего,18/12/2011 19:51:43,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.17) Gecko/20110422 Ubuntu/9.10 (karmic) Firefox/3.6.17
,24,m,Верстальщик,Высшее,,Нету,,,3.5,3.5,5500,h,0,d,до 100 человек,Донецк,ниже среднего,18/12/2011 19:58:57,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,22,m,Software Engineer,Высшее,C#/.NET,Нету,,,1.5,0.75,1200,d,150,d,до 200 человек,Львов,средний,18/12/2011 20:01:20,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,27,m,Software Engineer,Высшее,Python,Нету,,,1.5,1.5,1800,d,0,d,до 50 человек,Киев,средний,18/12/2011 20:09:54,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 (.NET CLR 3.5.30729)
,27,m,Technical Lead,Высшее,PHP,Нету,,,7,1,3300,d,3000,d,до 100 человек,Харьков,средний,18/12/2011 20:35:15,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.24) Gecko/20111103 Firefox/3.6.24 GTB7.1 (.NET CLR 3.5.30729)
,34,m,Technical Lead,Высшее,C++,Нету,,,10 и более лет,2.5,2500,d,0,d,до 50 человек,Харьков,продвинутый,18/12/2011 20:38:44,Mozilla/5.0 (Windows NT 6.0; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,26,m,Junior QA engineer,Высшее,,Нету,,General QA,меньше 3 месяцев,меньше 3 месяцев,500,d,500,d,до 10 человек,Харьков,выше среднего,18/12/2011 20:48:56,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,28,m,Team lead,Высшее,,Нету,,,5,2,3000,d,0,d,до 50 человек,Киев,средний,18/12/2011 20:59:21,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,26,f,QA engineer,Высшее,,Нету,,General QA,5.5,3.5,1700,d,2000,d,до 100 человек,Днепропетровск,средний,18/12/2011 21:01:15,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,23,m,Senior Software Engineer,Высшее,PHP,Нету,,,1.25,1.25,600,d,0,d,до 10 человек,Тернополь,средний,18/12/2011 21:05:00,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,Системный администратор,Высшее,,Нету,,,4,5,4500,h,0,d,до 50 человек,Николаев,выше среднего,18/12/2011 21:15:53,Mozilla/5.0 (X11; U; Linux i686; rv:1.9.2.8) Gecko/20100901
,27,m,Technical Lead,Высшее,PHP,Нету,,,7.5,4,2500,d,2000,d,до 200 человек,Львов,средний,18/12/2011 21:19:46,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,28,m,QA engineer,Высшее,,Нету,,Manual QA,4,1.5,3000,d,0,d,до 200 человек,Киев,ниже среднего,18/12/2011 21:25:01,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,36,m,Project manager,Высшее,,Нету,,,3,1.5,2900,d,0,d,до 200 человек,Киев,продвинутый,18/12/2011 21:27:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,0,m,Junior Software Engineer,Среднее,C#/.NET,Нету,,,1,0.5,2000,d,0,d,до 50 человек,Кировоград,элементарный,18/12/2011 21:30:36,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.106 Chrome/15.0.874.106 Safari/535.2"
,24,f,Senior QA engineer,Высшее,,Нету,,Manual QA,4.5,1.75,2000,d,200,d,до 1000 человек,Киев,продвинутый,18/12/2011 21:34:30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,26,m,Project manager,Высшее,,Нету,,,5.5,0.75,2000,d,0,d,до 200 человек,Днепропетровск,выше среднего,18/12/2011 21:35:25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,27,m,Software Engineer,Высшее,Java,Нету,,,5,3,2500,d,0,d,до 50 человек,Киев,выше среднего,18/12/2011 21:39:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.10 (KHTML, like Gecko) Chrome/17.0.951.0 Safari/535.10"
,30,m,Senior Project Manager / Program Manager,Высшее,,Нету,,,4,3.5,35000,h,100000,h,до 1000 человек,Киев,продвинутый,18/12/2011 21:40:00,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,32,m,Software Engineer,Высшее,C#/.NET,Нету,,,10 и более лет,5.5,2500,d,2000,d,до 50 человек,Киев,элементарный,18/12/2011 21:54:39,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,27,m,Senior Software Engineer,Высшее,Java,Нету,,,4,2,3000,d,0,d,до 10 человек,Киев,ниже среднего,18/12/2011 22:04:11,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,27,m,Software Engineer,Высшее,PHP,Нету,,,5,2.5,1500,d,0,d,до 10 человек,Запорожье,ниже среднего,18/12/2011 22:20:05,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.106 Chrome/15.0.874.106 Safari/535.2"
,26,m,Software Engineer,Высшее,Java,Нету,,,5,3,2100,d,0,d,до 50 человек,Харьков,выше среднего,18/12/2011 22:20:54,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,22,m,Junior Software Engineer,Незаконченное высшее,Java,Нету,,,0.5,0.5,400,d,0,d,до 10 человек,Киев,ниже среднего,18/12/2011 22:27:06,Mozilla/5.0 (Windows NT 6.1; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,0,m,Junior Software Engineer,Среднее,C++,Нету,,,меньше 3 месяцев,меньше 3 месяцев,1000,d,0,d,до 10 человек,Киев,ниже среднего,18/12/2011 22:27:14,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,32,m,QA Tech Lead,Высшее,,Нету,,General QA,8,8,900,d,500,d,до 200 человек,Винница,выше среднего,18/12/2011 22:44:48,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Software Engineer,Высшее,Perl,Нету,,,5,0.5,5000,h,0,d,до 100 человек,Севастополь,элементарный,18/12/2011 22:53:48,Mozilla/5.0 (Ubuntu; X11; Linux x86_64; rv:8.0) Gecko/20100101 Firefox/8.0
,28,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,7,1.5,2200,d,0,d,до 100 человек,Киев,ниже среднего,18/12/2011 22:55:51,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.12 Safari/535.11"
,27,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,5,5,1700,d,0,d,до 50 человек,Киев,ниже среднего,18/12/2011 22:56:53,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,30,f,QA Tech Lead,Высшее,,Нету,,Manual QA,5,5,2300,d,0,d,до 10 человек,Киев,выше среднего,18/12/2011 23:00:49,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Software Engineer,Высшее,C#/.NET,Нету,,,4,4,1100,d,400,d,до 200 человек,Херсон,средний,18/12/2011 23:02:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,22,m,Junior Software Engineer,Высшее,C#/.NET,Нету,,,0.25,меньше 3 месяцев,6000,h,0,h,до 50 человек,Киев,средний,18/12/2011 23:07:37,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,35,m,Software Engineer,Высшее,C#/.NET,Нету,,,8,0.25,16000,h,0,d,до 50 человек,Киев,средний,18/12/2011 23:14:17,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,32,m,Senior Software Engineer,Высшее,Java,Нету,,,8,4,3100,d,0,d,до 1000 человек,Львов,выше среднего,18/12/2011 23:16:16,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Software Engineer,Высшее,PHP,Нету,,,3,меньше 3 месяцев,1000,d,1000,d,до 50 человек,Харьков,ниже среднего,18/12/2011 23:18:17,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,26,m,Технический писатель,Высшее,,Нету,,,0.5,0.5,400,d,900,d,до 50 человек,Харьков,выше среднего,19/12/2011 00:01:12,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Technical Lead,Высшее,PHP,Нету,,,4,3.5,11000,h,0,d,до 10 человек,Николаев,элементарный,19/12/2011 00:04:39,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,25,m,Системный администратор,Высшее,,Нету,,,3,2.5,2000,d,0,d,до 1000 человек,Киев,продвинутый,19/12/2011 00:51:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Junior Software Engineer,Высшее,PHP,Нету,,,1,1,3000,h,0,d,до 100 человек,Луганск,ниже среднего,19/12/2011 00:54:45,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.60
,24,m,Junior Software Engineer,Высшее,C#/.NET,Нету,,,0.5,0.5,4800,h,4000,h,до 10 человек,Киев,средний,19/12/2011 01:02:41,Mozilla/5.0 (Ubuntu; X11; Linux x86_64; rv:8.0) Gecko/20100101 Firefox/8.0
,28,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,7,6,2500,d,0,d,до 1000 человек,Киев,выше среднего,19/12/2011 01:07:20,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,29,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,General QA,7,6,2600,d,500,d,до 100 человек,Харьков,продвинутый,19/12/2011 01:22:33,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,22,m,Junior Software Engineer,Высшее,PHP,Нету,,,1,0.75,8000,h,0,d,до 10 человек,Киев,элементарный,19/12/2011 01:44:35,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,23,m,Senior Software Engineer,Высшее,C#/.NET,Нету,,,2,0.5,3200,d,0,d,до 1000 человек,Киев,средний,19/12/2011 02:54:36,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,24,m,Technical Lead,Высшее,Ruby/Rails,Нету,,,1,3,2600,d,0,d,до 50 человек,Днепропетровск,выше среднего,19/12/2011 03:48:06,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,34,m,Director of Engineering / Program Director,Высшее,,Нету,,,10 и более лет,10 и более лет,2000,d,12000,d,до 50 человек,Львов,выше среднего,19/12/2011 07:34:08,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,26,m,Senior QA engineer,Высшее,,Нету,,Automation QA,7,меньше 3 месяцев,2830,d,0,d,до 50 человек,Киев,выше среднего,19/12/2011 07:59:25,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Team lead,Высшее,,Нету,,,6,3.5,20000,h,35000,h,до 1000 человек,Киев,выше среднего,19/12/2011 08:54:26,Mozilla/5.0 (Windows NT 5.1; rv:8.0) Gecko/20100101 Firefox/8.0
,27,m,Software Engineer,Высшее,PHP,Нету,,,1.25,1.25,6000,d,0,d,до 10 человек,Донецк,ниже среднего,19/12/2011 09:22:38,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/10.04 Chromium/15.0.874.106 Chrome/15.0.874.106 Safari/535.2"
,29,m,Project manager,Высшее,,Нету,,,8,5,2000,d,0,d,до 10 человек,Киев,продвинутый,19/12/2011 09:54:25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,32,m,Senior Software Engineer,Высшее,C++,Нету,,,9,1,2500,d,0,d,до 100 человек,Киев,средний,19/12/2011 09:56:27,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,25,m,Senior Software Engineer,Высшее,Java,Нету,,,3.5,3.5,2250,h,3500,d,до 50 человек,Киев,выше среднего,19/12/2011 10:02:53,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.0; WOW64; Trident/4.0; SLCC1; .NET CLR 2.0.50727; .NET CLR 3.0.04506; Media Center PC 5.0)
,23,m,Junior Software Engineer,Высшее,Java,Нету,,,0.25,0.25,830,d,0,d,до 50 человек,Киев,ниже среднего,19/12/2011 10:04:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.120 Safari/535.2"
,0,m,Senior Software Engineer,Высшее,Python,Нету,,,3.5,1,3000,d,0,d,до 10 человек,Киев,продвинутый,19/12/2011 10:04:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,23,m,Software Engineer,Высшее,PHP,Нету,,,3,1.25,1500,d,0,d,до 1000 человек,Киев,продвинутый,19/12/2011 10:08:18,"Mozilla/5.0 (iPad; CPU OS 5_0_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9A405 Safari/7534.48.3"
,32,m,Software Engineer,Высшее,C#/.NET,Нету,,,10 и более лет,1,1300,d,0,d,до 1000 человек,Днепропетровск,средний,19/12/2011 10:12:47,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.874.121 Safari/535.2"
,30,m,Senior Software Engineer,Высшее,Java,Нету,,,4,1,1300,d,0,d,до 50 человек,Донецк,средний,19/12/2011 10:22:12,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Ubuntu/11.10 Chromium/15.0.874.106 Chrome/15.0.874.106 Safari/535.2"
,24,m,Системный администратор,Высшее,,Нету,,,3,1.5,100,h,0,d,до 10 человек,Киев,выше среднего,19/12/2011 10:33:18,Mozilla/5.0 (Windows NT 6.1; rv:8.0) Gecko/20100101 Firefox/8.0
,26,m,Software Engineer,Высшее,Objective-C,Нету,,,5,0.5,2800,d,0,d,до 10 человек,Киев,средний,19/12/2011 10:45:16,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,28,m,Senior Project Manager / Program Manager,Высшее,,Нету,,,6,1.25,2100,d,0,d,до 200 человек,Киев,выше среднего,19/12/2011 10:49:27,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.52.7 (KHTML, like Gecko) Version/5.1.2 Safari/534.52.7"
,30,m,Senior Software Engineer,Высшее,Java,Нету,,,8,2,2800,d,0,d,до 100 человек,Львов,выше среднего,19/12/2011 11:32:57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,22,m,Дизайнер,Высшее,,Нету,,,8,1,3500,h,0,d,до 10 человек,Харьков,ниже среднего,19/12/2011 11:37:56,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
,28,m,Junior Software Engineer,Высшее,Python,Нету,,,4,0.75,500,d,0,d,до 50 человек,Львов,ниже среднего,19/12/2011 11:56:17,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
,24,m,Senior Software Engineer,Высшее,C++,Нету,,,5,5,2800,d,0,d,до 200 человек,Киев,выше среднего,19/12/2011 11:58:03,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0.1) Gecko/20100101 Firefox/8.0.1
,22,m,Software Engineer,Незаконченное высшее,Flex/Flash/AIR,Нету,,,1.5,1,1000,d,0,d,до 10 человек,Киев,ниже среднего,19/12/2011 11:58:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.63 Safari/535.7"
