Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,"Зарплата в месяц",Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
HR,,,5,4,2500,0,Киев,до 1000 человек,Продуктовая,f,28,Два высших,False,выше среднего,,22/05/2015 18:05:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Researcher,,,2,2,1200,400,Киев,до 1000 человек,Продуктовая,f,27,Два высших,False,средний,,22/05/2015 18:07:40,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,Objective-C,,4,2,1300,300,Львов,до 1000 человек,Аутсорсинговая,m,26,Незаконченное высшее,False,ниже среднего,iOS,22/05/2015 18:10:34,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Бизнес-аналитик,,,7,меньше 3 месяцев,3000,0,Киев,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,продвинутый,"Веб-разработка,eCommerce",22/05/2015 18:14:29,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Product Manager,,,7,1.5,500,-1500,Одесса,до 10 человек,Стартап,m,26,Высшее,False,средний,Веб-разработка,22/05/2015 18:23:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior QA engineer,,Manual QA,0.5,0.5,350,0,Харьков,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,Веб-разработка,22/05/2015 18:25:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Senior Software Engineer,Java,,2,1.5,2750,2000,Одесса,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,Другое,22/05/2015 18:25:50,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,JavaScript,,1.5,1,400,-100,Одесса,до 10 человек,Аутсорсинговая,m,24,Высшее,False,средний,Веб-разработка,22/05/2015 18:30:40,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,Java,,8,2,2400,0,Кировоград,до 50 человек,Стартап,m,27,Высшее,False,средний,Android,22/05/2015 18:36:28,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.45 Safari/537.36 OPR/30.0.1835.26 (Edition beta)"
Junior QA engineer,,Automation QA,1,1,600,0,Харьков,до 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,False,средний,"iOS,Веб-разработка",22/05/2015 18:48:34,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
HR,,,меньше 3 месяцев,меньше 3 месяцев,500,100,Одесса,до 50 человек,Продуктовая,m,29,Высшее,False,элементарный,Другое,22/05/2015 18:53:57,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,JavaScript,,0.5,0.5,300,100,Ивано-Франковск,до 50 человек,Аутсорсинговая,m,21,Высшее,True,средний,Веб-разработка,22/05/2015 18:55:55,"Mozilla/5.0 (Linux; Android 5.0; Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
Дизайнер,,,2,меньше 3 месяцев,1500,900,Киев,свыше 1000 человек,Аутсорсинговая,f,22,Высшее,False,выше среднего,"iOS,Веб-разработка",22/05/2015 18:56:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
QA engineer,,Manual QA,1.5,меньше 3 месяцев,1500,300,Киев,до 1000 человек,Аутсорсинговая,m,27,Два высших,False,выше среднего,Веб-разработка,22/05/2015 18:56:39,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
QA Tech Lead,,Automation QA,10 и более лет,7,2700,200,Львов,свыше 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Веб-разработка,22/05/2015 19:36:23,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,PHP,,2,1,750,350,Киев,до 200 человек,Продуктовая,m,22,Незаконченное высшее,True,ниже среднего,Веб-разработка,22/05/2015 19:40:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior Software Engineer,C#/.NET,,2,2,900,300,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,выше среднего,"Корпоративные системы,Мультимедиа",22/05/2015 19:42:33,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,Java,,2,1.5,2250,800,Киев,до 10 человек,Продуктовая,m,21,Незаконченное высшее,True,средний,"Android,Веб-разработка",22/05/2015 19:43:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior Software Engineer,C#/.NET,,0.5,0.25,250,0,Киев,до 10 человек,Другая,m,26,Высшее,False,средний,Веб-разработка,22/05/2015 20:03:03,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.90 Safari/537.36"
Junior Software Engineer,Java,,0.5,0.5,900,100,Киев,до 10 человек,Аутсорсинговая,m,18,Среднее,True,средний,"Desktop Applications,Веб-разработка",22/05/2015 20:36:20,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,Java,,1,0.25,650,0,Харьков,свыше 1000 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,средний,"Веб-разработка,eCommerce",22/05/2015 21:06:53,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4"
Software Engineer,Java,,1.5,меньше 3 месяцев,1200,800,Харьков,до 50 человек,Аутстаффинговая,m,24,Высшее,False,средний,Android,22/05/2015 21:06:58,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko
Software Engineer,PHP,,3,1,350,-50,Харьков,до 10 человек,Аутсорсинговая,m,24,Незаконченное высшее,False,ниже среднего,"Веб-разработка,eCommerce",22/05/2015 21:07:04,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0
Junior Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,200,0,Киев,до 50 человек,Другая,f,23,Высшее,False,средний,Веб-разработка,22/05/2015 21:07:38,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Junior Software Engineer,PHP,,1,0.5,200,0,Харьков,до 200 человек,Аутсорсинговая,m,28,Высшее,False,средний,"Gamedev,eCommerce",22/05/2015 21:07:48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0
Верстальщик,,,5,2,300,-50,Харьков,до 200 человек,Аутстаффинговая,m,24,Высшее,False,ниже среднего,"Веб-разработка,Gamedev",22/05/2015 21:08:32,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,Java,,6,2,3200,500,Киев,свыше 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,Финансы и банки,22/05/2015 21:10:39,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:35.0) Gecko/20100101 Firefox/35.0
Senior QA engineer,,General QA,5,2,2300,300,Киев,свыше 1000 человек,Аутсорсинговая,f,26,Незаконченное высшее,False,средний,Веб-разработка,22/05/2015 21:15:27,"Mozilla/5.0 (Linux; Android 5.0; SM-G900H Build/LRX21T) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
Junior Software Engineer,JavaScript,,1.5,1,500,0,Черкассы,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,Веб-разработка,22/05/2015 21:17:10,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Junior Software Engineer,Java,,1.5,1.5,1200,200,Киев,свыше 1000 человек,Продуктовая,f,24,Высшее,False,продвинутый,"Android,Desktop Applications",22/05/2015 21:30:21,Mozilla/5.0 (Windows NT 6.1; rv:33.0) Gecko/20100101 Firefox/33.0
Software Engineer,PHP,,1.5,1.5,1000,500,Киев,до 10 человек,Аутсорсинговая,m,21,Незаконченное высшее,True,ниже среднего,Веб-разработка,22/05/2015 21:34:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,C#/.NET,,3,2,2750,200,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Desktop Applications,Финансы и банки",22/05/2015 21:34:51,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,C#/.NET,,4,1.5,2400,200,Харьков,до 200 человек,Аутсорсинговая,m,27,Незаконченное высшее,False,средний,"Веб-разработка,Корпоративные системы",22/05/2015 21:35:40,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior Software Engineer,PHP,,1,0.5,220,0,Киев,до 10 человек,Аутсорсинговая,m,19,Незаконченное высшее,True,средний,"Веб-разработка,Корпоративные системы",22/05/2015 21:37:57,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,C++,,7,5,3200,0,Киев,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,Embedded,22/05/2015 21:57:46,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Software Engineer,JavaScript,,2,меньше 3 месяцев,1500,1000,Киев,до 1000 человек,Продуктовая,m,20,Незаконченное высшее,False,средний,Веб-разработка,22/05/2015 22:01:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Technical Lead,C++,,10 и более лет,3,3800,200,Киев,свыше 1000 человек,Аутстаффинговая,m,43,Высшее,False,выше среднего,Системное программирование,22/05/2015 22:12:58,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,SQL,,7,7,500,-500,Киев,до 200 человек,Продуктовая,m,39,Высшее,False,элементарный,"Desktop Applications,Корпоративные системы",22/05/2015 22:13:51,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Project manager,,,6,2,4400,300,Харьков,до 200 человек,Аутсорсинговая,m,34,Высшее,False,продвинутый,"Desktop Applications,Веб-разработка",22/05/2015 22:15:11,Mozilla/5.0 (Windows NT 6.1; rv:31.0) Gecko/20100101 Firefox/31.0
Software Engineer,JavaScript,,3,3,1400,400,Другой,до 50 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,eCommerce,22/05/2015 22:28:07,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/45.0.2408.0 Safari/537.36"
Software Engineer,JavaScript,,7,1.5,2050,350,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,средний,Веб-разработка,22/05/2015 22:35:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,C#/.NET,,2,0.25,2680,1900,Киев,до 1000 человек,Аутстаффинговая,m,24,Высшее,False,средний,Корпоративные системы,22/05/2015 22:37:37,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,Java,,10 и более лет,меньше 3 месяцев,3600,500,Одесса,до 200 человек,Продуктовая,m,35,Высшее,False,средний,Корпоративные системы,22/05/2015 22:42:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,JavaScript,,3,3,1200,200,Харьков,до 50 человек,Аутстаффинговая,m,25,Высшее,False,средний,Веб-разработка,22/05/2015 22:50:47,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,PHP,,2,1,1400,200,Одесса,до 50 человек,Продуктовая,m,24,Высшее,False,средний,Веб-разработка,22/05/2015 22:55:28,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Mobile/12F70 [FBAN/FBIOS;FBAV/31.0.0.44.261;FBBV/10598108;FBDV/iPhone7,2;FBMD/iPhone;FBSN/iPhone OS;FBSV/8.3;FBSS/2; FBCR/Carrier;FBID/phone;FBLC/ru_RU;FBOP/5]"
Senior Software Engineer,C,,7,2,2400,0,Киев,до 1000 человек,Продуктовая,m,27,Высшее,False,средний,"Android,Системное программирование",22/05/2015 23:01:36,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,PHP,,6,6,600,0,Херсон,до 10 человек,Аутсорсинговая,f,30,Высшее,False,средний,Веб-разработка,22/05/2015 23:01:51,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17
Senior Software Engineer,C#/.NET,,4,1.5,2700,200,Киев,до 10 человек,Аутсорсинговая,m,27,Высшее,False,продвинутый,"Веб-разработка,Корпоративные системы",22/05/2015 23:05:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_4) AppleWebKit/600.7.5 (KHTML, like Gecko) Version/8.0.7 Safari/600.7.5"
Software Engineer,Python,,4,0.5,2000,0,Киев,до 10 человек,Продуктовая,m,21,Незаконченное высшее,False,ниже среднего,Веб-разработка,22/05/2015 23:07:35,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,C++,,3,3,1600,0,Днепропетровск,до 200 человек,Аутсорсинговая,m,25,Высшее,False,ниже среднего,"Desktop Applications,Системное программирование",22/05/2015 23:14:52,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4"
Scrum Master,,,1.5,1.5,1200,200,Киев,свыше 1000 человек,Аутсорсинговая,m,23,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",22/05/2015 23:16:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,PHP,,10 и более лет,1.5,500,-400,Киев,до 10 человек,Стартап,m,39,Высшее,False,средний,Веб-разработка,22/05/2015 23:18:18,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Software Engineer,Java,,8,1,2000,1000,Киев,свыше 1000 человек,Аутстаффинговая,m,40,Кандидат,False,средний,Финансы и банки,22/05/2015 23:22:40,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
QA engineer,,General QA,2,2,1100,100,Киев,до 50 человек,Аутсорсинговая,m,28,Высшее,False,средний,Desktop Applications,22/05/2015 23:29:21,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Верстальщик,,,0.5,0.5,300,0,Харьков,до 50 человек,Аутсорсинговая,m,26,Высшее,False,средний,Телекоммуникации,22/05/2015 23:31:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1795.60"
Software Engineer,APL,,3,1.5,1837,253,Киев,до 200 человек,Продуктовая,m,24,Высшее,False,выше среднего,"Desktop Applications,Финансы и банки",22/05/2015 23:44:09,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Junior Software Engineer,Java,,0.25,0.25,300,0,Львов,свыше 1000 человек,Аутсорсинговая,m,20,Высшее,True,ниже среднего,Веб-разработка,22/05/2015 23:50:42,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
QA engineer,,Automation QA,2,меньше 3 месяцев,1200,600,Харьков,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,Веб-разработка,22/05/2015 23:51:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Senior Software Engineer,Objective-C,,4,0.5,3650,500,Киев,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,iOS,22/05/2015 23:54:05,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
Junior QA engineer,,Manual QA,3,0.5,320,20,Киев,до 10 человек,Продуктовая,f,26,Высшее,False,ниже среднего,Desktop Applications,22/05/2015 23:58:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Researcher,,,8,1.5,2000,0,Другой,до 1000 человек,Другая,m,33,Кандидат,False,выше среднего,Другое,23/05/2015 00:03:36,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0
Junior Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,300,200,Ивано-Франковск,до 50 человек,Аутстаффинговая,m,27,Высшее,False,средний,Веб-разработка,23/05/2015 00:04:44,Mozilla/5.0 (Windows NT 5.1; rv:38.0) Gecko/20100101 Firefox/38.0
Technical Lead,C#/.NET,,8,4,1500,0,Одесса,до 200 человек,Аутсорсинговая,m,28,Высшее,False,продвинутый,Веб-разработка,23/05/2015 00:06:54,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Senior Software Engineer,Java,,3,3,2450,650,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Корпоративные системы,23/05/2015 00:14:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior Software Engineer,JavaScript,,3,1,950,550,Киев,до 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Веб-разработка,Другое",23/05/2015 00:15:41,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3"
QA engineer,,Manual QA,2,2,2000,300,Киев,до 50 человек,Продуктовая,m,29,Высшее,False,ниже среднего,"iOS,Веб-разработка",23/05/2015 00:18:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
DevOps,,,7,3,3000,0,Киев,до 50 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,"Телекоммуникации,Финансы и банки",23/05/2015 00:37:05,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,C#/.NET,,4,3,2700,300,Киев,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,Desktop Applications,23/05/2015 00:47:26,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Junior Software Engineer,JavaScript,,1,1,880,400,Львов,до 1000 человек,Аутсорсинговая,m,21,Высшее,False,средний,Веб-разработка,23/05/2015 01:12:13,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Team lead,,,10 и более лет,1.5,2250,0,Харьков,до 1000 человек,Продуктовая,m,37,Два высших,False,выше среднего,"Веб-разработка,Другое",23/05/2015 01:34:48,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
QA engineer,,Automation QA,3,1,1700,1200,Киев,до 1000 человек,Аутсорсинговая,m,26,Высшее,False,средний,,23/05/2015 01:51:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior Software Engineer,Java,,2,2,920,250,Львов,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,средний,Android,23/05/2015 01:56:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36"
Senior Software Engineer,C#/.NET,,9,1,2850,50,Днепропетровск,свыше 1000 человек,Аутсорсинговая,m,37,Высшее,False,средний,"Веб-разработка,Финансы и банки",23/05/2015 03:03:59,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2395.0 Safari/537.36"
Junior Software Engineer,Java,,1,1,500,50,Киев,до 50 человек,Аутсорсинговая,m,24,Среднее,False,выше среднего,Android,23/05/2015 03:55:07,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,Java,,2,2,1300,300,Львов,до 1000 человек,Аутсорсинговая,m,23,Высшее,False,средний,"Веб-разработка,Корпоративные системы",23/05/2015 06:35:38,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Software Engineer,Java,,2,0.5,1200,200,Винница,до 1000 человек,Продуктовая,m,21,Незаконченное высшее,True,ниже среднего,"Веб-разработка,Gamedev",23/05/2015 08:47:22,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,PHP,,2,0.5,1100,0,Киев,до 50 человек,Продуктовая,m,53,Высшее,False,ниже среднего,Веб-разработка,23/05/2015 08:47:34,"Mozilla/5.0 (Linux; Android 5.0.2; LG-D724 Build/LRX22G) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36"
Software Engineer,Java,,1,0.5,770,100,Киев,до 10 человек,Продуктовая,m,32,Высшее,False,ниже среднего,"Android,Телекоммуникации",23/05/2015 08:48:38,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Junior QA engineer,,Manual QA,меньше 3 месяцев,меньше 3 месяцев,300,0,Киев,до 10 человек,Аутсорсинговая,m,38,Высшее,False,средний,"Android,Веб-разработка",23/05/2015 09:03:27,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,PHP,,5,2,2400,300,Харьков,до 200 человек,Аутсорсинговая,m,26,Высшее,False,выше среднего,Веб-разработка,23/05/2015 09:10:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Senior QA engineer,,General QA,4,3,1500,100,Киев,до 200 человек,Продуктовая,f,27,Высшее,False,продвинутый,"Финансы и банки,eCommerce",23/05/2015 09:16:30,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 YaBrowser/15.2.2214.3645 Safari/537.36"
Senior Software Engineer,PHP,,6,5,3200,400,Запорожье,до 200 человек,Продуктовая,m,27,Высшее,False,средний,"Веб-разработка,Корпоративные системы",23/05/2015 09:31:14,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36"
Software Engineer,Java,,2,1.5,2000,400,Киев,до 50 человек,Аутсорсинговая,m,33,Высшее,False,средний,Корпоративные системы,23/05/2015 09:37:54,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Software Engineer,Delphi,,3,3,500,100,Кировоград,до 10 человек,Аутсорсинговая,m,25,Два высших,False,средний,Desktop Applications,23/05/2015 09:40:02,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Senior Software Engineer,C#/.NET,,5,1.5,3000,1000,Львов,до 200 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,Веб-разработка,23/05/2015 09:45:51,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0
Системный администратор,,,5,меньше 3 месяцев,800,0,Львов,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,средний,,23/05/2015 09:49:39,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
Бизнес-аналитик,,,3,0.25,2000,1000,Киев,до 1000 человек,Другая,f,25,Высшее,False,выше среднего,"iOS,Gamedev",23/05/2015 09:59:43,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
QA engineer,,Automation QA,3,1,2100,900,Киев,свыше 1000 человек,Аутсорсинговая,m,25,Высшее,False,выше среднего,"Веб-разработка,eCommerce",23/05/2015 10:04:55,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36"
