,Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Пол,Возраст,Образование,Уровень английского,Дата заполнения,User-Agent
,Senior Software Engineer,C#/.NET,,6.5,6.5,2750,100,Киев,свыше 1000 человек,m,29,Высшее,средний,19/12/2012 21:26:24,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,6,1.25,2500,200,Львов,до 200 человек,m,27,Высшее,выше среднего,19/12/2012 21:31:56,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C,,7,1,4400,1400,Киев,свыше 1000 человек,m,27,Высшее,продвинутый,19/12/2012 21:31:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Junior QA engineer,,Automation QA,0.5,0.5,600,0,Киев,свыше 1000 человек,m,23,Высшее,выше среднего,19/12/2012 21:32:41,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Other,,10 и более лет,4,1000,0,Харьков,до 10 человек,f,32,Высшее,элементарный,19/12/2012 21:34:28,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.11
,Software Engineer,Java,,2,0.75,1425,700,Киев,свыше 1000 человек,m,23,Высшее,средний,19/12/2012 21:37:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,3,0.25,2500,1500,Киев,до 200 человек,m,24,Высшее,средний,19/12/2012 21:49:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C,,4,1,2500,350,Харьков,свыше 1000 человек,m,24,Высшее,средний,19/12/2012 21:50:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,1.5,0.5,600,200,Тернополь,до 50 человек,m,25,Высшее,элементарный,19/12/2012 21:50:15,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,Java,,3,0.75,1300,-600,Киев,до 200 человек,m,23,Высшее,ниже среднего,19/12/2012 21:50:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,7.5,1.25,3660,330,Киев,до 50 человек,m,28,Высшее,продвинутый,19/12/2012 21:54:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Objective-C,,1.25,1.25,900,380,Киев,до 50 человек,m,24,Кандидат,выше среднего,19/12/2012 22:03:01,Mozilla/5.0 (Windows NT 6.0; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,SQL,,4,1.75,2850,650,Киев,свыше 1000 человек,m,26,Кандидат,выше среднего,19/12/2012 22:05:24,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.11
,Senior Software Engineer,C++,,6,4,3300,600,Киев,до 50 человек,m,33,Высшее,ниже среднего,19/12/2012 22:06:03,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,Project manager,,,9,5,3000,100,Львов,свыше 1000 человек,m,32,Кандидат,средний,19/12/2012 22:16:03,Opera/9.80 (Windows NT 6.1; WOW64; U; en) Presto/2.10.289 Version/12.02
,Junior Software Engineer,JavaScript,,меньше 3 месяцев,меньше 3 месяцев,600,0,Харьков,до 1000 человек,m,25,Высшее,ниже среднего,19/12/2012 22:17:05,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Ruby/Rails,,3,0.5,1500,0,Харьков,до 200 человек,m,25,Высшее,средний,19/12/2012 22:24:43,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,1.25,1.25,665,300,Львов,свыше 1000 человек,m,23,Высшее,средний,19/12/2012 22:25:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1 WebMoney Advisor
,Software Engineer,PHP,,3,2,1200,300,Харьков,до 50 человек,m,29,Два высших,выше среднего,19/12/2012 22:25:26,Mozilla/5.0 (Windows NT 5.1; rv:9.0.1) Gecko/20100101 Firefox/9.0.1
,Director of Engineering / Program Director,,,10 и более лет,2,3700,0,Киев,свыше 1000 человек,m,50,Кандидат,продвинутый,19/12/2012 22:25:39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Software Engineer,Java,,1.25,1.25,1700,700,Киев,свыше 1000 человек,m,27,Высшее,средний,19/12/2012 22:29:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2.5,0.5,1600,400,Киев,до 10 человек,m,22,Незаконченное высшее,средний,19/12/2012 22:29:08,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,7.5,0.25,2375,175,Харьков,до 1000 человек,m,27,Высшее,средний,19/12/2012 22:35:00,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-gb; Silk/1.0.13.81_10003810)Maxthon AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16 Silk-Accelerated=true"
,Senior Software Engineer,C#/.NET,,5,0.5,3350,1000,Киев,свыше 1000 человек,m,27,Высшее,выше среднего,19/12/2012 22:35:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,1.75,0.25,1600,750,Киев,до 200 человек,m,23,Высшее,средний,19/12/2012 22:36:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,0.5,0.5,500,0,Киев,до 50 человек,m,19,Незаконченное высшее,средний,19/12/2012 22:40:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.21 (KHTML, like Gecko) Chrome/25.0.1359.3 Safari/537.21"
,Junior Software Engineer,Python,,0.75,0.75,1200,0,Одесса,до 200 человек,m,31,Высшее,выше среднего,19/12/2012 22:41:09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,5,1.75,3200,1000,Киев,свыше 1000 человек,m,27,Высшее,средний,19/12/2012 22:41:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,Manual QA,8,1.25,1000,400,Одесса,до 1000 человек,m,32,Два высших,ниже среднего,19/12/2012 22:44:47,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C#/.NET,,8,1.5,1800,0,Киев,до 50 человек,m,30,Высшее,средний,19/12/2012 22:44:56,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C#/.NET,,3,0.25,2400,600,Львов,до 50 человек,m,23,Высшее,выше среднего,19/12/2012 22:50:56,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,C#/.NET,,1.5,1.25,750,200,Днепропетровск,до 10 человек,m,23,Высшее,средний,19/12/2012 22:57:18,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,4.5,меньше 3 месяцев,2000,1300,Киев,свыше 1000 человек,m,26,Высшее,ниже среднего,19/12/2012 23:01:02,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,JavaScript,,3,1.5,2200,600,Киев,до 1000 человек,m,24,Высшее,ниже среднего,19/12/2012 23:05:05,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Верстальщик,,,3,2,1900,400,Киев,до 1000 человек,m,23,Высшее,ниже среднего,19/12/2012 23:09:23,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,2.5,1,2250,750,Киев,до 10 человек,m,24,Высшее,продвинутый,19/12/2012 23:13:30,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,System Architect,C,,10 и более лет,1.25,2500,500,Львов,до 50 человек,m,47,Незаконченное высшее,средний,19/12/2012 23:23:46,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; en-us) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
,Project manager,,,меньше 3 месяцев,4.5,1200,100,Львов,до 1000 человек,m,24,Высшее,продвинутый,19/12/2012 23:24:29,Opera/9.80 (Windows NT 6.1; Edition Ukraine Local) Presto/2.12.388 Version/12.11
,Software Engineer,C++,,2.5,0.75,1800,1300,Киев,до 1000 человек,m,24,Высшее,выше среднего,19/12/2012 23:25:32,Mozilla/5.0 (X11; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,C#/.NET,,1,меньше 3 месяцев,500,150,Львов,до 50 человек,m,24,Высшее,выше среднего,19/12/2012 23:27:27,Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.10
,Project manager,,,8,8,3960,380,Киев,до 1000 человек,m,40,Высшее,выше среднего,19/12/2012 23:27:29,Mozilla/5.0 (Android; Tablet; rv:17.0) Gecko/17.0 Firefox/17.0
,QA engineer,,Manual QA,4,2,1050,100,Львов,свыше 1000 человек,m,26,Высшее,выше среднего,19/12/2012 23:28:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,Flex/Flash/AIR,,5,0.5,3150,600,Киев,свыше 1000 человек,m,26,Высшее,средний,19/12/2012 23:30:41,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:8.0) Gecko/20100101 Firefox/8.0
,Senior Software Engineer,C#/.NET,,6,0.5,2200,500,Одесса,до 50 человек,m,25,Высшее,выше среднего,19/12/2012 23:34:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Team lead,,,5,2,5500,500,Киев,до 200 человек,m,29,Высшее,продвинутый,19/12/2012 23:39:36,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,Automation QA,1.25,1.25,900,600,Киев,свыше 1000 человек,m,26,Два высших,средний,19/12/2012 23:39:56,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,Senior QA engineer,,General QA,4,1.75,1300,500,Львов,до 1000 человек,m,26,Незаконченное высшее,выше среднего,19/12/2012 23:40:20,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,400,0,Одесса,до 50 человек,m,22,Высшее,ниже среднего,19/12/2012 23:42:20,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,PHP,,1,1,700,450,Днепропетровск,до 10 человек,m,21,Незаконченное высшее,ниже среднего,19/12/2012 23:44:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,General QA,1,0.75,500,50,Тирасполь,до 10 человек,m,23,Высшее,ниже среднего,19/12/2012 23:45:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C++,,10 и более лет,0.5,2100,100,Львов,до 200 человек,m,36,Кандидат,выше среднего,19/12/2012 23:47:54,Mozilla/5.0 (Windows NT 5.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C#/.NET,,1,1,1500,900,Харьков,до 1000 человек,m,21,Незаконченное высшее,выше среднего,19/12/2012 23:49:54,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.11
,Верстальщик,,,4,0.25,500,50,Тирасполь,до 10 человек,m,27,Высшее,элементарный,19/12/2012 23:50:16,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Java,,1,0.5,1900,0,Киев,свыше 1000 человек,m,19,Незаконченное высшее,средний,19/12/2012 23:50:53,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Верстальщик,,,2,2,600,0,Харьков,до 50 человек,m,25,Высшее,элементарный,19/12/2012 23:52:30,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10 WebMoney Advisor
,Senior Software Engineer,Java,,5,5,1800,0,Симферополь,до 50 человек,m,40,Высшее,ниже среднего,19/12/2012 23:54:52,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,3,0.25,1200,0,Днепропетровск,до 50 человек,m,24,Незаконченное высшее,ниже среднего,19/12/2012 23:54:52,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,C#/.NET,,6,меньше 3 месяцев,3250,800,Киев,до 200 человек,m,29,Высшее,выше среднего,20/12/2012 00:02:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Java,,5,1,3000,400,Киев,до 10 человек,m,26,Два высших,продвинутый,20/12/2012 00:04:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,Manual QA,0.5,0.5,800,199,Киев,до 1000 человек,m,21,Незаконченное высшее,выше среднего,20/12/2012 00:11:16,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Objective-C,,0.25,0.25,500,0,Харьков,до 1000 человек,m,16,Незаконченное высшее,ниже среднего,20/12/2012 00:16:42,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Software Engineer,Python,,2.5,2.5,3000,1000,Львов,до 50 человек,m,30,Незаконченное высшее,ниже среднего,20/12/2012 00:23:36,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
,QA engineer,,General QA,2.5,2.5,1600,300,Киев,свыше 1000 человек,m,23,Высшее,средний,20/12/2012 00:24:46,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.79 Safari/537.4"
,Software Engineer,PHP,,4,1,1800,0,Киев,до 10 человек,m,24,Высшее,ниже среднего,20/12/2012 00:31:39,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
,Support,,,3.5,3.5,1500,375,Львов,до 10 человек,f,25,Кандидат,выше среднего,20/12/2012 00:33:38,Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.11
,QA engineer,,Automation QA,4,1.5,1800,100,Львов,до 1000 человек,m,30,Кандидат,выше среднего,20/12/2012 00:37:30,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,Objective-C,,2,1,1750,1000,Киев,до 50 человек,m,23,Незаконченное высшее,средний,20/12/2012 00:45:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Software Engineer,C++,,3.5,0.5,1800,800,Киев,до 50 человек,m,22,Незаконченное высшее,продвинутый,20/12/2012 00:46:57,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.64 Safari/537.11"
,Software Engineer,PHP,,10 и более лет,1.25,1000,0,Киев,до 10 человек,m,31,Высшее,средний,20/12/2012 00:55:46,Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0
,Software Engineer,Java,,2,2,950,200,Чернигов,до 50 человек,m,24,Высшее,средний,20/12/2012 01:09:05,Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:13.0) Gecko/20100101 Firefox/13.0.1
,Junior Software Engineer,Java,,0.5,0.5,500,100,Одесса,до 200 человек,m,19,Незаконченное высшее,средний,20/12/2012 01:10:08,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Technical Lead,Java,,2.5,2.5,1000,500,Сумы,до 50 человек,m,24,Высшее,выше среднего,20/12/2012 01:20:15,Mozilla/5.0 (Windows NT 6.1; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Java,,3,0.75,3500,300,Киев,до 1000 человек,m,28,Два высших,ниже среднего,20/12/2012 01:22:04,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,System Architect,Python,,5.5,1.25,3000,500,Киев,до 50 человек,m,28,Высшее,выше среднего,20/12/2012 01:27:56,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.17 (KHTML, like Gecko) Chrome/24.0.1312.40 Safari/537.17"
,QA engineer,,Manual QA,1.5,0.5,1500,1000,Киев,до 50 человек,m,25,Высшее,продвинутый,20/12/2012 01:31:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,Python,,0.5,0.25,300,0,Киев,до 10 человек,m,25,Незаконченное высшее,ниже среднего,20/12/2012 01:48:08,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.12
,Project manager,,,1,1,1300,400,Харьков,до 10 человек,f,25,Высшее,выше среднего,20/12/2012 01:51:10,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/536.26.17 (KHTML, like Gecko) Version/6.0.2 Safari/536.26.17"
,Software Engineer,PHP,,6,0.5,1700,500,Киев,до 50 человек,m,29,Высшее,средний,20/12/2012 01:51:15,Mozilla/5.0 (Windows NT 6.2; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Senior Software Engineer,Java,,9,меньше 3 месяцев,4000,600,Киев,до 10 человек,m,32,Высшее,средний,20/12/2012 02:27:29,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Junior Software Engineer,Java,,5,0.25,5800,4000,Львов,свыше 1000 человек,m,28,Кандидат,продвинутый,20/12/2012 02:45:30,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:10.0.11) Gecko/20100101 Firefox/10.0.11
,Junior QA engineer,,Manual QA,0.5,меньше 3 месяцев,100,100,Харьков,до 10 человек,m,21,Незаконченное высшее,элементарный,20/12/2012 02:51:49,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C++,,5,1.25,3000,0,Киев,до 10 человек,m,29,Высшее,ниже среднего,20/12/2012 05:09:35,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.101 Safari/537.11"
,System Architect,Java,,8,0.5,4200,900,Киев,до 1000 человек,m,30,Высшее,выше среднего,20/12/2012 05:56:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,Objective-C,,1.25,меньше 3 месяцев,1700,400,Киев,до 10 человек,m,24,Незаконченное высшее,ниже среднего,20/12/2012 07:21:51,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.2 Safari/537.22"
,Software Engineer,Java,,2,2,800,199,Киев,до 10 человек,m,28,Высшее,элементарный,20/12/2012 07:51:05,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1361.0 Safari/537.22"
,Senior QA engineer,,General QA,1,1,650,50,Днепропетровск,до 50 человек,f,25,Высшее,выше среднего,20/12/2012 08:08:05,Mozilla/5.0 (Windows NT 5.1; rv:16.0) Gecko/20100101 Firefox/16.0
,Junior Software Engineer,Java,,1,1,1000,0,Винница,до 50 человек,m,45,Два высших,средний,20/12/2012 08:21:00,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,Дизайнер,,,5,0.75,1600,0,Киев,до 1000 человек,m,28,Высшее,выше среднего,20/12/2012 08:24:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11"
,Software Engineer,C#/.NET,,5,2,1850,0,Киев,до 200 человек,m,30,Высшее,средний,20/12/2012 08:31:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,JavaScript,,6,0.25,2000,0,Киев,свыше 1000 человек,f,33,Высшее,средний,20/12/2012 08:34:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,C#/.NET,,5,4,2150,150,Киев,до 200 человек,m,32,Кандидат,средний,20/12/2012 08:38:22,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,5,3,3300,500,Киев,до 10 человек,m,28,Высшее,выше среднего,20/12/2012 08:52:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:16.0) Gecko/20100101 Firefox/16.0
,Junior Software Engineer,C#/.NET,,2,0.5,500,190,Одесса,до 200 человек,m,21,Незаконченное высшее,средний,20/12/2012 09:05:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,QA engineer,,General QA,1.5,1,1200,0,Киев,до 200 человек,m,25,Высшее,ниже среднего,20/12/2012 09:13:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior QA engineer,,General QA,1,1,500,150,Харьков,до 200 человек,m,24,Высшее,ниже среднего,20/12/2012 09:15:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Software Engineer,C++,,3.5,3.5,1500,0,Донецк,до 10 человек,m,30,Незаконченное высшее,элементарный,20/12/2012 09:23:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior QA engineer,,Automation QA,6.5,0.75,2000,200,Харьков,до 200 человек,m,30,Высшее,выше среднего,20/12/2012 09:33:41,"Mozilla/5.0 (Windows NT 6.0; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Junior Software Engineer,C,,1,1,900,300,Киев,до 200 человек,m,25,Высшее,средний,20/12/2012 09:34:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Senior Software Engineer,C#/.NET,,5.5,0.5,2000,1000,Киев,до 1000 человек,m,27,Высшее,продвинутый,20/12/2012 09:39:21,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:17.0) Gecko/20100101 Firefox/17.0
,Верстальщик,,,0.75,0.5,600,0,Киев,до 10 человек,m,22,Незаконченное высшее,средний,20/12/2012 09:45:56,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Software Engineer,PHP,,1.5,0.5,1300,0,Харьков,до 200 человек,m,26,Высшее,выше среднего,20/12/2012 09:48:27,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,5,1,2900,500,Киев,до 50 человек,m,30,Высшее,продвинутый,20/12/2012 09:51:33,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.46 Safari/535.11"
,Senior Software Engineer,SQL,,9,5,2500,500,Киев,до 50 человек,m,34,Высшее,ниже среднего,20/12/2012 09:53:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Project manager,,,5,1,2400,400,Харьков,до 1000 человек,m,37,Высшее,выше среднего,20/12/2012 10:01:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.97 Safari/537.11"
,Technical Lead,C#/.NET,,7,2.5,3300,500,Львов,до 200 человек,m,27,Высшее,выше среднего,20/12/2012 10:09:01,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.4 (KHTML, like Gecko) Chrome/22.0.1229.94 Safari/537.4"
,Software Engineer,PHP,,1.5,1.5,1020,450,Харьков,до 50 человек,m,29,Высшее,средний,20/12/2012 10:12:40,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0
