"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"2310","Software Engineer","Objective-C","","3.5","1.5",3600,1600,"Киев","до 50 человек","Продуктовая","мужской",23,"Высшее","False","выше среднего","Android,iOS","20/05/2014 23:57:06","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,1.5,"Киев",3600,NA,"DEV"
"2311","Junior Software Engineer","Java","","1.5","1.5",1350,500,"Харьков","до 50 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","True","средний","Веб-разработка,Другое","20/05/2014 23:59:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,1.5,"Харьков",1350,NA,"DEV"
"2312","Дизайнер","","","8","4",600,-200,"Днепр.","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","False","выше среднего","Веб-разработка,eCommerce","21/05/2014 00:02:50","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.0.3000 Chrome/30.0.1599.101 Safari/537.36",8,4,"Днепр.",600,NA,""
"2313","Software Engineer","Java","","2","меньше 3 месяцев",1600,700,"Киев","до 200 человек","Продуктовая","женский",25,"Высшее","False","продвинутый","Веб-разработка","21/05/2014 00:04:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,0,"Киев",1600,NA,"DEV"
"2314","Junior Software Engineer","C#/.NET","","меньше 3 месяцев","1.25",760,160,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 00:06:32","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,1.25,"Львов",760,NA,"DEV"
"2315","Системный администратор","","","2.5","1",800,0,"Киев","до 200 человек","Другая","мужской",26,"Незаконченное высшее","False","ниже среднего","Телекоммуникации","21/05/2014 00:08:29","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",2.5,1,"Киев",800,NA,"ADM"
"2316","Software Engineer","Java","","1.25","1.25",1000,100,"Харьков","до 1000 человек","Аутсорсинговая","мужской",26,"Два высших","False","выше среднего","Корпоративные системы","21/05/2014 00:08:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.25,1.25,"Харьков",1000,NA,"DEV"
"2317","Senior Software Engineer","Python","","7.5","1",3000,1500,"Львов","до 200 человек","Стартап","мужской",22,"Незаконченное высшее","True","продвинутый","Desktop Applications,Веб-разработка","21/05/2014 00:11:32","Mozilla/5.0 (X11; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0",7.5,1,"Львов",3000,NA,"DEV"
"2318","Team lead","","","7","4",3200,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Финансы и банки","21/05/2014 00:13:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",7,4,"Киев",3200,NA,"PM"
"2319","Software Engineer","C++","","5","2.5",1400,500,"Киев","до 10 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Desktop Applications,Корпоративные системы","21/05/2014 00:13:50","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17",5,2.5,"Киев",1400,NA,"DEV"
"2320","Junior QA engineer","","Automation QA","1.25","1.25",500,100,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",22,"Высшее","False","средний","Embedded","21/05/2014 00:17:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",1.25,1.25,"Харьков",500,NA,"QA"
"2321","Junior Software Engineer","JavaScript","","0.75","0.75",1900,950,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",26,"Высшее","False","средний","Веб-разработка","21/05/2014 00:22:55","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.75,0.75,"Киев",1900,NA,"DEV"
"2322","Senior Software Engineer","Flex/Flash/AIR","","9","2",3200,500,"Киев","до 10 человек","Другая","мужской",28,"Высшее","False","средний","Мультимедиа,Другое","21/05/2014 00:33:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",9,2,"Киев",3200,NA,"DEV"
"2323","Junior Software Engineer","Java","","1.5","0.5",900,1,"Киев","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 00:38:16","Opera/9.80 (X11; Linux x86_64) Presto/2.12.388 Version/12.16",1.5,0.5,"Киев",900,NA,"DEV"
"2324","Senior Software Engineer","Flex/Flash/AIR","","10 и более лет","2.5",6000,1000,"Киев","до 50 человек","Аутстаффинговая","мужской",36,"Два высших","False","элементарный","Веб-разработка,Gamedev","21/05/2014 00:38:45","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,2.5,"Киев",6000,NA,"DEV"
"2325","Junior Software Engineer","C++","","1.25","меньше 3 месяцев",1000,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",21,"Высшее","False","средний","Embedded,Мультимедиа","21/05/2014 00:41:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.25,0,"Киев",1000,NA,"DEV"
"2326","Senior Software Engineer","JavaScript","","4","0.5",3300,700,"Киев","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","False","продвинутый","Веб-разработка,Финансы и банки","21/05/2014 00:43:40","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",4,0.5,"Киев",3300,NA,"DEV"
"2327","Researcher","","","1","1",1500,1000,"Днепр.","до 1000 человек","Продуктовая","мужской",24,"Высшее","False","средний","Другое","21/05/2014 00:44:09","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Днепр.",1500,NA,""
"2328","Senior QA engineer","","Automation QA","6","6",2500,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Финансы и банки","21/05/2014 00:46:40","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6,6,"Харьков",2500,NA,"QA"
"2329","Software Engineer","C","","3.5","3.5",1650,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Embedded","21/05/2014 00:49:51","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,3.5,"Львов",1650,NA,"DEV"
"2330","Senior Software Engineer","C#/.NET","","4","0.75",3200,900,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","продвинутый","Финансы и банки","21/05/2014 00:59:03","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,0.75,"Киев",3200,NA,"DEV"
"2331","Senior Software Engineer","C#/.NET","","8","1",2500,0,"Львов","до 10 человек","Продуктовая","мужской",30,"Высшее","False","средний","Веб-разработка,Другое","21/05/2014 00:59:41","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",8,1,"Львов",2500,NA,"DEV"
"2332","Software Engineer","C#/.NET","","1.75","0.5",2000,1000,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Desktop Applications,Веб-разработка","21/05/2014 01:07:11","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.75,0.5,"Киев",2000,NA,"DEV"
"2333","Software Engineer","Python","","6","0.5",2000,6,"Львов","до 1000 человек","Аутстаффинговая","мужской",32,"Высшее","False","средний","Веб-разработка,Корпоративные системы","21/05/2014 01:14:59","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0",6,0.5,"Львов",2000,NA,"DEV"
"2334","Junior Software Engineer","Java","","0.75","0.5",900,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",21,"Высшее","True","выше среднего","Финансы и банки","21/05/2014 01:20:09","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.75,0.5,"Киев",900,NA,"DEV"
"2335","Senior Software Engineer","C#/.NET","","10 и более лет","2",3600,300,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",33,"Высшее","False","продвинутый","Финансы и банки","21/05/2014 01:20:15","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,2,"Киев",3600,NA,"DEV"
"2336","Technical Lead","C#/.NET","","10 и более лет","2",3150,150,"Днепр.","до 200 человек","Продуктовая","мужской",41,"Высшее","False","продвинутый","Веб-разработка","21/05/2014 01:36:43","Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17",10,2,"Днепр.",3150,NA,"SDEV"
"2337","Junior Software Engineer","PHP","","1.5","меньше 3 месяцев",1100,800,"Киев","до 10 человек","Стартап","мужской",22,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 02:19:14","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:26.0) Gecko/20100101 Firefox/26.0",1.5,0,"Киев",1100,NA,"DEV"
"2338","Senior Software Engineer","JavaScript","","8","0.5",2500,0,"Днепр.","до 200 человек","Продуктовая","мужской",28,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 02:29:12","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8,0.5,"Днепр.",2500,NA,"DEV"
"2339","Junior QA engineer","","Manual QA","меньше 3 месяцев","0.5",800,300,"Одесса","свыше 1000 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Другое","21/05/2014 03:05:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0,0.5,"Одесса",800,NA,"QA"
"2340","QA Tech Lead","","Manual QA","4","0.25",2500,1000,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка,eCommerce","21/05/2014 03:16:20","Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0",4,0.25,"Львов",2500,NA,"QA"
"2341","Junior Software Engineer","Java","","0.25","0.25",600,0,"Киев","до 10 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","True","средний","Веб-разработка,Корпоративные системы","21/05/2014 03:29:29","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",0.25,0.25,"Киев",600,NA,"DEV"
"2342","Software Engineer","C#/.NET","","6","3.5",2000,300,"Харьков","до 50 человек","Аутстаффинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 04:42:37","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6,3.5,"Харьков",2000,NA,"DEV"
"2343","Бизнес-аналитик","","","7","6",2300,200,"Днепр.","до 50 человек","Аутсорсинговая","мужской",38,"Высшее","False","средний","eCommerce,Корпоративные системы","21/05/2014 07:03:34","Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0",7,6,"Днепр.",2300,NA,""
"2344","Системный администратор","","","1","1",470,150,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Системное программирование,Корпоративные системы","21/05/2014 07:37:35","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1,1,"Львов",470,NA,"ADM"
"2345","Senior Software Engineer","Java","","6","1.25",3500,500,"Киев","до 50 человек","Продуктовая","мужской",29,"Высшее","False","средний","Финансы и банки","21/05/2014 07:40:03","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:29.0) Gecko/20100101 Firefox/29.0",6,1.25,"Киев",3500,NA,"DEV"
"2346","Junior Software Engineer","Python","","1.5","2",1200,800,"Днепр.","свыше 1000 человек","Другая","мужской",25,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","21/05/2014 08:03:57","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,2,"Днепр.",1200,NA,"DEV"
"2347","Software Engineer","Ruby/Rails","","1.75","0.5",1300,300,"Днепр.","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","True","средний","Веб-разработка,Финансы и банки","21/05/2014 08:04:35","Mozilla/5.0 (Linux; U; Android 4.0.4; en-us; CJ ThL Build/IMM76D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",1.75,0.5,"Днепр.",1300,NA,"DEV"
"2348","Senior Software Engineer","C#/.NET","","9","5",2400,0,"Днепр.","до 1000 человек","Продуктовая","мужской",27,"Высшее","False","ниже среднего","Веб-разработка","21/05/2014 08:07:50","Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0",9,5,"Днепр.",2400,NA,"DEV"
"2349","QA engineer","","Automation QA","4","1.75",3000,400,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",26,"Высшее","False","средний","Android,Веб-разработка","21/05/2014 08:08:25","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,1.75,"Киев",3000,NA,"QA"
"2350","Senior QA engineer","","General QA","3","0.5",1600,300,"Киев","до 50 человек","Аутстаффинговая","женский",24,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","21/05/2014 08:19:00","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/29.0.1547.65 Safari/537.36",3,0.5,"Киев",1600,NA,"QA"
"2351","Software Engineer","Scala","","3","2",1750,450,"Днепр.","до 1000 человек","Продуктовая","мужской",33,"Высшее","False","средний","Веб-разработка","21/05/2014 08:26:32","Mozilla/5.0 (Linux; U; Android 4.2.1; ru-ru; ZP980 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",3,2,"Днепр.",1750,NA,"DEV"
"2352","Software Engineer","PHP","","6","1.75",1000,0,"Другой","до 50 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Веб-разработка","21/05/2014 08:32:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36",6,1.75,"other",1000,NA,"DEV"
"2353","Senior Software Engineer","JavaScript","","3","1",1850,200,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",26,"Незаконченное высшее","False","средний","Desktop Applications","21/05/2014 08:33:16","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; rv:11.0) like Gecko",3,1,"Львов",1850,NA,"DEV"
"2354","Senior Software Engineer","C#/.NET","","5.5","2",3700,1200,"Киев","до 10 человек","Аутстаффинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 08:38:24","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",5.5,2,"Киев",3700,NA,"DEV"
"2355","Software Engineer","PHP","","1.5","0.5",900,500,"Харьков","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка,eCommerce","21/05/2014 08:38:47","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,0.5,"Харьков",900,NA,"DEV"
"2356","Бизнес-аналитик","","","1.25","1.25",800,200,"Харьков","до 1000 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","выше среднего","Android,Веб-разработка","21/05/2014 08:40:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",1.25,1.25,"Харьков",800,NA,""
"2357","Software Engineer","C#/.NET","","3","3",2000,200,"Киев","до 200 человек","Продуктовая","мужской",24,"Высшее","False","средний","","21/05/2014 08:44:45","Mozilla/5.0 (iPad; CPU OS 6_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) CriOS/34.0.1847.18 Mobile/10B141 Safari/8536.25",3,3,"Киев",2000,NA,"DEV"
"2358","Senior QA engineer","","General QA","3.5","3.5",1500,400,"Донецк","до 200 человек","Аутсорсинговая","женский",29,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","21/05/2014 08:47:40","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",3.5,3.5,"other",1500,NA,"QA"
"2359","Senior Software Engineer","JavaScript","","3.5","3.5",1050,100,"Житомир","до 10 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","средний","iOS,Веб-разработка","21/05/2014 08:58:25","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3.5,3.5,"other",1050,NA,"DEV"
"2360","Senior Software Engineer","C#/.NET","","10 и более лет","0.25",4200,1200,"Киев","до 200 человек","Аутсорсинговая","мужской",36,"Незаконченное высшее","False","средний","Windows Phone,Веб-разработка","21/05/2014 09:20:42","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,0.25,"Киев",4200,NA,"DEV"
"2361","Senior Software Engineer","PHP","","5","3",700,100,"Харьков","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка,eCommerce","21/05/2014 09:24:33","Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_3 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B329 Safari/8536.25",5,3,"Харьков",700,NA,"DEV"
"2362","Senior Software Engineer","Java","","8","меньше 3 месяцев",4500,0,"Киев","до 200 человек","Аутстаффинговая","мужской",28,"Высшее","False","выше среднего","Корпоративные системы","21/05/2014 09:29:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",8,0,"Киев",4500,NA,"DEV"
"2363","Software Engineer","JavaScript","","1.5","1",450,150,"Ивано-Франковск","до 200 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","True","выше среднего","Веб-разработка","21/05/2014 09:34:17","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.5,1,"other",450,NA,"DEV"
"2364","QA engineer","","Manual QA","3","0.25",1000,0,"Харьков","до 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","","21/05/2014 09:44:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,0.25,"Харьков",1000,NA,"QA"
"2365","Senior Software Engineer","Ruby/Rails","","4","3.5",2000,500,"Донецк","до 50 человек","Стартап","мужской",27,"Высшее","False","ниже среднего","Веб-разработка,Корпоративные системы","21/05/2014 09:44:24","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14",4,3.5,"other",2000,NA,"DEV"
"2366","Software Engineer","JavaScript","","4","2",1600,400,"Львов","до 200 человек","Аутсорсинговая","мужской",22,"Высшее","False","выше среднего","Веб-разработка","21/05/2014 09:46:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",4,2,"Львов",1600,NA,"DEV"
"2367","QA engineer","","Manual QA","2","2",1400,600,"Харьков","до 50 человек","Аутсорсинговая","женский",26,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","21/05/2014 09:49:34","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,2,"Харьков",1400,NA,"QA"
"2368","Junior QA engineer","","Manual QA","1.75","0.5",700,370,"Львов","свыше 1000 человек","Продуктовая","женский",24,"Высшее","False","средний","Desktop Applications,Другое","21/05/2014 09:49:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",1.75,0.5,"Львов",700,NA,"QA"
"2369","Software Engineer","PHP","","3","0.5",2200,1400,"Киев","до 50 человек","Продуктовая","мужской",31,"Высшее","False","выше среднего","Веб-разработка,Мультимедиа","21/05/2014 09:50:59","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36",3,0.5,"Киев",2200,NA,"DEV"
"2370","Project manager","","","3","1",855,0,"Днепр.","до 1000 человек","Продуктовая","женский",25,"Высшее","False","выше среднего","eCommerce","21/05/2014 09:51:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,1,"Днепр.",855,NA,"PM"
"2371","Software Engineer","C#/.NET","","4","0.75",1500,600,"Житомир","до 200 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","Веб-разработка","21/05/2014 09:51:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0",4,0.75,"other",1500,NA,"DEV"
"2372","Senior Software Engineer","C++","","6.5","0.75",3500,800,"Киев","до 1000 человек","Продуктовая","мужской",27,"Незаконченное высшее","False","средний","iOS,Gamedev","21/05/2014 09:52:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6.5,0.75,"Киев",3500,NA,"DEV"
"2373","Junior Software Engineer","PHP","","1.5","0.5",350,0,"Харьков","до 10 человек","Аутсорсинговая","мужской",23,"Высшее","False","средний","Веб-разработка,Телекоммуникации","21/05/2014 09:53:58","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:18.0) Gecko/20100101 Firefox/18.0",1.5,0.5,"Харьков",350,NA,"DEV"
"2374","Support","","","5","4.5",1100,0,"Киев","до 10 человек","Другая","мужской",26,"Два высших","False","средний","Desktop Applications,Веб-разработка","21/05/2014 09:54:09","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",5,4.5,"Киев",1100,NA,""
"2375","Project manager","","","7","7",500,0,"Чернигов","до 10 человек","Аутсорсинговая","мужской",41,"Незаконченное высшее","False","ниже среднего","Веб-разработка","21/05/2014 09:57:28","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",7,7,"other",500,NA,"PM"
"2376","Senior QA engineer","","General QA","7","2",2600,300,"Львов","до 50 человек","Аутсорсинговая","мужской",31,"Высшее","False","средний","Веб-разработка","21/05/2014 09:59:14","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",7,2,"Львов",2600,NA,"QA"
"2377","Software Engineer","Java","","2","1.5",1000,400,"Днепр.","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","элементарный","Веб-разработка,Корпоративные системы","21/05/2014 10:02:59","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36",2,1.5,"Днепр.",1000,NA,"DEV"
"2378","QA Tech Lead","","General QA","10 и более лет","2.5",3500,300,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",33,"Высшее","False","продвинутый","iOS,Веб-разработка","21/05/2014 10:03:50","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",10,2.5,"Киев",3500,NA,"QA"
"2379","Technical Lead","Java","","6","4",3000,0,"Днепр.","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Desktop Applications","21/05/2014 10:06:48","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6,4,"Днепр.",3000,NA,"SDEV"
"2380","Software Engineer","PHP","","2","1.25",1500,500,"Киев","до 200 человек","Аутсорсинговая","мужской",27,"Высшее","False","средний","Веб-разработка","21/05/2014 10:08:31","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",2,1.25,"Киев",1500,NA,"DEV"
"2381","Software Engineer","Python","","1.5","1.25",1100,400,"Харьков","до 50 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка,Корпоративные системы","21/05/2014 10:10:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36",1.5,1.25,"Харьков",1100,NA,"DEV"
"2382","Software Engineer","Java","","6.5","1.25",2800,250,"Харьков","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","средний","Веб-разработка","21/05/2014 10:14:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",6.5,1.25,"Харьков",2800,NA,"DEV"
"2383","QA engineer","","Automation QA","3","0.25",2000,320,"Одесса","свыше 1000 человек","Аутстаффинговая","мужской",27,"Высшее","False","средний","Веб-разработка,Финансы и банки","21/05/2014 10:16:28","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36",3,0.25,"Одесса",2000,NA,"QA"
