Должность,Язык программирования,Специализация,Общий опыт работы,Опыт работы на текущем месте,Зарплата в месяц,Изменение зарплаты,Город,Размер компании,Тип компании,Пол,Возраст,Образование,Еще студент,Уровень английского,Предметная область,Дата заполнения,User-Agent
Senior Software Engineer,Java,,6,6,2100,300,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,29,Высшее,False,средний,"Веб-разработка,Корпоративные системы",20/05/2014 17:14:04,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C++,,10 и более лет,1.5,2500,2500,Киев,до 1000 человек,Аутсорсинговая,m,32,Высшее,False,средний,"Embedded,Телекоммуникации",20/05/2014 17:14:46,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,1200,500,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,22,Незаконченное высшее,False,средний,"Веб-разработка,Корпоративные системы",20/05/2014 17:14:48,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
HR,,,2.5,1,675,150,Харьков,свыше 1000 человек,Аутсорсинговая,f,23,Высшее,False,выше среднего,"Embedded,Финансы и банки",20/05/2014 17:15:07,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Director of Engineering / Program Director,,,10 и более лет,8,5000,0,Черкассы,до 200 человек,Аутсорсинговая,m,39,Два высших,False,средний,Другое,20/05/2014 17:15:38,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
System Architect,JavaScript,,8,меньше 3 месяцев,4000,700,Киев,до 200 человек,Аутсорсинговая,m,31,Высшее,False,выше среднего,Веб-разработка,20/05/2014 17:15:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C#/.NET,,5,1.5,1300,200,Винница,до 1000 человек,Продуктовая,m,26,Два высших,False,средний,"Gamedev,Корпоративные системы",20/05/2014 17:17:15,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C#/.NET,,10 и более лет,4,1700,0,Николаев,свыше 1000 человек,Аутсорсинговая,m,32,Незаконченное высшее,False,средний,"Desktop Applications,Веб-разработка",20/05/2014 17:17:25,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,Manual QA,1.25,1.25,600,400,Харьков,до 1000 человек,Аутсорсинговая,f,23,Высшее,False,выше среднего,"Веб-разработка,Другое",20/05/2014 17:18:17,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0
Junior QA engineer,,Manual QA,1.5,1.25,600,400,Ивано-Франковск,свыше 1000 человек,Аутсорсинговая,m,25,Два высших,False,выше среднего,Веб-разработка,20/05/2014 17:18:25,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,PHP,,0.75,0.75,500,400,Харьков,до 200 человек,Аутсорсинговая,f,23,Высшее,False,элементарный,Веб-разработка,20/05/2014 17:18:25,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:26.0) Gecko/20100101 Firefox/26.0
QA engineer,,Automation QA,3.5,3.5,1200,300,Днепропетровск,до 50 человек,Аутсорсинговая,m,28,Высшее,False,средний,Веб-разработка,20/05/2014 17:21:06,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior Software Engineer,C#/.NET,,5,2,2700,300,Днепропетровск,свыше 1000 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,"Android,iOS",20/05/2014 17:21:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
QA engineer,,General QA,2,2,1200,0,Киев,до 200 человек,Продуктовая,m,27,Высшее,False,средний,Desktop Applications,20/05/2014 17:21:54,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,Objective-C,,10 и более лет,1.25,4600,800,Другой,до 50 человек,Стартап,m,41,Незаконченное высшее,False,средний,iOS,20/05/2014 17:22:24,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Project manager,,,2,2,2300,300,Киев,до 200 человек,Продуктовая,m,31,Высшее,False,выше среднего,Корпоративные системы,20/05/2014 17:22:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,Java,,7,0.5,5500,2000,Одесса,до 50 человек,Продуктовая,m,26,Незаконченное высшее,False,выше среднего,"Корпоративные системы,Другое",20/05/2014 17:22:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Software Engineer,C#/.NET,,5,0.5,2500,0,Киев,до 200 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,продвинутый,"Веб-разработка,Корпоративные системы",20/05/2014 17:22:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,6,0.5,1000,300,Львов,до 10 человек,Аутсорсинговая,m,29,Высшее,False,средний,Веб-разработка,20/05/2014 17:23:11,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,PHP,,2.5,2,1300,100,Одесса,до 10 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Веб-разработка,eCommerce",20/05/2014 17:23:59,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Senior QA engineer,,Automation QA,3,2,2000,500,Днепропетровск,свыше 1000 человек,Другая,m,23,Высшее,False,ниже среднего,"Веб-разработка,Финансы и банки",20/05/2014 17:24:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.149 Safari/537.36"
Software Engineer,C++,,3,2,1600,0,Днепропетровск,до 200 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,Системное программирование,20/05/2014 17:24:20,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Системный администратор,,,8,2.5,2600,200,Киев,до 1000 человек,Продуктовая,m,28,Среднее,False,продвинутый,eCommerce,20/05/2014 17:25:17,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Software Engineer,SQL,,4,1.25,1300,0,Харьков,свыше 1000 человек,Аутстаффинговая,m,28,Высшее,False,средний,"Финансы и банки,Другое",20/05/2014 17:25:52,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:28.0) Gecko/20100101 Firefox/28.0
Technical Lead,PHP,,8,4.5,2500,500,Другой,до 50 человек,Продуктовая,m,26,Высшее,False,средний,Веб-разработка,20/05/2014 17:26:33,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
QA Tech Lead,,General QA,7,0.5,2400,400,Харьков,до 50 человек,Аутстаффинговая,f,41,Высшее,False,выше среднего,Финансы и банки,20/05/2014 17:27:14,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Objective-C,,4.5,3,1800,200,Киев,до 10 человек,Стартап,m,27,Высшее,False,ниже среднего,iOS,20/05/2014 17:27:40,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Project manager,,,7,7,3450,500,Львов,свыше 1000 человек,Аутсорсинговая,m,26,Высшее,False,продвинутый,"Телекоммуникации,Мультимедиа",20/05/2014 17:28:00,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.152 Safari/537.36"
Senior QA engineer,,Manual QA,10 и более лет,меньше 3 месяцев,2100,100,Харьков,до 200 человек,Продуктовая,f,33,Высшее,False,выше среднего,"iOS,Веб-разработка",20/05/2014 17:28:03,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko
Senior Software Engineer,C#/.NET,,10 и более лет,2,3050,150,Харьков,до 200 человек,Аутсорсинговая,m,41,Высшее,False,выше среднего,"Телекоммуникации,Финансы и банки",20/05/2014 17:28:06,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,Manual QA,0.5,0.5,500,200,Харьков,до 200 человек,Аутсорсинговая,m,24,Высшее,False,средний,"Android,iOS",20/05/2014 17:30:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
System Architect,Python,,10 и более лет,0.75,3500,0,Львов,свыше 1000 человек,Аутстаффинговая,m,24,Среднее,False,продвинутый,"Системное программирование,Телекоммуникации",20/05/2014 17:30:58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36"
Software Engineer,Ruby/Rails,,2.5,2.5,1750,1000,Харьков,до 10 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,Другое",20/05/2014 17:31:06,Mozilla/5.0 (X11; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0 Iceweasel/29.0.1
QA engineer,,Manual QA,3,0.75,1650,170,Киев,свыше 1000 человек,Аутсорсинговая,m,24,Высшее,False,выше среднего,Веб-разработка,20/05/2014 17:31:31,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67"
QA Tech Lead,,General QA,1.25,1.25,2500,600,Киев,свыше 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,"Desktop Applications,Веб-разработка",20/05/2014 17:33:29,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
HR,,,2.5,2.5,600,100,Львов,до 200 человек,Аутсорсинговая,f,24,Высшее,False,средний,Другое,20/05/2014 17:33:31,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C++,,7.5,1.25,2900,400,Одесса,до 1000 человек,Аутсорсинговая,m,29,Высшее,False,выше среднего,"Desktop Applications,Корпоративные системы",20/05/2014 17:33:44,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,0.5,350,0,Львов,свыше 1000 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,ниже среднего,"Веб-разработка,Корпоративные системы",20/05/2014 17:33:45,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,Java,,меньше 3 месяцев,меньше 3 месяцев,1140,0,Киев,до 1000 человек,Аутстаффинговая,m,22,Незаконченное высшее,False,выше среднего,"Android,Gamedev",20/05/2014 17:33:52,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,JavaScript,,8,3,3230,200,Одесса,до 1000 человек,Аутсорсинговая,m,30,Высшее,False,ниже среднего,Веб-разработка,20/05/2014 17:36:00,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Java,,8,0.25,1800,-200,Киев,до 1000 человек,Аутсорсинговая,m,30,Высшее,False,выше среднего,Android,20/05/2014 17:38:14,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,PHP,,7,6,2000,200,Днепропетровск,до 50 человек,Аутсорсинговая,m,28,Высшее,False,средний,Веб-разработка,20/05/2014 17:38:33,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Director of Engineering / Program Director,,,8,6,6000,2200,Другой,до 200 человек,Продуктовая,m,33,Два высших,False,выше среднего,Веб-разработка,20/05/2014 17:38:50,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_3) AppleWebKit/537.75.14 (KHTML, like Gecko) Version/7.0.3 Safari/537.75.14"
Project manager,,,5,меньше 3 месяцев,2000,700,Киев,до 200 человек,Продуктовая,m,22,Незаконченное высшее,False,выше среднего,Веб-разработка,20/05/2014 17:39:10,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.76 Safari/537.36"
Junior QA engineer,,Automation QA,0.5,0.5,600,0,Днепропетровск,до 10 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,ниже среднего,Desktop Applications,20/05/2014 17:39:25,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36"
Software Engineer,PHP,,7.5,1.75,1100,100,Сумы,до 10 человек,Аутсорсинговая,m,24,Высшее,False,средний,Веб-разработка,20/05/2014 17:39:56,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36"
QA engineer,,General QA,2.5,0.25,1800,250,Киев,свыше 1000 человек,Аутсорсинговая,m,24,Два высших,False,средний,"Веб-разработка,Мультимедиа",20/05/2014 17:39:58,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,SQL,,0.5,0.5,600,600,Киев,свыше 1000 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,Финансы и банки,20/05/2014 17:40:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,Manual QA,0.5,0.5,450,100,Харьков,до 200 человек,Продуктовая,m,24,Высшее,False,средний,Gamedev,20/05/2014 17:40:54,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,5,меньше 3 месяцев,600,550,Киев,до 10 человек,Другая,m,28,Среднее,False,средний,Веб-разработка,20/05/2014 17:41:12,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,C#/.NET,,7,4,2900,100,Харьков,до 200 человек,Аутстаффинговая,m,29,Высшее,False,ниже среднего,"Desktop Applications,Веб-разработка",20/05/2014 17:41:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,General QA,1,меньше 3 месяцев,800,400,Киев,до 50 человек,Продуктовая,m,25,Высшее,False,выше среднего,Веб-разработка,20/05/2014 17:41:42,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36"
Верстальщик,,,1.5,0.75,1500,200,Киев,до 200 человек,Продуктовая,m,28,Высшее,False,средний,Веб-разработка,20/05/2014 17:44:35,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Objective-C,,1.5,1,700,250,Донецк,до 50 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,iOS,20/05/2014 17:45:02,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_5) AppleWebKit/537.74.9 (KHTML, like Gecko) Version/6.1.2 Safari/537.74.9"
Senior Software Engineer,C#/.NET,,6,0.25,4000,1000,Киев,до 10 человек,Аутсорсинговая,m,25,Высшее,False,средний,Desktop Applications,20/05/2014 17:45:12,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,5,3,2000,-200,Мариуполь,до 10 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Android,Веб-разработка",20/05/2014 17:47:26,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:29.0) Gecko/20100101 Firefox/29.0
Software Engineer,C#/.NET,,3.5,3,3500,2000,Днепропетровск,до 10 человек,Аутсорсинговая,m,19,Среднее,False,средний,Gamedev,20/05/2014 17:47:51,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,Python,,6,3.5,2800,200,Львов,до 1000 человек,Аутсорсинговая,m,28,Высшее,False,выше среднего,Веб-разработка,20/05/2014 17:49:13,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,PHP,,меньше 3 месяцев,меньше 3 месяцев,1200,300,Днепропетровск,до 10 человек,Другая,f,23,Высшее,False,средний,"Веб-разработка,Телекоммуникации",20/05/2014 17:49:29,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA Tech Lead,,General QA,7,3,2500,300,Донецк,до 50 человек,Аутсорсинговая,m,27,Высшее,False,средний,"Desktop Applications,Веб-разработка",20/05/2014 17:50:41,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36"
QA engineer,,General QA,меньше 3 месяцев,1.5,1500,1000,Днепропетровск,до 200 человек,Аутсорсинговая,m,26,Высшее,False,средний,"Android,iOS",20/05/2014 17:51:20,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,JavaScript,,0.75,0.75,900,300,Киев,до 10 человек,Продуктовая,m,21,Незаконченное высшее,True,ниже среднего,Веб-разработка,20/05/2014 17:51:42,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
QA engineer,,General QA,2,2,900,200,Киев,до 200 человек,Аутсорсинговая,m,23,Высшее,False,средний,Desktop Applications,20/05/2014 17:53:06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36"
Software Engineer,C++,,3.5,3.5,1000,0,Львов,до 10 человек,Продуктовая,m,25,Высшее,False,ниже среднего,iOS,20/05/2014 17:55:53,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Python,,4,1.5,3500,500,Киев,до 50 человек,Аутсорсинговая,m,27,Среднее,False,средний,Веб-разработка,20/05/2014 17:56:00,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36"
Junior Software Engineer,Java,,0.75,0.5,1000,300,Харьков,до 50 человек,Аутсорсинговая,m,22,Высшее,False,ниже среднего,"Финансы и банки,Корпоративные системы",20/05/2014 17:56:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Team lead,,,8,1.25,4000,200,Львов,до 200 человек,Аутстаффинговая,m,27,Высшее,False,выше среднего,Веб-разработка,20/05/2014 17:57:55,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Team lead,,,8,2.5,3400,600,Киев,свыше 1000 человек,Аутсорсинговая,f,30,Два высших,False,продвинутый,Финансы и банки,20/05/2014 17:58:05,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Junior Software Engineer,Python,,0.75,0.75,1200,600,Харьков,до 1000 человек,Продуктовая,m,26,Высшее,False,выше среднего,"Веб-разработка,Gamedev",20/05/2014 17:58:57,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior QA engineer,,General QA,4,2,2000,500,Киев,до 1000 человек,Аутстаффинговая,m,29,Высшее,False,выше среднего,"Телекоммуникации,Другое",20/05/2014 17:59:18,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Support,,,2,2,700,100,Киев,до 1000 человек,Продуктовая,m,23,Незаконченное высшее,True,выше среднего,Телекоммуникации,20/05/2014 17:59:30,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior QA engineer,,General QA,4.5,4.5,1900,400,Днепропетровск,до 50 человек,Аутсорсинговая,f,27,Высшее,False,выше среднего,Телекоммуникации,20/05/2014 17:59:34,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.131 Safari/537.36"
Верстальщик,,,меньше 3 месяцев,меньше 3 месяцев,200,0,Киев,до 10 человек,Другая,m,22,Незаконченное высшее,True,ниже среднего,Веб-разработка,20/05/2014 17:59:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Верстальщик,,,0.25,0.25,500,0,Киев,до 10 человек,Аутсорсинговая,m,22,Незаконченное высшее,True,средний,Веб-разработка,20/05/2014 18:00:11,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Java,,0.75,0.75,1500,0,Киев,до 50 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,"Веб-разработка,Корпоративные системы",20/05/2014 18:05:15,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/34.0.1847.116 Chrome/34.0.1847.116 Safari/537.36"
Junior Software Engineer,Ruby/Rails,,1,1,1650,1650,Киев,до 50 человек,Стартап,m,27,Высшее,False,продвинутый,Веб-разработка,20/05/2014 18:06:31,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,Ruby/Rails,,0.25,0.25,2137,300,Днепропетровск,до 10 человек,Аутсорсинговая,f,22,Среднее,False,выше среднего,Веб-разработка,20/05/2014 18:06:32,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior QA engineer,,Manual QA,0.75,0.5,260,0,Запорожье,до 50 человек,Аутсорсинговая,f,25,Высшее,False,выше среднего,"Android,iOS",20/05/2014 18:06:45,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0
Senior Software Engineer,C#/.NET,,10 и более лет,2.5,3080,0,Киев,свыше 1000 человек,Аутсорсинговая,m,36,Высшее,False,выше среднего,"Desktop Applications,Финансы и банки",20/05/2014 18:07:53,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/30.0.1599.101 Safari/537.36"
Team lead,,,7,7,3300,300,Харьков,до 1000 человек,Аутсорсинговая,m,27,Высшее,False,выше среднего,Веб-разработка,20/05/2014 18:09:16,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,PHP,,8,6,1250,250,Луцк,до 200 человек,Аутсорсинговая,m,25,Высшее,False,средний,"Веб-разработка,eCommerce",20/05/2014 18:10:50,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Software Engineer,C#/.NET,,2,меньше 3 месяцев,2000,1600,Харьков,до 200 человек,Аутсорсинговая,m,20,Незаконченное высшее,True,ниже среднего,"Веб-разработка,Корпоративные системы",20/05/2014 18:12:09,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Technical Lead,Java,,10 и более лет,меньше 3 месяцев,5000,0,Киев,до 1000 человек,Продуктовая,m,31,Высшее,False,продвинутый,"Веб-разработка,Gamedev",20/05/2014 18:12:22,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Junior Software Engineer,Java,,0.5,0.5,400,0,Харьков,до 10 человек,Аутсорсинговая,m,23,Высшее,False,ниже среднего,Веб-разработка,20/05/2014 18:14:19,Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.17
Senior Software Engineer,Java,,4.5,3.5,2400,0,Киев,до 200 человек,Аутсорсинговая,m,25,Среднее,False,средний,"Веб-разработка,eCommerce",20/05/2014 18:14:27,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36"
Senior Software Engineer,PHP,,3,3,2500,500,Днепропетровск,до 1000 человек,Продуктовая,m,27,Высшее,False,средний,"Android,Веб-разработка",20/05/2014 18:14:47,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36"
Team lead,,,10 и более лет,0.25,6000,2000,Киев,до 200 человек,Продуктовая,m,30,Высшее,False,средний,"Веб-разработка,Gamedev",20/05/2014 18:15:37,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36"
