"","X","Возраст","Пол","Должность","Образование","Язык.программирования","Индустрия","Предметная.область","Доп..специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Средняя.зарплата.в.месяц","Валюта","Годовые.премии.и.бонусы","Валюта.1","Размер.компании","Город","Уровень.английского","Дата.заполнения","User.Agent","exp","loc","salary","cls"
"1283",NA,33,"m","Senior Software Engineer","Высшее","Ruby/Rails","Нету",NA,"","10 и более лет","8",1700,"d",0,"d","до 50 человек","Харьков","ниже среднего","27/05/2012 11:17:44","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",10,"Харьков",1700,"DEV"
"1284",NA,26,"m","Системный администратор","Высшее","","Нету",NA,"","4.5","2",1200,"d",1000,"d","до 200 человек","Киев","выше среднего","27/05/2012 11:26:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4.5,"Киев",1200,"ADM"
"1285",NA,27,"m","Software Engineer","Среднее","PHP","Нету",NA,"","5","3",1200,"d",0,"d","до 10 человек","Одесса","элементарный","27/05/2012 11:34:22","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",5,"other",1200,"DEV"
"1286",NA,24,"f","Бизнес-аналитик","Высшее","","Нету",NA,"","2","2",11000,"h",20000,"h","до 100 человек","Киев","средний","27/05/2012 11:39:11","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",2,"Киев",1375,""
"1287",NA,29,"m","Software Engineer","Высшее","Java","Нету",NA,"","8","4",3100,"d",0,"d","до 50 человек","Киев","средний","27/05/2012 11:46:04","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",8,"Киев",3100,"DEV"
"1288",NA,28,"m","Software Engineer","Высшее","C","Нету",NA,"","3.5","3.5",900,"d",0,"d","до 100 человек","Харьков","средний","27/05/2012 11:54:13","Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20100101 Firefox/12.0",3.5,"Харьков",900,"DEV"
"1289",NA,31,"m","Senior Project Manager / Program Manager","Высшее","","Нету",NA,"","10 и более лет","8",3000,"d",0,"d","до 50 человек","Черновцы","выше среднего","27/05/2012 12:00:42","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",10,"other",3000,"SPM"
"1290",NA,27,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","4","3",2200,"d",0,"d","до 100 человек","Харьков","выше среднего","27/05/2012 12:14:09","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4,"Харьков",2200,"DEV"
"1291",NA,25,"m","Team lead","Высшее","PHP","Нету",NA,"","4","меньше 3 месяцев",3000,"d",0,"d","до 50 человек","Киев","средний","27/05/2012 12:32:11","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4,"Киев",3000,"PM"
"1292",NA,30,"m","QA engineer","Высшее","","Нету",NA,"General QA","4","3",1500,"d",0,"d","до 200 человек","Одесса","выше среднего","27/05/2012 12:34:22","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4,"other",1500,"QA"
"1293",NA,22,"m","Software Engineer","Высшее","Other","Нету",NA,"","1","1",1200,"d",0,"d","до 50 человек","Харьков","средний","27/05/2012 12:34:26","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:12.0) Gecko/20100101 Firefox/12.0",1,"Харьков",1200,"DEV"
"1294",NA,25,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","4.5","2.5",2100,"d",2000,"d","до 10 человек","Одесса","выше среднего","27/05/2012 12:39:23","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4.5,"other",2100,"DEV"
"1295",NA,28,"m","Senior QA engineer","Высшее","","Нету",NA,"General QA","5","1",1700,"d",0,"d","до 1000 человек","Киев","средний","27/05/2012 12:42:24","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",5,"Киев",1700,"QA"
"1296",NA,25,"m","QA engineer","Высшее","","Нету",NA,"Automation QA","1.5","0.75",1000,"d",400,"d","до 1000 человек","Днепр.","выше среднего","27/05/2012 12:53:11","Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.11 (KHTML, like Gecko) Chrome/20.0.1132.17 Safari/536.11",1.5,"Днепр.",1000,"QA"
"1297",NA,28,"m","Team lead","Высшее","","Нету",NA,"","5","1.5",2700,"d",0,"d","до 200 человек","Киев","выше среднего","27/05/2012 12:53:20","Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",5,"Киев",2700,"PM"
"1298",NA,22,"m","Software Engineer","Незаконченное высшее","C++","Нету",NA,"","4","1",800,"d",0,"d","до 100 человек","Харьков","ниже среднего","27/05/2012 12:57:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4,"Харьков",800,"DEV"
"1299",NA,23,"m","Junior Software Engineer","Высшее","JavaScript","Нету",NA,"","0.25","0.25",1000,"d",0,"d","до 50 человек","Киев","ниже среднего","27/05/2012 13:13:44","Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20100101 Firefox/12.0",0.25,"Киев",1000,"DEV"
"1300",NA,22,"m","Junior QA engineer","Высшее","","Нету",NA,"Manual QA","0.25","0.25",400,"d",0,"d","до 10 человек","Харьков","ниже среднего","27/05/2012 13:37:02","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",0.25,"Харьков",400,"QA"
"1301",NA,29,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","7","0.5",3000,"d",3000,"d","до 50 человек","Киев","продвинутый","27/05/2012 14:02:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",7,"Киев",3000,"DEV"
"1302",NA,23,"m","Software Engineer","Высшее","Java","Нету",NA,"","1.5","меньше 3 месяцев",1500,"d",0,"d","до 1000 человек","Киев","средний","27/05/2012 14:12:21","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/10.10 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",1.5,"Киев",1500,"DEV"
"1303",NA,30,"m","Software Engineer","Высшее","SQL","Нету",NA,"","5","0.25",2500,"d",0,"d","до 1000 человек","Киев","средний","27/05/2012 14:28:04","Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0",5,"Киев",2500,"DEV"
"1304",NA,30,"m","Верстальщик","Высшее","","Нету",NA,"","5","2",10000,"h",0,"d","до 200 человек","Днепр.","средний","27/05/2012 14:31:39","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",5,"Днепр.",1250,""
"1305",NA,20,"m","Junior Software Engineer","Незаконченное высшее","Python","Нету",NA,"","0.5","0.5",600,"d",1000,"d","до 10 человек","Киев","средний","27/05/2012 14:35:08","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",0.5,"Киев",600,"DEV"
"1306",NA,27,"m","Project manager","Незаконченное высшее","","Нету",NA,"","2","меньше 3 месяцев",1500,"d",1,"d","до 50 человек","Одесса","выше среднего","27/05/2012 15:03:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",2,"other",1500,"PM"
"1307",NA,27,"m","Support","Незаконченное высшее","","Нету",NA,"","5","5",7100,"h",0,"d","до 50 человек","Донецк","выше среднего","27/05/2012 15:14:42","Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0",5,"other",887.5,""
"1308",NA,26,"m","QA engineer","Высшее","","Нету",NA,"General QA","3","3",1100,"d",0,"d","до 100 человек","Харьков","средний","27/05/2012 15:25:38","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.46 Safari/535.11",3,"Харьков",1100,"QA"
"1309",NA,23,"m","Software Engineer","Высшее","PHP","Нету",NA,"","2.5","0.5",1300,"d",0,"d","до 1000 человек","Донецк","ниже среднего","27/05/2012 15:32:08","Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20100101 Firefox/12.0",2.5,"other",1300,"DEV"
"1310",NA,25,"m","Senior Software Engineer","Высшее","Flex/Flash/AIR","Нету",NA,"","4.5","3.5",3000,"d",500,"d","до 200 человек","Киев","выше среднего","27/05/2012 15:43:57","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4.5,"Киев",3000,"DEV"
"1311",NA,28,"m","Technical Lead","Высшее","C#/.NET","Нету",NA,"","7","0.5",2800,"d",0,"d","до 1000 человек","Киев","средний","27/05/2012 15:45:15","Mozilla/5.0 (X11; Linux x86_64; rv:12.0) Gecko/20100101 Firefox/12.0",7,"Киев",2800,"SDEV"
"1312",NA,23,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","4","4",1250,"d",0,"d","до 200 человек","Харьков","средний","27/05/2012 15:57:52","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4,"Харьков",1250,"DEV"
"1313",NA,27,"f","Senior QA engineer","Высшее","","Нету",NA,"Automation QA","2","0.75",2700,"d",2700,"d","до 100 человек","Киев","продвинутый","27/05/2012 16:15:48","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",2,"Киев",2700,"QA"
"1314",NA,22,"m","Системный администратор","Высшее","","Нету",NA,"","1.25","1.25",400,"d",0,"d","до 10 человек","Харьков","средний","27/05/2012 16:21:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1.25,"Харьков",400,"ADM"
"1315",NA,31,"m","Senior Software Engineer","Высшее","C++","Нету",NA,"","5","меньше 3 месяцев",2100,"d",0,"d","до 100 человек","Харьков","средний","27/05/2012 16:29:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",5,"Харьков",2100,"DEV"
"1316",NA,25,"m","Software Engineer","Высшее","Ruby/Rails","Нету",NA,"","3","3",700,"d",0,"d","до 10 человек","Черкассы","средний","27/05/2012 16:33:07","Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",3,"other",700,"DEV"
"1317",NA,22,"m","Software Engineer","Высшее","Java","Нету",NA,"","4","0.5",1700,"d",0,"d","до 1000 человек","Львов","выше среднего","27/05/2012 16:44:47","Mozilla/5.0 (X11; Linux x86_64; rv:12.0) Gecko/20100101 Firefox/12.0",4,"Львов",1700,"DEV"
"1318",NA,28,"m","Senior Software Engineer","Высшее","Delphi","Нету",NA,"","6","5",5300,"h",0,"d","до 10 человек","Херсон","ниже среднего","27/05/2012 17:27:11","Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 ( .NET CLR 3.5.30729) WebMoney Advisor",6,"other",662.5,"DEV"
"1319",NA,30,"m","Software Engineer","Высшее","PHP","Нету",NA,"","5","3",2200,"d",0,"d","до 1000 человек","Днепр.","средний","27/05/2012 17:31:33","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:12.0) Gecko/20100101 Firefox/12.0",5,"Днепр.",2200,"DEV"
"1320",NA,25,"m","Software Engineer","Высшее","Java","Нету",NA,"","2.5","1",1600,"d",0,"d","до 100 человек","Львов","средний","27/05/2012 17:35:42","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:12.0) Gecko/20100101 Firefox/12.0",2.5,"Львов",1600,"DEV"
"1321",NA,23,"m","Junior Software Engineer","Высшее","C#/.NET","Нету",NA,"","1.25","0.25",900,"d",0,"d","до 200 человек","Харьков","выше среднего","27/05/2012 17:40:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",1.25,"Харьков",900,"DEV"
"1322",NA,23,"m","Junior Software Engineer","Высшее","C#/.NET","Нету",NA,"","1","0.5",420,"d",0,"d","до 10 человек","Днепр.","средний","27/05/2012 17:48:16","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1,"Днепр.",420,"DEV"
"1323",NA,37,"f","Senior Software Engineer","Высшее","SQL","Нету",NA,"","8","7",500,"d",200,"d","до 1000 человек","Киев","ниже среднего","27/05/2012 17:50:44","Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20100101 Firefox/12.0",8,"Киев",500,"DEV"
"1324",NA,25,"m","Software Engineer","Высшее","Python","Нету",NA,"","7","1",1500,"d",0,"d","до 10 человек","Киев","ниже среднего","27/05/2012 18:01:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",7,"Киев",1500,"DEV"
"1325",NA,23,"m","Team lead","Высшее","","Нету",NA,"","6","0.5",4000,"d",0,"d","до 50 человек","Киев","продвинутый","27/05/2012 18:04:35","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/537.1 (KHTML, like Gecko) Chrome/21.0.1145.0 Safari/537.1",6,"Киев",4000,"PM"
"1326",NA,20,"m","Junior Software Engineer","Незаконченное высшее","Java","Нету",NA,"","0.75","0.75",800,"d",500,"d","до 1000 человек","Киев","выше среднего","27/05/2012 18:24:18","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",0.75,"Киев",800,"DEV"
"1327",NA,24,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","1.5","0.5",3000,"d",0,"d","до 200 человек","Киев","средний","27/05/2012 18:26:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1.5,"Киев",3000,"DEV"
"1328",NA,22,"m","Software Engineer","Незаконченное высшее","Java","Нету",NA,"","2","2",1400,"d",400,"d","до 100 человек","Львов","выше среднего","27/05/2012 18:27:05","Opera/9.80 (Windows NT 6.1; WOW64; U; uk) Presto/2.10.229 Version/11.64",2,"Львов",1400,"DEV"
"1329",NA,32,"m","Junior Software Engineer","Высшее","Flex/Flash/AIR","Нету",NA,"","1","1",650,"d",0,"d","до 1000 человек","Львов","средний","27/05/2012 18:45:04","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",1,"Львов",650,"DEV"
"1330",NA,20,"m","Software Engineer","Незаконченное высшее","PHP","Нету",NA,"","2","1.25",350,"d",400,"d","до 10 человек","Киев","выше среднего","27/05/2012 18:47:53","Mozilla/5.0 (Ubuntu; X11; Linux i686; rv:8.0) Gecko/20100101 Firefox/8.0",2,"Киев",350,"DEV"
"1331",NA,40,"m","Software Engineer","Высшее","PHP","Нету",NA,"","7","0.75",1500,"d",0,"d","до 100 человек","Львов","ниже среднего","27/05/2012 19:20:38","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",7,"Львов",1500,"DEV"
"1332",NA,25,"m","Системный администратор","Высшее","","Нету",NA,"","5","2",1100,"d",0,"d","до 100 человек","Киев","продвинутый","27/05/2012 19:23:18","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",5,"Киев",1100,"ADM"
"1333",NA,31,"m","Support","Высшее","","Нету",NA,"","4.5","1.5",1900,"d",200,"d","до 200 человек","Киев","средний","27/05/2012 19:39:14","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4.5,"Киев",1900,""
"1334",NA,30,"m","Software Engineer","Высшее","Java","Нету",NA,"","1","1",2000,"d",1200,"d","до 1000 человек","Киев","выше среднего","27/05/2012 19:52:36","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1,"Киев",2000,"DEV"
"1335",NA,26,"f","Senior QA engineer","Высшее","","Нету",NA,"Manual QA","4","2.5",1350,"d",0,"d","до 100 человек","Харьков","средний","27/05/2012 19:54:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.77 Safari/535.7",4,"Харьков",1350,"QA"
"1336",NA,25,"m","QA engineer","Высшее","","Нету",NA,"Automation QA","2","меньше 3 месяцев",2000,"d",0,"d","до 1000 человек","Киев","средний","27/05/2012 20:03:57","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.64",2,"Киев",2000,"QA"
"1337",NA,25,"m","Technical Lead","Высшее","Java","Нету",NA,"","2","1.25",1100,"d",0,"d","до 50 человек","Чернигов","средний","27/05/2012 20:13:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/534.57.2 (KHTML, like Gecko) Version/5.1.7 Safari/534.57.2",2,"other",1100,"SDEV"
"1338",NA,NA,"m","Junior QA engineer","Высшее","","Нету",NA,"Manual QA","0.25","0.25",500,"d",0,"d","до 10 человек","Киев","средний","27/05/2012 20:16:13","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",0.25,"Киев",500,"QA"
"1339",NA,24,"f","Support","Высшее","","Нету",NA,"","1.75","1",600,"d",0,"d","до 200 человек","Днепр.","выше среднего","27/05/2012 20:17:27","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.64",1.75,"Днепр.",600,""
"1340",NA,28,"m","Senior Software Engineer","Высшее","PHP","Нету",NA,"","5","1",2300,"d",3000,"d","до 50 человек","Одесса","средний","27/05/2012 20:21:18","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",5,"other",2300,"DEV"
"1341",NA,29,"m","Team lead","Высшее","","Нету",NA,"","4.5","2.5",2500,"d",6500,"d","до 1000 человек","Киев","продвинутый","27/05/2012 20:31:08","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4.5,"Киев",2500,"PM"
"1342",NA,26,"m","Senior Software Engineer","Высшее","Java","Нету",NA,"","4.5","0.5",2700,"d",0,"d","до 1000 человек","Киев","средний","27/05/2012 20:40:59","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.46 Safari/536.5",4.5,"Киев",2700,"DEV"
"1343",NA,33,"m","Software Engineer","Высшее","Java","Нету",NA,"","5","0.5",2000,"d",0,"d","до 100 человек","Харьков","средний","27/05/2012 20:58:54","Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.10.229 Version/11.64",5,"Харьков",2000,"DEV"
"1344",NA,28,"m","Software Engineer","Высшее","Java","Нету",NA,"","4.5","1",1750,"d",0,"d","до 100 человек","Харьков","средний","27/05/2012 20:59:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4.5,"Харьков",1750,"DEV"
"1345",NA,23,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","1.75","1.75",620,"d",0,"d","до 1000 человек","Ивано-Франковск","средний","27/05/2012 21:19:01","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",1.75,"other",620,"DEV"
"1346",NA,23,"m","Software Engineer","Высшее","C#/.NET","Нету",NA,"","1.25","1.5",800,"d",0,"d","до 50 человек","Львов","ниже среднего","27/05/2012 21:22:45","Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20100101 Firefox/12.0",1.25,"Львов",800,"DEV"
"1347",NA,24,"m","Senior Project Manager / Program Manager","Два высших","","Нету",NA,"","4","1.5",5000,"d",0,"d","до 100 человек","Харьков","продвинутый","27/05/2012 21:28:36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",4,"Харьков",5000,"SPM"
"1348",NA,29,"m","Senior Software Engineer","Высшее","C#/.NET","Нету",NA,"","9","меньше 3 месяцев",2800,"d",0,"d","до 50 человек","Киев","средний","27/05/2012 21:31:36","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",9,"Киев",2800,"DEV"
"1349",NA,25,"m","Software Engineer","Высшее","PHP","Нету",NA,"","3","0.25",1800,"d",0,"d","до 10 человек","Киев","средний","27/05/2012 21:49:10","Opera/9.80 (Windows NT 6.1; WOW64; U; Edition Ukraine Local; uk) Presto/2.10.229 Version/11.64",3,"Киев",1800,"DEV"
"1350",NA,22,"m","Junior Software Engineer","Высшее","C#/.NET","Нету",NA,"","1","0.75",500,"d",0,"d","до 1000 человек","Львов","ниже среднего","27/05/2012 21:51:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1,"Львов",500,"DEV"
"1351",NA,35,"m","Project manager","Высшее","","Нету",NA,"","10 и более лет","4",3500,"d",3000,"d","до 1000 человек","Киев","выше среднего","27/05/2012 21:56:36","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",10,"Киев",3500,"PM"
"1352",NA,24,"m","DBA / Администратор баз данных","Высшее","","Нету",NA,"","1.75","1.75",500,"d",0,"d","до 10 человек","Одесса","выше среднего","27/05/2012 21:57:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1.75,"other",500,"ADM"
"1353",NA,25,"m","Project manager","Высшее","","Нету",NA,"","0.5","0.5",2600,"d",0,"d","до 200 человек","Киев","продвинутый","27/05/2012 22:16:49","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",0.5,"Киев",2600,"PM"
"1354",NA,28,"m","Junior Software Engineer","Высшее","Ruby/Rails","Нету",NA,"","меньше 3 месяцев","меньше 3 месяцев",600,"d",6000,"d","до 100 человек","Днепр.","выше среднего","27/05/2012 22:49:24","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:12.0) Gecko/20100101 Firefox/12.0",0,"Днепр.",600,"DEV"
"1355",NA,23,"f","QA engineer","Среднее","","Нету",NA,"Manual QA","4.5","1.25",1800,"d",0,"d","до 10 человек","Киев","выше среднего","27/05/2012 23:03:09","Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.10.229 Version/11.64",4.5,"Киев",1800,"QA"
"1356",NA,34,"m","QA engineer","Высшее","","Нету",NA,"Manual QA","1.25","1.25",1200,"d",1200,"d","до 200 человек","Киев","средний","27/05/2012 23:11:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko)  Iron/17.0.1000.2 Chrome/17.0.1000.2 Safari/535.11",1.25,"Киев",1200,"QA"
"1357",NA,30,"f","Junior QA engineer","Высшее","","Нету",NA,"Manual QA","1.75","1.75",800,"d",300,"d","до 1000 человек","Киев","средний","27/05/2012 23:14:49","Mozilla/5.0 (Windows NT 5.1; rv:12.0) Gecko/20100101 Firefox/12.0",1.75,"Киев",800,"QA"
"1358",NA,27,"m","Бизнес-аналитик","Высшее","","Нету",NA,"","4","2",3500,"d",10000,"d","до 1000 человек","Киев","продвинутый","27/05/2012 23:22:12","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:12.0) Gecko/20100101 Firefox/12.0",4,"Киев",3500,""
"1359",NA,25,"m","QA engineer","Высшее","","Нету",NA,"Manual QA","1.5","1.5",1100,"d",600,"d","до 50 человек","Киев","выше среднего","27/05/2012 23:26:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",1.5,"Киев",1100,"QA"
"1360",NA,27,"m","Technical Lead","Высшее","Java","Нету",NA,"","6.5","0.5",3750,"d",0,"d","до 100 человек","Киев","продвинутый","27/05/2012 23:26:52","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_4) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",6.5,"Киев",3750,"SDEV"
"1361",NA,23,"m","Junior Software Engineer","Высшее","C#/.NET","Нету",NA,"","0.75","0.75",500,"d",0,"d","до 100 человек","Львов","средний","27/05/2012 23:31:46","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",0.75,"Львов",500,"DEV"
"1362",NA,23,"m","Junior Software Engineer","Высшее","Java","Нету",NA,"","0.5","0.5",2000,"d",0,"d","до 10 человек","Полтава","элементарный","27/05/2012 23:56:29","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.19 (KHTML, like Gecko) Ubuntu/12.04 Chromium/18.0.1025.151 Chrome/18.0.1025.151 Safari/535.19",0.5,"other",2000,"DEV"
"1363",NA,30,"m","Senior QA engineer","Высшее","","Нету",NA,"General QA","7","1.25",2000,"d",0,"d","до 100 человек","Одесса","средний","28/05/2012 00:01:23","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:9.0.1) Gecko/20100101 Firefox/9.0.1",7,"other",2000,"QA"
"1364",NA,25,"m","Team lead","Высшее","","Нету",NA,"","2.5","2.5",2600,"d",100,"d","до 100 человек","Днепр.","средний","28/05/2012 00:03:11","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.52 Safari/536.5",2.5,"Днепр.",2600,"PM"
"1365",NA,20,"m","Junior Software Engineer","Незаконченное высшее","PHP","Нету",NA,"","2","0.5",300,"d",0,"d","до 50 человек","Харьков","ниже среднего","28/05/2012 00:24:40","Opera/9.80 (Windows NT 6.1; WOW64; U; ru) Presto/2.10.229 Version/11.64",2,"Харьков",300,"DEV"
