"Город","Зарплата.в.месяц","Изменение.зарплаты","Должность","exp","current_job_exp","Язык.программирования","Специализация","Возраст","Пол","Образование","Уровень.английского","Размер.компании"
"2082","Луганск",800,500,"Software Engineer",4,3,"PHP","",26,"мужской","Высшее","элементарный","до 10 человек"
"2083","Киев",3000,0,"Software Engineer",10,3,"C#/.NET","",40,"мужской","Высшее","выше среднего","до 10 человек"
"2084","Донецк",700,100,"Software Engineer",4,4,"Python","",26,"мужской","Высшее","ниже среднего","до 10 человек"
"2085","Одесса",3000,200,"Senior Software Engineer",6,3,"Java","",31,"мужской","Высшее","средний","до 50 человек"
"2086","Донецк",400,400,"Системный администратор",6,6,"","",29,"мужской","Высшее","средний","до 10 человек"
"2087","Киев",900,400,"Junior Software Engineer",1,1,"C++","",23,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"2088","Харьков",2000,0,"Software Engineer",7,5,"C++","",33,"мужской","Высшее","ниже среднего","до 50 человек"
"2089","Днепр.",1800,0,"Senior QA engineer",6,2,"","General QA",26,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2090","Киев",3500,0,"Director of Engineering / Program Director",7,2,"","",30,"мужской","Два высших","выше среднего","до 50 человек"
"2091","Киев",2150,600,"Software Engineer",2.5,0.5,"C#/.NET","",22,"мужской","Незаконченное высшее","выше среднего","свыше 1000 человек"
"2092","Киев",2000,500,"Team lead",5,2,"","",25,"мужской","Высшее","средний","до 200 человек"
"2093","Львов",320,320,"Junior Software Engineer",0.5,0.5,"PHP","",22,"мужской","Незаконченное высшее","средний","до 50 человек"
"2094","Донецк",550,100,"Системный администратор",5,0.5,"","",28,"мужской","Высшее","средний","до 50 человек"
"2095","Киев",1500,300,"Senior Software Engineer",8,6,"C++","",29,"мужской","Кандидат","средний","до 10 человек"
"2096","Киев",515,0,"Junior Software Engineer",1,1,"Java","",19,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2097","Харьков",3700,700,"Software Engineer",10,0,"C++","",34,"мужской","Высшее","выше среднего","до 10 человек"
"2098","Киев",1000,100,"Software Engineer",1,1,"C++","",22,"мужской","Высшее","продвинутый","свыше 1000 человек"
"2099","Киев",3400,500,"Team lead",7.5,2.5,"","",36,"женский","Высшее","ниже среднего","до 200 человек"
"2100","Киев",3300,300,"Senior Software Engineer",5,0.25,"Flex/Flash/AIR","",26,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2102","Киев",3300,1000,"Senior Software Engineer",10,3.5,"PHP","",30,"мужской","Высшее","ниже среднего","до 10 человек"
"2103","Киев",1500,200,"Дизайнер",5,0.75,"","",28,"мужской","Высшее","выше среднего","до 50 человек"
"2104","Днепр.",3100,400,"Senior Software Engineer",4,1.5,"Java","",25,"мужской","Кандидат","выше среднего","свыше 1000 человек"
"2105","Днепр.",500,0,"Software Engineer",4,4,"C#/.NET","",43,"мужской","Незаконченное высшее","элементарный","до 10 человек"
"2106","Чернигов",1000,500,"Software Engineer",1,0.5,"C++","",22,"мужской","Незаконченное высшее","средний","до 10 человек"
"2107","Днепр.",620,1,"Junior Software Engineer",0.5,0.5,"Java","",24,"женский","Незаконченное высшее","средний","до 1000 человек"
"2108","Харьков",500,500,"HR",5,0,"","",27,"мужской","Высшее","средний","до 50 человек"
"2109","Днепр.",2300,300,"Senior Software Engineer",2,2,"PHP","",26,"мужской","Высшее","средний","до 1000 человек"
"2110","Харьков",1500,0,"Software Engineer",2,2,"Java","",32,"мужской","Два высших","выше среднего","до 50 человек"
"2111","Львов",1200,400,"Software Engineer",2.5,0.5,"PHP","",29,"мужской","Кандидат","средний","до 200 человек"
"2112","Киев",1500,500,"QA engineer",5,1,"","Automation QA",33,"мужской","Высшее","продвинутый","до 10 человек"
"2113","Одесса",1500,0,"Software Engineer",10,1.5,"C++","",28,"мужской","Высшее","средний","до 10 человек"
"2114","Черновцы",1330,300,"Software Engineer",3,2.5,"Java","",24,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"2115","Винница",340,34,"Junior Software Engineer",0.75,0.75,"Java","",22,"мужской","Высшее","ниже среднего","до 1000 человек"
"2116","Харьков",3000,1000,"Senior Project Manager / Program Manager",4,3,"","",35,"мужской","Высшее","средний","до 10 человек"
"2117","Киев",1200,400,"Junior Software Engineer",2,1,"Java","",21,"мужской","Незаконченное высшее","выше среднего","до 1000 человек"
"2118","Львов",1600,400,"Software Engineer",3,1.75,"Python","",24,"мужской","Высшее","выше среднего","до 50 человек"
"2119","Харьков",3500,500,"Software Engineer",10,4,"JavaScript","",40,"мужской","Высшее","выше среднего","до 50 человек"
"2120","Ровно",425,325,"Software Engineer",1.5,1.5,"PHP","",24,"мужской","Высшее","средний","до 50 человек"
"2121","Симферополь",560,185,"Junior Software Engineer",0.5,0.5,"Java","",27,"мужской","Высшее","ниже среднего","до 10 человек"
"2122","Киев",3000,1000,"Senior Software Engineer",3,0.25,"Java","",24,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2123","Запорожье",500,-100,"Системный администратор",6,0,"","",29,"мужской","Два высших","элементарный","до 10 человек"
"2124","Киев",800,0,"Junior Software Engineer",0.25,0.25,"JavaScript","",19,"мужской","Незаконченное высшее","средний","до 10 человек"
"2125","Чернигов",250,250,"Junior Software Engineer",0,0,"Flex/Flash/AIR","",24,"мужской","Высшее","ниже среднего","до 50 человек"
"2126","Киев",1800,500,"Software Engineer",3,0.25,"C++","",25,"мужской","Высшее","продвинутый","свыше 1000 человек"
"2127","Киев",2800,800,"Senior Software Engineer",6,1,"C++","",34,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2128","Харьков",3400,400,"Senior Software Engineer",9.5,1.75,"Java","",31,"мужской","Высшее","средний","до 200 человек"
"2129","Киев",2100,-100,"QA engineer",5,1,"","General QA",32,"мужской","Высшее","средний","свыше 1000 человек"
"2130","Одесса",3000,0,"Software Engineer",10,10,"Delphi","",39,"мужской","Высшее","средний","до 10 человек"
"2131","Мариуполь",1500,200,"Системный администратор",6,1.5,"","",23,"мужской","Незаконченное высшее","средний","до 50 человек"
"2132","Киев",600,300,"QA engineer",0.5,0.5,"","Manual QA",25,"мужской","Высшее","ниже среднего","до 50 человек"
"2133","Днепр.",800,200,"Support",5,2,"","",26,"мужской","Два высших","средний","до 200 человек"
"2134","Харьков",750,150,"Software Engineer",1.75,1.75,"Objective-C","",23,"мужской","Незаконченное высшее","средний","до 200 человек"
"2135","Запорожье",2000,400,"Software Engineer",3,1,"Java","",30,"мужской","Высшее","средний","до 10 человек"
"2136","Киев",500,0,"DBA / Администратор баз данных",3,3,"","",25,"женский","Высшее","элементарный","до 10 человек"
"2137","Киев",1500,0,"Junior Software Engineer",1.75,1.25,"Java","",24,"мужской","Высшее","выше среднего","до 200 человек"
"2139","Киев",900,200,"Software Engineer",1.5,0.75,"Objective-C","",23,"женский","Высшее","средний","до 200 человек"
"2140","Житомир",322,-110,"Системный администратор",3,1,"","",24,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2141","Днепр.",800,0,"Junior Software Engineer",0.75,0.75,"C++","",22,"мужской","Незаконченное высшее","средний","до 10 человек"
"2142","Симферополь",500,250,"Software Engineer",1,1,"PHP","",21,"мужской","Высшее","средний","до 10 человек"
"2143","Киев",300,120,"Junior Software Engineer",1,1,"PHP","",23,"мужской","Незаконченное высшее","средний","до 10 человек"
"2144","Днепр.",1300,800,"Дизайнер",2,0,"","",23,"мужской","Высшее","выше среднего","до 50 человек"
"2145","Симферополь",800,1000,"Junior Software Engineer",2,1,"PHP","",37,"мужской","Высшее","средний","до 10 человек"
"2146","Харьков",1000,0,"Software Engineer",3,1,"PHP","",26,"мужской","Высшее","ниже среднего","до 50 человек"
"2147","Львов",770,770,"Senior Software Engineer",10,6,"C#/.NET","",40,"мужской","Высшее","продвинутый","до 10 человек"
"2148","Днепр.",1200,400,"Project manager",1.75,1.75,"","",26,"мужской","Высшее","продвинутый","до 1000 человек"
"2149","Киев",1000,0,"Software Engineer",2,1,"C#/.NET","",28,"мужской","Высшее","продвинутый","до 10 человек"
"2150","Киев",1100,1100,"Junior Software Engineer",0.5,0.5,"C#/.NET","",20,"мужской","Незаконченное высшее","средний","до 200 человек"
"2151","Сумы",1000,400,"Technical Lead",3,3,"Java","",25,"мужской","Высшее","продвинутый","до 50 человек"
"2152","Севастополь",500,250,"Верстальщик",0.5,0.5,"","",20,"мужской","Среднее","элементарный","до 10 человек"
"2153","Киев",2200,2000,"Software Engineer",5,0,"Python","",23,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2154","Одесса",1200,700,"Junior Software Engineer",1.5,1.5,"C#/.NET","",23,"мужской","Высшее","средний","до 50 человек"
"2155","Киев",3300,500,"Senior Software Engineer",6,2,"Scala","",28,"мужской","Высшее","средний","до 10 человек"
"2156","Харьков",2300,300,"Senior QA engineer",7.5,1,"","Automation QA",30,"мужской","Высшее","средний","до 200 человек"
"2157","Киев",1000,300,"Верстальщик",5.5,3,"","",26,"мужской","Высшее","средний","до 50 человек"
"2158","Харьков",1500,600,"Software Engineer",2.5,0.5,"C#/.NET","",24,"мужской","Высшее","средний","до 50 человек"
"2159","Киев",2000,0,"Software Engineer",6,0.75,"PHP","",31,"мужской","Высшее","ниже среднего","до 50 человек"
"2160","Днепр.",1600,500,"Software Engineer",4,1.75,"Python","",28,"мужской","Среднее","ниже среднего","до 10 человек"
"2161","Киев",2000,800,"Системный администратор",5,1,"","",24,"мужской","Высшее","элементарный","до 50 человек"
"2162","Киев",300,300,"Системный администратор",0,0,"","",23,"мужской","Незаконченное высшее","средний","до 10 человек"
"2163","Киев",1900,200,"QA engineer",2,0.5,"","Automation QA",27,"мужской","Высшее","средний","свыше 1000 человек"
"2164","Днепр.",900,0,"Системный администратор",9,9,"","",33,"мужской","Высшее","средний","до 200 человек"
"2165","Одесса",2500,900,"Software Engineer",1.5,0.5,"C#/.NET","",31,"мужской","Высшее","средний","до 50 человек"
"2166","Киев",2800,200,"Senior Software Engineer",10,2.5,"C++","",38,"мужской","Высшее","выше среднего","до 200 человек"
"2167","Киев",500,0,"Junior Software Engineer",1.5,1,"C#/.NET","",24,"мужской","Два высших","выше среднего","до 200 человек"
"2168","Киев",575,350,"Junior Software Engineer",0,0,"Java","",23,"мужской","Высшее","средний","до 200 человек"
"2169","Черновцы",500,250,"Дизайнер",5,5,"","",22,"мужской","Высшее","выше среднего","до 10 человек"
"2170","Киев",1300,100,"Software Engineer",3,0.25,"PHP","",22,"мужской","Высшее","элементарный","до 10 человек"
"2171","Ужгород",800,400,"Software Engineer",1.75,1.75,"C#/.NET","",23,"мужской","Высшее","средний","до 50 человек"
"2172","Запорожье",750,250,"Junior Software Engineer",2,2,"C","",43,"мужской","Высшее","средний","до 1000 человек"
"2173","Донецк",580,0,"Software Engineer",2,2,"PHP","",27,"мужской","Высшее","ниже среднего","до 10 человек"
"2174","Ровно",300,0,"Software Engineer",4,3,"PHP","",26,"мужской","Незаконченное высшее","средний","до 10 человек"
"2175","Харьков",1500,1100,"QA engineer",10,0,"","Automation QA",50,"мужской","Высшее","ниже среднего","до 50 человек"
"2176","Киев",2000,0,"Software Engineer",7,2,"C#/.NET","",35,"мужской","Высшее","ниже среднего","до 10 человек"
"2177","Киев",1400,0,"DBA / Администратор баз данных",9.5,9,"","",31,"мужской","Высшее","элементарный","до 10 человек"
"2178","Киев",2900,0,"Technical Lead",10,10,"JavaScript","",42,"мужской","Высшее","ниже среднего","до 50 человек"
"2179","Симферополь",2800,500,"Senior Software Engineer",10,3.5,"Java","",37,"мужской","Высшее","выше среднего","до 200 человек"
"2180","Ивано-Франковск",600,100,"Support",1.5,1.5,"","",29,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2181","Киев",300,20,"Системный администратор",1,1,"","",24,"мужской","Среднее","элементарный","до 10 человек"
"2182","Черкассы",1000,200,"Software Engineer",5,5,"Java","",30,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2183","Харьков",1170,520,"Software Engineer",2,2,"C#/.NET","",23,"мужской","Два высших","выше среднего","до 1000 человек"
"2184","Днепр.",2700,-300,"Senior Software Engineer",6,0.5,"Java","",30,"мужской","Два высших","ниже среднего","свыше 1000 человек"
"2185","Харьков",1460,0,"QA engineer",3,3,"","Automation QA",28,"мужской","Высшее","средний","до 1000 человек"
"2186","Одесса",1000,0,"Software Engineer",1,1,"PHP","",31,"мужской","Высшее","средний","до 50 человек"
"2187","Киев",3000,1000,"Software Engineer",3,1,"C#/.NET","",35,"мужской","Высшее","элементарный","до 10 человек"
"2188","Хмельницкий",2000,0,"Junior Software Engineer",2,1,"Ruby/Rails","",24,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2189","Киев",1450,450,"Software Engineer",4.5,3,"Flex/Flash/AIR","",26,"мужской","Незаконченное высшее","ниже среднего","до 200 человек"
"2190","Киев",3000,500,"Software Engineer",6,0.75,"Java","",28,"женский","Высшее","средний","свыше 1000 человек"
"2191","Харьков",500,0,"Junior Software Engineer",0.75,0.75,"Objective-C","",16,"мужской","Высшее","средний","до 1000 человек"
"2193","Киев",1200,800,"Sales manager",5,2,"","",25,"мужской","Высшее","средний","до 10 человек"
"2194","Днепр.",2696,696,"Senior Software Engineer",10,3,"C++","",33,"мужской","Высшее","средний","до 50 человек"
"2195","Симферополь",400,100,"Junior QA engineer",0.75,0.75,"","Manual QA",22,"мужской","Высшее","ниже среднего","до 200 человек"
"2196","Львов",1700,0,"Дизайнер",7,4.5,"","",26,"мужской","Высшее","выше среднего","до 50 человек"
"2197","Харьков",550,0,"Junior Software Engineer",0,0,"C#/.NET","",23,"мужской","Высшее","ниже среднего","до 50 человек"
"2198","Харьков",1800,200,"Software Engineer",5,1.75,"PHP","",30,"мужской","Высшее","средний","до 200 человек"
"2199","Львов",700,400,"Junior Software Engineer",1.25,1.25,"JavaScript","",26,"мужской","Высшее","элементарный","до 1000 человек"
"2200","Киев",2700,0,"Senior Software Engineer",10,1,"C++","",32,"мужской","Высшее","средний","свыше 1000 человек"
"2201","Киев",2100,0,"Senior Software Engineer",3,0.75,"JavaScript","",23,"мужской","Незаконченное высшее","выше среднего","до 50 человек"
"2202","Харьков",600,0,"Системный администратор",10,2,"","",35,"мужской","Высшее","средний","до 10 человек"
"2203","Киев",2300,300,"Senior Software Engineer",5,2,"PHP","",25,"женский","Высшее","продвинутый","до 50 человек"
"2204","Львов",1400,700,"Системный администратор",3,1.25,"","",25,"мужской","Высшее","средний","свыше 1000 человек"
"2205","Киев",2900,1000,"Technical Lead",3.5,0,"C#/.NET","",30,"мужской","Высшее","средний","до 10 человек"
"2206","Днепр.",1500,0,"Software Engineer",3,1,"PHP","",23,"мужской","Высшее","средний","до 200 человек"
"2207","Киев",800,100,"Junior Software Engineer",1,1,"C++","",21,"мужской","Высшее","средний","свыше 1000 человек"
"2208","Львов",600,100,"Software Engineer",1.75,1.75,"C++","",22,"мужской","Высшее","средний","свыше 1000 человек"
"2209","Киев",2300,1300,"Software Engineer",4,0.5,"C++","",26,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"2210","Киев",3325,500,"Senior Software Engineer",7,0.25,"C#/.NET","",34,"мужской","Высшее","выше среднего","до 1000 человек"
"2211","Киев",1500,900,"QA engineer",1.5,0,"","Automation QA",24,"женский","Высшее","средний","до 1000 человек"
"2212","Харьков",1500,0,"Project manager",3,1.5,"","",21,"мужской","Незаконченное высшее","выше среднего","до 10 человек"
"2213","Киев",1450,0,"Junior Software Engineer",2,1,"Java (Android)","",20,"мужской","Незаконченное высшее","продвинутый","свыше 1000 человек"
"2214","Львов",2200,330,"Software Engineer",5,6,"C#/.NET","",25,"мужской","Высшее","средний","до 50 человек"
"2215","Днепр.",2500,500,"Системный администратор",8,0.5,"","",28,"мужской","Незаконченное высшее","средний","до 10 человек"
"2216","Черкассы",3800,400,"Team lead",5.5,5.5,"","",28,"мужской","Высшее","выше среднего","до 200 человек"
"2217","Киев",750,250,"Junior Software Engineer",0.5,0.25,"Objective-C","",22,"мужской","Незаконченное высшее","продвинутый","до 1000 человек"
"2218","Киев",700,0,"Junior Software Engineer",1.5,0.75,"Java","",22,"мужской","Незаконченное высшее","выше среднего","до 1000 человек"
"2219","Винница",2200,450,"Senior Software Engineer",6,1.75,"C#/.NET","",27,"мужской","Высшее","ниже среднего","до 200 человек"
"2220","Киев",1500,1000,"Software Engineer",1.5,0.5,"PHP","",22,"мужской","Незаконченное высшее","выше среднего","до 50 человек"
"2221","Донецк",800,0,"Software Engineer",10,4,"C","",35,"мужской","Высшее","ниже среднего","до 10 человек"
"2222","Чернигов",2000,700,"Software Engineer",4.5,2,"Objective-C","",25,"мужской","Высшее","ниже среднего","до 50 человек"
"2223","Донецк",875,250,"Software Engineer",3,0.25,"PHP","",21,"мужской","Незаконченное высшее","средний","до 10 человек"
"2224","Харьков",2800,200,"Senior Software Engineer",7,7,"C#/.NET","",32,"мужской","Высшее","ниже среднего","до 50 человек"
"2225","Киев",2700,400,"Senior Software Engineer",5,2,"C++","",28,"мужской","Высшее","средний","до 200 человек"
"2226","Донецк",1000,0,"Software Engineer",5,5,"Delphi","",26,"мужской","Высшее","ниже среднего","до 50 человек"
"2227","Полтава",700,0,"Support",7.5,7.5,"","",31,"мужской","Высшее","выше среднего","до 10 человек"
"2228","Киев",1500,200,"Software Engineer",6,1.5,"C++","",28,"мужской","Высшее","средний","до 1000 человек"
"2229","Винница",860,400,"Software Engineer",3,3,"Flex/Flash/AIR","",22,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2230","Киев",1000,1000,"Системный администратор",6,5,"","",26,"мужской","Незаконченное высшее","средний","до 10 человек"
"2231","Харьков",800,0,"Software Engineer",3,0.25,"PHP","",30,"мужской","Высшее","ниже среднего","до 10 человек"
"2232","Киев",1800,500,"Software Engineer",3,2,"C","",28,"мужской","Высшее","элементарный","до 10 человек"
"2233","Харьков",1300,800,"Software Engineer",1.5,1.5,"C#/.NET","",23,"мужской","Высшее","ниже среднего","до 200 человек"
"2234","Киев",1385,760,"Software Engineer",1.25,1.25,"Java","",21,"мужской","Незаконченное высшее","выше среднего","до 50 человек"
"2235","Луганск",1000,325,"Дизайнер",2.5,1.5,"","",25,"мужской","Незаконченное высшее","продвинутый","до 50 человек"
"2236","Николаев",1500,300,"Software Engineer",4,4,"C#/.NET","",28,"мужской","Высшее","средний","до 1000 человек"
"2238","Днепр.",2000,0,"Software Engineer",7,0,"Java","",25,"мужской","Высшее","ниже среднего","до 10 человек"
"2239","Киев",1000,200,"QA engineer",0.5,0.5,"","Manual QA",28,"мужской","Высшее","средний","свыше 1000 человек"
"2240","Харьков",475,150,"Junior Software Engineer",2,1,"PHP","",20,"женский","Незаконченное высшее","ниже среднего","до 200 человек"
"2241","Николаев",460,40,"Support",3,3.5,"","",22,"мужской","Высшее","средний","до 10 человек"
"2242","Харьков",1200,0,"Системный администратор",5,0.5,"","",27,"мужской","Два высших","ниже среднего","до 1000 человек"
"2244","Киев",500,0,"Junior Software Engineer",0.5,0.5,"C++","",22,"мужской","Незаконченное высшее","ниже среднего","свыше 1000 человек"
"2245","Киев",2500,750,"Software Engineer",10,0.25,"Java","",30,"мужской","Два высших","элементарный","свыше 1000 человек"
"2246","Львов",367,0,"Системный администратор",5,1,"","",36,"мужской","Высшее","элементарный","до 10 человек"
"2247","Харьков",550,100,"Junior Software Engineer",0.25,0.25,"C#/.NET","",23,"мужской","Незаконченное высшее","средний","до 200 человек"
"2248","Донецк",3000,1000,"Senior Software Engineer",5,2,"Java","",27,"мужской","Высшее","выше среднего","до 10 человек"
"2249","Донецк",400,300,"Системный администратор",1.25,1.25,"","",23,"мужской","Незаконченное высшее","средний","до 10 человек"
"2250","Днепр.",600,0,"Junior Software Engineer",0.75,0.75,"Python","",20,"мужской","Незаконченное высшее","средний","до 10 человек"
"2251","Житомир",500,0,"Junior Software Engineer",1,0,"C#/.NET","",19,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2252","Киев",1300,400,"Junior Software Engineer",1.5,1.5,"C#/.NET","",23,"мужской","Незаконченное высшее","выше среднего","свыше 1000 человек"
"2253","Днепр.",400,0,"Системный администратор",10,10,"","",34,"мужской","Высшее","ниже среднего","до 10 человек"
"2254","Киев",2300,120,"Team lead",10,6,"","",32,"мужской","Высшее","ниже среднего","свыше 1000 человек"
"2255","Киев",1000,100,"Junior Software Engineer",1,0,"SQL","",23,"мужской","Высшее","выше среднего","до 10 человек"
"2256","Харьков",5000,800,"Director of Engineering / Program Director",7,5.5,"","",27,"мужской","Высшее","продвинутый","свыше 1000 человек"
"2257","Киев",3300,200,"Technical Lead",5.5,4.5,"C#/.NET","",37,"мужской","Высшее","средний","до 1000 человек"
"2258","Луганск",1400,100,"Software Engineer",10,2,"C#/.NET","",34,"мужской","Высшее","выше среднего","до 50 человек"
"2259","Киев",4100,0,"Senior Software Engineer",7.5,1.5,"Java","",30,"мужской","Высшее","продвинутый","до 200 человек"
"2260","Киев",1000,500,"Software Engineer",3,0.25,"C#/.NET","",25,"мужской","Высшее","выше среднего","до 1000 человек"
"2261","Киев",3500,0,"Team lead",7,1.5,"","",27,"мужской","Незаконченное высшее","средний","до 1000 человек"
"2262","Харьков",500,100,"Junior Software Engineer",0.5,0.5,"C++","",25,"мужской","Высшее","ниже среднего","до 200 человек"
"2263","Симферополь",500,0,"Верстальщик",3,3,"","",25,"мужской","Среднее","элементарный","до 10 человек"
"2264","Киев",1900,300,"Senior Software Engineer",10,7,"Java","",32,"мужской","Высшее","продвинутый","до 10 человек"
"2265","Киев",1400,200,"QA engineer",7,1,"","Manual QA",29,"мужской","Высшее","продвинутый","до 50 человек"
"2266","Киев",1300,600,"Junior Software Engineer",1.25,0.25,"Java (Android)","",23,"мужской","Высшее","ниже среднего","до 10 человек"
"2267","Киев",2250,600,"Team lead",1,1,"","",26,"мужской","Незаконченное высшее","выше среднего","до 10 человек"
"2268","Харьков",720,100,"Junior Software Engineer",0.75,0.75,"Java","",22,"мужской","Незаконченное высшее","выше среднего","до 200 человек"
"2269","Харьков",2000,670,"Software Engineer",1.5,0,"Java","",27,"мужской","Два высших","ниже среднего","до 200 человек"
"2270","Киев",625,625,"Junior Software Engineer",0.5,0.5,"Flex/Flash/AIR","",22,"мужской","Незаконченное высшее","продвинутый","до 10 человек"
"2271","Запорожье",500,0,"Системный администратор",7,2,"","",28,"мужской","Высшее","элементарный","до 10 человек"
"2272","Киев",2375,375,"QA Tech Lead",10,1.25,"","Manual QA",28,"мужской","Высшее","продвинутый","свыше 1000 человек"
"2273","Киев",1400,200,"Software Engineer",3.5,1.25,"SQL","",27,"мужской","Высшее","средний","свыше 1000 человек"
"2274","Днепр.",1700,0,"Software Engineer",1.5,1.5,"Java","",31,"мужской","Кандидат","средний","до 1000 человек"
"2275","Киев",700,300,"Junior Software Engineer",0.5,0.5,"Java","",31,"мужской","Высшее","средний","до 200 человек"
"2276","Ивано-Франковск",2100,100,"Senior Software Engineer",8.5,8.5,"Java","",31,"мужской","Два высших","выше среднего","свыше 1000 человек"
"2277","Днепр.",600,300,"Junior Software Engineer",1.25,1.25,"PHP","",22,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2278","Львов",1300,200,"Software Engineer",2,1,"JavaScript","",27,"мужской","Высшее","средний","до 1000 человек"
"2279","Харьков",700,200,"QA engineer",1,1,"","Manual QA",30,"мужской","Высшее","ниже среднего","до 1000 человек"
"2280","Днепр.",1800,200,"Senior Software Engineer",6,4,"Java","",27,"мужской","Высшее","выше среднего","свыше 1000 человек"
"2281","Киев",1064,120,"Junior Software Engineer",3,1,"Java","",23,"женский","Незаконченное высшее","продвинутый","свыше 1000 человек"
"2282","Донецк",1200,300,"Software Engineer",4.5,1.5,"C#/.NET","",26,"мужской","Высшее","средний","до 50 человек"
"2283","Днепр.",350,0,"Junior Software Engineer",0,0,"Java","",21,"мужской","Незаконченное высшее","средний","до 10 человек"
"2284","Киев",2750,150,"Senior Software Engineer",10,1.75,"PHP","",29,"мужской","Высшее","элементарный","до 1000 человек"
"2285","Киев",3000,0,"Software Engineer",5,2,"Objective-C","",26,"мужской","Высшее","продвинутый","до 10 человек"
"2286","Винница",2000,1000,"Senior Software Engineer",3,0,"C++","",27,"мужской","Высшее","средний","до 10 человек"
"2287","Львов",750,100,"Software Engineer",1.5,1.5,"PHP","",24,"мужской","Высшее","ниже среднего","до 10 человек"
"2288","Киев",3000,300,"Technical Lead",10,5,"C++","",34,"мужской","Два высших","продвинутый","свыше 1000 человек"
"2289","Киев",1900,650,"Software Engineer",4,0,"C#/.NET","",24,"мужской","Высшее","средний","свыше 1000 человек"
"2290","Днепр.",310,180,"Системный администратор",2,0.5,"","",23,"мужской","Высшее","элементарный","до 10 человек"
"2291","Днепр.",450,100,"Junior Software Engineer",1.5,0.5,"Java","",21,"мужской","Незаконченное высшее","средний","свыше 1000 человек"
"2292","Харьков",800,400,"QA engineer",1.5,1.5,"","Manual QA",28,"женский","Высшее","выше среднего","до 50 человек"
"2293","Одесса",400,0,"Junior Software Engineer",1,0,"JavaScript","",22,"мужской","Незаконченное высшее","элементарный","до 1000 человек"
"2294","Одесса",700,400,"Software Engineer",1.75,1.25,"JavaScript","",21,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2295","Харьков",360,0,"Системный администратор",0,0,"","",21,"мужской","Незаконченное высшее","ниже среднего","до 1000 человек"
"2296","Харьков",2550,200,"Senior Software Engineer",9,3,"C#/.NET","",32,"мужской","Кандидат","продвинутый","до 200 человек"
"2297","Житомир",1000,400,"Software Engineer",1.5,0.25,"C#/.NET","",32,"мужской","Два высших","ниже среднего","до 1000 человек"
"2298","Винница",300,310,"Junior Software Engineer",0,0,"Java","",20,"мужской","Незаконченное высшее","элементарный","до 10 человек"
"2299","Киев",2000,0,"Software Engineer",3,0.25,"JavaScript","",23,"мужской","Незаконченное высшее","выше среднего","свыше 1000 человек"
"2300","Запорожье",1000,300,"Project manager",3,3,"","",27,"мужской","Незаконченное высшее","средний","до 10 человек"
"2301","Винница",800,400,"Junior Software Engineer",0,1.75,"PHP","",24,"мужской","Высшее","средний","до 10 человек"
"2302","Винница",1600,100,"Junior Software Engineer",3,3,"Java","",30,"мужской","Незаконченное высшее","ниже среднего","до 50 человек"
"2303","Киев",850,240,"Junior Software Engineer",1.5,1.5,"Java","",23,"мужской","Незаконченное высшее","средний","до 200 человек"
"2304","Харьков",850,0,"Junior Software Engineer",0.5,0.5,"C++","",22,"мужской","Незаконченное высшее","средний","до 200 человек"
"2305","Харьков",1300,700,"Software Engineer",2,2,"JavaScript","",24,"мужской","Высшее","ниже среднего","до 50 человек"
"2306","Львов",5000,500,"Technical Lead",10,2,"Java","",32,"мужской","Высшее","выше среднего","до 50 человек"
"2307","Днепр.",1500,200,"Software Engineer",5,2,"PHP","",34,"мужской","Высшее","ниже среднего","до 200 человек"
"2308","Луганск",1500,500,"Director of Engineering / Program Director",8,1,"","",30,"мужской","Высшее","средний","до 50 человек"
"2309","Киев",2700,200,"Software Engineer",5,1.25,"Java","",30,"мужской","Высшее","средний","до 50 человек"
"2310","Винница",1050,600,"Junior Software Engineer",1.25,1.25,"PHP","",37,"мужской","Высшее","средний","до 50 человек"
"2311","Харьков",900,200,"Software Engineer",1.5,1.5,"Java","",26,"мужской","Незаконченное высшее","ниже среднего","до 10 человек"
"2312","Луганск",600,0,"Junior Software Engineer",0.5,0.25,"Flex/Flash/AIR","",21,"мужской","Незаконченное высшее","средний","до 10 человек"
"2313","Киев",2000,500,"Software Engineer",5,0.75,"C#/.NET","",25,"мужской","Высшее","средний","до 50 человек"
"2314","Харьков",600,250,"Junior Software Engineer",0.75,0.75,"PHP","",23,"мужской","Высшее","средний","до 10 человек"
