"N","Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты.за.12.месяцев","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Университет","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4429",NA,"ERP / CRM","","","2","1.5",1000,250,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","ХНУ им. Каразина","False","выше среднего","Корпоративные системы","21/12/2016 11:51:53","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,1.5,"Киев",1000,NA,""
"4430",NA,"Software Engineer","Java","","3","2",1900,900,"Киев","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","НТУУ «КПИ»","False","средний","Android","21/12/2016 11:54:34","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,2,"Киев",1900,NA,"DEV"
"4431",NA,"QA engineer","","Manual QA","2","2",1000,350,"Киев","до 200 человек","Аутсорсинговая","женский",23,"Высшее","НТУУ «КПИ»","False","средний","Android,Веб-разработка","21/12/2016 11:55:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Киев",1000,NA,"QA"
"4432",NA,"Software Engineer","JavaScript","","4","меньше 3 месяцев",1500,600,"Киев","до 200 человек","Аутсорсинговая","женский",25,"Высшее","Другой вуз","False","средний","Веб-разработка","21/12/2016 11:56:11","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",4,0,"Киев",1500,NA,"DEV"
"4433",NA,"Support","","","3","меньше 3 месяцев",1100,100,"Львов","до 50 человек","Другая","мужской",27,"Высшее","Львовская Политехника","False","средний","Телекоммуникации,Другое","21/12/2016 11:56:58","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36 OPR/42.0.2393.85",3,0,"Львов",1100,NA,""
"4434",NA,"Business analyst","","","8","8",700,-800,"Киев","до 50 человек","Другая","мужской",30,"Высшее","КНЭУ","False","ниже среднего","Финансы и банки","21/12/2016 11:59:50","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/48.0.2564.116 Safari/537.36",8,8,"Киев",700,NA,""
"4435",NA,"Senior Software Engineer","Java","","7","1",3500,100,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","Львовская Политехника","False","средний","eCommerce","21/12/2016 11:59:52","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,1,"Львов",3500,NA,"DEV"
"4436",NA,"Junior Software Engineer","Scala","","0.5","меньше 3 месяцев",1800,1800,"Удаленно","до 10 человек","Продуктовая","мужской",19,"Высшее","ЛНУ им. Франко","True","продвинутый","Корпоративные системы,Другое","21/12/2016 12:00:30","Mozilla/5.0 (Linux; Android 4.4.2; LG-D410 Build/KOT49I.A1415161166) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",0.5,0,"other",1800,NA,"DEV"
"4437",NA,"QA engineer","","Manual QA","2","1.5",450,300,"Черкассы","до 200 человек","Аутсорсинговая","женский",29,"Высшее","Другой вуз","False","средний","Веб-разработка,Другое","21/12/2016 12:00:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",2,1.5,"other",450,NA,"QA"
"4438",NA,"DBA","","","7","1.5",2470,300,"Киев","до 50 человек","Продуктовая","мужской",28,"Кандидат","НТУУ «КПИ»","True","продвинутый","Финансы и банки","21/12/2016 12:03:40","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,1.5,"Киев",2470,NA,""
"4439",NA,"Project manager","","","10 и более лет","2",2800,200,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",34,"Высшее","ХАИ","False","продвинутый","Другое","21/12/2016 12:04:02","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,2,"Харьков",2800,NA,"PM"
"4440",NA,"Junior Software Engineer","JavaScript","","4","меньше 3 месяцев",800,400,"Киев","до 50 человек","Продуктовая","мужской",26,"Высшее","КНЭУ","False","выше среднего","Телекоммуникации","21/12/2016 12:04:31","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.100 Safari/537.36",4,0,"Киев",800,NA,"DEV"
"4441",NA,"Support","","","3","1",200,0,"Киев","до 200 человек","Продуктовая","женский",26,"Техникум / Колледж","","False","средний","Веб-разработка","21/12/2016 12:05:05","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,1,"Киев",200,NA,""
"4442",NA,"Software Engineer","Python","","0.5","меньше 3 месяцев",1000,800,"Киев","до 10 человек","Стартап","мужской",19,"Высшее","НТУУ «КПИ»","True","выше среднего","Веб-разработка","21/12/2016 12:05:07","Mozilla/5.0 (Linux; Android 6.0.1; Redmi 3S Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",0.5,0,"Киев",1000,NA,"DEV"
"4443",NA,"QA engineer","","Manual QA","2","2",1000,300,"Днепр","до 200 человек","Аутсорсинговая","мужской",28,"Высшее","НметАУ","False","ниже среднего","Android,iOS","21/12/2016 12:05:11","Mozilla/5.0 (Linux; Android 5.1.1; Mi-4c Build/LMY47V) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",2,2,"other",1000,NA,"QA"
"4444",NA,"Senior Software Engineer","Java","","8","3",3300,300,"Киев","до 1000 человек","Аутстаффинговая","мужской",25,"Высшее","НаУКМА","False","продвинутый","Embedded","21/12/2016 12:05:32","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",8,3,"Киев",3300,NA,"DEV"
"4445",NA,"Team lead","","","6","0.5",3000,500,"Киев","до 50 человек","Аутсорсинговая","мужской",27,"Незаконченное высшее","ХАИ","False","продвинутый","Корпоративные системы","21/12/2016 12:05:42","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",6,0.5,"Киев",3000,NA,"PM"
"4446",NA,"Senior QA engineer","","Automation QA","9","меньше 3 месяцев",3500,200,"Одесса","до 50 человек","Продуктовая","мужской",30,"Высшее","ОНПУ","False","выше среднего","Системное программирование,Телекоммуникации","21/12/2016 12:05:44","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",9,0,"Одесса",3500,NA,"QA"
"4447",NA,"QA engineer","","General QA","2","0.5",650,150,"Киев","до 1000 человек","Стартап","мужской",23,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка","21/12/2016 12:05:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",2,0.5,"Киев",650,NA,"QA"
"4448",NA,"Junior Software Engineer","Objective-C","","1","меньше 3 месяцев",500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","КНУ им. Шевченко","True","средний","iOS","21/12/2016 12:06:04","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Safari/602.1.50",1,0,"Киев",500,NA,"DEV"
"4449",NA,"Software Engineer","Java","","1.5","1.5",1000,650,"Ужгород","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","Другой вуз","False","выше среднего","Android","21/12/2016 12:06:15","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,1.5,"other",1000,NA,"DEV"
"4450",NA,"Junior Software Engineer","JavaScript","","3","1.5",1700,200,"Одесса","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","ОНПУ","False","выше среднего","Веб-разработка","21/12/2016 12:06:42","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",3,1.5,"Одесса",1700,NA,"DEV"
"4451",NA,"Senior Software Engineer","Java","","5","1.5",4000,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","НАУ","False","средний","Финансы и банки","21/12/2016 12:08:12","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,1.5,"Киев",4000,NA,"DEV"
"4452",NA,"Junior Software Engineer","PHP","","0.25","0.25",200,0,"Киев","до 10 человек","Другая","мужской",24,"Высшее","НАУ","False","выше среднего","Веб-разработка","21/12/2016 12:09:01","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",0.25,0.25,"Киев",200,NA,"DEV"
"4453",NA,"HTML coder","","","4","меньше 3 месяцев",1300,-200,"Харьков","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","НТУ «ХПИ»","False","ниже среднего","Веб-разработка","21/12/2016 12:09:33","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,0,"Харьков",1300,NA,""
"4454",NA,"Software Engineer","C++","","5","2",1900,200,"Одесса","до 200 человек","Аутсорсинговая","мужской",35,"Высшее","ДонНТУ","False","средний","Desktop Applications,Системное программирование","21/12/2016 12:09:56","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",5,2,"Одесса",1900,NA,"DEV"
"4455",NA,"Software Engineer","JavaScript","","4","2",550,100,"Львов","до 50 человек","Продуктовая","мужской",34,"Высшее","Другой вуз","False","ниже среднего","Desktop Applications,Веб-разработка","21/12/2016 12:11:49","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,2,"Львов",550,NA,"DEV"
"4456",NA,"Senior Software Engineer","C#/.NET","","10 и более лет","1.5",3610,0,"Киев","до 10 человек","Аутсорсинговая","мужской",33,"Высшее","Другой вуз","False","выше среднего","Веб-разработка,Мультимедиа","21/12/2016 12:11:49","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,1.5,"Киев",3610,NA,"DEV"
"4457",NA,"Junior Software Engineer","Java","","1","1",900,235,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",21,"Высшее","ХНУРЭ","True","выше среднего","eCommerce","21/12/2016 12:11:51","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"Харьков",900,NA,"DEV"
"4458",NA,"Senior Software Engineer","PHP","","10 и более лет","1",3000,0,"Киев","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Корпоративные системы","21/12/2016 12:11:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",10,1,"Киев",3000,NA,"DEV"
"4459",NA,"Software Engineer","JavaScript","","4","2",1750,450,"Львов","свыше 1000 человек","Аутсорсинговая","женский",23,"Высшее","ЛНУ им. Франко","False","выше среднего","Веб-разработка,Корпоративные системы","21/12/2016 12:14:11","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,2,"Львов",1750,NA,"DEV"
"4460",NA,"Junior Software Engineer","Java","","1.5","1.5",1200,700,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","НТУУ «КПИ»","False","выше среднего","Корпоративные системы","21/12/2016 12:15:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",1.5,1.5,"Киев",1200,NA,"DEV"
"4461",NA,"Software Engineer","SQL","","4","3",1500,100,"Киев","до 50 человек","Стартап","мужской",34,"Высшее","Другой вуз","False","средний","Веб-разработка","21/12/2016 12:16:02","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,3,"Киев",1500,NA,"DEV"
"4462",NA,"Software Engineer","Java","","1.5","1",1000,200,"Киев","до 10 человек","Аутсорсинговая","мужской",24,"Высшее","Другой вуз","False","средний","Android","21/12/2016 12:16:08","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",1.5,1,"Киев",1000,NA,"DEV"
"4463",NA,"Sysadmin","","","6","0.5",350,0,"Киев","до 50 человек","Другая","мужской",25,"Высшее","КНУТД","False","ниже среднего","Телекоммуникации,Финансы и банки","21/12/2016 12:16:25","Mozilla/5.0 (Linux; Android 6.0.1; Lenovo P1a42 Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.91 Mobile Safari/537.36",6,0.5,"Киев",350,NA,""
"4464",NA,"Software Engineer","C#/.NET","","2","1.5",800,300,"Харьков","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","ХНУРЭ","False","выше среднего","Desktop Applications,Веб-разработка","21/12/2016 12:16:59","Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:52.0) Gecko/20100101 Firefox/52.0",2,1.5,"Харьков",800,NA,"DEV"
"4465",NA,"Designer","","","7","0.25",850,150,"Харьков","до 50 человек","Аутсорсинговая","женский",30,"Высшее","Другой вуз","False","средний","Android,iOS","21/12/2016 12:17:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",7,0.25,"Харьков",850,NA,""
"4466",NA,"QA engineer","","Manual QA","1.5","0.25",500,0,"Киев","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","НАУ","False","ниже среднего","Веб-разработка","21/12/2016 12:18:09","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.25,"Киев",500,NA,"QA"
"4467",NA,"Support","","","2","0.5",300,100,"Львов","до 200 человек","Продуктовая","мужской",25,"Высшее","ЛНУ им. Франко","False","средний","","21/12/2016 12:19:04","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.5,"Львов",300,NA,""
"4468",NA,"QA Tech Lead","","Manual QA","6","2",3100,300,"Львов","до 200 человек","Другая","мужской",30,"Два высших","Львовская Политехника","False","продвинутый","eCommerce,Корпоративные системы","21/12/2016 12:19:15","Mozilla/5.0 (Windows NT 10.0; WOW64; rv:51.0) Gecko/20100101 Firefox/51.0",6,2,"Львов",3100,NA,"QA"
"4469",NA,"Software Engineer","Java","","2","2",1300,600,"Харьков","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","НТУ «ХПИ»","False","средний","Веб-разработка,Корпоративные системы","21/12/2016 12:19:21","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,2,"Харьков",1300,NA,"DEV"
"4470",NA,"Technical Lead","PHP","","5","4",3000,500,"Ужгород","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","Другой вуз","False","средний","Веб-разработка,Корпоративные системы","21/12/2016 12:19:25","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,4,"other",3000,NA,"SDEV"
"4471",NA,"Team lead","","","10 и более лет","2",1100,200,"Киев","до 10 человек","Другая","мужской",37,"Два высших","Другой вуз","False","элементарный","Финансы и банки","21/12/2016 12:21:39","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,2,"Киев",1100,NA,"PM"
"4472",NA,"Project manager","","","1.5","0.5",490,0,"Харьков","до 50 человек","Аутсорсинговая","женский",27,"Высшее","ХНЭУ","False","продвинутый","Веб-разработка","21/12/2016 12:22:24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0.5,"Харьков",490,NA,"PM"
"4473",NA,"Support","","","2","1",400,0,"Одесса","до 50 человек","Продуктовая","женский",25,"Два высших","ОНПУ","False","продвинутый","Desktop Applications","21/12/2016 12:23:10","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,1,"Одесса",400,NA,""
"4474",NA,"Marketing","","","5","1.5",700,0,"Харьков","до 1000 человек","Продуктовая","женский",29,"Высшее","ДонНУ","False","продвинутый","Gamedev","21/12/2016 12:23:18","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",5,1.5,"Харьков",700,NA,""
"4475",NA,"Junior Software Engineer","PHP","","2","1",1100,300,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","Другой вуз","False","ниже среднего","Веб-разработка","21/12/2016 12:23:23","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/53.0.2785.143 Chrome/53.0.2785.143 Safari/537.36",2,1,"Харьков",1100,NA,"DEV"
"4476",NA,"Junior Software Engineer","C#/.NET","","1","1",600,0,"Днепр","до 200 человек","Другая","мужской",22,"Высшее","НГУ [Днепропетровск]","True","ниже среднего","Веб-разработка,eCommerce","21/12/2016 12:24:22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"other",600,NA,"DEV"
"4477",NA,"Junior Software Engineer","Other","","0.25","0.25",450,0,"Львов","до 50 человек","Аутсорсинговая","мужской",21,"Высшее","ЛНУ им. Франко","True","продвинутый","Веб-разработка,eCommerce","21/12/2016 12:25:26","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",0.25,0.25,"Львов",450,NA,"DEV"
"4478",NA,"Senior QA engineer","","Automation QA","3","3",642,200,"Винница","до 200 человек","Аутстаффинговая","женский",25,"Высшее","ВНТУ","False","ниже среднего","Android,Desktop Applications","21/12/2016 12:25:46","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/52.0.2743.82 Safari/537.36",3,3,"other",642,NA,"QA"
"4479",NA,"Junior Software Engineer","PHP","","1.5","меньше 3 месяцев",580,280,"Киев","до 10 человек","Продуктовая","мужской",24,"Высшее","НУПТ","False","выше среднего","Веб-разработка,Корпоративные системы","21/12/2016 12:25:50","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",1.5,0,"Киев",580,NA,"DEV"
"4480",NA,"Software Engineer","Java","","2","1",1400,0,"Львов","до 1000 человек","Аутсорсинговая","женский",27,"Высшее","Другой вуз","False","средний","Android","21/12/2016 12:26:09","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,1,"Львов",1400,NA,"DEV"
"4481",NA,"Director of Engineering / Program Director","","","10 и более лет","10 и более лет",3930,160,"Киев","до 200 человек","Продуктовая","мужской",45,"Два высших","КНУ им. Шевченко","False","выше среднего","Веб-разработка,eCommerce","21/12/2016 12:26:30","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",10,10,"Киев",3930,NA,"SPM"
"4482",NA,"Project manager","","","3","0.5",900,400,"Одесса","до 50 человек","Аутсорсинговая","мужской",29,"Высшее","ОНАС","False","выше среднего","","21/12/2016 12:26:32","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",3,0.5,"Одесса",900,NA,"PM"
"4483",NA,"QA engineer","","Automation QA","6","1",2400,200,"Львов","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","Львовская Политехника","False","продвинутый","Веб-разработка,Корпоративные системы","21/12/2016 12:26:34","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.95 Safari/537.36",6,1,"Львов",2400,NA,"QA"
"4484",NA,"Junior Software Engineer","Python","","1","0.5",600,300,"Киев","до 200 человек","Продуктовая","женский",21,"Высшее","НТУУ «КПИ»","True","средний","eCommerce","21/12/2016 12:27:34","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.116 Safari/537.36",1,0.5,"Киев",600,NA,"DEV"
"4485",NA,"HR","","","1","1",420,0,"Днепр","до 1000 человек","Аутсорсинговая","мужской",31,"Техникум / Колледж","","False","средний","Desktop Applications,Веб-разработка","21/12/2016 12:28:34","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"other",420,NA,""
"4486",NA,"Senior Software Engineer","JavaScript","","5","меньше 3 месяцев",2500,1000,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","ДонНТУ","False","выше среднего","Веб-разработка,Финансы и банки","21/12/2016 12:29:02","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:50.0) Gecko/20100101 Firefox/50.0",5,0,"Киев",2500,NA,"DEV"
"4487",NA,"Senior Software Engineer","Ruby/Rails","","9","3",2500,0,"Днепр","свыше 1000 человек","Аутстаффинговая","мужской",34,"Высшее","ДНУ им. Гончара","False","средний","Другое","21/12/2016 12:29:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",9,3,"other",2500,NA,"DEV"
"4488",NA,"Business analyst","","","2","0.5",2185,500,"Киев","до 200 человек","Продуктовая","мужской",27,"Два высших","КНУ им. Шевченко","False","выше среднего","Телекоммуникации","21/12/2016 12:30:07","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",2,0.5,"Киев",2185,NA,""
"4489",NA,"Junior Software Engineer","Java","","1.5","меньше 3 месяцев",600,350,"Киев","до 10 человек","Аутсорсинговая","женский",26,"Высшее","НТУУ «КПИ»","False","выше среднего","Android","21/12/2016 12:31:01","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1.5,0,"Киев",600,NA,"DEV"
"4490",NA,"Software Engineer","PHP","","7","меньше 3 месяцев",1200,-200,"Киев","до 50 человек","Аутстаффинговая","мужской",29,"Высшее","НТУУ «КПИ»","False","выше среднего","Веб-разработка","21/12/2016 12:33:09","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",7,0,"Киев",1200,NA,"DEV"
"4491",NA,"Software Engineer","Java","","3","2",1300,200,"Киев","до 1000 человек","Продуктовая","мужской",22,"Высшее","НАУ","False","ниже среднего","Веб-разработка,Телекоммуникации","21/12/2016 12:33:17","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",3,2,"Киев",1300,NA,"DEV"
"4492",NA,"Project manager","","","10 и более лет","8",1500,0,"Харьков","до 200 человек","Аутсорсинговая","мужской",33,"Высшее","ВНУ им. Даля","False","выше среднего","Веб-разработка,Корпоративные системы","21/12/2016 12:33:49","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0",10,8,"Харьков",1500,NA,"PM"
"4493",NA,"Junior Software Engineer","Ruby/Rails","","1","1",510,160,"Харьков","до 50 человек","Аутсорсинговая","мужской",21,"Высшее","НТУ «ХПИ»","True","средний","Веб-разработка","21/12/2016 12:35:06","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",1,1,"Харьков",510,NA,"DEV"
"4494",NA,"HR","","","4","3",1700,200,"Киев","до 200 человек","Продуктовая","женский",24,"Высшее","КНЭУ","False","продвинутый","Gamedev","21/12/2016 12:35:14","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.87 Safari/537.36",4,3,"Киев",1700,NA,""
"4495",NA,"Software Engineer","Java","","2","1.5",2300,1900,"Киев","до 1000 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","НТУУ «КПИ»","True","выше среднего","Веб-разработка,Корпоративные системы","21/12/2016 12:36:36","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/53.0.2785.101 Safari/537.36",2,1.5,"Киев",2300,NA,"DEV"
"4496",NA,"Senior Software Engineer","C#/.NET","","5","5",1900,200,"Львов","до 1000 человек","Продуктовая","мужской",30,"Высшее","ЛНУ им. Франко","False","средний","Desktop Applications","21/12/2016 12:37:45","Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko",5,5,"Львов",1900,NA,"DEV"
"4497",NA,"Senior Software Engineer","Objective-C","","9","меньше 3 месяцев",3800,0,"Киев","до 50 человек","Продуктовая","мужской",31,"Высшее","НТУУ «КПИ»","False","выше среднего","iOS","21/12/2016 12:37:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",9,0,"Киев",3800,NA,"DEV"
"4498",NA,"Senior Software Engineer","Scala","","10 и более лет","1.5",5500,500,"Киев","до 200 человек","Аутстаффинговая","мужской",38,"Незаконченное высшее","НТУУ «КПИ»","False","средний","Веб-разработка,Gamedev","21/12/2016 12:39:02","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/55.0.2883.75 Safari/537.36",10,1.5,"Киев",5500,NA,"DEV"
