"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"4324","Junior QA engineer","","Manual QA","0.25","0.25",500,200,"Киев","до 50 человек","Аутсорсинговая","женский",25,"Два высших","False","ниже среднего","Android,Веб-разработка","24/05/2015 17:52:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0.25,0.25,"Киев",500,NA,"QA"
"4325","Junior Software Engineer","Java","","0.25","0.25",600,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",21,"Высшее","True","продвинутый","eCommerce","24/05/2015 18:07:19","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0.25,0.25,"Киев",600,NA,"DEV"
"4326","Software Engineer","JavaScript","","2","0.25",1800,1200,"Киев","свыше 1000 человек","Аутсорсинговая","женский",31,"Два высших","False","средний","Веб-разработка,Финансы и банки","24/05/2015 18:21:57","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",2,0.25,"Киев",1800,NA,"DEV"
"4327","Project manager","","","1","1",360,100,"Львов","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","элементарный","iOS,Веб-разработка","24/05/2015 18:41:46","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1,1,"Львов",360,NA,"PM"
"4328","Junior Software Engineer","Ruby/Rails","","0.5","0.5",500,0,"Днепр.","до 50 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","24/05/2015 18:53:27","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",0.5,0.5,"Днепр.",500,NA,"DEV"
"4329","Software Engineer","Java","","2","меньше 3 месяцев",2500,0,"Киев","до 50 человек","Продуктовая","мужской",21,"Незаконченное высшее","True","средний","Веб-разработка","24/05/2015 18:57:26","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,0,"Киев",2500,NA,"DEV"
"4330","Junior Software Engineer","Java","","2","меньше 3 месяцев",700,700,"Одесса","до 200 человек","Продуктовая","мужской",22,"Незаконченное высшее","True","средний","Веб-разработка,Корпоративные системы","24/05/2015 18:59:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,0,"Одесса",700,NA,"DEV"
"4331","Junior Software Engineer","JavaScript","","меньше 3 месяцев","меньше 3 месяцев",150,0,"Другой","до 50 человек","Аутсорсинговая","мужской",26,"Незаконченное высшее","False","выше среднего","Веб-разработка","24/05/2015 19:05:39","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",0,0,"other",150,NA,"DEV"
"4332","Senior Software Engineer","C#/.NET","","8","5",2736,150,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Два высших","False","выше среднего","Финансы и банки,Корпоративные системы","24/05/2015 19:25:00","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",8,5,"Киев",2736,NA,"DEV"
"4333","Junior Software Engineer","SQL","","1.5","1.5",800,200,"Киев","до 200 человек","Продуктовая","мужской",24,"Высшее","False","средний","","24/05/2015 19:48:08","Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.73 Safari/537.36",1.5,1.5,"Киев",800,NA,"DEV"
"4334","Support","","","9","4",3500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",41,"Два высших","False","выше среднего","Desktop Applications,Финансы и банки","24/05/2015 20:08:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",9,4,"Киев",3500,NA,""
"4335","Junior Software Engineer","PHP","","меньше 3 месяцев","меньше 3 месяцев",160,0,"Львов","до 50 человек","Аутсорсинговая","мужской",18,"Техникум / Колледж","True","ниже среднего","Веб-разработка","24/05/2015 20:13:04","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0,0,"Львов",160,NA,"DEV"
"4336","Software Engineer","Java","","3","2",1000,700,"Киев","свыше 1000 человек","Продуктовая","мужской",23,"Высшее","False","средний","Телекоммуникации","24/05/2015 20:20:45","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",3,2,"Киев",1000,NA,"DEV"
"4337","Junior QA engineer","","Automation QA","0.5","0.5",500,0,"Киев","до 200 человек","Продуктовая","женский",26,"Высшее","False","средний","Gamedev","24/05/2015 20:29:34","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",0.5,0.5,"Киев",500,NA,"QA"
"4338","Director of Engineering / Program Director","","","10 и более лет","7",3000,-900,"Киев","до 50 человек","Продуктовая","мужской",31,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","24/05/2015 20:33:41","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",10,7,"Киев",3000,NA,"SPM"
"4339","Junior Software Engineer","Python","","1","1",600,300,"Харьков","до 200 человек","Аутсорсинговая","мужской",19,"Незаконченное высшее","True","выше среднего","Веб-разработка","24/05/2015 20:35:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1,1,"Харьков",600,NA,"DEV"
"4340","System Architect","Python","","10 и более лет","7",3800,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",36,"Высшее","False","выше среднего","Системное программирование,Корпоративные системы","24/05/2015 20:40:20","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",10,7,"Киев",3800,NA,"SDEV"
"4341","Senior Software Engineer","C#/.NET","","9","3",3800,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Desktop Applications,Веб-разработка","24/05/2015 20:41:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",9,3,"Киев",3800,NA,"DEV"
"4342","Senior Software Engineer","C++","","7","7",3000,200,"Киев","до 200 человек","Продуктовая","мужской",29,"Высшее","False","средний","Desktop Applications","24/05/2015 20:45:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1795.60",7,7,"Киев",3000,NA,"DEV"
"4343","Бизнес-аналитик","","","6","6",2900,100,"Киев","до 200 человек","Продуктовая","женский",37,"Высшее","False","выше среднего","Desktop Applications","24/05/2015 20:47:13","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",6,6,"Киев",2900,NA,""
"4344","Junior Software Engineer","JavaScript","","2","0.5",1500,500,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",32,"Высшее","False","выше среднего","Веб-разработка,Embedded","24/05/2015 20:49:42","Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F70 Safari/600.1.4",2,0.5,"Киев",1500,NA,"DEV"
"4345","QA engineer","","Manual QA","3","3",1450,500,"Днепр.","свыше 1000 человек","Аутсорсинговая","женский",27,"Высшее","False","выше среднего","Desktop Applications","24/05/2015 20:58:53","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",3,3,"Днепр.",1450,NA,"QA"
"4346","Project manager","","","1.5","0.5",200,50,"Харьков","до 50 человек","Продуктовая","женский",20,"Незаконченное высшее","True","средний","Веб-разработка","24/05/2015 21:06:20","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1.5,0.5,"Харьков",200,NA,"PM"
"4347","Software Engineer","Objective-C","","2","2",1600,700,"Харьков","до 50 человек","Аутсорсинговая","мужской",23,"Высшее","False","выше среднего","iOS","24/05/2015 21:15:02","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,2,"Харьков",1600,NA,"DEV"
"4348","Software Engineer","C#/.NET","","4","2",1200,100,"Киев","до 200 человек","Другая","мужской",23,"Высшее","False","средний","Веб-разработка,Корпоративные системы","24/05/2015 21:15:42","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",4,2,"Киев",1200,NA,"DEV"
"4349","Sales manager","","","3","2",500,-160,"Днепр.","до 1000 человек","Продуктовая","мужской",24,"Высшее","False","элементарный","Веб-разработка,eCommerce","24/05/2015 21:53:09","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1795.60",3,2,"Днепр.",500,NA,""
"4350","Junior Software Engineer","Scala","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Тернополь","до 50 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","False","средний","Embedded","24/05/2015 21:59:28","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",0,0,"other",300,NA,"DEV"
"4351","Senior Project Manager / Program Manager","","","4","0.25",4200,1000,"Харьков","до 1000 человек","Аутсорсинговая","женский",31,"Высшее","False","продвинутый","Телекоммуникации","24/05/2015 22:04:58","Mozilla/5.0 (iPad; CPU OS 8_2 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12D508 Safari/600.1.4",4,0.25,"Харьков",4200,NA,"SPM"
"4352","QA engineer","","Automation QA","4","1",2500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",27,"Высшее","False","выше среднего","Веб-разработка,eCommerce","24/05/2015 22:05:28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/600.6.3 (KHTML, like Gecko) Version/8.0.6 Safari/600.6.3",4,1,"Киев",2500,NA,"QA"
"4353","Software Engineer","C#/.NET","","4","1",2500,300,"Киев","до 10 человек","Аутстаффинговая","мужской",25,"Высшее","False","средний","Windows Phone,Веб-разработка","24/05/2015 22:07:25","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",4,1,"Киев",2500,NA,"DEV"
"4354","Senior Software Engineer","C++","","10 и более лет","8",2800,-500,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",35,"Высшее","False","выше среднего","Embedded,Мультимедиа","24/05/2015 22:19:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",10,8,"Киев",2800,NA,"DEV"
"4355","Support","","","меньше 3 месяцев","меньше 3 месяцев",100,0,"Киев","до 200 человек","Другая","мужской",24,"Высшее","False","элементарный","Веб-разработка,Корпоративные системы","24/05/2015 22:23:46","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0,0,"Киев",100,NA,""
"4356","Senior Software Engineer","C#/.NET","","10 и более лет","8",2500,0,"Киев","до 50 человек","Аутстаффинговая","мужской",33,"Незаконченное высшее","False","продвинутый","Корпоративные системы,Другое","24/05/2015 22:25:51","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",10,8,"Киев",2500,NA,"DEV"
"4357","Junior Software Engineer","PHP","","меньше 3 месяцев","меньше 3 месяцев",300,200,"Львов","до 10 человек","Аутсорсинговая","мужской",18,"Незаконченное высшее","True","выше среднего","Веб-разработка,eCommerce","24/05/2015 22:28:40","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",0,0,"Львов",300,NA,"DEV"
"4358","QA engineer","","General QA","3","3",1450,150,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","выше среднего","Веб-разработка","24/05/2015 22:31:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",3,3,"Киев",1450,NA,"QA"
"4359","System Architect","PHP","","8","2",5000,0,"Днепр.","до 10 человек","Аутсорсинговая","мужской",30,"Высшее","False","выше среднего","Веб-разработка,eCommerce","24/05/2015 22:31:46","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1795.60",8,2,"Днепр.",5000,NA,"SDEV"
"4360","Software Engineer","JavaScript","","1.5","1.5",1000,300,"Львов","до 10 человек","Аутсорсинговая","мужской",32,"Высшее","False","выше среднего","Веб-разработка","24/05/2015 22:34:53","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1.5,1.5,"Львов",1000,NA,"DEV"
"4361","Junior Software Engineer","Java","","0.5","0.5",600,0,"Херсон","до 1000 человек","Аутсорсинговая","мужской",20,"Незаконченное высшее","False","средний","Веб-разработка","24/05/2015 22:49:50","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/600.3.18 (KHTML, like Gecko) Version/8.0.3 Safari/600.3.18",0.5,0.5,"other",600,NA,"DEV"
"4362","Junior Software Engineer","Java","","1.5","1.5",500,100,"Днепр.","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Android","24/05/2015 22:51:08","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1.5,1.5,"Днепр.",500,NA,"DEV"
"4363","DevOps","","","10 и более лет","меньше 3 месяцев",3500,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",36,"Высшее","False","продвинутый","eCommerce","24/05/2015 22:55:11","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",10,0,"Киев",3500,NA,"ADM"
"4364","Junior Software Engineer","C#/.NET","","0.25","0.25",700,700,"Киев","до 50 человек","Аутсорсинговая","мужской",24,"Незаконченное высшее","True","средний","Веб-разработка,eCommerce","24/05/2015 23:00:31","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36 OPR/29.0.1795.60",0.25,0.25,"Киев",700,NA,"DEV"
"4365","Software Engineer","Java","","10 и более лет","меньше 3 месяцев",3070,800,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",41,"Высшее","False","продвинутый","eCommerce","24/05/2015 23:00:39","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",10,0,"Киев",3070,NA,"DEV"
"4366","Junior Software Engineer","C#/.NET","","0.5","0.5",650,650,"Киев","до 10 человек","Аутсорсинговая","мужской",22,"Незаконченное высшее","True","средний","Desktop Applications","24/05/2015 23:03:27","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.82",0.5,0.5,"Киев",650,NA,"DEV"
"4367","Senior Software Engineer","C++","","9","1.5",3300,200,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",37,"Высшее","False","выше среднего","Системное программирование","24/05/2015 23:09:46","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:37.0) Gecko/20100101 Firefox/37.0",9,1.5,"Киев",3300,NA,"DEV"
"4368","Data Scientist / Data Analyst","","","0.5","0.5",1000,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",30,"Высшее","False","средний","Другое","24/05/2015 23:18:06","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0.5,0.5,"Киев",1000,NA,""
"4369","Software Engineer","PHP","","4","2",2400,100,"Киев","до 10 человек","Продуктовая","мужской",25,"Высшее","False","средний","Веб-разработка","24/05/2015 23:22:25","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",4,2,"Киев",2400,NA,"DEV"
"4370","Junior QA engineer","","Manual QA","1","1",500,200,"Киев","до 50 человек","Стартап","женский",22,"Высшее","False","ниже среднего","Android,iOS","24/05/2015 23:27:22","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/40.0.2214.115 Safari/537.36",1,1,"Киев",500,NA,"QA"
"4371","Junior Software Engineer","JavaScript","","1","1",300,0,"Киев","до 1000 человек","Продуктовая","женский",24,"Высшее","False","выше среднего","Веб-разработка","24/05/2015 23:37:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36",1,1,"Киев",300,NA,"DEV"
"4372","Software Engineer","C#/.NET","","7","меньше 3 месяцев",2000,400,"Киев","до 200 человек","Продуктовая","мужской",29,"Высшее","False","элементарный","Веб-разработка","24/05/2015 23:43:23","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",7,0,"Киев",2000,NA,"DEV"
"4373","Junior QA engineer","","Automation QA","меньше 3 месяцев","9",1000,-900,"Львов","до 10 человек","Стартап","мужской",40,"Высшее","False","ниже среднего","Мультимедиа","24/05/2015 23:45:20","Mozilla/5.0 (Windows NT 5.1; rv:38.0) Gecko/20100101 Firefox/38.0",0,9,"Львов",1000,NA,"QA"
"4374","Senior Software Engineer","C#/.NET","","3","меньше 3 месяцев",2400,700,"Харьков","до 200 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","Веб-разработка","25/05/2015 00:05:48","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",3,0,"Харьков",2400,NA,"DEV"
"4375","Senior QA engineer","","Manual QA","4","2",1650,250,"Днепр.","до 50 человек","Продуктовая","мужской",33,"Высшее","False","выше среднего","","25/05/2015 00:11:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",4,2,"Днепр.",1650,NA,"QA"
"4376","Дизайнер","","","5","4",1200,200,"Винница","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","False","элементарный","Android,iOS","25/05/2015 00:17:25","Mozilla/5.0 (Linux; Android 4.4.4; MI 4W Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",5,4,"other",1200,NA,""
"4377","QA Tech Lead","","General QA","6","3",2500,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","25/05/2015 00:36:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",6,3,"Киев",2500,NA,"QA"
"4378","Technical Lead","PHP","","6","2",2000,0,"Харьков","до 50 человек","Аутсорсинговая","мужской",27,"Высшее","False","ниже среднего","Веб-разработка,eCommerce","25/05/2015 01:00:26","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",6,2,"Харьков",2000,NA,"SDEV"
"4379","Системный администратор","","","меньше 3 месяцев","1.5",800,350,"Киев","свыше 1000 человек","Другая","мужской",21,"Незаконченное высшее","True","средний","Корпоративные системы","25/05/2015 01:07:00","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.152 Safari/537.36",0,1.5,"Киев",800,NA,"ADM"
"4380","Senior Software Engineer","PHP","","10 и более лет","1",4000,1800,"Запорожье","до 200 человек","Аутсорсинговая","мужской",43,"Высшее","False","средний","eCommerce","25/05/2015 01:07:58","Mozilla/5.0 (X11; Linux i686; rv:38.0) Gecko/20100101 Firefox/38.0",10,1,"other",4000,NA,"DEV"
"4381","Junior Software Engineer","JavaScript","","0.5","0.5",600,300,"Харьков","до 200 человек","Аутсорсинговая","мужской",21,"Незаконченное высшее","True","ниже среднего","Веб-разработка,Корпоративные системы","25/05/2015 01:43:18","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0.5,0.5,"Харьков",600,NA,"DEV"
"4382","Senior Software Engineer","C#/.NET","","4","2",4600,100,"Харьков","до 50 человек","Продуктовая","мужской",23,"Высшее","False","средний","Корпоративные системы,Другое","25/05/2015 01:47:44","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",4,2,"Харьков",4600,NA,"DEV"
"4383","Sales manager","","","0.5","0.5",300,0,"Николаев","до 200 человек","Продуктовая","женский",25,"Высшее","False","средний","Другое","25/05/2015 01:55:57","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0.5,0.5,"other",300,NA,""
"4384","Software Engineer","C#/.NET","","3","0.5",2000,1166,"Киев","до 200 человек","Аутстаффинговая","мужской",25,"Высшее","False","средний","Финансы и банки,Корпоративные системы","25/05/2015 03:28:47","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",3,0.5,"Киев",2000,NA,"DEV"
"4385","Software Engineer","Java","","3","2",2900,100,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Финансы и банки","25/05/2015 04:32:04","Mozilla/5.0 (Linux; Android 5.0; LG-D855 Build/LRX21R.A1421650137) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.111 Mobile Safari/537.36",3,2,"Киев",2900,NA,"DEV"
"4386","Junior Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",300,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","True","средний","Android","25/05/2015 04:43:43","Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",0,0,"Киев",300,NA,"DEV"
"4387","Technical Lead","Java","","8","5",3800,0,"Киев","до 1000 человек","Продуктовая","мужской",26,"Высшее","False","выше среднего","","25/05/2015 08:11:09","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",8,5,"Киев",3800,NA,"SDEV"
"4388","Верстальщик","","","2","0.5",900,200,"Львов","до 50 человек","Аутсорсинговая","мужской",27,"Два высших","False","средний","Веб-разработка","25/05/2015 08:13:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",2,0.5,"Львов",900,NA,""
"4389","Senior QA engineer","","General QA","3","3",2200,800,"Харьков","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","выше среднего","Веб-разработка","25/05/2015 08:14:20","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2272.118 Safari/537.36",3,3,"Харьков",2200,NA,"QA"
"4390","Senior Software Engineer","Java","","4","меньше 3 месяцев",3500,1000,"Киев","свыше 1000 человек","Аутстаффинговая","мужской",39,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","25/05/2015 08:30:30","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:38.0) Gecko/20100101 Firefox/38.0",4,0,"Киев",3500,NA,"DEV"
"4391","Senior Software Engineer","C++","","4","4",1550,-250,"Харьков","до 1000 человек","Продуктовая","мужской",25,"Высшее","False","ниже среднего","iOS,Gamedev","25/05/2015 09:07:03","Mozilla/5.0 (iPad; CPU OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12F69 Safari/600.1.4",4,4,"Харьков",1550,NA,"DEV"
"4392","Junior Software Engineer","Objective-C","","1.5","1.5",650,300,"Днепр.","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","ниже среднего","Desktop Applications","25/05/2015 09:09:14","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/42.0.2311.135 Safari/537.36",1.5,1.5,"Днепр.",650,NA,"DEV"
"4393","Software Engineer","Java","","3","3",1100,150,"Запорожье","до 50 человек","Продуктовая","мужской",24,"Высшее","False","ниже среднего","Телекоммуникации,Корпоративные системы","25/05/2015 09:09:38","Mozilla/5.0 (X11; Linux x86_64; rv:40.0) Gecko/20100101 Firefox/40.0",3,3,"other",1100,NA,"DEV"
"4394","Системный администратор","","","7","2",150,0,"Харьков","до 10 человек","Другая","мужской",26,"Высшее","False","элементарный","","25/05/2015 09:27:51","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",7,2,"Харьков",150,NA,"ADM"
"4395","Верстальщик","","","меньше 3 месяцев","меньше 3 месяцев",500,0,"Днепр.","до 10 человек","Аутсорсинговая","мужской",29,"Высшее","False","ниже среднего","Веб-разработка","25/05/2015 09:36:52","Mozilla/5.0 (Windows NT 6.1; rv:32.0) Gecko/20100101 Firefox/32.0",0,0,"Днепр.",500,NA,""
"4396","Junior Software Engineer","Objective-C","","1","1",909,0,"Киев","до 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","средний","iOS","25/05/2015 09:43:27","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:38.0) Gecko/20100101 Firefox/38.0",1,1,"Киев",909,NA,"DEV"
"4397","Junior Software Engineer","JavaScript","","1.5","0.5",400,150,"Днепр.","до 10 человек","Аутсорсинговая","мужской",24,"Высшее","False","элементарный","Веб-разработка","25/05/2015 09:53:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/43.0.2357.65 Safari/537.36",1.5,0.5,"Днепр.",400,NA,"DEV"
