,Возраст,Пол,Должность,Образование,Язык программирования,Индустрия,Предметная область,Доп. специализация,Общий опыт работы,Опыт работы на текущем месте,Средняя зарплата в месяц,Валюта,Годовые премии и бонусы,Валюта,Размер компании,Город,Уровень английского,Дата заполнения,User-Agent
,33,m,Team lead,Высшее,,Аутсорсинг,Веб-разработка,,5.5,1.25,1700,d,0,d,до 10 человек,Днепропетровск,средний,11/05/2011 01:07:49,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.16) Gecko/20110319 Firefox/3.6.16
,29,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,6,0.25,1500,d,0,d,до 10 человек,Симферополь,средний,11/05/2011 01:18:11,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,22,m,Senior Software Engineer,Высшее,PHP,Разработка ПО,Веб-разработка,,4.5,3.5,700,d,0,d,до 50 человек,Тернополь,выше среднего,11/05/2011 01:18:23,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.16 Safari/534.30"
,27,m,Системный администратор,Высшее,,Разработка ПО,Телекоммуникации,,5,2,4500,h,1000,d,до 10 человек,Симферополь,ниже среднего,11/05/2011 01:18:48,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,27,m,Senior QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,3,0.75,1500,d,1650,d,до 10 человек,Киев,выше среднего,11/05/2011 01:27:55,"Mozilla/5.0 (Linux; U; Android 2.2.1; en-us; GT-I9000 Build/FROYO) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1"
,32,m,Technical Lead,Высшее,C++,Заказная разработка,Финансы и банки,,7,3,1250,d,1000,d,до 50 человек,Житомир,выше среднего,11/05/2011 01:28:29,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,30,m,Software Engineer,Высшее,Java,Аутсорсинг,Встраиваемые системы / Embedded,,8,3,2000,d,0,d,до 10 человек,Харьков,выше среднего,11/05/2011 01:28:59,Mozilla/5.0 (X11; Linux x86_64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,27,m,Senior Software Engineer,Высшее,Java,ИТ-подразделение,Финансы и банки,,7,1,5300,d,0,d,до 1000 человек,Одесса,продвинутый,11/05/2011 01:40:07,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,f,QA engineer,Высшее,,Аутсорсинг,Веб-разработка,Manual QA,4,0.5,600,d,0,d,до 50 человек,Винница,средний,11/05/2011 01:42:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,QA engineer,Высшее,,Аутсорсинг,Веб-разработка,General QA,2.5,2.5,800,d,0,d,до 200 человек,Львов,выше среднего,11/05/2011 01:52:43,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,30,m,Technical Lead,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,8.5,4.5,3000,d,0,d,до 10 человек,Киев,средний,11/05/2011 02:01:05,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,25,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,,,1.5,1,18000,d,17000,d,до 100 человек,Киев,выше среднего,11/05/2011 02:19:33,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,0,m,Senior Software Engineer,Высшее,JavaScript,ИТ-подразделение,Корпоративные системы,,10 и более лет,10 и более лет,3000,d,3000,d,до 200 человек,Днепропетровск,средний,11/05/2011 02:22:35,"Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_3_2 like Mac OS X; ru-ru) AppleWebKit/533.17.9 (KHTML, like Gecko) Mobile/8H7"
,32,m,Project manager,Высшее,,Аутсорсинг,Веб-разработка,,6.5,0.5,3100,d,6000,d,до 100 человек,Киев,продвинутый,11/05/2011 02:49:48,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,20,m,Software Engineer,Незаконченное высшее,Java,Разработка ПО,Корпоративные системы,,3,0.25,1200,d,0,d,до 10 человек,Киев,средний,11/05/2011 02:53:57,Mozilla/5.0 (X11; Linux x86_64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,34,m,Senior Project Manager / Program Manager,Высшее,,Аутсорсинг,Финансы и банки,,10 и более лет,0.5,4000,d,12000,d,до 1000 человек,Киев,продвинутый,11/05/2011 02:57:30,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,26,m,Senior Software Engineer,Высшее,C,Аутсорсинг,Встраиваемые системы / Embedded,,7,2.5,2400,d,0,d,до 50 человек,Киев,средний,11/05/2011 03:05:04,Mozilla/5.0 (X11; Linux i686; rv:2.0.1) Gecko/20110429 Firefox/4.0.1
,27,m,Senior Software Engineer,Высшее,Ruby/Rails,Разработка ПО,Веб-разработка,,5.5,меньше 3 месяцев,2000,d,0,d,до 10 человек,Харьков,средний,11/05/2011 04:11:43,Mozilla/5.0 (X11; Linux i686; rv:2.0.0) Gecko/20100101 Firefox/4.0
,21,m,Junior Software Engineer,Среднее,Objective-C,Аутсорсинг,iOS,,1,меньше 3 месяцев,1000,d,0,d,до 10 человек,Киев,средний,11/05/2011 04:27:28,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,23,m,Software Engineer,Высшее,PHP,Разработка ПО,Веб-разработка,,3.5,3,1010,d,0,d,до 10 человек,Херсон,выше среднего,11/05/2011 05:39:43,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,5,1.25,2500,d,0,d,до 200 человек,Киев,элементарный,11/05/2011 05:44:47,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.1.19) Gecko/20110420 Firefox/3.5.19 ( .NET CLR 3.5.30729)
,28,m,Software Engineer,Высшее,C++,Разработка ПО,Встраиваемые системы / Embedded,,6.5,1,1700,d,300,d,до 100 человек,Киев,выше среднего,11/05/2011 06:14:19,Mozilla/5.0 (X11; Linux i686; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,29,m,Senior Software Engineer,Высшее,PHP,Разработка ПО,Веб-разработка,,6,0.75,2000,d,0,d,до 100 человек,Киев,продвинутый,11/05/2011 06:43:50,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,22,m,Junior Software Engineer,Незаконченное высшее,C#/.NET,Аутсорсинг,Телекоммуникации,,1.25,1,800,d,0,d,до 200 человек,Киев,выше среднего,11/05/2011 07:02:29,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,31,m,Senior Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,9,меньше 3 месяцев,2000,d,0,d,до 200 человек,Днепропетровск,выше среднего,11/05/2011 07:15:58,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.17) Gecko/20110422 Ubuntu/10.10 (maverick) Firefox/3.6.17
,25,m,Software Engineer,Высшее,Java,Аутсорсинг,Корпоративные системы,,2,0.5,1400,d,0,d,до 10 человек,Харьков,средний,11/05/2011 07:18:53,"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.7 (KHTML, like Gecko) Chrome/7.0.517.44 Safari/534.7"
,24,m,Software Engineer,Высшее,Java,ИТ-подразделение,Финансы и банки,,3,3,1500,d,0,d,до 200 человек,Днепропетровск,ниже среднего,11/05/2011 07:29:36,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.23 SUSE/11.0.685.0 (KHTML, like Gecko) Chrome/11.0.685.0 Safari/534.23"
,23,m,Junior QA engineer,Высшее,,Аутсорсинг,Корпоративные системы,Manual QA,меньше 3 месяцев,меньше 3 месяцев,350,d,0,d,до 200 человек,Харьков,ниже среднего,11/05/2011 07:44:31,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,30,m,Project manager,Незаконченное высшее,,Заказная разработка,Веб-разработка,,2.5,0.5,10000,h,0,d,до 10 человек,Киев,ниже среднего,11/05/2011 07:50:11,Mozilla/5.0 (X11; Linux i686; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,24,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Корпоративные системы,,2.5,0.5,8000,h,0,d,до 100 человек,Киев,средний,11/05/2011 07:50:51,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,28,m,Senior Software Engineer,Высшее,Java,Аутсорсинг,Телекоммуникации,,6.5,меньше 3 месяцев,3000,d,2000,d,до 200 человек,Киев,выше среднего,11/05/2011 08:00:26,"Mozilla/5.0 (X11; U; Linux i686; en-US) AppleWebKit/534.13 (KHTML, like Gecko) Ubuntu/10.10 Chromium/9.0.597.94 Chrome/9.0.597.94 Safari/534.13"
,25,m,Системный администратор,Высшее,,ИТ-подразделение,Телекоммуникации,,0.5,3.5,4000,h,0,d,до 50 человек,Киев,средний,11/05/2011 08:07:08,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,27,m,Software Engineer,Высшее,Python,Аутсорсинг,Веб-разработка,,1,0.5,2000,d,0,d,до 100 человек,Киев,средний,11/05/2011 08:09:44,Mozilla/5.0 (X11; U; Linux i686; uk; rv:1.9.2.16) Gecko/20110323 Ubuntu/10.10 (maverick) Firefox/3.6.16
,26,m,Senior QA engineer,Высшее,,Разработка ПО,Встраиваемые системы / Embedded,General QA,4.5,4.5,1550,d,0,d,до 200 человек,Киев,выше среднего,11/05/2011 08:10:24,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,32,m,Director of Engineering / Program Director,Высшее,,Аутсорсинг,Корпоративные системы,,5,0.5,2800,d,0,d,до 100 человек,Харьков,продвинутый,11/05/2011 08:27:56,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,Software Engineer,Высшее,Ruby/Rails,Заказная разработка,Веб-разработка,,0.5,1.5,300,d,0,h,до 50 человек,Полтава,ниже среднего,11/05/2011 08:28:30,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.13) Gecko/20101203 Firefox/3.6.13 WebMoney Advisor
,29,m,Верстальщик,Высшее,,Заказная разработка,Веб-разработка,,3,5,1500,h,0,d,до 10 человек,Днепропетровск,средний,11/05/2011 08:30:03,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,36,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Встраиваемые системы / Embedded,,10 и более лет,3.5,2200,d,0,d,до 10 человек,Киев,выше среднего,11/05/2011 08:38:18,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,m,Software Engineer,Высшее,Flex/Flash/AIR,Аутсорсинг,Корпоративные системы,,1,меньше 3 месяцев,1500,d,0,d,до 1000 человек,Киев,средний,11/05/2011 08:43:32,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,23,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,2.5,0.5,2000,d,500,d,до 10 человек,Киев,средний,11/05/2011 08:44:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,30,m,Senior Software Engineer,Высшее,C,Аутсорсинг,Встраиваемые системы / Embedded,,8,0.5,2400,d,0,d,до 50 человек,Киев,ниже среднего,11/05/2011 09:10:54,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.17) Gecko/20110422 Ubuntu/10.04 (lucid) Firefox/3.6.17
,27,m,Senior Software Engineer,Высшее,Java,Заказная разработка,Телекоммуникации,,5,3.5,2800,d,3000,d,до 200 человек,Киев,выше среднего,11/05/2011 09:15:03,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,f,Junior QA engineer,Высшее,,Аутсорсинг,Финансы и банки,Manual QA,1,1,700,d,0,d,до 100 человек,Киев,выше среднего,11/05/2011 09:17:57,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,30,m,Software Engineer,Высшее,Java,Разработка ПО,Веб-разработка,,5,2,2400,d,0,d,до 50 человек,Киев,средний,11/05/2011 09:24:51,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,27,m,Software Engineer,Высшее,C#/.NET,Разработка ПО,Веб-разработка,,4,0.75,1500,d,0,d,до 200 человек,Киев,ниже среднего,11/05/2011 09:25:38,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,30,m,Software Engineer,Высшее,C,Аутсорсинг,Телекоммуникации,,6,1.25,1700,d,0,d,до 100 человек,Киев,ниже среднего,11/05/2011 09:38:22,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,28,m,Software Engineer,Высшее,Ruby/Rails,Аутсорсинг,iOS,,9,1.5,6800,d,2000,d,до 10 человек,Днепропетровск,средний,11/05/2011 09:42:26,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,26,m,Junior Software Engineer,Высшее,C++,Аутсорсинг,iOS,,3.5,0.25,800,d,0,d,до 200 человек,Львов,ниже среднего,11/05/2011 09:44:11,Mozilla/5.0 (X11; Linux i686; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,40,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,10 и более лет,1.5,1100,d,0,d,до 200 человек,Львов,элементарный,11/05/2011 09:45:33,Mozilla/5.0 (Windows NT 6.0; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,34,m,Senior Software Engineer,Высшее,C,Аутсорсинг,Телекоммуникации,,8,меньше 3 месяцев,3500,d,0,d,до 200 человек,Киев,продвинутый,11/05/2011 09:45:38,Mozilla/5.0 (X11; U; Linux x86_64; en-US; rv:1.9.2.17) Gecko/20110422 Ubuntu/10.04 (lucid) Firefox/3.6.17
,27,m,Software Engineer,Высшее,PHP,Заказная разработка,Веб-разработка,,5,3,1000,d,1000,d,до 10 человек,Харьков,средний,11/05/2011 09:46:39,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,25,m,Дизайнер,Высшее,,Разработка ПО,Веб-разработка,,3,2,2500,d,0,d,до 10 человек,Киев,продвинутый,11/05/2011 09:47:37,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,26,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,6,2,2400,d,500,d,до 10 человек,Харьков,средний,11/05/2011 09:49:42,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,Software Engineer,Высшее,Ruby/Rails,Аутсорсинг,Веб-разработка,,3,0.5,1200,d,0,d,до 10 человек,Киев,средний,11/05/2011 09:52:55,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.57 Safari/534.24"
,34,m,Technical Lead,Высшее,C#/.NET,Аутсорсинг,Веб-разработка,,10 и более лет,2,2100,d,0,d,до 50 человек,Львов,средний,11/05/2011 09:53:53,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,27,m,Junior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,1.5,0.5,3500,h,0,d,до 50 человек,Чернигов,ниже среднего,11/05/2011 09:54:08,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,31,m,Project manager,Высшее,,Разработка ПО,Корпоративные системы,,4,4,2000,d,5000,d,до 50 человек,Киев,элементарный,11/05/2011 09:56:05,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,34,m,Technical Lead,Высшее,SQL,Аутсорсинг,Веб-разработка,,10 и более лет,2,2100,d,0,d,до 50 человек,Львов,средний,11/05/2011 09:56:26,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
,23,m,Системный администратор,Высшее,,Аутсорсинг,Веб-разработка,,4,0.25,500,d,0,d,до 10 человек,Харьков,средний,11/05/2011 10:03:05,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,23,f,Project manager,Высшее,,Аутсорсинг,Веб-разработка,,2,0.75,1000,d,0,d,до 50 человек,Киев,продвинутый,11/05/2011 10:04:14,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,35,m,Junior Software Engineer,Высшее,PHP,Заказная разработка,Веб-разработка,,меньше 3 месяцев,меньше 3 месяцев,1,d,1,d,до 10 человек,Киев,элементарный,11/05/2011 10:05:12,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,30,m,Team lead,Высшее,,Разработка ПО,Телекоммуникации,,3,2,4000,h,48000,h,до 10 человек,Харьков,средний,11/05/2011 10:05:29,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,33,m,Software Engineer,Высшее,C#/.NET,ИТ-подразделение,Финансы и банки,,8,2,10000,h,0,h,до 100 человек,Киев,элементарный,11/05/2011 10:05:38,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,28,m,Software Engineer,Высшее,Objective-C,Заказная разработка,Финансы и банки,,3,3,800,d,0,d,до 50 человек,Киев,элементарный,11/05/2011 10:06:13,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,34,m,Project manager,Высшее,,Аутсорсинг,Веб-разработка,,10 и более лет,5,4200,d,0,d,до 100 человек,Львов,выше среднего,11/05/2011 10:08:02,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0) Gecko/20100101 Firefox/4.0
,26,m,QA engineer,Высшее,,Разработка ПО,Веб-разработка,General QA,4,3,1000,d,0,d,до 200 человек,Харьков,средний,11/05/2011 10:08:33,Mozilla/5.0 (Windows NT 6.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,28,m,Software Engineer,Высшее,Java,Аутсорсинг,Финансы и банки,,6,3,1700,d,0,d,до 50 человек,Симферополь,средний,11/05/2011 10:08:43,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,24,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,2,0.5,1300,d,400,d,до 50 человек,Харьков,средний,11/05/2011 10:11:32,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.35 (KHTML, like Gecko) Ubuntu/10.10 Chromium/13.0.760.0 Chrome/13.0.760.0 Safari/534.35"
,28,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,7,1,1800,d,2000,d,до 200 человек,Киев,ниже среднего,11/05/2011 10:17:25,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.16) Gecko/20110319 Firefox/3.6.16 ( .NET CLR 3.5.30729; .NET4.0E)
,25,m,Software Engineer,Высшее,Java,Аутсорсинг,Веб-разработка,,4.5,1,2600,d,600,d,до 100 человек,Киев,выше среднего,11/05/2011 10:21:03,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.60 Safari/534.24"
,30,m,Project manager,Высшее,,Аутсорсинг,Встраиваемые системы / Embedded,,3,1.5,4000,d,0,d,до 10 человек,Киев,выше среднего,11/05/2011 10:25:32,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_7; en-us) AppleWebKit/533.21.1 (KHTML, like Gecko) Version/5.0.5 Safari/533.21.1"
,0,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,10 и более лет,1.5,2000,d,0,d,до 50 человек,Киев,выше среднего,11/05/2011 10:26:17,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.16) Gecko/20110319 Firefox/3.6.16
,25,m,Software Engineer,Высшее,C#/.NET,Аутсорсинг,Финансы и банки,,3,4,2150,d,0,d,до 10 человек,Киев,средний,11/05/2011 10:26:48,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,24,m,Senior Software Engineer,Высшее,C#/.NET,Разработка ПО,Финансы и банки,,5,3,14898,h,4000,h,до 1000 человек,Киев,выше среднего,11/05/2011 10:27:14,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 6.1; WOW64; Trident/4.0; SLCC2; .NET CLR 2.0.50727; .NET CLR 3.5.30729; .NET CLR 3.0.30729; Media Center PC 6.0; InfoPath.2; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)
,25,m,Senior Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,4,1.25,1900,d,0,d,до 50 человек,Харьков,средний,11/05/2011 10:27:45,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,40,m,Project manager,Высшее,,Аутсорсинг,Корпоративные системы,,10 и более лет,6,1700,d,2000,d,до 100 человек,Винница,средний,11/05/2011 10:30:28,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,33,m,Senior Software Engineer,Высшее,Objective-C,Аутсорсинг,iOS,,2,1,2500,d,0,d,до 10 человек,Чернигов,средний,11/05/2011 10:30:48,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.6; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,21,m,Junior Software Engineer,Высшее,C#/.NET,Госпредприятие,Корпоративные системы,,1.5,меньше 3 месяцев,700,d,0,d,до 50 человек,Киев,выше среднего,11/05/2011 10:32:27,Opera/9.80 (Windows NT 6.1; U; en) Presto/2.8.131 Version/11.10
,29,m,Technical Lead,Высшее,PHP,Заказная разработка,Веб-разработка,,меньше 3 месяцев,4,2000,d,0,d,до 50 человек,Киев,средний,11/05/2011 10:39:21,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.2.17) Gecko/20110420 Firefox/3.6.17
,22,m,Senior Software Engineer,Незаконченное высшее,Ruby/Rails,Аутсорсинг,Веб-разработка,,5,0.5,2200,d,0,d,до 10 человек,Днепропетровск,выше среднего,11/05/2011 10:44:38,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_5) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.30 Safari/534.30"
,24,m,Senior Software Engineer,Высшее,C,Разработка ПО,Встраиваемые системы / Embedded,,3.5,3.5,1050,d,0,d,до 100 человек,Харьков,средний,11/05/2011 10:47:37,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; InfoPath.1)
,28,f,Project manager,Высшее,,Разработка ПО,Корпоративные системы,,6,1,1500,d,0,d,до 50 человек,Киев,элементарный,11/05/2011 10:49:15,Opera/9.80 (Windows NT 6.1; U; ru) Presto/2.8.131 Version/11.10
,29,m,Software Engineer,Высшее,PHP,Заказная разработка,Веб-разработка,,2,2,7200,h,100,d,до 10 человек,Киев,продвинутый,11/05/2011 10:51:56,Mozilla/5.0 (Windows; U; Windows NT 5.1; ru; rv:1.9.2.12) Gecko/20101026 MRA 5.7 (build 03796) Firefox/3.6.12 ( .NET CLR 3.5.30729) sputnik 2.4.0.32
,24,m,Team lead,Высшее,,Аутсорсинг,Веб-разработка,,3,2,2000,d,0,d,до 50 человек,Симферополь,ниже среднего,11/05/2011 10:52:45,Mozilla/5.0 (Windows; U; Windows NT 6.1; ru; rv:1.9.2.12) Gecko/20101026 MRA 5.5 (build 02842) Firefox/3.6.12
,30,m,Senior Software Engineer,Высшее,C#/.NET,Аутсорсинг,Корпоративные системы,,6,0.5,2000,d,0,d,до 10 человек,Харьков,выше среднего,11/05/2011 10:53:52,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,41,m,Software Engineer,Высшее,C++,Разработка ПО,Финансы и банки,,10 и более лет,10 и более лет,2600,d,1000,d,до 10 человек,Днепропетровск,средний,11/05/2011 10:56:31,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,37,m,Senior Software Engineer,Высшее,SQL,Аутсорсинг,Веб-разработка,,10 и более лет,1.5,2600,d,0,d,до 1000 человек,Киев,ниже среднего,11/05/2011 11:00:13,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/11.0.696.65 Safari/534.24"
,25,m,Software Engineer,Высшее,Java,Разработка ПО,Корпоративные системы,,1.25,4.5,1000,d,0,d,до 10 человек,Винница,средний,11/05/2011 11:00:32,Mozilla/5.0 (Windows; U; Windows NT 6.1; uk; rv:1.9.2.10) Gecko/20100914 Firefox/3.6.10
,30,m,Software Engineer,Высшее,PHP,Аутсорсинг,Веб-разработка,,10 и более лет,0.25,1150,d,0,d,до 50 человек,Киев,ниже среднего,11/05/2011 11:02:06,Opera/9.80 (Windows NT 5.1; U; ru) Presto/2.8.131 Version/11.10
,34,m,Senior Software Engineer,Высшее,Objective-C,Аутсорсинг,Корпоративные системы,,10 и более лет,8,3000,d,0,d,до 100 человек,Киев,средний,11/05/2011 11:03:28,Mozilla/5.0 (Windows NT 5.1; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
,21,m,Software Engineer,Незаконченное высшее,Python,Аутсорсинг,Корпоративные системы,,4,0.25,1500,d,0,d,до 10 человек,Харьков,средний,11/05/2011 11:03:38,Mozilla/5.0 (X11; Linux x86_64; rv:2.0.1) Gecko/20100101 Firefox/4.0.1
