"Должность","Язык.программирования","Специализация","Общий.опыт.работы","Опыт.работы.на.текущем.месте","Зарплата.в.месяц","Изменение.зарплаты","Город","Размер.компании","Тип.компании","Пол","Возраст","Образование","Еще.студент","Уровень.английского","Предметная.область","Дата.заполнения","User.Agent","exp","current_job_exp","loc","salary","Валюта","cls"
"3716","Junior QA engineer","","General QA","меньше 3 месяцев","меньше 3 месяцев",500,0,"Киев","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Desktop Applications,Финансы и банки","26/12/2014 15:11:52","Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0",0,0,"Киев",500,NA,"QA"
"3717","Системный администратор","","","9","3.5",800,0,"Киев","до 50 человек","Аутсорсинговая","мужской",34,"Незаконченное высшее","False","средний","Телекоммуникации,Корпоративные системы","26/12/2014 15:13:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",9,3.5,"Киев",800,NA,"ADM"
"3718","Software Engineer","Java","","3","0.25",2100,500,"Харьков","до 50 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Финансы и банки,Корпоративные системы","26/12/2014 15:13:53","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",3,0.25,"Харьков",2100,NA,"DEV"
"3719","Software Engineer","PHP","","2.5","меньше 3 месяцев",1500,700,"Харьков","до 50 человек","Аутсорсинговая","мужской",25,"Незаконченное высшее","False","ниже среднего","Веб-разработка,eCommerce","26/12/2014 15:17:53","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,0,"Харьков",1500,NA,"DEV"
"3720","Researcher","","","3","0.75",2350,800,"Харьков","до 10 человек","Продуктовая","мужской",24,"Высшее","False","продвинутый","Другое","26/12/2014 15:18:00","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,0.75,"Харьков",2350,NA,""
"3721","Software Engineer","JavaScript","","2","2",1200,600,"Киев","до 10 человек","Другая","мужской",24,"Высшее","False","средний","Веб-разработка","26/12/2014 15:19:31","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2,2,"Киев",1200,NA,"DEV"
"3722","Team lead","","","4","3",2200,400,"Одесса","до 200 человек","Аутсорсинговая","мужской",26,"Высшее","False","продвинутый","","26/12/2014 15:19:39","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",4,3,"Одесса",2200,NA,"PM"
"3723","Project manager","","","5","4.5",2000,200,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",30,"Незаконченное высшее","False","средний","Системное программирование,Другое","26/12/2014 15:20:59","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,4.5,"Харьков",2000,NA,"PM"
"3724","Software Engineer","JavaScript","","6","1.25",3300,300,"Киев","до 10 человек","Аутсорсинговая","мужской",24,"Незаконченное высшее","False","выше среднего","iOS,Веб-разработка","26/12/2014 15:21:27","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6,1.25,"Киев",3300,NA,"DEV"
"3725","DevOps","","","2","1",950,150,"Ивано-Франковск","свыше 1000 человек","Аутсорсинговая","мужской",33,"Высшее","False","средний","Корпоративные системы,Другое","26/12/2014 15:22:27","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",2,1,"other",950,NA,""
"3726","QA engineer","","Manual QA","2","1",1200,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Высшее","False","продвинутый","Системное программирование,Телекоммуникации","26/12/2014 15:28:53","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",2,1,"Киев",1200,NA,"QA"
"3727","Senior Software Engineer","Java","","4","0.5",3000,200,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Финансы и банки,Корпоративные системы","26/12/2014 15:29:49","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,0.5,"Киев",3000,NA,"DEV"
"3728","Senior QA engineer","","Manual QA","4","1.5",2300,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","средний","Финансы и банки","26/12/2014 15:30:20","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/5.0)",4,1.5,"Киев",2300,NA,"QA"
"3729","Junior Software Engineer","Java","","1","1",700,200,"Киев","свыше 1000 человек","Другая","женский",29,"Высшее","False","средний","Веб-разработка,Корпоративные системы","26/12/2014 15:30:27","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.65 Safari/537.36",1,1,"Киев",700,NA,"DEV"
"3730","Software Engineer","JavaScript","","2.5","0.75",1400,300,"Ужгород","до 10 человек","Стартап","мужской",29,"Кандидат","False","ниже среднего","Веб-разработка","26/12/2014 15:30:36","Mozilla/5.0 (X11; Linux x86_64; rv:30.0) Gecko/20100101 Firefox/30.0",2.5,0.75,"other",1400,NA,"DEV"
"3731","HR","","","2.5","2.5",995,100,"Харьков","свыше 1000 человек","Аутсорсинговая","женский",29,"Высшее","False","выше среднего","Другое","26/12/2014 15:34:07","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Maxthon/4.4.1.5000 Chrome/30.0.1599.101 Safari/537.36",2.5,2.5,"Харьков",995,NA,""
"3732","Team lead","","","6","2",1437,0,"Киев","до 200 человек","Другая","мужской",26,"Высшее","False","выше среднего","Системное программирование,Другое","26/12/2014 15:38:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6,2,"Киев",1437,NA,"PM"
"3733","Senior Software Engineer","Java","","4","0.5",3000,1000,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","выше среднего","","26/12/2014 15:39:06","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,0.5,"Киев",3000,NA,"DEV"
"3734","Senior QA engineer","","Automation QA","7","2",2680,0,"Другой","до 10 человек","Продуктовая","мужской",29,"Высшее","False","выше среднего","Desktop Applications,Embedded","26/12/2014 15:39:36","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",7,2,"other",2680,NA,"QA"
"3735","Senior Project Manager / Program Manager","","","10 и более лет","1",6000,0,"Львов","до 50 человек","Аутсорсинговая","мужской",38,"Высшее","False","выше среднего","Веб-разработка,Корпоративные системы","26/12/2014 15:40:06","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0",10,1,"Львов",6000,NA,"SPM"
"3736","QA engineer","","Manual QA","3.5","3",800,200,"Ровно","до 50 человек","Аутсорсинговая","мужской",28,"Высшее","False","средний","Веб-разработка","26/12/2014 15:40:45","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.71 Safari/537.36",3.5,3,"other",800,NA,"QA"
"3737","Software Engineer","Ruby/Rails","","3.5","3.5",1500,600,"Одесса","до 10 человек","Другая","мужской",26,"Высшее","False","средний","Веб-разработка","26/12/2014 15:41:25","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:34.0) Gecko/20100101 Firefox/34.0",3.5,3.5,"Одесса",1500,NA,"DEV"
"3738","QA engineer","","Manual QA","1","1",500,0,"Киев","до 10 человек","Аутсорсинговая","женский",25,"Высшее","False","элементарный","Системное программирование","26/12/2014 15:42:03","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1,1,"Киев",500,NA,"QA"
"3739","Дизайнер","","","5","0.75",900,0,"Киев","до 50 человек","Другая","мужской",23,"Высшее","False","элементарный","Веб-разработка,Gamedev","26/12/2014 15:43:37","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,0.75,"Киев",900,NA,""
"3740","QA engineer","","Automation QA","3.5","1.25",2130,0,"Киев","свыше 1000 человек","Аутсорсинговая","женский",30,"Высшее","False","выше среднего","Веб-разработка","26/12/2014 15:45:13","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3.5,1.25,"Киев",2130,NA,"QA"
"3741","Senior Software Engineer","PHP","","5.5","5.5",150,50,"Киев","до 10 человек","Аутсорсинговая","мужской",30,"Высшее","False","продвинутый","Веб-разработка","26/12/2014 15:50:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5.5,5.5,"Киев",150,NA,"DEV"
"3742","Junior Software Engineer","Java","","1.5","0.75",300,400,"Николаев","до 10 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Веб-разработка","26/12/2014 15:50:03","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/39.0.2171.65 Chrome/39.0.2171.65 Safari/537.36",1.5,0.75,"other",300,NA,"DEV"
"3743","Junior Software Engineer","PHP","","0.5","меньше 3 месяцев",350,50,"Львов","до 50 человек","Аутсорсинговая","мужской",28,"Незаконченное высшее","True","ниже среднего","Веб-разработка","26/12/2014 15:50:15","Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:34.0) Gecko/20100101 Firefox/34.0",0.5,0,"Львов",350,NA,"DEV"
"3744","Дизайнер","","","2.5","0.75",1800,500,"Киев","до 200 человек","Продуктовая","мужской",23,"Незаконченное высшее","False","выше среднего","Веб-разработка,Корпоративные системы","26/12/2014 15:51:55","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/600.2.5 (KHTML, like Gecko) Version/8.0.2 Safari/600.2.5",2.5,0.75,"Киев",1800,NA,""
"3745","QA engineer","","Automation QA","3.5","3.5",1500,0,"Харьков","свыше 1000 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","Android,Embedded","26/12/2014 15:53:18","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.65 Safari/537.36",3.5,3.5,"Харьков",1500,NA,"QA"
"3746","Team lead","","","6.5","6.5",3200,350,"Днепр.","до 200 человек","Аутсорсинговая","мужской",29,"Высшее","False","средний","Веб-разработка","26/12/2014 15:55:35","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6.5,6.5,"Днепр.",3200,NA,"PM"
"3747","DevOps","","","6.5","1.5",1800,400,"Днепр.","свыше 1000 человек","Аутстаффинговая","мужской",26,"Высшее","False","средний","Веб-разработка","26/12/2014 15:55:38","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6.5,1.5,"Днепр.",1800,NA,""
"3748","Software Engineer","C#/.NET","","2","1.5",2200,300,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",26,"Высшее","False","выше среднего","Веб-разработка,Финансы и банки","26/12/2014 15:56:56","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36 OPR/26.0.1656.60",2,1.5,"Киев",2200,NA,"DEV"
"3749","Software Engineer","Java","","2.5","2.5",1400,400,"Львов","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","Веб-разработка","26/12/2014 15:57:43","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:33.0) Gecko/20100101 Firefox/33.0",2.5,2.5,"Львов",1400,NA,"DEV"
"3750","Team lead","","","10 и более лет","4",2850,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",38,"Высшее","False","выше среднего","Финансы и банки,Другое","26/12/2014 15:58:32","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.95 Safari/537.11",10,4,"Киев",2850,NA,"PM"
"3751","Software Engineer","SQL","","2","0.25",1200,200,"Киев","свыше 1000 человек","Аутсорсинговая","женский",23,"Высшее","False","средний","Финансы и банки","26/12/2014 16:00:43","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2,0.25,"Киев",1200,NA,"DEV"
"3752","HR","","","2.5","1.5",370,30,"Львов","до 10 человек","Аутсорсинговая","женский",25,"Высшее","False","продвинутый","Desktop Applications,Системное программирование","26/12/2014 16:01:31","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,1.5,"Львов",370,NA,""
"3753","Junior Software Engineer","JavaScript","","0.25","0.25",600,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Высшее","False","продвинутый","Веб-разработка","26/12/2014 16:06:44","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.25,0.25,"Киев",600,NA,"DEV"
"3754","Senior Software Engineer","Java","","3.5","2",2800,300,"Одесса","до 1000 человек","Аутсорсинговая","мужской",32,"Высшее","False","средний","Android","26/12/2014 16:07:18","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",3.5,2,"Одесса",2800,NA,"DEV"
"3755","Software Engineer","C++","","5.5","4",1400,200,"Киев","свыше 1000 человек","Продуктовая","мужской",23,"Высшее","False","средний","Embedded","26/12/2014 16:07:33","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5.5,4,"Киев",1400,NA,"DEV"
"3756","Technical Lead","Python","","меньше 3 месяцев","меньше 3 месяцев",4100,400,"Одесса","до 1000 человек","Аутстаффинговая","мужской",39,"Два высших","False","выше среднего","Веб-разработка","26/12/2014 16:11:32","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:34.0) Gecko/20100101 Firefox/34.0",0,0,"Одесса",4100,NA,"SDEV"
"3757","Software Engineer","C#/.NET","","6.5","3.5",3400,150,"Днепр.","до 200 человек","Аутстаффинговая","мужской",29,"Высшее","False","выше среднего","Корпоративные системы","26/12/2014 16:11:59","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6.5,3.5,"Днепр.",3400,NA,"DEV"
"3758","HR","","","1.5","1",1000,0,"Львов","до 50 человек","Продуктовая","мужской",25,"Два высших","False","продвинутый","Desktop Applications,Системное программирование","26/12/2014 16:18:30","Mozilla/5.0 (Windows NT 6.1; rv:34.0) Gecko/20100101 Firefox/34.0",1.5,1,"Львов",1000,NA,""
"3759","Team lead","","","8","0.5",5000,1000,"Другой","свыше 1000 человек","Продуктовая","мужской",26,"Высшее","False","продвинутый","Веб-разработка,Финансы и банки","26/12/2014 16:19:00","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",8,0.5,"other",5000,NA,"PM"
"3760","Support","","","1.5","1",175,0,"Винница","до 10 человек","Другая","мужской",22,"Высшее","False","средний","Системное программирование,Корпоративные системы","26/12/2014 16:19:19","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.5,1,"other",175,NA,""
"3761","Sales manager","","","8","меньше 3 месяцев",1000,250,"Харьков","до 50 человек","Аутсорсинговая","мужской",28,"Незаконченное высшее","False","выше среднего","iOS,Веб-разработка","26/12/2014 16:19:23","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",8,0,"Харьков",1000,NA,""
"3762","Гейм-дизайнер","","","1","1",500,0,"Харьков","до 10 человек","Другая","мужской",20,"Незаконченное высшее","True","ниже среднего","Gamedev","26/12/2014 16:19:37","Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1,1,"Харьков",500,NA,""
"3763","Team lead","","","10 и более лет","10 и более лет",3400,400,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",31,"Среднее","False","продвинутый","eCommerce,Корпоративные системы","26/12/2014 16:20:10","Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,10,"Киев",3400,NA,"PM"
"3764","Junior QA engineer","","Manual QA","0.75","0.75",778,0,"Киев","свыше 1000 человек","Аутсорсинговая","женский",34,"Высшее","False","средний","Финансы и банки","26/12/2014 16:23:04","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",0.75,0.75,"Киев",778,NA,"QA"
"3765","Team lead","","","2","меньше 3 месяцев",4200,0,"Киев","до 1000 человек","Продуктовая","мужской",26,"Высшее","False","средний","Gamedev","26/12/2014 16:26:10","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2,0,"Киев",4200,NA,"PM"
"3766","Junior Software Engineer","C++","","3","2",1500,0,"Киев","до 50 человек","Аутсорсинговая","мужской",25,"Высшее","False","средний","","26/12/2014 16:28:15","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,2,"Киев",1500,NA,"DEV"
"3767","Системный администратор","","","6","4.5",300,20,"Сумы","свыше 1000 человек","Продуктовая","мужской",27,"Кандидат","False","средний","Телекоммуникации,Другое","26/12/2014 16:28:42","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)",6,4.5,"other",300,NA,"ADM"
"3768","Software Engineer","C#/.NET","","3","3",1800,500,"Львов","до 50 человек","Аутсорсинговая","мужской",31,"Незаконченное высшее","False","продвинутый","Desktop Applications","26/12/2014 16:28:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,3,"Львов",1800,NA,"DEV"
"3769","HR","","","5","1.25",1900,200,"Киев","до 1000 человек","Аутсорсинговая","мужской",29,"Высшее","False","средний","Другое","26/12/2014 16:30:00","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,1.25,"Киев",1900,NA,""
"3770","Junior Software Engineer","C#/.NET","","меньше 3 месяцев","1",1000,300,"Днепр.","до 200 человек","Аутсорсинговая","мужской",23,"Высшее","False","ниже среднего","Desktop Applications","26/12/2014 16:30:18","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1,"Днепр.",1000,NA,"DEV"
"3771","QA engineer","","General QA","меньше 3 месяцев","1.25",470,200,"Сумы","до 1000 человек","Продуктовая","мужской",23,"Высшее","False","ниже среднего","Веб-разработка,Телекоммуникации","26/12/2014 16:31:29","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,1.25,"other",470,NA,"QA"
"3772","Project manager","","","меньше 3 месяцев","0.5",1000,200,"Киев","до 1000 человек","Аутстаффинговая","мужской",26,"Высшее","False","продвинутый","Веб-разработка,eCommerce","26/12/2014 16:31:52","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,0.5,"Киев",1000,NA,"PM"
"3773","HR","","","1.25","1.25",150,0,"Днепр.","свыше 1000 человек","Другая","женский",23,"Высшее","False","ниже среднего","Финансы и банки","26/12/2014 16:32:39","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.25,1.25,"Днепр.",150,NA,""
"3774","Product Manager","","","3","2.5",720,20,"Киев","до 50 человек","Продуктовая","мужской",21,"Незаконченное высшее","False","выше среднего","Desktop Applications,Телекоммуникации","26/12/2014 16:32:41","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,2.5,"Киев",720,NA,""
"3775","Software Engineer","Java","","3","1.5",2000,0,"Киев","до 200 человек","Продуктовая","мужской",23,"Высшее","False","средний","Android","26/12/2014 16:32:52","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",3,1.5,"Киев",2000,NA,"DEV"
"3776","Project manager","","","4","4",850,0,"Черкассы","до 50 человек","Продуктовая","мужской",30,"Высшее","False","средний","Другое","26/12/2014 16:33:40","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",4,4,"other",850,NA,"PM"
"3777","DevOps","","","1.25","меньше 3 месяцев",2400,1300,"Львов","до 200 человек","Аутстаффинговая","мужской",24,"Незаконченное высшее","False","выше среднего","Веб-разработка,Другое","26/12/2014 16:35:41","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",1.25,0,"Львов",2400,NA,""
"3778","Software Engineer","Java","","3","7",1500,500,"Днепр.","до 1000 человек","Другая","мужской",29,"Высшее","False","ниже среднего","Финансы и банки,Корпоративные системы","26/12/2014 16:35:48","Mozilla/5.0 (X11; Ubuntu; Linux i686; rv:33.0) Gecko/20100101 Firefox/33.0",3,7,"Днепр.",1500,NA,"DEV"
"3779","Project manager","","","меньше 3 месяцев","меньше 3 месяцев",2000,0,"Днепр.","до 200 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","False","продвинутый","Android,iOS","26/12/2014 16:36:33","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,0,"Днепр.",2000,NA,"PM"
"3780","Senior Software Engineer","Python","","6","1",2900,100,"Львов","до 50 человек","Стартап","мужской",31,"Высшее","False","средний","Веб-разработка,Системное программирование","26/12/2014 16:37:04","Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",6,1,"Львов",2900,NA,"DEV"
"3781","Системный администратор","","","3.5","2",700,50,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",23,"Незаконченное высшее","False","средний","Финансы и банки,Другое","26/12/2014 16:37:30","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",3.5,2,"Киев",700,NA,"ADM"
"3782","Технический писатель","","","5","5",795,100,"Днепр.","до 10 человек","Продуктовая","женский",38,"Высшее","False","выше среднего","Другое","26/12/2014 16:37:47","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",5,5,"Днепр.",795,NA,""
"3783","Director of Engineering / Program Director","","","10 и более лет","4.5",2000,0,"Киев","до 200 человек","Другая","мужской",36,"Высшее","False","средний","Другое","26/12/2014 16:38:17","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",10,4.5,"Киев",2000,NA,"SPM"
"3784","Team lead","","","5","2",2200,0,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",24,"Высшее","False","продвинутый","Корпоративные системы,Другое","26/12/2014 16:39:07","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",5,2,"Киев",2200,NA,"PM"
"3785","Бизнес-аналитик","","","0.5","0.5",450,450,"Днепр.","до 1000 человек","Аутсорсинговая","женский",26,"Высшее","False","продвинутый","Desktop Applications,Веб-разработка","26/12/2014 16:39:55","Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0.5,0.5,"Днепр.",450,NA,""
"3786","Junior Software Engineer","PHP","","2.5","1.25",1100,100,"Днепр.","до 1000 человек","Продуктовая","мужской",22,"Высшее","False","ниже среднего","Веб-разработка","26/12/2014 16:40:54","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",2.5,1.25,"Днепр.",1100,NA,"DEV"
"3787","Software Engineer","Java","","меньше 3 месяцев","меньше 3 месяцев",1055,430,"Черновцы","свыше 1000 человек","Аутсорсинговая","мужской",22,"Высшее","False","средний","Веб-разработка,Корпоративные системы","26/12/2014 16:41:14","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",0,0,"other",1055,NA,"DEV"
"3788","Системный администратор","","","5","1.5",700,100,"Львов","до 200 человек","Аутсорсинговая","мужской",25,"Высшее","False","ниже среднего","Другое","26/12/2014 16:45:14","Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",5,1.5,"Львов",700,NA,"ADM"
"3789","DevOps","","","6","0.5",3400,900,"Киев","свыше 1000 человек","Аутсорсинговая","мужской",28,"Два высших","False","продвинутый","Телекоммуникации,eCommerce","26/12/2014 16:45:46","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",6,0.5,"Киев",3400,NA,""
"3790","Дизайнер","","","7","2",1900,1000,"Днепр.","до 1000 человек","Продуктовая","мужской",28,"Незаконченное высшее","False","средний","Веб-разработка,Мультимедиа","26/12/2014 16:46:32","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/39.0.2171.95 Safari/537.36",7,2,"Днепр.",1900,NA,""
"3791","Junior Software Engineer","Delphi","","5","2.5",1000,634,"Киев","свыше 1000 человек","Другая","мужской",27,"Высшее","False","ниже среднего","Desktop Applications,Корпоративные системы","26/12/2014 16:47:01","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:34.0) Gecko/20100101 Firefox/34.0",5,2.5,"Киев",1000,NA,"DEV"
